osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,bridge,junction
146459393,Кнеза Милана Обреновића,residential,False,False,115.03,"LINESTRING (19.5660364 43.9711897, 19.5661134 43.971152, 19.5661413 43.9711384, 19.5672253 43.9706083)",,,,,
151631993,Кнеза Милана Обреновића,secondary,False,False,114.566,"LINESTRING (19.5660364 43.9711897, 19.5658648 43.9712726, 19.5658477 43.9712809, 19.5648479 43.9717641)",2,171,,,
"[1206478139, 1132420150]",Светосавска,secondary,False,False,92.41600000000001,"LINESTRING (19.5660364 43.9711897, 19.5661115 43.9712714, 19.5661278 43.9712891, 19.5661394 43.9713017, 19.5661465 43.9713094, 19.56619 43.9713568, 19.566444 43.971633, 19.5664494 43.9716388, 19.566551 43.9717493, 19.5665815 43.9717825, 19.5665983 43.9718008, 19.566609 43.9718124, 19.5666737 43.9718828)",2,170;171,50,,
"[1206478138, 1206478140]",Светосавска,secondary,False,True,90.286,"LINESTRING (19.5660364 43.9711897, 19.5659708 43.9711212, 19.5659616 43.9711117, 19.5659541 43.9711038, 19.5659118 43.9710596, 19.5659038 43.9710513, 19.5657554 43.9708963, 19.5657139 43.970853, 19.5656594 43.9707961, 19.5656454 43.9707815, 19.5654784 43.9706071, 19.565466 43.9705941, 19.5654448 43.970572, 19.5653961 43.9705212)",2,170,50,,
687456648,Војводе Мишића,residential,False,False,113.652,"LINESTRING (19.5666737 43.9718828, 19.5665928 43.9719217, 19.5665752 43.9719302, 19.5654927 43.9724505)",,,50,,
1132420336,Светосавска,secondary,False,False,67.397,"LINESTRING (19.5666737 43.9718828, 19.5667187 43.9719304, 19.5667306 43.9719431, 19.5667865 43.9720023, 19.5670024 43.9722309, 19.5670525 43.9722839, 19.5670774 43.9723103, 19.5671471 43.9723841)",2,170;171,50,,
1132420910,Војводе Мишића,residential,True,False,115.526,"LINESTRING (19.5666737 43.9718828, 19.5667421 43.9718473, 19.5667524 43.971842, 19.567845 43.9712755)",,,50,,
"[1206478139, 1132420150]",Светосавска,secondary,False,True,92.41600000000001,"LINESTRING (19.5666737 43.9718828, 19.566609 43.9718124, 19.5665983 43.9718008, 19.5665815 43.9717825, 19.566551 43.9717493, 19.5664494 43.9716388, 19.566444 43.971633, 19.56619 43.9713568, 19.5661465 43.9713094, 19.5661394 43.9713017, 19.5661278 43.9712891, 19.5661115 43.9712714, 19.5660364 43.9711897)",2,170;171,50,,
"[1206478133, 175890093]",Миленка Топаловића,secondary,False,False,255.25799999999998,"LINESTRING (19.5691858 43.9743467, 19.5692205 43.9742925, 19.5692417 43.9742584, 19.5692821 43.9742133, 19.569336 43.9741563, 19.5694053 43.9740911, 19.56959 43.9739148, 19.5697869 43.9737257, 19.5699392 43.9735795, 19.5699911 43.9735284, 19.5700325 43.9734788, 19.5700707 43.9734231, 19.5700953 43.9733817, 19.5701119 43.9733538, 19.5701635 43.9732423, 19.5701972 43.973173, 19.5702203 43.9731307, 19.5702475 43.9730842, 19.5702805 43.9730283, 19.5703401 43.9729455, 19.5704192 43.9728446, 19.5705078 43.9727224, 19.5705946 43.9725844, 19.570667 43.9724599, 19.5707285 43.9723544)",2,171,,,
"[146459351, 153967310, 1206478134, 153967311]",Светосавска,secondary,False,True,273.427,"LINESTRING (19.5691858 43.9743467, 19.5691325 43.9743027, 19.5691086 43.9742868, 19.569083 43.9742697, 19.5690072 43.974224, 19.5689467 43.9741838, 19.5688181 43.9740979, 19.5686524 43.973967, 19.5685416 43.9738523, 19.5684342 43.9737383, 19.5681088 43.9733858, 19.5680135 43.9732919, 19.5679237 43.9732034, 19.5679095 43.9731894, 19.5677533 43.9730264, 19.5677175 43.9729911, 19.5672651 43.9725092, 19.5672421 43.9724847, 19.5671471 43.9723841)",2,170;171,50,yes,
