osmid,oneway,name,highway,reversed,length,lanes,maxspeed,geometry,width
354496299,True,Моме Арделића,residential,False,54.991,,,"LINESTRING (20.9259821 44.6616718, 20.9265262 44.6613639)",
88199884,False,Кнеза Михаила,secondary,False,251.338,2,50,"LINESTRING (20.9259821 44.6616718, 20.9259295 44.6616499, 20.9258682 44.6616262, 20.9231507 44.6606457)",
88199884,False,Кнеза Михаила,secondary,True,69.50999999999999,2,50,"LINESTRING (20.9259821 44.6616718, 20.9260891 44.6617195, 20.9261696 44.6617662, 20.926293 44.6618397, 20.9263869 44.6619017, 20.9264911 44.6619794, 20.9265505 44.6620353, 20.9266162 44.6620982)",
299215331,False,Карађорђева,secondary,True,95.528,2,,"LINESTRING (20.9228035 44.6643064, 20.9240114 44.664306)",
299215331,False,Карађорђева,secondary,False,133.1,2,,"LINESTRING (20.9228035 44.6643064, 20.9227631 44.6643049, 20.9211634 44.664308, 20.9211206 44.6643074)",
766741283,False,Српског совјета,residential,False,65.108,,,"LINESTRING (20.9228035 44.6643064, 20.9228049 44.6643777, 20.9228136 44.6648229, 20.9228261 44.6648913)",
88210606,True,Карађорђева,residential,False,75.806,,,"LINESTRING (20.9211206 44.6643074, 20.9211195 44.6643814, 20.9211105 44.6649891)",
299215331,False,Карађорђева,secondary,True,133.10000000000002,2,,"LINESTRING (20.9211206 44.6643074, 20.9211634 44.664308, 20.9227631 44.6643049, 20.9228035 44.6643064)",
347722196,False,Седамнаестог октобра,secondary,True,128.411,3,,"LINESTRING (20.9295477 44.6635613, 20.9308372 44.6631856, 20.9309336 44.6631579, 20.9310485 44.6631208)",
876629384,False,Слободе,secondary,False,37.286,3,,"LINESTRING (20.9295477 44.6635613, 20.9293162 44.6636318, 20.9291244 44.6637079)",
1226047186,True,Дине Манчића,residential,False,75.565,,,"LINESTRING (20.9295477 44.6635613, 20.9296182 44.6637842, 20.9296824 44.6639744, 20.9297641 44.6642232)",
299136176,False,Милоша Великог,residential,False,42.105000000000004,,,"LINESTRING (20.9314588 44.6645537, 20.9319154 44.6646407, 20.9319713 44.6646556)",
299136176,False,Милоша Великог,residential,True,138.983,,,"LINESTRING (20.9314588 44.6645537, 20.9306427 44.6644015, 20.9304014 44.6643514, 20.9297641 44.6642232)",
706783389,True,Димитрија Давидовића,secondary,False,23.084,1,,"LINESTRING (20.929404 44.6633807, 20.9294758 44.6634695, 20.9295042 44.6635017, 20.9295232 44.6635272, 20.9295477 44.6635613)",
847244208,False,Слободе,secondary,False,42.576,2,,"LINESTRING (20.929404 44.6633807, 20.9292431 44.663569, 20.9291244 44.6637079)",
876629383,False,Слободе,secondary,True,34.025999999999996,3,,"LINESTRING (20.929404 44.6633807, 20.9295049 44.6632657, 20.929634 44.6631221)",
"[876629376, 190706905]",False,Јована Крајишника,secondary,True,68.58,"['2', '3']",,"LINESTRING (20.9296731 44.6612828, 20.9297148 44.6613446, 20.9297678 44.6614109, 20.9298024 44.6614499, 20.9298416 44.6614915, 20.9299425 44.6615865, 20.9300139 44.6616608, 20.9300764 44.6617309, 20.9301361 44.661803)",
"[943870450, 313501180, 354505238]",True,"['Вука Караџића', 'Омладинска']",residential,False,171.7,,,"LINESTRING (20.9273489 44.6663954, 20.9273365 44.6662107, 20.9273126 44.6656187, 20.9273206 44.665553, 20.9273406 44.6655025, 20.9273878 44.6654679, 20.9277419 44.665461, 20.9282316 44.6654515)",
943870449,False,Омладинска,residential,False,65.20400000000001,,,"LINESTRING (20.9273489 44.6663954, 20.9273511 44.6664382, 20.9273617 44.666615, 20.9273828 44.6669813)",
88798826,False,Деспота Ђурђа,residential,True,70.253,,,"LINESTRING (20.9273828 44.6669813, 20.9268667 44.6669968, 20.9264952 44.6670072)",
