osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width
689103196,True,3,127,Ћирила и Методија,secondary,30,False,10.293,"LINESTRING (20.1588323 44.9845705, 20.158962 44.9845829)",
"[689103200, 689103185, 1168148315]",True,"['1', '2']",100,Карађорђева,secondary,"['50', '30']",False,106.12,"LINESTRING (20.1588323 44.9845705, 20.1589055 44.9844422, 20.1589555 44.9843326, 20.1590162 44.98417, 20.1590587 44.9840466, 20.1591143 44.9838848, 20.1591782 44.9837457, 20.1591928 44.9837179, 20.1592359 44.9836625)",
940922477,False,2,,Бранка Радичевића,residential,40,False,260.78499999999997,"LINESTRING (20.1580688 44.9868332, 20.1582893 44.9868601, 20.1583368 44.9868659, 20.1592022 44.9869678, 20.1593568 44.9869863, 20.1596962 44.9870271, 20.1602276 44.987091, 20.1602622 44.9870952, 20.160325 44.9871026, 20.1605858 44.9871333, 20.1609387 44.987174, 20.1613365 44.9872311)",
1223310653,False,3,100,Краља Петра I Карађорђевића,secondary,50,False,60.822,"LINESTRING (20.1580688 44.9868332, 20.1580826 44.986788, 20.158112 44.9866916, 20.1581337 44.9866205, 20.1581658 44.9865152, 20.1582088 44.9863831, 20.1582356 44.9862991)",
47002837,False,2,,Хвјездославова,residential,50,False,308.60499999999996,"LINESTRING (20.1593907 44.982932, 20.1595743 44.9829525, 20.1609906 44.9831104, 20.1621605 44.9832408, 20.1623474 44.983262, 20.1623931 44.9832662, 20.1624307 44.9832691, 20.1624619 44.9832691, 20.1624781 44.9832665, 20.1624933 44.9832605, 20.1625148 44.9832478, 20.162532 44.983229, 20.1625452 44.9832079, 20.1625615 44.9831662, 20.1625646 44.9831313, 20.1625687 44.983107, 20.162581 44.9829841, 20.1625854 44.9829333, 20.1625976 44.9828183, 20.1626076 44.9827233)",
739670093,False,2,100,Карађорђева,secondary,30,False,38.097,"LINESTRING (20.1593907 44.982932, 20.1594115 44.9827771, 20.1594141 44.9827576, 20.1594169 44.9827405, 20.1594415 44.9825913)",
"[739670120, 739670094]",False,3,100,Карађорђева,secondary,30,True,82.138,"LINESTRING (20.1593907 44.982932, 20.159369 44.9830478, 20.1592359 44.9836625)",
47002837,False,2,,Хвјездославова,residential,50,True,251.17800000000003,"LINESTRING (20.1642417 44.980969, 20.1635657 44.9812994, 20.1633823 44.9813881, 20.1631891 44.9814812, 20.1631126 44.9815189, 20.1630389 44.9815628, 20.1629752 44.9816112, 20.162928 44.9816622, 20.1628869 44.9817233, 20.1628594 44.9817741, 20.1628161 44.9818567, 20.1627068 44.9820801, 20.1626853 44.9821718, 20.1626605 44.982286, 20.1626444 44.9823914, 20.1626357 44.9824796, 20.162623 44.9825701, 20.1626076 44.9827233)",
47002838,False,1,,Хвјездославова,residential,50,True,76.644,"LINESTRING (20.1642417 44.980969, 20.1642785 44.9810041, 20.1643031 44.981036, 20.1643221 44.9810703, 20.1643371 44.9811085, 20.1643471 44.9811514, 20.1643594 44.9812038, 20.164374 44.9812564, 20.1643892 44.9813222, 20.164406 44.9813958, 20.1644154 44.9814782, 20.1644124 44.9815467, 20.1644135 44.9815759, 20.164412 44.9816368)",
47002838,False,1,,Хвјездославова,residential,50,False,76.64399999999999,"LINESTRING (20.164412 44.9816368, 20.1644135 44.9815759, 20.1644124 44.9815467, 20.1644154 44.9814782, 20.164406 44.9813958, 20.1643892 44.9813222, 20.164374 44.9812564, 20.1643594 44.9812038, 20.1643471 44.9811514, 20.1643371 44.9811085, 20.1643221 44.9810703, 20.1643031 44.981036, 20.1642785 44.9810041, 20.1642417 44.980969)",
47002837,False,2,,Хвјездославова,residential,50,False,251.178,"LINESTRING (20.1626076 44.9827233, 20.162623 44.9825701, 20.1626357 44.9824796, 20.1626444 44.9823914, 20.1626605 44.982286, 20.1626853 44.9821718, 20.1627068 44.9820801, 20.1628161 44.9818567, 20.1628594 44.9817741, 20.1628869 44.9817233, 20.162928 44.9816622, 20.1629752 44.9816112, 20.1630389 44.9815628, 20.1631126 44.9815189, 20.1631891 44.9814812, 20.1633823 44.9813881, 20.1635657 44.9812994, 20.1642417 44.980969)",
