osmid,name,highway,width,oneway,reversed,length,geometry,ref,lanes,maxspeed
1150330155,Bulevardi Elez Isufi,residential,20,False,True,156.965,"LINESTRING (20.4249251 41.6858751, 20.4267364 41.6854715)",,,
170141862,Rruga Klodian Tanushi,secondary,,False,True,176.239,"LINESTRING (20.4249251 41.6858751, 20.4249311 41.6857994, 20.4249506 41.6857318, 20.4249762 41.6856681, 20.4250035 41.6856121, 20.4250371 41.6855531, 20.4256888 41.684402)",,,
516863807,Gjergj Kastrioti Skënderbeu,secondary,,False,False,71.35600000000001,"LINESTRING (20.4249251 41.6858751, 20.4249431 41.6859449, 20.4250941 41.6863528, 20.4251075 41.6864009, 20.4251135 41.6864389, 20.4251142 41.6864785, 20.4251111 41.6864988)",SH31,,
598831565,Unaza e Peshkopisë,tertiary,,False,True,103.90100000000001,"LINESTRING (20.4249251 41.6858751, 20.4247557 41.6858116, 20.4244617 41.6856519, 20.423923 41.6853203)",,2,60
35326797,Rruga Klodian Tanushi,secondary,,True,False,118.66,"LINESTRING (20.4294239 41.6832768, 20.4291819 41.6833343, 20.4280641 41.6836046)",,,
170002343,Rruga Jashar Kola,residential,,False,False,23.657,"LINESTRING (20.4294239 41.6832768, 20.4294455 41.6833176, 20.4294687 41.6833724, 20.4295125 41.6834789)",,,
170002588,Rruga Cipure Lushe,tertiary,,False,True,139.974,"LINESTRING (20.4333971 41.6854737, 20.4333848 41.6854033, 20.4333516 41.6853309, 20.4332748 41.6852671, 20.4331936 41.685221, 20.4330814 41.6851755, 20.4329632 41.6851581, 20.4328499 41.6851612, 20.4327555 41.6851814, 20.4322825 41.6853544, 20.4322247 41.6853649, 20.4321767 41.6853527, 20.4321395 41.685318, 20.4321078 41.6852354)",,,
171033667,,residential,,False,True,64.932,"LINESTRING (20.4333971 41.6854737, 20.4334652 41.6856729, 20.4335457 41.6859173, 20.4336129 41.6860336)",,,
589440966,Rruga Cipure Lushe,tertiary,,False,False,192.115,"LINESTRING (20.4333971 41.6854737, 20.4333419 41.6855295, 20.4332909 41.6855616, 20.4329736 41.6856767, 20.4319734 41.6860823, 20.4318507 41.6861688, 20.431595 41.6864847)",,,
170002586,Rruga Kallavere,residential,,False,True,150.39100000000002,"LINESTRING (20.4342531 41.6864876, 20.4339267 41.6865666, 20.4328507 41.6868271, 20.4325326 41.6869098)",,1,20
179971628,,residential,,False,False,77.854,"LINESTRING (20.4342531 41.6864876, 20.4342836 41.6866486, 20.434347 41.6867508, 20.4344643 41.6868635, 20.434638 41.6871141)",,,
589440966,Rruga Cipure Lushe,tertiary,,False,False,11.062,"LINESTRING (20.4309647 41.6872408, 20.4308396 41.687275)",,,
589440966,Rruga Cipure Lushe,tertiary,,False,True,53.415,"LINESTRING (20.4309647 41.6872408, 20.4313156 41.6868382)",,,
