osmid,lanes,highway,oneway,reversed,length,geometry,name,maxspeed,bridge
609896187,2,secondary,False,True,29.000999999999998,"LINESTRING (19.7350612 40.6012493, 19.7349963 40.6013107, 19.7349321 40.6013887, 19.7349124 40.6014204, 19.7348815 40.6014702)",,,
762983686,2,secondary,False,False,163.75199999999998,"LINESTRING (19.7350612 40.6012493, 19.7351466 40.6011996, 19.7352509 40.6011519, 19.7353366 40.601117, 19.7353545 40.6011097, 19.7353776 40.6011003, 19.7353817 40.6010986, 19.7366689 40.6006061, 19.7367742 40.6005618)",,,
1019437819,1,secondary,True,False,197.52100000000002,"LINESTRING (19.7350612 40.6012493, 19.7350946 40.6011719, 19.7353417 40.6005995, 19.7357898 40.5995613)",Bulevardi Rrapo Hekali,40,
176504645,,tertiary,False,False,178.328,"LINESTRING (19.7348815 40.6014702, 19.7348316 40.6014579, 19.7344343 40.6013601, 19.7342724 40.6013203, 19.7341289 40.6012816, 19.7340001 40.6012368, 19.7338609 40.6011749, 19.7337373 40.6011004, 19.733634 40.6010169, 19.7335401 40.600912, 19.7334434 40.600766, 19.7333813 40.6006563, 19.7333148 40.6005388)",Ramiz Arianitasi,,
609896187,2,secondary,False,False,29.000999999999998,"LINESTRING (19.7348815 40.6014702, 19.7349124 40.6014204, 19.7349321 40.6013887, 19.7349963 40.6013107, 19.7350612 40.6012493)",,,
763206815,,residential,False,True,59.495000000000005,"LINESTRING (19.7348815 40.6014702, 19.7349333 40.6014732, 19.7349689 40.6014752, 19.7350242 40.6014825, 19.7354543 40.6015754, 19.7355064 40.6015762, 19.7355639 40.6015593)",,,
"[176505785, 176505783]",,residential,False,True,179.32500000000002,"LINESTRING (19.7320272 40.5951041, 19.7319884 40.5952479, 19.7319576 40.5954007, 19.7319442 40.5955463, 19.7319416 40.595707, 19.7319463 40.5959262, 19.7319288 40.5960966, 19.7319047 40.5962509, 19.7318792 40.5963441, 19.7317841 40.5963132, 19.7315776 40.5962356, 19.7315137 40.5962267, 19.7314332 40.5962255)","['Xhemal Arianitasi', 'Shafit Goxhaj']",,
176504638,,residential,False,True,26.903,"LINESTRING (19.739184 40.5951664, 19.7389599 40.595242, 19.7388977 40.5952716)",Refat Aliaj,,
176505587,,unclassified,False,True,171.307,"LINESTRING (19.739184 40.5951664, 19.739209 40.5952034, 19.7392197 40.5952411, 19.7392304 40.5952849, 19.7392304 40.5953348, 19.7392216 40.5954195, 19.7391996 40.5955354, 19.7391768 40.5956332, 19.7391137 40.5957941, 19.7390828 40.5958678, 19.7390016 40.595996, 19.7389155 40.5961205, 19.738847 40.5962474, 19.738804 40.5963649, 19.7387689 40.5965055, 19.7387564 40.5966395)",Haki Ballshi,,
176504646,,residential,False,False,206.31099999999998,"LINESTRING (19.7325882 40.5951671, 19.7325765 40.5953653, 19.7325839 40.5954641, 19.7325812 40.5955863, 19.7325571 40.595681, 19.7325293 40.5957904, 19.7325142 40.5959356, 19.7325166 40.5960515, 19.7325329 40.5961525, 19.7325705 40.5962523, 19.7326083 40.5963556, 19.7326469 40.5964193, 19.7326738 40.5964804, 19.7326818 40.5965364, 19.7326992 40.596567, 19.7327438 40.5965874, 19.7328494 40.5966291, 19.7329876 40.5966719, 19.7331096 40.5967075, 19.7332036 40.5967571)",Kadri Roshi,,
"[176505785, 176505783]",,residential,False,False,179.325,"LINESTRING (19.7314332 40.5962255, 19.7315137 40.5962267, 19.7315776 40.5962356, 19.7317841 40.5963132, 19.7318792 40.5963441, 19.7319047 40.5962509, 19.7319288 40.5960966, 19.7319463 40.5959262, 19.7319416 40.595707, 19.7319442 40.5955463, 19.7319576 40.5954007, 19.7319884 40.5952479, 19.7320272 40.5951041)","['Xhemal Arianitasi', 'Shafit Goxhaj']",,
"[176504639, 176505783]",,residential,False,True,484.314,"LINESTRING (19.7314332 40.5962255, 19.7313675 40.596179, 19.7313313 40.5961271, 19.731314 40.596043, 19.7313109 40.5959435, 19.7313233 40.5958012, 19.7313461 40.595676, 19.7314256 40.5952892, 19.7315631 40.5947062, 19.7315633 40.5946668, 19.7315486 40.5946373, 19.731515 40.5946179, 19.7314668 40.5945986, 19.7314147 40.5945766, 19.7313943 40.5945537, 19.7313528 40.5943939, 19.731326 40.5943541, 19.7312848 40.5943335, 19.7312131 40.5943242, 19.7311637 40.5943267, 19.7311261 40.594347, 19.731102 40.5943806, 19.7310778 40.5944529, 19.7310497 40.5945436, 19.7309893 40.5946556, 19.7309303 40.5947574, 19.7308874 40.5948372, 19.730878 40.5949061, 19.7308955 40.5949713, 19.7309317 40.5950507, 19.7309719 40.5951617, 19.7310036 40.5952634, 19.7310135 40.5953501, 19.7310135 40.5954316, 19.7309903 40.5955565, 19.7309344 40.5958083, 19.7309035 40.5958979, 19.7308753 40.595953, 19.7308225 40.5960027, 19.7307225 40.5960639, 19.7305856 40.5961405, 19.7303667 40.5962672, 19.7303497 40.596277, 19.7303291 40.5962889)","['Shahin Omeri', 'Shafit Goxhaj']",,
176505787,,unclassified,False,False,83.281,"LINESTRING (19.7314332 40.5962255, 19.7313689 40.5962951, 19.7312528 40.5963937, 19.7310765 40.5965334, 19.7309252 40.5966412, 19.7307628 40.5967428, 19.7307416 40.5967561)",,,
176504643,,residential,False,True,27.455000000000002,"LINESTRING (19.7389565 40.5968265, 19.7388349 40.5966809, 19.7387985 40.5966515, 19.7387564 40.5966395)",Shkëmbi i Larashit,,
762987190,2,secondary,False,False,252.07799999999995,"LINESTRING (19.7389565 40.5968265, 19.7390769 40.5966489, 19.7392202 40.5964376, 19.7394672 40.5961045, 19.7399881 40.5954074, 19.7402027 40.5951736, 19.7403727 40.5950133, 19.7405032 40.5948941)",Sh4 e Vjeter,,
"[762987192, 762983686, 762987191]",2,secondary,False,True,93.595,"LINESTRING (19.7389565 40.5968265, 19.7386095 40.5973296, 19.7385887 40.5973598, 19.7385102 40.5974666, 19.7384348 40.5975691)",,,yes
176504638,,residential,False,False,170.367,"LINESTRING (19.7381617 40.5966845, 19.7381899 40.5965589, 19.7382324 40.5964231, 19.7383054 40.5962268, 19.7384137 40.5960252, 19.7385424 40.5958094, 19.7387208 40.5954855, 19.7388093 40.595346, 19.7388509 40.5953042, 19.7388977 40.5952716)",Refat Aliaj,,
176504643,,residential,False,False,50.655,"LINESTRING (19.7381617 40.5966845, 19.7382942 40.5966825, 19.7384144 40.5966761, 19.738541 40.5966589, 19.7386146 40.5966454, 19.7386912 40.5966373, 19.7387564 40.5966395)",Shkëmbi i Larashit,,
176504643,,residential,False,True,74.50899999999999,"LINESTRING (19.7381617 40.5966845, 19.7379567 40.5966939, 19.7377889 40.5967131, 19.7376196 40.5967411, 19.7374475 40.5967709, 19.737294 40.5967981)",Shkëmbi i Larashit,,
"[762987194, 762987195, 176504636]",,residential,False,False,61.993,"LINESTRING (19.737294 40.5967981, 19.7372649 40.5968151, 19.7372212 40.5968587, 19.7372021 40.5968935, 19.7371882 40.5969371, 19.7371744 40.5970058, 19.737141 40.5970836, 19.7371077 40.5971471, 19.7370924 40.5971764, 19.7370165 40.5973052)",Bujar Hamitaj,,yes
176504636,,residential,False,True,23.104,"LINESTRING (19.737294 40.5967981, 19.7372641 40.5966655, 19.7372478 40.5965933)",Bujar Hamitaj,,
176504643,,residential,False,False,74.509,"LINESTRING (19.737294 40.5967981, 19.7374475 40.5967709, 19.7376196 40.5967411, 19.7377889 40.5967131, 19.7379567 40.5966939, 19.7381617 40.5966845)",Shkëmbi i Larashit,,
176504646,,residential,False,True,206.311,"LINESTRING (19.7332036 40.5967571, 19.7331096 40.5967075, 19.7329876 40.5966719, 19.7328494 40.5966291, 19.7327438 40.5965874, 19.7326992 40.596567, 19.7326818 40.5965364, 19.7326738 40.5964804, 19.7326469 40.5964193, 19.7326083 40.5963556, 19.7325705 40.5962523, 19.7325329 40.5961525, 19.7325166 40.5960515, 19.7325142 40.5959356, 19.7325293 40.5957904, 19.7325571 40.595681, 19.7325812 40.5955863, 19.7325839 40.5954641, 19.7325765 40.5953653, 19.7325882 40.5951671)",Kadri Roshi,,
176504650,,residential,False,True,167.63699999999997,"LINESTRING (19.7332036 40.5967571, 19.7331837 40.5967994, 19.7331544 40.5968635, 19.7331381 40.596924, 19.7331347 40.5969892, 19.7331466 40.5971206, 19.7331488 40.5972383, 19.7331283 40.5973369, 19.7331065 40.5974024, 19.7330978 40.5974285, 19.7330384 40.5975266, 19.7329057 40.5977009, 19.7327309 40.597916, 19.7326988 40.5979629, 19.7326718 40.5980155, 19.7326263 40.5981417, 19.7326187 40.5981628)",Kadri Roshi,,
176505786,,residential,False,False,58.926,"LINESTRING (19.7332036 40.5967571, 19.7332534 40.5967363, 19.7333254 40.5967294, 19.733426 40.5967299, 19.7336607 40.596731, 19.7337895 40.5967294, 19.7338938 40.5967327)",Zenel Xhafaj,,
