osmid,oneway,ref,highway,maxspeed,reversed,length,geometry,name,lanes,junction
173139459,False,SH23,secondary,80,False,116.96600000000001,"LINESTRING (20.4119418 42.1918583, 20.411788 42.1917919, 20.4115025 42.1917669, 20.4107796 42.1917914, 20.4105491 42.1917967)",,,
"[173139459, 173136283]",False,SH23,secondary,80,"[False, True]",551.549,"LINESTRING (20.4119418 42.1918583, 20.4121716 42.1920235, 20.4122207 42.1920647, 20.4122746 42.1921099, 20.4123557 42.1922238, 20.4124045 42.1923442, 20.4123991 42.1925469, 20.4123937 42.1927337, 20.4123562 42.1929484, 20.4123133 42.1930835, 20.4122846 42.1932548, 20.4121095 42.1942251, 20.4120344 42.1944705, 20.4120129 42.1945708, 20.4120183 42.1946364, 20.4120532 42.1947149, 20.4121175 42.1948189, 20.4123401 42.1951025, 20.4125556 42.195361, 20.4127518 42.1957144, 20.4128361 42.1960021, 20.4128771 42.196264, 20.4129289 42.19653)",,,
173136274,True,,residential,,False,41.137,"LINESTRING (20.4129289 42.19653, 20.4133956 42.1963984)",Rruga Demokracia,,
173136283,False,SH23,secondary,,False,6.849,"LINESTRING (20.4129289 42.19653, 20.4129477 42.19659)",,,
"[173139459, 173136283]",False,SH23,secondary,80,"[False, True]",551.549,"LINESTRING (20.4129289 42.19653, 20.4128771 42.196264, 20.4128361 42.1960021, 20.4127518 42.1957144, 20.4125556 42.195361, 20.4123401 42.1951025, 20.4121175 42.1948189, 20.4120532 42.1947149, 20.4120183 42.1946364, 20.4120129 42.1945708, 20.4120344 42.1944705, 20.4121095 42.1942251, 20.4122846 42.1932548, 20.4123133 42.1930835, 20.4123562 42.1929484, 20.4123937 42.1927337, 20.4123991 42.1925469, 20.4124045 42.1923442, 20.4123557 42.1922238, 20.4122746 42.1921099, 20.4122207 42.1920647, 20.4121716 42.1920235, 20.4119418 42.1918583)",,,
505281130,False,,residential,,True,68.066,"LINESTRING (20.4129289 42.19653, 20.4128525 42.1965264, 20.4127934 42.1965126, 20.4122215 42.1962296)",Rruga Spitalit,,
173136283,False,SH23,secondary,,True,6.849,"LINESTRING (20.4129477 42.19659, 20.4129289 42.19653)",,,
173136283,False,SH23,secondary,,False,129.609,"LINESTRING (20.4129477 42.19659, 20.4130812 42.1970974, 20.4131152 42.1972247, 20.4131583 42.1974477, 20.4131736 42.1975766, 20.4131651 42.1976618, 20.4131279 42.1977356)",,,
173136270,False,SH23,secondary,,False,127.265,"LINESTRING (20.4114078 42.1990237, 20.4113554 42.1991476, 20.41132 42.1992553, 20.4112912 42.1993441, 20.4112693 42.1994255, 20.4112642 42.1994856, 20.4112887 42.199637, 20.4113369 42.1997999, 20.4113691 42.199939, 20.4113799 42.2000304, 20.4113748 42.2000838, 20.411347 42.200144)",,2,
173136270,False,SH23,secondary,,True,92.03099999999999,"LINESTRING (20.4114078 42.1990237, 20.4115019 42.1988183, 20.4116159 42.1985988, 20.4117559 42.1984275, 20.411913 42.1982964)",,2,
173136276,False,,residential,,True,15.194,"LINESTRING (20.4150585 42.1952635, 20.4148899 42.1952081)",,,
778100713,False,,residential,,False,18.318,"LINESTRING (20.4150585 42.1952635, 20.4152617 42.1953304)",,,
173136276,False,,residential,,False,90.672,"LINESTRING (20.4150585 42.1952635, 20.4146393 42.1959207, 20.4146201 42.1960081)",,,
497450436,False,,residential,,False,57.106,"LINESTRING (20.4150585 42.1952635, 20.4152605 42.1949857, 20.4153728 42.194806)",,,
505277437,False,,unclassified,,True,30.376,"LINESTRING (20.4147672 42.1984256, 20.414463 42.19858)",Rruga Pashtrikut,,
505273115,False,,residential,,True,143.336,"LINESTRING (20.4147672 42.1984256, 20.4148936 42.1983563, 20.4149901 42.1982421, 20.4150759 42.1980195, 20.415194 42.1977493, 20.4152771 42.1975765, 20.4153751 42.1972455)",,,
"[173136290, 505277437]",False,,unclassified,,False,300.48999999999995,"LINESTRING (20.4147672 42.1984256, 20.4150143 42.198545, 20.4151417 42.1986017, 20.4153079 42.1986395, 20.4155105 42.1986395, 20.415688 42.198651, 20.4158543 42.1986908, 20.4160045 42.1987106, 20.4161225 42.1987027, 20.4162776 42.1986196, 20.4164069 42.1985238, 20.4165243 42.1984607, 20.4167336 42.1983931, 20.4171311 42.1983212, 20.417781 42.1982431, 20.4181615 42.198185)",Rruga Pashtrikut,,
505277439,False,,residential,,False,132.245,"LINESTRING (20.4147672 42.1984256, 20.4146684 42.1983241, 20.4145321 42.1981525, 20.4143952 42.1979785, 20.4142347 42.1977669, 20.4140906 42.1976123, 20.4139815 42.1973937)",,,
505271588,False,,residential,,True,223.31499999999997,"LINESTRING (20.4164359 42.1971521, 20.4164969 42.1971551, 20.4165525 42.1971343, 20.4166028 42.1970876, 20.4166504 42.197023, 20.4166953 42.1969331, 20.4167563 42.1968392, 20.416924 42.1966723, 20.4170729 42.196549, 20.4171614 42.1965172, 20.4172365 42.1965013, 20.4173183 42.1964874, 20.4174283 42.1964775, 20.4179098 42.1965053, 20.4185163 42.1964913, 20.4186862 42.1965123)",Rruga Fushes,,
"[505277441, 505271589]",False,,residential,,"[False, True]",95.98199999999999,"LINESTRING (20.4164359 42.1971521, 20.4163206 42.1970825, 20.4161838 42.1970696, 20.4159719 42.1970627, 20.4156964 42.1970827, 20.415544 42.1971671, 20.4153751 42.1972455)",Rruga Pecak,,
505271589,False,,residential,,True,185.72199999999998,"LINESTRING (20.4164359 42.1971521, 20.416558 42.1972211, 20.4166138 42.1972549, 20.4166915 42.1972937, 20.4168182 42.1973488, 20.4168959 42.1974239, 20.4170564 42.1976292, 20.4171342 42.1976931, 20.4172508 42.1977582, 20.41756 42.1979146, 20.417881 42.1980648, 20.4180111 42.1981212, 20.4181615 42.198185)",Rruga Pecak,,
505281143,False,,residential,,False,12.22,"LINESTRING (20.4137997 42.1951955, 20.4138426 42.1953007)",,,
505281141,False,,residential,,True,36.647999999999996,"LINESTRING (20.4137997 42.1951955, 20.4138051 42.1950981, 20.4138319 42.1950266, 20.4139028 42.1948777)",,,
505281143,False,,residential,,True,32.997,"LINESTRING (20.4137997 42.1951955, 20.4135552 42.195156, 20.413405 42.1951601)",,,
173136273,False,,residential,,False,135.937,"LINESTRING (20.4220684 42.1958794, 20.4217419 42.1960933, 20.4215544 42.1962022, 20.4212671 42.1963324, 20.4211151 42.1963937, 20.4210238 42.1964976, 20.4209647 42.1966403, 20.4209297 42.1967076)",Rruga Sheta,,
