osmid,lanes,highway,oneway,reversed,length,geometry,name,maxspeed,junction
176496008,2,secondary,False,True,49.201,"LINESTRING (19.6104014 40.680261, 19.610385 40.6807033)",,,
176496008,2,secondary,False,False,34.377,"LINESTRING (19.6102982 40.6824074, 19.610315 40.6820985)",,,
176496008,2,secondary,False,True,365.85699999999997,"LINESTRING (19.6102982 40.6824074, 19.6102779 40.6831086, 19.6103201 40.683343, 19.6104024 40.6835521, 19.6113513 40.6855612)",,,
126416713,,secondary,False,True,104.241,"LINESTRING (19.6113513 40.6855612, 19.6103858 40.6861467)",,,
176496008,2,secondary,False,False,365.85699999999997,"LINESTRING (19.6113513 40.6855612, 19.6104024 40.6835521, 19.6103201 40.683343, 19.6102779 40.6831086, 19.6102982 40.6824074)",,,
715590999,1,secondary,False,False,113.108,"LINESTRING (19.6113513 40.6855612, 19.6122603 40.6850095, 19.6124093 40.6849369)",Shëtitorja Republika,40,
176495635,,secondary,False,False,61.818,"LINESTRING (19.6156742 40.6843174, 19.6162472 40.6846642)",Rruga Unaza,40,
715590999,1,secondary,False,False,120.479,"LINESTRING (19.6156742 40.6843174, 19.6158266 40.6842392, 19.6158696 40.6842007, 19.6159302 40.6841464, 19.6164765 40.683436)",Shëtitorja Republika,40,
715590999,1,secondary,False,True,34.948,"LINESTRING (19.6156742 40.6843174, 19.6155363 40.6843535, 19.6152746 40.6843993)",Shëtitorja Republika,40,
715590999,1,secondary,False,True,17.177,"LINESTRING (19.6192026 40.6840128, 19.6190012 40.6839896)",Shëtitorja Republika,40,
715591000,,secondary,True,False,21.294000000000004,"LINESTRING (19.6192026 40.6840128, 19.6192129 40.6840005, 19.6192257 40.6839895, 19.6192409 40.6839804, 19.6192577 40.6839733, 19.6192759 40.6839685, 19.6192949 40.6839659, 19.6193142 40.6839659, 19.6193332 40.6839682, 19.6193515 40.6839729, 19.6193685 40.6839798, 19.6193845 40.6839893, 19.619398 40.6840008, 19.6194082 40.684013)",Lipe Nashi,,roundabout
176499512,,residential,False,False,394.627,"LINESTRING (19.6177636 40.6801578, 19.6175536 40.6802714, 19.6174797 40.6803048, 19.6173945 40.6803237, 19.6172572 40.680337, 19.6171604 40.6803512, 19.6169978 40.680375, 19.6162028 40.680461, 19.6154636 40.680578, 19.6150921 40.6806469, 19.6139803 40.6808361, 19.6137727 40.6808535, 19.6133488 40.6808534, 19.613219 40.6808368)",Rruga Enriko Veizi,,
176499512,,residential,False,True,209.281,"LINESTRING (19.6177636 40.6801578, 19.617983 40.6800994, 19.6180862 40.6801023, 19.6182015 40.6801282, 19.6182904 40.6801685, 19.6183672 40.6802259, 19.6185767 40.6804441, 19.6187333 40.6805692, 19.6188972 40.6806624, 19.6190983 40.6807904, 19.6192336 40.6808898, 19.6196022 40.6812247)",Rruga Enriko Veizi,,
176496008,2,secondary,False,False,49.201,"LINESTRING (19.610385 40.6807033, 19.6104014 40.680261)",,,
176496008,2,secondary,False,True,56.795,"LINESTRING (19.610385 40.6807033, 19.6103631 40.6812138)",,,
176499512,,residential,False,True,267.181,"LINESTRING (19.610385 40.6807033, 19.6104653 40.680705, 19.6105682 40.6807154, 19.6106539 40.6807485, 19.6107292 40.6808096, 19.6108905 40.6810642, 19.6109363 40.6811108, 19.6109983 40.6811365, 19.6110713 40.6811411, 19.613219 40.6808368)",Rruga Enriko Veizi,,
176499512,,residential,False,False,267.181,"LINESTRING (19.613219 40.6808368, 19.6110713 40.6811411, 19.6109983 40.6811365, 19.6109363 40.6811108, 19.6108905 40.6810642, 19.6107292 40.6808096, 19.6106539 40.6807485, 19.6105682 40.6807154, 19.6104653 40.680705, 19.610385 40.6807033)",Rruga Enriko Veizi,,
176499512,,residential,False,True,394.62700000000007,"LINESTRING (19.613219 40.6808368, 19.6133488 40.6808534, 19.6137727 40.6808535, 19.6139803 40.6808361, 19.6150921 40.6806469, 19.6154636 40.680578, 19.6162028 40.680461, 19.6169978 40.680375, 19.6171604 40.6803512, 19.6172572 40.680337, 19.6173945 40.6803237, 19.6174797 40.6803048, 19.6175536 40.6802714, 19.6177636 40.6801578)",Rruga Enriko Veizi,,
176499506,,residential,False,True,138.159,"LINESTRING (19.6177426 40.6811441, 19.6180067 40.6810584, 19.6180427 40.6810542, 19.6180768 40.6810639, 19.6181002 40.6810851, 19.618199 40.6812508, 19.6182165 40.6812673, 19.618242 40.6812758, 19.6182698 40.6812746, 19.6183674 40.6812521, 19.6184279 40.6812412, 19.618488 40.6812475, 19.6185416 40.68127, 19.6187559 40.6814587, 19.6187902 40.681499, 19.6189028 40.6816603)",Enverini Veizi,,
176499512,,residential,False,True,18.335,"LINESTRING (19.6210079 40.6816149, 19.6210524 40.6817763)",Rruga Enriko Veizi,,
176499512,,residential,False,False,83.894,"LINESTRING (19.6210079 40.6816149, 19.6207718 40.6816085, 19.6206049 40.6815878, 19.6204622 40.6815495, 19.6203532 40.6815088, 19.6202313 40.6814647, 19.62006 40.681419)",Rruga Enriko Veizi,,
176499506,,residential,False,False,138.159,"LINESTRING (19.6189028 40.6816603, 19.6187902 40.681499, 19.6187559 40.6814587, 19.6185416 40.68127, 19.618488 40.6812475, 19.6184279 40.6812412, 19.6183674 40.6812521, 19.6182698 40.6812746, 19.618242 40.6812758, 19.6182165 40.6812673, 19.618199 40.6812508, 19.6181002 40.6810851, 19.6180768 40.6810639, 19.6180427 40.6810542, 19.6180067 40.6810584, 19.6177426 40.6811441)",Enverini Veizi,,
176499506,,residential,False,True,112.119,"LINESTRING (19.6189028 40.6816603, 19.6188385 40.6818922, 19.6188353 40.6819509, 19.6188676 40.6819955, 19.6189273 40.6820232, 19.6193108 40.6820945, 19.6197005 40.6821854)",Enverini Veizi,,
183561541,,residential,False,False,77.653,"LINESTRING (19.6189028 40.6816603, 19.6191659 40.6815498, 19.6192172 40.6815189, 19.6194878 40.6812723, 19.6195248 40.6812499, 19.6196022 40.6812247)",,,
761605176,,residential,False,False,90.451,"LINESTRING (19.6197005 40.6821854, 19.62006 40.681419)",,,
176499506,,residential,False,False,112.119,"LINESTRING (19.6197005 40.6821854, 19.6193108 40.6820945, 19.6189273 40.6820232, 19.6188676 40.6819955, 19.6188353 40.6819509, 19.6188385 40.6818922, 19.6189028 40.6816603)",Enverini Veizi,,
176499506,,residential,False,True,62.307,"LINESTRING (19.6197005 40.6821854, 19.6198735 40.6822603, 19.6200083 40.6823492, 19.6200927 40.6824379, 19.620247 40.6825534)",Enverini Veizi,,
176499506,,residential,False,False,62.307,"LINESTRING (19.620247 40.6825534, 19.6200927 40.6824379, 19.6200083 40.6823492, 19.6198735 40.6822603, 19.6197005 40.6821854)",Enverini Veizi,,
176499512,,residential,False,False,114.551,"LINESTRING (19.620247 40.6825534, 19.6203862 40.6823378, 19.6204528 40.6822266, 19.6205297 40.6820864, 19.6206129 40.6819883, 19.6207109 40.6819149, 19.6208495 40.6818429, 19.6210524 40.6817763)",Rruga Enriko Veizi,,
176499512,,residential,False,True,194.757,"LINESTRING (19.620247 40.6825534, 19.6201607 40.682719, 19.6200982 40.6828055, 19.6200319 40.6828789, 19.6198534 40.6830391, 19.6197902 40.6831056, 19.6195446 40.6833673, 19.6194824 40.6834134, 19.6193772 40.6834698, 19.6192624 40.6835427, 19.6191843 40.6836109, 19.6191251 40.683687, 19.6190854 40.6837691, 19.6190012 40.6839896)",Rruga Enriko Veizi,,
176499513,,residential,False,False,37.335,"LINESTRING (19.6187589 40.6842641, 19.6188086 40.6842349, 19.6189368 40.6841, 19.6189719 40.6840595, 19.6190012 40.6839896)",Rruga Thoma Rrudha,,
