osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,tunnel
126914414,2,Donika Kastrioti,secondary,False,False,114.77099999999999,"LINESTRING (19.7884339 41.514719, 19.788533 41.5146921, 19.7886483 41.5146369, 19.7893935 41.5140837, 19.7894593 41.5140413)",,
229335610,2,,secondary,False,False,72.18299999999999,"LINESTRING (19.7884339 41.514719, 19.7882871 41.5147072, 19.78818 41.5146935, 19.7880814 41.514656, 19.7879974 41.5146044, 19.787949 41.5145588, 19.787921 41.5144992, 19.787921 41.5144411, 19.7879288 41.5143914, 19.7879625 41.5143331)",SH38,
229335631,,Abaze,secondary,False,True,56.872,"LINESTRING (19.7884339 41.514719, 19.7884182 41.5148257, 19.7883957 41.5149266, 19.7883574 41.515023, 19.7882963 41.5150908, 19.7881684 41.5151622)",SH38,
229335610,2,,secondary,False,True,138.679,"LINESTRING (19.7883631 41.5119102, 19.7884057 41.5119062, 19.7884376 41.5119102, 19.7884706 41.5119277, 19.7884919 41.5119612, 19.7884844 41.5120321, 19.7884611 41.5122233, 19.7884765 41.5125478, 19.7885067 41.5128349, 19.7885261 41.5129803, 19.7885342 41.5130816)",SH38,
754994256,,,residential,False,False,209.067,"LINESTRING (19.7883631 41.5119102, 19.7883953 41.5116735, 19.7884055 41.5116216, 19.7884426 41.5115951, 19.7885204 41.5115761, 19.7885964 41.5115736, 19.788691 41.5115811, 19.7887637 41.5116102, 19.789083 41.5118456, 19.7892233 41.5119316, 19.7893517 41.5119797, 19.7894159 41.5120189, 19.7894548 41.512091, 19.789448 41.5121771, 19.7894176 41.5123669, 19.7894227 41.5124491, 19.7893213 41.5126098, 19.789276 41.5126381)",,
228937812,,Kaçanëve,residential,False,False,166.54500000000002,"LINESTRING (19.7885452 41.5137111, 19.7887216 41.5138006, 19.7887843 41.5138131, 19.7888277 41.5138138, 19.7888769 41.5137766, 19.788903 41.5136862, 19.7889151 41.5135958, 19.7889795 41.5134327, 19.7890132 41.5133358, 19.7890938 41.5131944, 19.789153 41.5131289, 19.7892539 41.5130203, 19.7892661 41.512946, 19.7892448 41.512806, 19.7892728 41.5127155, 19.789276 41.5126381)",,
229335610,2,,secondary,False,False,71.726,"LINESTRING (19.7885452 41.5137111, 19.7885834 41.5136693, 19.7886058 41.5136247, 19.7886121 41.5135843, 19.7885342 41.5130816)",SH38,
229335610,2,,secondary,False,True,84.533,"LINESTRING (19.7885452 41.5137111, 19.7883946 41.5138562, 19.7881683 41.5140941, 19.7879625 41.5143331)",SH38,
172393138,,Lek Zaharia,unclassified,False,False,65.015,"LINESTRING (19.7951498 41.5091225, 19.7953211 41.50904, 19.7953739 41.5090216, 19.7954378 41.5090164, 19.7956443 41.508994, 19.7957738 41.5089876, 19.7958899 41.5089844)",,
226551434,,Kalasë,tertiary,False,True,206.64999999999998,"LINESTRING (19.7951498 41.5091225, 19.7952284 41.5091843, 19.7952392 41.5092299, 19.7952262 41.5092756, 19.7951634 41.5093489, 19.7950237 41.5094355, 19.7948949 41.5095072, 19.794787 41.5095966, 19.7945791 41.5098286, 19.7944254 41.5100556, 19.794409 41.5100787, 19.794371 41.510106, 19.7943246 41.5101328, 19.7942694 41.5101569, 19.7942069 41.5101695, 19.794141 41.5101751, 19.7940441 41.5101648, 19.7939231 41.5101367, 19.7938886 41.510127, 19.7937491 41.5100873, 19.7936031 41.5100388)",,
126914414,2,Donika Kastrioti,secondary,False,False,173.278,"LINESTRING (19.7921553 41.5123421, 19.7921249 41.512282, 19.7920816 41.5122361, 19.7919879 41.5121726, 19.7919027 41.5120995, 19.7917826 41.5119983, 19.79173 41.5119411, 19.7916885 41.5118768, 19.7916787 41.5117818, 19.7917084 41.5116748, 19.791816 41.5115051, 19.7919459 41.5112838, 19.7920752 41.5111051, 19.7921596 41.5109886)",,
126914414,2,Donika Kastrioti,secondary,False,True,89.18,"LINESTRING (19.7921553 41.5123421, 19.7921686 41.5123959, 19.7921717 41.5124501, 19.7921466 41.5125463, 19.7920729 41.512685, 19.7919891 41.5128041, 19.7919274 41.5128601, 19.7918596 41.5129037, 19.7917605 41.5129521, 19.7916542 41.5129757)",,
477910208,,Donika Kastrioti,secondary,False,False,63.711999999999996,"LINESTRING (19.7921553 41.5123421, 19.7922602 41.512333, 19.7922991 41.5123426, 19.7923261 41.5123704, 19.7923362 41.5124051, 19.7923139 41.5124515, 19.7922619 41.5125285, 19.7922101 41.5126876, 19.7922101 41.5127199, 19.7922218 41.5127375, 19.7922562 41.5127707)",,
126914414,2,Donika Kastrioti,secondary,False,False,69.348,"LINESTRING (19.7894593 41.5140413, 19.7895338 41.5140083, 19.7896661 41.5139515, 19.7897874 41.5138829, 19.7899007 41.5138012, 19.790089 41.5136415)",,
126914414,2,Donika Kastrioti,secondary,False,True,114.77099999999999,"LINESTRING (19.7894593 41.5140413, 19.7893935 41.5140837, 19.7886483 41.5146369, 19.788533 41.5146921, 19.7884339 41.514719)",,
172392133,,Gjergj Kastrioti Skënderbeu,tertiary,False,True,261.27700000000004,"LINESTRING (19.7894593 41.5140413, 19.7894561 41.5139954, 19.7894775 41.5139227, 19.7895317 41.5138191, 19.7896082 41.5136898, 19.7900438 41.513017, 19.7901131 41.5129342, 19.7901439 41.5128974, 19.7902521 41.5128046, 19.790446 41.5127124, 19.7909063 41.512557, 19.7910529 41.5125017, 19.7910936 41.5124779, 19.7911315 41.5124425, 19.7911969 41.5123782, 19.791225 41.5123302, 19.7912377 41.5122565)",,
762125439,,,residential,False,False,107.949,"LINESTRING (19.7894593 41.5140413, 19.7894716 41.5140972, 19.7894842 41.5141288, 19.7894898 41.5141547, 19.7894892 41.5141744, 19.789481 41.5141952, 19.7893126 41.5143715, 19.7891446 41.5145169, 19.7890733 41.514597, 19.7890464 41.5146415, 19.7890345 41.5146895, 19.7890196 41.5148998)",,
172392133,,Gjergj Kastrioti Skënderbeu,tertiary,False,False,261.277,"LINESTRING (19.7912377 41.5122565, 19.791225 41.5123302, 19.7911969 41.5123782, 19.7911315 41.5124425, 19.7910936 41.5124779, 19.7910529 41.5125017, 19.7909063 41.512557, 19.790446 41.5127124, 19.7902521 41.5128046, 19.7901439 41.5128974, 19.7901131 41.5129342, 19.7900438 41.513017, 19.7896082 41.5136898, 19.7895317 41.5138191, 19.7894775 41.5139227, 19.7894561 41.5139954, 19.7894593 41.5140413)",,
172392133,,Gjergj Kastrioti Skënderbeu,tertiary,False,True,83.30900000000001,"LINESTRING (19.7912377 41.5122565, 19.7912256 41.5121885, 19.7911999 41.5121208, 19.7910432 41.511887, 19.7910212 41.5118151, 19.7910105 41.5117387, 19.7910272 41.5116638, 19.7910603 41.511607, 19.791099 41.5115543)",,
172392494,,Vrana Konti,residential,False,False,161.08100000000002,"LINESTRING (19.7912377 41.5122565, 19.7911607 41.5122559, 19.7911216 41.5122296, 19.7910252 41.5121368, 19.7908638 41.5120188, 19.7906121 41.5118399, 19.7904377 41.5117398, 19.7903156 41.5116403, 19.7902542 41.5115286, 19.7902398 41.5114603, 19.7902447 41.5113623, 19.7902748 41.5111459)",,
