osmid,highway,oneway,reversed,length,geometry,ref,name,tunnel,junction,bridge
124553730,residential,False,False,225.248,"LINESTRING (49.1207504 14.5409157, 49.120966 14.5408484, 49.1210686 14.540797, 49.1211334 14.5407273, 49.1211598 14.5405972, 49.1210638 14.5403904, 49.1210542 14.5402184, 49.1211094 14.5401278, 49.1213087 14.5401324, 49.1219249 14.5401957, 49.1220988 14.540164)",,,,,
584973262,trunk,True,False,218.688,"LINESTRING (49.1207504 14.5409157, 49.1207737 14.5410355, 49.1209647 14.5419407, 49.1210814 14.5424636, 49.1212262 14.5428232)",N4;M100,طريق فوة,,,
232723766,unclassified,False,False,85.089,"LINESTRING (49.1248201 14.543983, 49.1244248 14.5444043, 49.1243663 14.5444976, 49.1243511 14.5445833)",,,,,
"[379232178, 378645226, 410101910]",secondary,True,False,446.1809999999999,"LINESTRING (49.1248201 14.543983, 49.1246472 14.5445426, 49.1245897 14.5447415, 49.1244516 14.5451632, 49.1243696 14.5453529, 49.1242624 14.5455303, 49.1241318 14.5456925, 49.1239801 14.5458364, 49.1238101 14.5459596, 49.1236246 14.5460598, 49.1234271 14.5461354, 49.123221 14.5461849, 49.1220667 14.546384)",,,yes,,
55955161,trunk,False,True,33.234,"LINESTRING (49.1264118 14.5448468, 49.1265035 14.5445614)",,,,,
665367764,trunk,True,False,34.477,"LINESTRING (49.1264118 14.5448468, 49.1263835 14.5450416, 49.1263786 14.5451015, 49.126384 14.5451545)",,,,,
55955161,trunk,False,False,77.374,"LINESTRING (49.1266818 14.5438873, 49.1265035 14.5445614)",,,,,
55955164,trunk,True,False,238.871,"LINESTRING (49.1266818 14.5438873, 49.1266561 14.5430035, 49.1267341 14.542535, 49.1270592 14.5418109)",,,,,
98428679,trunk_link,False,False,39.758,"LINESTRING (49.1270592 14.5418109, 49.127411 14.5419199)",,,,,
55955164,trunk,True,False,162.34199999999998,"LINESTRING (49.1270592 14.5418109, 49.1271711 14.5415505, 49.1276385 14.5404629)",,,,,
924693623,unclassified,False,True,19.201,"LINESTRING (49.1251213 14.5381193, 49.1249509 14.5381704)",,,,,
749204612,unclassified,False,True,9.625,"LINESTRING (49.1209352 14.5469058, 49.1208467 14.5468934)",,,,,
749204612,unclassified,False,False,9.625,"LINESTRING (49.1208467 14.5468934, 49.1209352 14.5469058)",,,,,
749204610,tertiary,True,False,130.263,"LINESTRING (49.1208467 14.5468934, 49.1209917 14.5467181, 49.1211605 14.5466137, 49.1213711 14.5465124, 49.1214931 14.5464683, 49.1218858 14.5463459)",,,,,
747858345,trunk,True,False,234.187,"LINESTRING (49.121897 14.5463303, 49.1218241 14.5456601, 49.1218244 14.5453793, 49.1218671 14.5451082, 49.1220593 14.544251)",,,,,
747858348,trunk,True,False,13.155000000000001,"LINESTRING (49.121897 14.5463303, 49.1219202 14.5463111, 49.1219485 14.5462999, 49.121979 14.5462978, 49.1220086 14.5463051)",,,,roundabout,
435764419,trunk,True,False,68.564,"LINESTRING (49.1218089 14.543714, 49.1216715 14.543593, 49.1215389 14.5434565, 49.1214884 14.5433924, 49.1213845 14.5432568)",N4;M100,طريق فوة,,,
747858349,trunk,True,False,9.102,"LINESTRING (49.1222589 14.5438591, 49.122236 14.5439379)",,,,,
584973262,trunk,True,False,239.17000000000002,"LINESTRING (49.1222589 14.5438591, 49.1223782 14.5439032, 49.1229716 14.5441128, 49.1234209 14.5442576, 49.1243511 14.5445833)",N4;M100,طريق فوة,,,
96511752,secondary,True,False,28.254,"LINESTRING (49.1248485 14.5432717, 49.1250043 14.5430672)",,,,,
379231537,secondary,True,False,37.397,"LINESTRING (49.1248485 14.5432717, 49.1250055 14.5432412, 49.1250873 14.5432937, 49.125106 14.5433781)",,,,,
96511752,secondary,True,False,370.46700000000004,"LINESTRING (49.121681 14.5430154, 49.1220054 14.5431542, 49.1227618 14.5434891, 49.1230393 14.5436125, 49.123398 14.5437025, 49.1237831 14.5437364, 49.1240123 14.5436988, 49.1242049 14.543661, 49.1243445 14.5436034, 49.1245681 14.5434859, 49.1246688 14.5433975, 49.1248485 14.5432717)",,,,,
379232183,trunk,True,False,39.483,"LINESTRING (49.1220593 14.544251, 49.1221526 14.5439076)",,,,,
422039655,trunk_link,True,False,67.51700000000001,"LINESTRING (49.1220593 14.544251, 49.1220537 14.5441265, 49.1220094 14.5439876, 49.1219424 14.5438669, 49.1218089 14.543714)",,,,,
96509596,trunk,True,False,20.971,"LINESTRING (49.127411 14.5419199, 49.1273487 14.5420986)",,14 اكتوبر,,,
98428679,trunk_link,False,True,39.758,"LINESTRING (49.127411 14.5419199, 49.1270592 14.5418109)",,,,,
124553711,unclassified,False,False,32.462,"LINESTRING (49.1254064 14.5379829, 49.125526 14.5382509)",,,,,
749204594,tertiary,True,False,12.959,"LINESTRING (49.1254064 14.5379829, 49.1252985 14.5380346)",,,,,
124553711,unclassified,False,False,44.751,"LINESTRING (49.125526 14.5382509, 49.1256903 14.5386206)",,,,,
124553711,unclassified,False,True,32.462,"LINESTRING (49.125526 14.5382509, 49.1254064 14.5379829)",,,,,
124553724,residential,False,True,185.286,"LINESTRING (49.125526 14.5382509, 49.1238463 14.5386156)",,,,,
124553711,unclassified,False,True,44.751,"LINESTRING (49.1256903 14.5386206, 49.125526 14.5382509)",,,,,
124553724,residential,False,False,185.286,"LINESTRING (49.1238463 14.5386156, 49.125526 14.5382509)",,,,,
379678891,residential,False,False,18.455,"LINESTRING (49.1238463 14.5386156, 49.1238915 14.5387757)",,,,,
379678891,residential,False,True,25.788,"LINESTRING (49.1238463 14.5386156, 49.1237831 14.5383919)",,,,,
124553725,residential,False,False,119.829,"LINESTRING (49.123711 14.5381365, 49.1226259 14.5383775)",,,,,
924693623,unclassified,False,False,22.187,"LINESTRING (49.123711 14.5381365, 49.1237682 14.5383282)",,,,,
124553725,residential,False,True,96.057,"LINESTRING (49.1217572 14.5385754, 49.1226259 14.5383775)",,,,,
379678891,residential,False,True,67.716,"LINESTRING (49.1240382 14.5393679, 49.1238915 14.5387757)",,,,,
173363122,residential,False,False,226.16699999999997,"LINESTRING (49.1240382 14.5393679, 49.1236831 14.5394585, 49.1230719 14.5395983, 49.1228631 14.5396123, 49.1223764 14.5397413, 49.122071 14.5399793)",,,,,
"[379678891, 173363159]",residential,False,False,277.44300000000004,"LINESTRING (49.1240382 14.5393679, 49.1240753 14.5393956, 49.1241484 14.5395129, 49.1242958 14.5395776, 49.1245913 14.5396224, 49.1248136 14.5395818, 49.1250436 14.5396599, 49.1260437 14.5397485, 49.1264943 14.5398028)",,,,,
173363163,residential,False,False,20.755,"LINESTRING (49.122071 14.5399793, 49.1220988 14.540164)",,,,,
173363122,residential,False,True,226.16700000000003,"LINESTRING (49.122071 14.5399793, 49.1223764 14.5397413, 49.1228631 14.5396123, 49.1230719 14.5395983, 49.1236831 14.5394585, 49.1240382 14.5393679)",,,,,
173363163,residential,False,True,176.104,"LINESTRING (49.122071 14.5399793, 49.1220638 14.5397482, 49.1220354 14.5395126, 49.1219898 14.5393674, 49.1217952 14.5392096, 49.1216903 14.5391066, 49.1216023 14.5390657, 49.1211139 14.539141)",,,,,
96511752,secondary,True,False,200.419,"LINESTRING (49.1264943 14.5398028, 49.1265038 14.5390638, 49.1264953 14.5389196, 49.1264569 14.5387053, 49.1263909 14.5383879, 49.1263028 14.53802)",,,,,
"[379678891, 173363159]",residential,False,True,277.44300000000004,"LINESTRING (49.1264943 14.5398028, 49.1260437 14.5397485, 49.1250436 14.5396599, 49.1248136 14.5395818, 49.1245913 14.5396224, 49.1242958 14.5395776, 49.1241484 14.5395129, 49.1240753 14.5393956, 49.1240382 14.5393679)",,,,,
96509596,trunk,True,False,24.095,"LINESTRING (49.1275058 14.5417236, 49.127411 14.5419199)",,14 اكتوبر,,,
173362917,residential,False,False,22.979,"LINESTRING (49.1273487 14.5420986, 49.1275476 14.5421737)",,,,,
96509596,trunk,True,False,211.452,"LINESTRING (49.1273487 14.5420986, 49.127241 14.542393, 49.1266818 14.5438873)",,14 اكتوبر,,,
173362917,residential,False,True,22.979,"LINESTRING (49.1275476 14.5421737, 49.1273487 14.5420986)",,,,,
173363163,residential,False,True,20.755,"LINESTRING (49.1220988 14.540164, 49.122071 14.5399793)",,,,,
124553730,residential,False,False,339.052,"LINESTRING (49.1220988 14.540164, 49.1222414 14.5402009, 49.1227385 14.5404078, 49.1230863 14.5406059, 49.1234748 14.540766, 49.1237166 14.54085, 49.1242631 14.5409207, 49.1250181 14.5412481)",,,,,
124553730,residential,False,True,225.248,"LINESTRING (49.1220988 14.540164, 49.1219249 14.5401957, 49.1213087 14.5401324, 49.1211094 14.5401278, 49.1210542 14.5402184, 49.1210638 14.5403904, 49.1211598 14.5405972, 49.1211334 14.5407273, 49.1210686 14.540797, 49.120966 14.5408484, 49.1207504 14.5409157)",,,,,
96511752,secondary,True,False,53.735,"LINESTRING (49.1212262 14.5428232, 49.1214783 14.5429582, 49.121681 14.5430154)",,,,,
584973262,trunk,True,False,46.124,"LINESTRING (49.1212262 14.5428232, 49.1213117 14.5429777, 49.1214463 14.5431787)",N4;M100,طريق فوة,,,
435764419,trunk,True,False,3.952,"LINESTRING (49.1243804 14.5446155, 49.1243437 14.5446166)",N4;M100,طريق فوة,,,
"[754798920, 96509591, 754445255]",trunk,False,True,180.822,"LINESTRING (49.1243804 14.5446155, 49.1244354 14.5446323, 49.1259141 14.5450841, 49.1259825 14.545105)",,الجسر الصيني,,,yes
378645225,trunk,True,False,4.05,"LINESTRING (49.1263106 14.5453017, 49.1262733 14.5453065)",,,,roundabout,
378645225,trunk,True,False,12.142,"LINESTRING (49.1262733 14.5453065, 49.1262364 14.5452993, 49.1262039 14.545281, 49.1261792 14.5452536)",,,,roundabout,
749204578,trunk,True,False,164.706,"LINESTRING (49.1262733 14.5453065, 49.1262284 14.5454152, 49.1261574 14.5455798, 49.1257588 14.546621, 49.1257015 14.5466721)",,Bin Ayner Street,,,
378645225,trunk,True,False,5.494,"LINESTRING (49.1261792 14.5452536, 49.126165 14.5452199, 49.1261643 14.5452069)",,,,roundabout,
378645225,trunk,True,False,20.432000000000002,"LINESTRING (49.1262256 14.5450959, 49.1262619 14.5450851, 49.1262998 14.5450863, 49.1263353 14.5450994, 49.1263644 14.545123, 49.126384 14.5451545)",,,,roundabout,
378645229,trunk,True,False,34.735,"LINESTRING (49.1262256 14.5450959, 49.1263021 14.5450337, 49.1263412 14.5449833, 49.1264118 14.5448468)",,,,,
378645225,trunk,True,False,20.321999999999996,"LINESTRING (49.126384 14.5451545, 49.1263919 14.5451905, 49.1263872 14.545227, 49.1263708 14.5452597, 49.1263443 14.5452856, 49.1263106 14.5453017)",,,,roundabout,
"[754798920, 754445255, 96509591]",trunk,False,False,180.822,"LINESTRING (49.1259825 14.545105, 49.1259141 14.5450841, 49.1244354 14.5446323, 49.1243804 14.5446155)",,الجسر الصيني,,,yes
610902768,trunk,True,False,23.932,"LINESTRING (49.1259825 14.545105, 49.126114 14.5450944, 49.1262025 14.5451122)",,,,,
96511752,secondary,True,False,402.12200000000007,"LINESTRING (49.1250043 14.5430672, 49.1262629 14.5409045, 49.1263676 14.5406591, 49.1264386 14.5404203, 49.1264758 14.5401161, 49.1264943 14.5398028)",,,,,
379677991,secondary,True,False,25.721,"LINESTRING (49.1252163 14.5431729, 49.125106 14.5433781)",,,,,
379231536,secondary,True,False,40.119,"LINESTRING (49.1252163 14.5431729, 49.1251839 14.543204, 49.1251427 14.5432231, 49.1250974 14.5432281, 49.1250528 14.5432185, 49.125014 14.5431953, 49.1249851 14.5431611, 49.1250043 14.5430672)",,,,,
379232178,secondary,True,False,73.967,"LINESTRING (49.125106 14.5433781, 49.1248201 14.543983)",,,,,
124553730,residential,False,True,339.05199999999996,"LINESTRING (49.1250181 14.5412481, 49.1242631 14.5409207, 49.1237166 14.54085, 49.1234748 14.540766, 49.1230863 14.5406059, 49.1227385 14.5404078, 49.1222414 14.5402009, 49.1220988 14.540164)",,,,,
749204602,trunk_link,False,False,9.113,"LINESTRING (49.120169 14.5398583, 49.1201024 14.5399089)",,,,,
584973262,trunk,True,False,135.972,"LINESTRING (49.120169 14.5398583, 49.1203296 14.5400092, 49.1204384 14.5401394, 49.1205866 14.5403948, 49.120646 14.5405278, 49.1206864 14.5406672, 49.1207504 14.5409157)",N4;M100,طريق فوة,,,
747858349,trunk,True,False,233.12599999999998,"LINESTRING (49.1221517 14.5442486, 49.1219357 14.5451157, 49.1218901 14.5453714, 49.1218833 14.5456622, 49.1220086 14.5463051)",,,,,
584973262,trunk,True,False,9.573,"LINESTRING (49.1221771 14.5438253, 49.1222589 14.5438591)",N4;M100,طريق فوة,,,
584973261,trunk,True,False,17.434,"LINESTRING (49.1220287 14.5466047, 49.121934 14.5464775)",,,,,
747858348,trunk,True,False,5.16,"LINESTRING (49.121934 14.5464775, 49.1219131 14.5464662, 49.1218957 14.5464502)",,,,roundabout,
