osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name,junction
137279510,True,1,EN 339,primary,40,False,33.382000000000005,"LINESTRING (-7.5043936 40.2809169, -7.5044239 40.2808612, -7.5044456 40.280819, -7.5044617 40.2807699, -7.5044617 40.2807455, -7.5044617 40.2807044, -7.5044347 40.2806287)",,
245563658,False,1,EN 339,primary,50,True,159.25,"LINESTRING (-7.5043936 40.2809169, -7.5043527 40.2810296, -7.5042655 40.2812434, -7.5041756 40.2814214, -7.5041488 40.2815227, -7.5041247 40.281625, -7.5041171 40.2816863, -7.5041227 40.2817403, -7.5041506 40.2817924, -7.5041906 40.2818257, -7.5042727 40.2818626, -7.5043608 40.2818891, -7.5045148 40.281912, -7.5047877 40.2819491)",Rua Rui Faleiro,
"[1248741237, 246962039]",False,,,residential,,False,140.809,"LINESTRING (-7.5024882 40.2793864, -7.5022857 40.2794534, -7.5021408 40.2795346, -7.5020782 40.2796145, -7.5019898 40.2796982, -7.5018285 40.2797924, -7.5017515 40.279834, -7.5016091 40.2799871, -7.5015483 40.2801658, -7.5015588 40.2803265)","['Rua do Serrado', 'Travessa da Madalena']",
"[739448947, 739448943]",False,1,EM 18,secondary,,False,27.896,"LINESTRING (-7.5024882 40.2793864, -7.5025531 40.2793098, -7.5026665 40.2791756)",Rua Marquês de Ávila e Bolama,
739448947,False,1,EM 18,secondary,,True,101.68299999999999,"LINESTRING (-7.5024882 40.2793864, -7.5021837 40.2797726, -7.5018291 40.2801493)",Rua Marquês de Ávila e Bolama,
198474032,False,1,EN 339,primary,50,False,20.859,"LINESTRING (-7.5062823 40.2817771, -7.5062071 40.2817743, -7.5061177 40.2817749, -7.5060375 40.2817846)",Rua Gregório Geraldes,
198474032,False,1,EN 339,primary,50,True,49.942,"LINESTRING (-7.5062823 40.2817771, -7.5064156 40.2818011, -7.5066373 40.2818574, -7.506841 40.2819169)",Rua Gregório Geraldes,
1186312997,False,,,residential,,True,93.64200000000001,"LINESTRING (-7.5062823 40.2817771, -7.5066641 40.2819903, -7.5067545 40.2820661, -7.5067816 40.2821902, -7.5067861 40.2823797, -7.5067545 40.2824383)",Rua de São Francisco Alvares,
245563658,False,1,EN 339,primary,50,False,13.587,"LINESTRING (-7.5060375 40.2817846, -7.505881 40.2818106)",Rua Rui Faleiro,
268251114,False,,,residential,,True,9.936,"LINESTRING (-7.5060375 40.2817846, -7.5060563 40.2816964)",Rua Senhora da Paciência,
198474032,False,1,EN 339,primary,50,True,20.858999999999998,"LINESTRING (-7.5060375 40.2817846, -7.5061177 40.2817749, -7.5062071 40.2817743, -7.5062823 40.2817771)",Rua Gregório Geraldes,
137278715,False,,,residential,,True,6.705,"LINESTRING (-7.5073085 40.280263, -7.5072377 40.2802362)",Rua Alexandre Herculano,
152055439,True,,,residential,,False,28.601,"LINESTRING (-7.5073085 40.280263, -7.5072027 40.280375, -7.5070499 40.2803997)",Rua Jornal da Covilhã,
137278691,True,,,residential,,False,116.631,"LINESTRING (-7.5060911 40.2815634, -7.5060294 40.2815532, -7.5059409 40.2815327, -7.5058417 40.2815246, -7.5057242 40.2815237, -7.505185 40.2815544, -7.5050107 40.2815605, -7.5049255 40.2815515, -7.5048538 40.2815007, -7.5048071 40.2814307)",Rua Bombeiros Voluntários,
268251114,False,,,residential,,False,15.152,"LINESTRING (-7.5060911 40.2815634, -7.5060616 40.2816432, -7.5060563 40.2816964)",Rua Senhora da Paciência,
137278656,False,2,,residential,,False,65.76400000000001,"LINESTRING (-7.5012325 40.2783035, -7.5014085 40.2781721, -7.5015917 40.2779951, -7.5016943 40.2778352)",Avenida 25 de Abril,
137278656,False,2,,residential,,True,191.498,"LINESTRING (-7.5012325 40.2783035, -7.5011938 40.2783328, -7.5011436 40.2783731, -7.5010047 40.2784809, -7.5007356 40.2786805, -7.5003706 40.2789465, -7.5002204 40.2790287, -7.5000734 40.2790696, -7.4998913 40.2790718, -7.4997097 40.2790366, -7.499583 40.2789853, -7.4994931 40.2789375, -7.4994254 40.2788947)",Avenida 25 de Abril,
739448948,False,,,residential,,True,68.065,"LINESTRING (-7.5012325 40.2783035, -7.5012914 40.2781858, -7.5013349 40.2780623, -7.5013557 40.2777044)",,
