osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,maxspeed,bridge,junction,access
787356736,True,,EN 243,,primary,False,12.581,"LINESTRING (-8.8237258 39.5994361, -8.8237196 39.599464, -8.8237239 39.5994921, -8.8237385 39.599518, -8.8237621 39.5995397)",,,roundabout,
787356735,True,,EN 243,,primary,False,6.862,"LINESTRING (-8.8237723 39.5993868, -8.823744 39.5994086, -8.8237258 39.5994361)",,,roundabout,
787356735,True,,EN 243,,primary,False,5.963,"LINESTRING (-8.8239606 39.5994216, -8.8239407 39.5993996, -8.8239138 39.5993826)",,,roundabout,
55446817,True,1,EN 243,,primary,False,20.99,"LINESTRING (-8.8239434 39.5995309, -8.8241762 39.5994721)",,,,
787352428,True,,EN 243,,primary,False,12.947,"LINESTRING (-8.8239434 39.5995309, -8.8239637 39.5995063, -8.8239737 39.5994783, -8.8239727 39.5994492, -8.8239606 39.5994216)",,,roundabout,
861223296,False,,,Rua da Saudade,residential,False,50.513,"LINESTRING (-8.8157169 39.6011092, -8.8160951 39.6014577)",50,,,
143383758,False,,,Rua Francisco Serra Frazão,residential,False,84.892,"LINESTRING (-8.8157169 39.6011092, -8.815759 39.6010834, -8.8164079 39.600686, -8.8164926 39.6006342)",,,,
861223296,False,,,Rua da Saudade,residential,True,181.853,"LINESTRING (-8.8157169 39.6011092, -8.8155017 39.6008476, -8.8154058 39.600731, -8.8151751 39.6003411, -8.815005 39.5999621, -8.8148826 39.5996166)",50,,,
861223296,False,,,Rua da Saudade,residential,False,180.45000000000002,"LINESTRING (-8.8140531 39.5981259, -8.8146763 39.5991847, -8.8148222 39.5994916, -8.8148826 39.5996166)",50,,,
791157087,False,2,,Avenida Vila Forte,secondary,False,117.63300000000001,"LINESTRING (-8.8237754 39.5988119, -8.823764 39.5987443, -8.8237315 39.5986623, -8.8236989 39.5986054, -8.8236554 39.5985582, -8.8236083 39.5985292, -8.8235472 39.5985045, -8.8234606 39.5984952, -8.82266 39.5984914)",50,,,yes
791157087,False,2,,Avenida Vila Forte,secondary,True,53.082,"LINESTRING (-8.8237754 39.5988119, -8.8238324 39.5992637, -8.8238358 39.599287)",50,,,yes
861223298,False,2,,Avenida Luís de Camões,tertiary,False,10.242,"LINESTRING (-8.8129525 39.6010034, -8.8128822 39.6010779)",,,,
861223298,False,2,,Avenida Luís de Camões,tertiary,True,12.181,"LINESTRING (-8.8129525 39.6010034, -8.8130425 39.6009186)",,,,
861223298,False,2,,Avenida Luís de Camões,tertiary,True,10.242,"LINESTRING (-8.8128822 39.6010779, -8.8129525 39.6010034)",,,,
546542677,False,,,Rua Penedo Fagundo,residential,True,41.686,"LINESTRING (-8.8128822 39.6010779, -8.8129645 39.6011563, -8.8131178 39.6014036)",50,,,
861223298,False,2,,Avenida Luís de Camões,tertiary,False,62.242000000000004,"LINESTRING (-8.8134804 39.600472, -8.8132164 39.6007463, -8.8130425 39.6009186)",,,,
861223298,False,2,,Avenida Luís de Camões,tertiary,True,77.454,"LINESTRING (-8.8134804 39.600472, -8.8136927 39.6002686, -8.813794 39.6001477, -8.8138578 39.6000206, -8.8139063 39.5998698)",,,,
798968234,False,,,Avenida Dr. Francisco Sá Carneiro,residential,True,68.898,"LINESTRING (-8.8148826 39.5996166, -8.815202 39.5995359, -8.8156443 39.599418)",50,,,
861223296,False,,,Rua da Saudade,residential,False,181.85299999999998,"LINESTRING (-8.8148826 39.5996166, -8.815005 39.5999621, -8.8151751 39.6003411, -8.8154058 39.600731, -8.8155017 39.6008476, -8.8157169 39.6011092)",50,,,
861223296,False,,,Rua da Saudade,residential,True,180.45000000000002,"LINESTRING (-8.8148826 39.5996166, -8.8148222 39.5994916, -8.8146763 39.5991847, -8.8140531 39.5981259)",50,,,
787352425,False,2,EM 543,Avenida da Liberdade,secondary,False,92.399,"LINESTRING (-8.8190711 39.6001914, -8.8182422 39.600723)",50,,,
134704137,False,,,Avenida de Santo António,residential,True,27.286,"LINESTRING (-8.8190711 39.6001914, -8.8189884 39.6001081, -8.8188776 39.5999965)",50,,,
787352425,False,2,EM 543,Avenida da Liberdade,secondary,True,35.095,"LINESTRING (-8.8190711 39.6001914, -8.8191863 39.600122, -8.8193939 39.5999971)",50,,,
798968234,False,,,Avenida Dr. Francisco Sá Carneiro,residential,False,13.536,"LINESTRING (-8.8157936 39.5993782, -8.8156443 39.599418)",50,,,
798968234,False,,,Avenida Dr. Francisco Sá Carneiro,residential,True,17.682,"LINESTRING (-8.8157936 39.5993782, -8.8159884 39.5993257)",50,,,
143383864,True,,,Largo Capitão José de Sousa,residential,False,130.279,"LINESTRING (-8.8157936 39.5993782, -8.8158552 39.5994717, -8.8162727 39.6001261, -8.8163129 39.6001695, -8.816388 39.6001964, -8.8166563 39.6002729)",,,,
134704137,False,,,Avenida de Santo António,residential,False,128.767,"LINESTRING (-8.8175683 39.598688, -8.8177004 39.5988506, -8.8182855 39.5994116, -8.81848 39.5996073)",50,,,
798968236,False,2,,Avenida Dr. Francisco Sá Carneiro,residential,False,35.266,"LINESTRING (-8.8175683 39.598688, -8.8173053 39.5987968, -8.8172079 39.5988411)",50,,,
798968236,False,2,,Avenida Dr. Francisco Sá Carneiro,residential,True,132.78300000000002,"LINESTRING (-8.8175683 39.598688, -8.8176861 39.5986364, -8.8182537 39.5983876, -8.8187463 39.5981717, -8.8189154 39.5980976)",50,,,
134703912,False,2,,Avenida Doutor Francisco Sá Carneiro,residential,False,17.269,"LINESTRING (-8.8189154 39.5980976, -8.8190648 39.5981108, -8.8191153 39.5981172)",50,,,
798968236,False,2,,Avenida Dr. Francisco Sá Carneiro,residential,False,132.78300000000002,"LINESTRING (-8.8189154 39.5980976, -8.8187463 39.5981717, -8.8182537 39.5983876, -8.8176861 39.5986364, -8.8175683 39.598688)",50,,,
787352425,False,2,EM 543,Avenida da Liberdade,secondary,False,14.194,"LINESTRING (-8.817248 39.6015612, -8.8173118 39.601679)",50,,,
787352425,False,2,EM 543,Avenida da Liberdade,secondary,True,49.599000000000004,"LINESTRING (-8.817248 39.6015612, -8.8172479 39.6014859, -8.8172592 39.6014381, -8.8172778 39.6013874, -8.8173035 39.6013499, -8.8173475 39.6013013, -8.8174205 39.601246, -8.8175063 39.6011865)",50,,,
861223296,False,,,Rua da Saudade,residential,True,41.724000000000004,"LINESTRING (-8.817248 39.6015612, -8.8168592 39.6016969, -8.8167991 39.6016991)",50,,,
861223296,False,,,Rua da Saudade,residential,False,41.724000000000004,"LINESTRING (-8.8167991 39.6016991, -8.8168592 39.6016969, -8.817248 39.6015612)",50,,,
861223296,False,,,Rua da Saudade,residential,True,38.982,"LINESTRING (-8.8167991 39.6016991, -8.816687 39.6016741, -8.8163688 39.6015856)",50,,,
787352425,False,2,EM 543,Avenida da Liberdade,secondary,True,14.194,"LINESTRING (-8.8173118 39.601679, -8.817248 39.6015612)",50,,,
"[787352425, 787352411]",False,2,EM 543,"['Avenida da Liberdade', 'Avenida dos Combatentes da Grande Guerra']",secondary,False,41.788999999999994,"LINESTRING (-8.8173118 39.601679, -8.817393 39.6018181, -8.8174567 39.6019275, -8.8174828 39.6019761, -8.8174804 39.6020019, -8.8174638 39.6020233)",50,,,
863110666,False,,,Largo João Filipe Guerra,residential,True,38.278999999999996,"LINESTRING (-8.8173118 39.601679, -8.8176709 39.6015324, -8.8177112 39.6015303)",,,,
787352411,False,2,EM 543,Avenida dos Combatentes da Grande Guerra,secondary,False,35.94,"LINESTRING (-8.8174638 39.6020233, -8.8170883 39.6021674)",50,,,
"[787352425, 787352411]",False,2,EM 543,"['Avenida dos Combatentes da Grande Guerra', 'Avenida da Liberdade']",secondary,True,41.789,"LINESTRING (-8.8174638 39.6020233, -8.8174804 39.6020019, -8.8174828 39.6019761, -8.8174567 39.6019275, -8.817393 39.6018181, -8.8173118 39.601679)",50,,,
863103304,False,,,Rua António Pinheiro,residential,True,55.114000000000004,"LINESTRING (-8.8174638 39.6020233, -8.8175023 39.602047, -8.8177626 39.6024584)",,,,
136174060,True,1,EM 543,Avenida da Liberdade,secondary,False,23.259,"LINESTRING (-8.8195679 39.5998851, -8.8197618 39.5997387)",50,,,
787352420,True,1,EM 543,Avenida da Liberdade,secondary,False,26.148,"LINESTRING (-8.8195679 39.5998851, -8.8198047 39.5999016, -8.8198706 39.5999126)",50,,,
787352425,False,2,EM 543,Avenida da Liberdade,secondary,False,19.427,"LINESTRING (-8.8195679 39.5998851, -8.8194976 39.5999319, -8.8193939 39.5999971)",50,,,
143383994,False,,,Travessa José da Ângela,residential,False,46.105000000000004,"LINESTRING (-8.8189828 39.6015674, -8.8188753 39.6015531, -8.8187626 39.6015675, -8.8186392 39.6016047, -8.8185043 39.6016782, -8.8184917 39.6016871)",,,,
143384379,False,,,Rua 5 de Outubro,residential,False,25.997,"LINESTRING (-8.8189828 39.6015674, -8.8189023 39.6017245, -8.8188593 39.6017803)",,,,designated
143384379,False,,,Rua 5 de Outubro,residential,True,22.168,"LINESTRING (-8.8189828 39.6015674, -8.8190443 39.6014393, -8.8190732 39.6013806)",,,,designated
143384379,False,,,Rua 5 de Outubro,residential,True,21.804,"LINESTRING (-8.8186447 39.6018857, -8.8188593 39.6017803)",,,,designated
143384164,False,,,Largo Machado dos Santos,residential,False,40.982,"LINESTRING (-8.8186447 39.6018857, -8.8185588 39.6019437, -8.8183218 39.6021567)",,,,
143384164,False,,,Largo Machado dos Santos,residential,True,25.68,"LINESTRING (-8.8186447 39.6018857, -8.8184997 39.6016977, -8.8184917 39.6016871)",,,,
143384489,False,,,Travessa Manuel dos Santos,residential,False,21.329,"LINESTRING (-8.8191606 39.601012, -8.8193878 39.6010904)",,,,
136174216,True,,,Rua 5 de Outubro,residential,False,18.444,"LINESTRING (-8.8191606 39.601012, -8.8190981 39.6011644, -8.8190964 39.6011703)",,,,designated
140064983,True,,,Rua Mestre de Aviz,residential,False,41.264,"LINESTRING (-8.8190732 39.6013806, -8.8191397 39.6014104, -8.8193382 39.6015109, -8.8194476 39.6016083)",,,,
143384379,False,,,Rua 5 de Outubro,residential,False,22.168,"LINESTRING (-8.8190732 39.6013806, -8.8190443 39.6014393, -8.8189828 39.6015674)",,,,designated
143384379,False,,,Rua 5 de Outubro,residential,False,21.804,"LINESTRING (-8.8188593 39.6017803, -8.8186447 39.6018857)",,,,designated
143384379,False,,,Rua 5 de Outubro,residential,True,25.997,"LINESTRING (-8.8188593 39.6017803, -8.8189023 39.6017245, -8.8189828 39.6015674)",,,,designated
542653299,False,,,Rua do Barão,residential,True,35.811,"LINESTRING (-8.8188593 39.6017803, -8.8188464 39.6018893, -8.8188345 39.6021017)",,,,
144249075,False,,,Rua da Cruz do Sabugueiro,residential,False,8.706,"LINESTRING (-8.8193409 39.6030836, -8.8194401 39.6030666)",,,,
145419960,False,,,Rua Dom Fuas Roupinho,residential,False,86.058,"LINESTRING (-8.8193409 39.6030836, -8.8186848 39.6029996, -8.8184796 39.602982, -8.8183467 39.6029801)",,,,
858275043,False,,,Rua do Castelo,residential,False,6.008,"LINESTRING (-8.81745 39.6031151, -8.8174523 39.6031691)",,,,
145419960,False,,,Rua Dom Fuas Roupinho,residential,False,55.862,"LINESTRING (-8.81745 39.6031151, -8.8170339 39.6031654, -8.8168056 39.6031917)",,,,
145419960,False,,,Rua Dom Fuas Roupinho,residential,True,50.772999999999996,"LINESTRING (-8.81745 39.6031151, -8.8176446 39.6030763, -8.8180237 39.6030006)",,,,
144241578,False,,,Travessa do Rio Seco,residential,True,47.099000000000004,"LINESTRING (-8.8172573 39.6035248, -8.8171725 39.6036158, -8.8167761 39.6036773)",,,,
858275039,False,,,Rua da Fonte do Castelo,residential,False,145.80400000000003,"LINESTRING (-8.8172573 39.6035248, -8.8173846 39.6036335, -8.8175148 39.6037759, -8.8176314 39.6038856, -8.8177963 39.6039864, -8.8179801 39.604066, -8.8181544 39.6042333, -8.8183295 39.6043984, -8.8183839 39.6044853)",,,,
858275044,False,,,Rua da Fonte do Castelo,residential,True,45.163,"LINESTRING (-8.8172573 39.6035248, -8.8172513 39.603486, -8.8172848 39.6033177, -8.8174523 39.6031691)",,,,
861223298,False,2,,Avenida Luís de Camões,tertiary,False,12.181,"LINESTRING (-8.8130425 39.6009186, -8.8129525 39.6010034)",,,,
143383076,False,,,Travessa de São Miguel,residential,True,84.50399999999999,"LINESTRING (-8.8130425 39.6009186, -8.8130889 39.6009534, -8.8131429 39.6009614, -8.8131902 39.6009537, -8.813958 39.6007358)",,,,
861223298,False,2,,Avenida Luís de Camões,tertiary,True,62.242000000000004,"LINESTRING (-8.8130425 39.6009186, -8.8132164 39.6007463, -8.8134804 39.600472)",,,,
143383076,False,,,Travessa de São Miguel,residential,False,84.50399999999999,"LINESTRING (-8.813958 39.6007358, -8.8131902 39.6009537, -8.8131429 39.6009614, -8.8130889 39.6009534, -8.8130425 39.6009186)",,,,
143383451,False,,,Rua dos Descobrimentos,residential,False,111.05,"LINESTRING (-8.8139063 39.5998698, -8.8138419 39.5998666, -8.8137795 39.5998434, -8.8131292 39.5991011)",,,,
861223298,False,2,,Avenida Luís de Camões,tertiary,False,77.454,"LINESTRING (-8.8139063 39.5998698, -8.8138578 39.6000206, -8.813794 39.6001477, -8.8136927 39.6002686, -8.8134804 39.600472)",,,,
143383451,False,,,Rua dos Descobrimentos,residential,True,111.04999999999998,"LINESTRING (-8.8131292 39.5991011, -8.8137795 39.5998434, -8.8138419 39.5998666, -8.8139063 39.5998698)",,,,
143383630,False,,,Rua da Costa,residential,True,97.607,"LINESTRING (-8.8131292 39.5991011, -8.8131265 39.5990329, -8.8128717 39.5982475)",,,,
143383630,False,,,Rua da Costa,residential,False,97.607,"LINESTRING (-8.8128717 39.5982475, -8.8131265 39.5990329, -8.8131292 39.5991011)",,,,
"[798968234, 798968236]",False,2,,Avenida Dr. Francisco Sá Carneiro,residential,False,117.613,"LINESTRING (-8.8172079 39.5988411, -8.8169261 39.5989559, -8.8167301 39.5990402, -8.816555 39.5991105, -8.8161107 39.5992867, -8.8159884 39.5993257)",50,,,
798968236,False,2,,Avenida Dr. Francisco Sá Carneiro,residential,True,35.266,"LINESTRING (-8.8172079 39.5988411, -8.8173053 39.5987968, -8.8175683 39.598688)",50,,,
863110670,False,,,Largo Capitão José de Sousa,residential,False,42.553,"LINESTRING (-8.8164926 39.6006342, -8.8166563 39.6002729)",,,,
143383758,False,,,Rua Francisco Serra Frazão,residential,True,84.892,"LINESTRING (-8.8164926 39.6006342, -8.8164079 39.600686, -8.815759 39.6010834, -8.8157169 39.6011092)",,,,
863110671,False,,,Rua Dr. Manuel Fontoura Carneiro,unclassified,True,153.924,"LINESTRING (-8.8164926 39.6006342, -8.8163808 39.6004694, -8.8163107 39.6003659, -8.8162329 39.6003044, -8.816119 39.600133, -8.815722 39.599535, -8.8156443 39.599418)",,,,
143383864,True,,,Largo Capitão José de Sousa,residential,False,64.091,"LINESTRING (-8.8163183 39.599843, -8.8160402 39.5994067, -8.8159884 39.5993257)",,,,
863110670,False,,,Largo Capitão José de Sousa,residential,True,42.553,"LINESTRING (-8.8166563 39.6002729, -8.8164926 39.6006342)",,,,
143383863,True,,,Largo Capitão José de Sousa,residential,False,18.887999999999998,"LINESTRING (-8.8166563 39.6002729, -8.8166836 39.6002119, -8.8167281 39.6001123)",,,,
143383864,True,,,Largo Capitão José de Sousa,residential,False,63.117000000000004,"LINESTRING (-8.8166563 39.6002729, -8.8167505 39.6002866, -8.8168119 39.6002841, -8.816844 39.6002791, -8.816903 39.6002501, -8.8169486 39.6002088, -8.8169674 39.6001571, -8.8169728 39.6001096, -8.8169594 39.6000621, -8.8169218 39.6000187, -8.8168467 39.5999835, -8.8167931 39.5999711)",,,,
143383864,True,,,Largo Capitão José de Sousa,residential,False,43.102000000000004,"LINESTRING (-8.8167931 39.5999711, -8.8165222 39.5998988, -8.8163183 39.599843)",,,,
798968234,False,,,Avenida Dr. Francisco Sá Carneiro,residential,False,17.682,"LINESTRING (-8.8159884 39.5993257, -8.8157936 39.5993782)",50,,,
"[798968234, 798968236]",False,2,,Avenida Dr. Francisco Sá Carneiro,residential,True,117.613,"LINESTRING (-8.8159884 39.5993257, -8.8161107 39.5992867, -8.816555 39.5991105, -8.8167301 39.5990402, -8.8169261 39.5989559, -8.8172079 39.5988411)",50,,,
143383863,True,,,Largo Capitão José de Sousa,residential,False,16.659,"LINESTRING (-8.8167281 39.6001123, -8.8167931 39.5999711)",,,,
143383955,True,,,Largo Capitão José de Sousa,residential,False,49.809,"LINESTRING (-8.8167281 39.6001123, -8.8164605 39.6000435, -8.8164283 39.6000207, -8.8163183 39.599843)",,,,
143383994,False,,,Travessa José da Ângela,residential,False,21.658,"LINESTRING (-8.81832 39.6017866, -8.8181452 39.6019273)",,,,
143384057,False,,,Rua Padre Manuel Espirito Santo,residential,False,42.882,"LINESTRING (-8.81832 39.6017866, -8.8180625 39.6014559)",,,,
143383994,False,,,Travessa José da Ângela,residential,True,18.424,"LINESTRING (-8.81832 39.6017866, -8.8184649 39.601706, -8.8184917 39.6016871)",,,,
787352425,False,2,EM 543,Avenida da Liberdade,secondary,False,25.247,"LINESTRING (-8.8177389 39.6010471, -8.8175063 39.6011865)",50,,,
143384057,False,,,Rua Padre Manuel Espirito Santo,residential,True,43.711,"LINESTRING (-8.8177389 39.6010471, -8.8178855 39.6011831, -8.8180223 39.601372)",,,,
787352425,False,2,EM 543,Avenida da Liberdade,secondary,True,56.217,"LINESTRING (-8.8177389 39.6010471, -8.817863 39.6009669, -8.817998 39.6008727, -8.8180225 39.6008578, -8.8182422 39.600723)",50,,,
143384057,False,,,Rua Padre Manuel Espirito Santo,residential,True,42.882,"LINESTRING (-8.8180625 39.6014559, -8.81832 39.6017866)",,,,
143384057,False,,,Rua Padre Manuel Espirito Santo,residential,False,9.957,"LINESTRING (-8.8180625 39.6014559, -8.8180277 39.6013795, -8.8180223 39.601372)",,,,
143384086,False,,,Rua João Matias,residential,False,33.36,"LINESTRING (-8.8180625 39.6014559, -8.817789 39.6015551, -8.8177407 39.6015489, -8.8177112 39.6015303)",,,,
143384108,False,,,Rua de São Pedro,residential,False,42.067,"LINESTRING (-8.8177112 39.6015303, -8.8175063 39.6011865)",,,,
143384086,False,,,Rua João Matias,residential,True,33.36,"LINESTRING (-8.8177112 39.6015303, -8.8177407 39.6015489, -8.817789 39.6015551, -8.8180625 39.6014559)",,,,
863110666,False,,,Largo João Filipe Guerra,residential,False,38.278999999999996,"LINESTRING (-8.8177112 39.6015303, -8.8176709 39.6015324, -8.8173118 39.601679)",,,,
143384108,False,,,Rua de São Pedro,residential,True,42.067,"LINESTRING (-8.8175063 39.6011865, -8.8177112 39.6015303)",,,,
787352425,False,2,EM 543,Avenida da Liberdade,secondary,True,25.247,"LINESTRING (-8.8175063 39.6011865, -8.8177389 39.6010471)",50,,,
787352425,False,2,EM 543,Avenida da Liberdade,secondary,False,49.599,"LINESTRING (-8.8175063 39.6011865, -8.8174205 39.601246, -8.8173475 39.6013013, -8.8173035 39.6013499, -8.8172778 39.6013874, -8.8172592 39.6014381, -8.8172479 39.6014859, -8.817248 39.6015612)",50,,,
143384164,False,,,Largo Machado dos Santos,residential,True,40.982,"LINESTRING (-8.8183218 39.6021567, -8.8185588 39.6019437, -8.8186447 39.6018857)",,,,
143384175,False,,,Praça da República,residential,False,29.297,"LINESTRING (-8.8183218 39.6021567, -8.8181426 39.6022519, -8.818037 39.6023024)",,,,
863110664,False,,,Rua da Beneficiência,residential,True,42.397999999999996,"LINESTRING (-8.8183218 39.6021567, -8.8183732 39.6021923, -8.8183847 39.6022344, -8.8183834 39.6023452, -8.8186095 39.6023467)",,,,
542653298,False,,,Rua Adriano de Carvalho,residential,False,29.216,"LINESTRING (-8.818037 39.6023024, -8.8177626 39.6024584)",,,,
542653304,False,,,Rua Dr. António Crespo,residential,True,41.783,"LINESTRING (-8.818037 39.6023024, -8.8181375 39.6026701)",,,,yes
143384175,False,,,Praça da República,residential,True,29.297,"LINESTRING (-8.818037 39.6023024, -8.8181426 39.6022519, -8.8183218 39.6021567)",,,,
143383994,False,,,Travessa José da Ângela,residential,False,18.424,"LINESTRING (-8.8184917 39.6016871, -8.8184649 39.601706, -8.81832 39.6017866)",,,,
143383994,False,,,Travessa José da Ângela,residential,True,46.105000000000004,"LINESTRING (-8.8184917 39.6016871, -8.8185043 39.6016782, -8.8186392 39.6016047, -8.8187626 39.6015675, -8.8188753 39.6015531, -8.8189828 39.6015674)",,,,
143384164,False,,,Largo Machado dos Santos,residential,False,25.68,"LINESTRING (-8.8184917 39.6016871, -8.8184997 39.6016977, -8.8186447 39.6018857)",,,,
136174216,True,,,Rua 5 de Outubro,residential,False,78.19200000000001,"LINESTRING (-8.8193939 39.5999971, -8.8194063 39.6000112, -8.8194584 39.6000745, -8.8194732 39.6001134, -8.8194646 39.6001817, -8.8194001 39.600344, -8.819302 39.6006676)",,,,designated
787352425,False,2,EM 543,Avenida da Liberdade,secondary,False,35.095,"LINESTRING (-8.8193939 39.5999971, -8.8191863 39.600122, -8.8190711 39.6001914)",50,,,
787352425,False,2,EM 543,Avenida da Liberdade,secondary,True,19.427,"LINESTRING (-8.8193939 39.5999971, -8.8194976 39.5999319, -8.8195679 39.5998851)",50,,,
787352425,False,2,EM 543,Avenida da Liberdade,secondary,True,92.399,"LINESTRING (-8.8182422 39.600723, -8.8190711 39.6001914)",50,,,
787352425,False,2,EM 543,Avenida da Liberdade,secondary,False,56.217000000000006,"LINESTRING (-8.8182422 39.600723, -8.8180225 39.6008578, -8.817998 39.6008727, -8.817863 39.6009669, -8.8177389 39.6010471)",50,,,
863110667,False,,,Rua dos Bombeiros,residential,True,66.113,"LINESTRING (-8.8182422 39.600723, -8.8183054 39.6007796, -8.8186147 39.6010568, -8.8187133 39.6011115, -8.8187894 39.6011273)",,,,
143384398,False,,,Travessa Padre Joaquim Ferreira,residential,True,26.734,"LINESTRING (-8.8187894 39.6011273, -8.8190964 39.6011703)",,,,
143384398,False,,,Travessa Padre Joaquim Ferreira,residential,False,80.38699999999999,"LINESTRING (-8.8187894 39.6011273, -8.8187036 39.6011997, -8.8186258 39.6012679, -8.818574 39.6012855, -8.8185319 39.6012865, -8.818489 39.6012596, -8.8184515 39.6012307, -8.8184005 39.6012183, -8.8183522 39.6012203, -8.818283 39.6012545, -8.8180223 39.601372)",,,,
863110667,False,,,Rua dos Bombeiros,residential,False,66.113,"LINESTRING (-8.8187894 39.6011273, -8.8187133 39.6011115, -8.8186147 39.6010568, -8.8183054 39.6007796, -8.8182422 39.600723)",,,,
143384057,False,,,Rua Padre Manuel Espirito Santo,residential,False,43.711,"LINESTRING (-8.8180223 39.601372, -8.8178855 39.6011831, -8.8177389 39.6010471)",,,,
143384057,False,,,Rua Padre Manuel Espirito Santo,residential,True,9.957,"LINESTRING (-8.8180223 39.601372, -8.8180277 39.6013795, -8.8180625 39.6014559)",,,,
143384398,False,,,Travessa Padre Joaquim Ferreira,residential,True,80.387,"LINESTRING (-8.8180223 39.601372, -8.818283 39.6012545, -8.8183522 39.6012203, -8.8184005 39.6012183, -8.8184515 39.6012307, -8.818489 39.6012596, -8.8185319 39.6012865, -8.818574 39.6012855, -8.8186258 39.6012679, -8.8187036 39.6011997, -8.8187894 39.6011273)",,,,
136174216,True,,,Rua 5 de Outubro,residential,False,40.166,"LINESTRING (-8.819302 39.6006676, -8.8191606 39.601012)",,,,designated
