osmid,lanes,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,width
26644635,2,EN 4-1ª,secondary,50,roundabout,True,False,20.616,"LINESTRING (-25.6744547 37.7505454, -25.6744384 37.7504849, -25.6743979 37.7504321, -25.6743377 37.7503927)",,
26644737,1,,residential,50,,True,False,26.26,"LINESTRING (-25.6744547 37.7505454, -25.6745863 37.7504279, -25.6746548 37.7503701)",,
26644635,2,EN 4-1ª,secondary,50,roundabout,True,False,8.7,"LINESTRING (-25.6743377 37.7503927, -25.6742925 37.7503768, -25.6742441 37.7503687)",,
26644635,2,EN 4-1ª,secondary,50,roundabout,True,False,33.329,"LINESTRING (-25.6742185 37.7507392, -25.6742934 37.7507299, -25.6743607 37.7507022, -25.6744133 37.7506591, -25.6744458 37.7506049, -25.6744547 37.7505454)",,
26644635,2,EN 4-1ª,secondary,50,roundabout,True,False,14.690999999999999,"LINESTRING (-25.6740652 37.7506932, -25.6741112 37.7507181, -25.6741633 37.7507337, -25.6742185 37.7507392)",,
26644635,2,EN 4-1ª,secondary,50,roundabout,True,False,34.153,"LINESTRING (-25.6740579 37.750419, -25.6740113 37.7504681, -25.6739875 37.7505266, -25.6739891 37.750588, -25.674016 37.7506457, -25.6740652 37.7506932)",,
26644635,2,EN 4-1ª,secondary,50,roundabout,True,False,17.789,"LINESTRING (-25.6742441 37.7503687, -25.6741767 37.7503709, -25.6741129 37.7503881, -25.6740579 37.750419)",,
"[543651286, 26644710, 543651287]",2,EN 4-1ª,secondary,,,True,False,507.055,"LINESTRING (-25.6742441 37.7503687, -25.6741618 37.7502748, -25.6740465 37.750016, -25.6740062 37.7499256, -25.6726823 37.7465845, -25.6725362 37.7462089, -25.6724703 37.7460352)",Avenida Dom Manuel I,
26644736,1,,residential,50,,True,False,28.176000000000002,"LINESTRING (-25.6746548 37.7503701, -25.6744547 37.7503983, -25.6743377 37.7503927)",,
"[488199872, 488194535]",,,residential,50,,False,False,218.809,"LINESTRING (-25.6746548 37.7503701, -25.6748758 37.7503082, -25.6750329 37.7502496, -25.6759999 37.7500001, -25.677024 37.7497737)",Rua Arcanjo Lar,
950119942,,,residential,,,False,True,7.892,"LINESTRING (-25.6771099 37.7497531, -25.677024 37.7497737)",Rua Arcanjo Lar,
26644803,1,,residential,50,,True,False,38.975,"LINESTRING (-25.6771099 37.7497531, -25.677043 37.7495851, -25.6769743 37.7494194)",Rua da Juventude,
"[26644770, 950119941, 950119942]",,,residential,,,False,False,78.368,"LINESTRING (-25.6771099 37.7497531, -25.6772691 37.7497153, -25.6772828 37.7497122, -25.677552 37.7496437, -25.6776244 37.7496247, -25.6776578 37.7496171, -25.6776868 37.7496104, -25.6779603 37.7495421)",Rua Arcanjo Lar,
88562177,,,residential,,,False,False,165.19,"LINESTRING (-25.6778916 37.7449487, -25.6778711 37.7449009, -25.6773577 37.7435244)",Rua Engenheiro Canto Resende,
321548690,2,,secondary,50,,False,False,65.542,"LINESTRING (-25.6778916 37.7449487, -25.6777768 37.7449888, -25.6777582 37.7449947, -25.6774402 37.7450943, -25.6771962 37.7451602)",Avenida Antero de Quental,9.5
37451851,,,residential,,,True,False,85.118,"LINESTRING (-25.6679296 37.7466492, -25.6679082 37.7465673, -25.6677334 37.7458996)",Rua do Contador,
544999493,3,,secondary,50,,False,True,55.547,"LINESTRING (-25.6679296 37.7466492, -25.6680109 37.7466455, -25.6682989 37.7465979, -25.6685501 37.7465585)",Rua José do Canto,
37451851,,,residential,,,True,False,272.087,"LINESTRING (-25.6677334 37.7458996, -25.6675469 37.7451172, -25.6671603 37.743495)",Rua do Contador,
222714948,,,residential,,,True,False,93.429,"LINESTRING (-25.6700425 37.7431869, -25.6700733 37.743276, -25.6701214 37.7434153, -25.6701451 37.7434608, -25.6701768 37.7434979, -25.6702282 37.7435333, -25.6703148 37.7435607, -25.6707947 37.7436027)",Largo do Colégio / Jardim de Antero de Quental,
222582584,,,residential,,,True,False,27.229,"LINESTRING (-25.6679827 37.7468902, -25.6679562 37.7467385, -25.6679296 37.7466492)",Rua da Arquinha,
39857022,1,,residential,,,False,False,134.56099999999998,"LINESTRING (-25.6674558 37.750493, -25.6674726 37.7503938, -25.6675791 37.7501886, -25.667664 37.7500463, -25.6678847 37.7496482, -25.6679846 37.749533, -25.6681327 37.7494291)",Caminho da Levada,
39857022,1,,residential,,,False,True,179.069,"LINESTRING (-25.6674558 37.750493, -25.6673884 37.7507185, -25.6670435 37.7519663, -25.6670235 37.7520665)",Caminho da Levada,
"[958573264, 185697863]",,,residential,,,False,True,153.21300000000002,"LINESTRING (-25.6685501 37.7465585, -25.6685579 37.7466157, -25.6685675 37.7466576, -25.6685882 37.7467484, -25.6687118 37.7472908, -25.6688542 37.7479151)",Travessa João Carlos Scholtze,
"[544999497, 259096094]",3,,secondary,50,,False,True,102.188,"LINESTRING (-25.6685501 37.7465585, -25.6686357 37.7465527, -25.6688735 37.7465521, -25.669093 37.7465699, -25.6692239 37.7465867, -25.6692835 37.7465933, -25.669407 37.7466058, -25.6697049 37.7466373)",Rua José do Canto,
544999493,3,,secondary,50,,False,False,55.547,"LINESTRING (-25.6685501 37.7465585, -25.6682989 37.7465979, -25.6680109 37.7466455, -25.6679296 37.7466492)",Rua José do Canto,
60748960,,,residential,,,True,False,199.7,"LINESTRING (-25.6697049 37.7466373, -25.6696734 37.7464963, -25.6692892 37.7448717)",Rua José Maria Raposo Amaral,
"[544999497, 259096094]",3,,secondary,50,,False,False,102.18799999999999,"LINESTRING (-25.6697049 37.7466373, -25.669407 37.7466058, -25.6692835 37.7465933, -25.6692239 37.7465867, -25.669093 37.7465699, -25.6688735 37.7465521, -25.6686357 37.7465527, -25.6685501 37.7465585)",Rua José do Canto,
544999497,3,,secondary,50,,False,True,56.593,"LINESTRING (-25.6697049 37.7466373, -25.6698896 37.7466338, -25.6700517 37.7466116, -25.670336 37.7465512)",Rua José do Canto,
37451856,,,residential,,,True,False,301.066,"LINESTRING (-25.6717575 37.7462009, -25.6717244 37.7461239, -25.6714815 37.7454472, -25.6711167 37.7444705, -25.6707947 37.7436027)",Avenida Gaspar Fructuoso,
222584001,3,,secondary,50,,False,True,54.827000000000005,"LINESTRING (-25.6717575 37.7462009, -25.6718117 37.7461875, -25.6723555 37.7460612)",Rua de São Joaquim,
259096096,3,,secondary,50,,False,False,130.93300000000002,"LINESTRING (-25.6717575 37.7462009, -25.6711831 37.7463354, -25.6706293 37.7464759, -25.6704436 37.7465268, -25.670336 37.7465512)",Rua José Jácome Correia,
545003978,3,,secondary,50,,False,False,10.5,"LINESTRING (-25.6723555 37.7460612, -25.6724703 37.7460352)",Rua de São Joaquim,
26645155,2,EN 4-1ª,secondary,,,True,False,507.42799999999994,"LINESTRING (-25.6723555 37.7460612, -25.6724311 37.7462352, -25.6735543 37.7490651, -25.6739412 37.7500397, -25.6740243 37.7502491, -25.6740511 37.7503421, -25.6740579 37.750419)",Avenida Dom Manuel I,
222584001,3,,secondary,50,,False,False,54.827000000000005,"LINESTRING (-25.6723555 37.7460612, -25.6718117 37.7461875, -25.6717575 37.7462009)",Rua de São Joaquim,
545003978,3,,secondary,50,,False,True,10.5,"LINESTRING (-25.6724703 37.7460352, -25.6723555 37.7460612)",Rua de São Joaquim,
1095027789,3,,secondary,50,,False,False,41.791,"LINESTRING (-25.6724703 37.7460352, -25.6729266 37.74593)",Rua de São Joaquim,
186153853,,,residential,,,True,False,238.78799999999998,"LINESTRING (-25.674722 37.7455285, -25.6742898 37.744371, -25.6742382 37.7442333, -25.6739726 37.7435573, -25.6739208 37.7434782)",Rua Agostinho Pacheco,
"[222584000, 545004060, 1189453351]",3,,secondary,50,,False,True,164.12500000000003,"LINESTRING (-25.674722 37.7455285, -25.674507 37.7455628, -25.6742878 37.7456123, -25.6741369 37.7456476, -25.6740887 37.74566, -25.6737661 37.7457354, -25.6734878 37.7457981, -25.6733792 37.7458226, -25.6729983 37.7459143, -25.6729266 37.74593)",Rua de São Joaquim,
"[1189738552, 488194556]",3,,secondary,50,,False,True,58.242,"LINESTRING (-25.674722 37.7455285, -25.6748388 37.7455161, -25.6751886 37.7454779, -25.6752236 37.7454741, -25.6753787 37.7454601)",Avenida Antero de Quental,
488194553,3,,secondary,50,,False,False,6.858,"LINESTRING (-25.6754554 37.7454489, -25.6753787 37.7454601)",Avenida Antero de Quental,
1095027787,3,,secondary,50,,False,True,21.768,"LINESTRING (-25.6754554 37.7454489, -25.6755309 37.7454408, -25.6755883 37.745435, -25.6757006 37.7454219)",Avenida Antero de Quental,
39447749,,,residential,,,True,False,106.68799999999999,"LINESTRING (-25.6671603 37.743495, -25.6678508 37.7434182, -25.668364 37.7433753)",Rua Doutor Guilherme Poças,
46919407,,,residential,,,True,False,162.796,"LINESTRING (-25.6771962 37.7451602, -25.6771474 37.7450272, -25.6766546 37.7437602)",Rua António Borges,
"[321548690, 488194557]","['2', '3']",,secondary,50,,False,False,134.829,"LINESTRING (-25.6771962 37.7451602, -25.6770434 37.7451936, -25.6766809 37.7452729, -25.6764281 37.745322, -25.6762538 37.7453495, -25.6757006 37.7454219)",Avenida Antero de Quental,9.5
321548690,2,,secondary,50,,False,True,65.542,"LINESTRING (-25.6771962 37.7451602, -25.6774402 37.7450943, -25.6777582 37.7449947, -25.6777768 37.7449888, -25.6778916 37.7449487)",Avenida Antero de Quental,9.5
141113962,,,residential,,,True,False,148.469,"LINESTRING (-25.671344 37.7499856, -25.6717271 37.751286)",Rua Cidade da Horta,
144814470,,,residential,,,False,False,56.02,"LINESTRING (-25.671344 37.7499856, -25.6707319 37.7501255)",Rua Cidade Praia da Vitória,
144814470,,,residential,,,False,True,18.661,"LINESTRING (-25.671344 37.7499856, -25.6715519 37.7499518)",Rua Cidade Praia da Vitória,
