osmid,oneway,name,highway,maxspeed,reversed,length,ref,geometry
1155990459,True,Rua Sociedade Columbófila,residential,50,False,26.174,,"LINESTRING (-8.5152551 41.0387574, -8.5151846 41.0389867)"
1155990465,False,Rua dos Dragões Sandinenses,primary,50,True,21.981,ER 222,"LINESTRING (-8.5152551 41.0387574, -8.5153775 41.0389322)"
1155990466,False,Rua dos Dragões Sandinenses,primary,50,False,43.259,ER 222,"LINESTRING (-8.5152551 41.0387574, -8.5150409 41.0384035)"
95227950,False,Praceta Fernando Conceição Couto,residential,50,True,134.894,,"LINESTRING (-8.508046 41.0356636, -8.5086513 41.0359383, -8.5091734 41.036493)"
95227897,False,Rua do Carregal,residential,,False,96.071,,"LINESTRING (-8.5157935 41.0359521, -8.5154216 41.0356909, -8.5151004 41.0355548, -8.5148445 41.0354926)"
95227897,False,Rua do Carregal,residential,,True,95.92099999999999,,"LINESTRING (-8.5157935 41.0359521, -8.5160436 41.036131, -8.5167983 41.0363288)"
377835647,False,Travessa da Aldeia Nova de Cima,residential,,True,92.571,,"LINESTRING (-8.5157935 41.0359521, -8.5158487 41.0363762, -8.5158827 41.0366707, -8.5159346 41.0367743)"
377835647,False,Travessa da Aldeia Nova de Cima,residential,,False,92.571,,"LINESTRING (-8.5159346 41.0367743, -8.5158827 41.0366707, -8.5158487 41.0363762, -8.5157935 41.0359521)"
377835649,False,Rua da Aldeia Nova de Cima,residential,,False,139.31900000000002,,"LINESTRING (-8.5159346 41.0367743, -8.5153895 41.0373209, -8.5150625 41.0378336)"
377835649,False,Rua da Aldeia Nova de Cima,residential,,True,87.91,,"LINESTRING (-8.5159346 41.0367743, -8.5164347 41.0364889, -8.5167983 41.0363288)"
377542533,False,Rua do Calvário,primary,50,True,36.272,ER 222,"LINESTRING (-8.5117378 41.0336422, -8.5118627 41.0339545)"
377542533,False,Rua do Calvário,primary,50,False,126.90400000000001,ER 222,"LINESTRING (-8.5117378 41.0336422, -8.5115543 41.0332165, -8.5114438 41.033035, -8.5111286 41.0326759, -8.5110946 41.0326181)"
377833814,False,Rua Codessal,residential,,True,126.159,,"LINESTRING (-8.5117378 41.0336422, -8.512233 41.033536, -8.5130317 41.0336775, -8.5131919 41.0336373)"
377542533,False,Rua do Calvário,primary,50,False,36.272,ER 222,"LINESTRING (-8.5118627 41.0339545, -8.5117378 41.0336422)"
377542533,False,Rua do Calvário,primary,50,True,55.553,ER 222,"LINESTRING (-8.5118627 41.0339545, -8.5119233 41.034452)"
95227933,False,Rua do Senhor do Horto,residential,,True,323.27000000000004,,"LINESTRING (-8.5118627 41.0339545, -8.5123548 41.0340136, -8.5129891 41.0342161, -8.5131837 41.0342977, -8.5133351 41.0344651, -8.5134206 41.034656, -8.5134515 41.0349897, -8.5135276 41.0350907, -8.5136238 41.0351187, -8.5148241 41.0352217)"
440392368,False,Largo do Padre Saúde,residential,,False,26.327,,"LINESTRING (-8.511779 41.032584, -8.5120151 41.032428)"
95227968,False,Rua Maria Jerónima Carvalho,residential,50,False,125.52600000000001,,"LINESTRING (-8.511779 41.032584, -8.5119781 41.0327013, -8.5121558 41.0327803, -8.5125919 41.0329145, -8.5131404 41.0330218)"
1074883670,False,Largo do Padre Saúde,residential,50,True,62.372,,"LINESTRING (-8.511779 41.032584, -8.5114827 41.0324925, -8.5112507 41.0324928, -8.5110622 41.032518)"
