osmid,name,highway,oneway,reversed,length,bridge,geometry,ref,junction,tunnel
118312011,Rua da Quinta,residential,False,False,328.439,,"LINESTRING (-8.5908366 41.0100842, -8.5909629 41.0102569, -8.5910418 41.0103607, -8.5910276 41.01044, -8.5909265 41.0104827, -8.5908315 41.0105132, -8.5903767 41.0106535, -8.5897379 41.0108625, -8.5889595 41.0111009, -8.5883672 41.0112908, -8.5882488 41.0112908, -8.5881797 41.0112275, -8.5880993 41.0111477, -8.5879612 41.0111478)",,,
118312221,Rua da Portela,residential,False,False,20.315,,"LINESTRING (-8.5908366 41.0100842, -8.5907263 41.009965, -8.590704 41.0099317)",,,
371520329,Rua da Venezuela,tertiary,False,True,32.266,,"LINESTRING (-8.5879612 41.0111478, -8.5877633 41.010899)",,,
118312011,Rua da Quinta,residential,False,True,328.439,,"LINESTRING (-8.5879612 41.0111478, -8.5880993 41.0111477, -8.5881797 41.0112275, -8.5882488 41.0112908, -8.5883672 41.0112908, -8.5889595 41.0111009, -8.5897379 41.0108625, -8.5903767 41.0106535, -8.5908315 41.0105132, -8.5909265 41.0104827, -8.5910276 41.01044, -8.5910418 41.0103607, -8.5909629 41.0102569, -8.5908366 41.0100842)",,,
"[371520329, 913808730, 116504505]",Rua da Venezuela,tertiary,False,False,144.385,yes,"LINESTRING (-8.5879612 41.0111478, -8.5881017 41.0113016, -8.5888485 41.0119153, -8.5891066 41.0121144)",,,
116504794,Avenida Doutor Carlos Ferreira Soares,tertiary,False,False,14.025,,"LINESTRING (-8.5922808 41.0099317, -8.592305 41.0098069)",,,
"[116504794, 116504484, 118312021, 116504458]",Avenida Doutor Carlos Ferreira Soares,tertiary,False,True,442.722,yes,"LINESTRING (-8.5922808 41.0099317, -8.5923618 41.0100824, -8.5926046 41.0104652, -8.5926586 41.0105711, -8.5926951 41.0106533, -8.5927126 41.0107381, -8.5926992 41.0108101, -8.592664 41.0108684, -8.5925996 41.0109305, -8.5925021 41.0109906, -8.5916771 41.0112732, -8.5891066 41.0121144)",,,
116486856,Rua da Regedoura,tertiary,False,False,55.443,,"LINESTRING (-8.5864409 41.0088684, -8.586583 41.0091783, -8.5866187 41.0093117, -8.5866278 41.0093456)",,,
116486856,Rua da Regedoura,tertiary,False,True,72.93599999999999,,"LINESTRING (-8.5864409 41.0088684, -8.5862046 41.0083762, -8.586166 41.0082958, -8.5861448 41.0082517)",,,
118312027,Rua da Regedoura Central,residential,False,False,25.403,,"LINESTRING (-8.5864409 41.0088684, -8.586304 41.0088992, -8.5861498 41.0089311)",,,
"[118324467, 118312067, 118324727]",Avenida de São Cristóvão,secondary,False,False,204.114,yes,"LINESTRING (-8.5834358 41.0090197, -8.5831791 41.0090654, -8.5820107 41.0092576, -8.5818267 41.0092668, -8.5816084 41.0092531, -8.5813658 41.0092241, -8.5810424 41.0092103)",EN 326,,
118312067,Avenida de São Cristóvão,secondary,False,True,99.553,,"LINESTRING (-8.5834358 41.0090197, -8.583634 41.0089388, -8.5839372 41.0088091, -8.5840827 41.0087344, -8.5844971 41.0086307)",EN 326,,
118312104,Travessa da Regedoura,residential,False,False,316.434,,"LINESTRING (-8.5834358 41.0090197, -8.5831895 41.0091839, -8.5831093 41.009318, -8.583113 41.0094617, -8.583166 41.0095253, -8.5833415 41.0095621, -8.5845971 41.0098549, -8.5850132 41.0099789, -8.5856745 41.0101874, -8.5859498 41.0102718)",,,
118312076,Rua da Cinquenta,residential,False,False,269.173,,"LINESTRING (-8.590704 41.0099317, -8.5903521 41.0100481, -8.5900292 41.0101543, -8.5891546 41.0104355, -8.5883846 41.0106932, -8.5877633 41.010899)",,,
118312221,Rua da Portela,residential,False,False,86.69399999999999,,"LINESTRING (-8.590704 41.0099317, -8.5906918 41.0098942, -8.5906918 41.0098049, -8.590672 41.009317, -8.5906474 41.0092313, -8.5906302 41.0091565)",,,
118312221,Rua da Portela,residential,False,True,20.315,,"LINESTRING (-8.590704 41.0099317, -8.5907263 41.009965, -8.5908366 41.0100842)",,,
116486856,Rua da Regedoura,tertiary,False,True,55.443,,"LINESTRING (-8.5866278 41.0093456, -8.5866187 41.0093117, -8.586583 41.0091783, -8.5864409 41.0088684)",,,
400301961,Rua da Regedoura,tertiary,False,False,20.588,,"LINESTRING (-8.5866278 41.0093456, -8.5866051 41.0093593, -8.5865971 41.0093764, -8.5865877 41.0094119, -8.5865808 41.0094443, -8.5865767 41.0094921, -8.5865828 41.0095199)",,circular,
400301961,Rua da Regedoura,tertiary,False,True,10.74,,"LINESTRING (-8.5866278 41.0093456, -8.5866666 41.0093456, -8.5866953 41.0093502, -8.5867137 41.0093625, -8.5867312 41.0093856)",,circular,
371520329,Rua da Venezuela,tertiary,False,False,32.266,,"LINESTRING (-8.5877633 41.010899, -8.5879612 41.0111478)",,,
118312076,Rua da Cinquenta,residential,False,True,269.173,,"LINESTRING (-8.5877633 41.010899, -8.5883846 41.0106932, -8.5891546 41.0104355, -8.5900292 41.0101543, -8.5903521 41.0100481, -8.590704 41.0099317)",,,
371520328,Rua da Cincoenta,tertiary,False,True,175.195,,"LINESTRING (-8.5877633 41.010899, -8.5867288 41.0095911, -8.5866932 41.0095461)",,,
118312086,Rua da Regedoura de Baixo,residential,False,True,123.787,,"LINESTRING (-8.5848227 41.008972, -8.5854037 41.008819, -8.5856914 41.0087432, -8.5858019 41.0087265, -8.5858998 41.0087694, -8.5861498 41.0089311)",,,
118312067,Avenida de São Cristóvão,secondary,False,True,18.406,,"LINESTRING (-8.5844971 41.0086307, -8.5847077 41.0085844)",EN 326,,
118311976,Rua da Regedoura de Trás,residential,False,False,95.764,,"LINESTRING (-8.5844971 41.0086307, -8.5845095 41.0086569, -8.5845416 41.0087246, -8.5847943 41.009258, -8.5850523 41.0092697)",,,
118312067,Avenida de São Cristóvão,secondary,False,False,99.553,,"LINESTRING (-8.5844971 41.0086307, -8.5840827 41.0087344, -8.5839372 41.0088091, -8.583634 41.0089388, -8.5834358 41.0090197)",EN 326,,
118312245,Rua da Regedoura,residential,False,False,34.301,,"LINESTRING (-8.5861337 41.0099963, -8.5859498 41.0102718)",,,
118311976,Rua da Regedoura de Trás,residential,False,True,133.551,,"LINESTRING (-8.5861337 41.0099963, -8.5860767 41.0099445, -8.5855303 41.0092914, -8.5850523 41.0092697)",,,
118312245,Rua da Regedoura,residential,False,True,65.008,,"LINESTRING (-8.5861337 41.0099963, -8.5862064 41.0099201, -8.5862733 41.0098487, -8.5864806 41.0096278, -8.5865481 41.0095566, -8.5865828 41.0095199)",,,
118312067,Avenida de São Cristóvão,secondary,False,False,5.868,,"LINESTRING (-8.5862114 41.0082356, -8.5861448 41.0082517)",EN 326,,
118312067,Avenida de São Cristóvão,secondary,False,True,102.69,,"LINESTRING (-8.5862114 41.0082356, -8.5866541 41.0080861, -8.5870624 41.007964, -8.5873232 41.0078527)",EN 326,,
119505393,Rua Monte,residential,True,False,189.35800000000003,,"LINESTRING (-8.5862114 41.0082356, -8.5860196 41.0080233, -8.5857678 41.0077715, -8.5855348 41.0075426, -8.5852977 41.0073264, -8.5851067 41.007138, -8.5850227 41.0069954, -8.5849734 41.0068909, -8.584944 41.0068383)",,,
118312067,Avenida de São Cristóvão,secondary,False,False,102.69,,"LINESTRING (-8.5873232 41.0078527, -8.5870624 41.007964, -8.5866541 41.0080861, -8.5862114 41.0082356)",EN 326,,
"[118312067, 119505406]",Avenida de São Cristóvão,secondary,False,True,198.434,,"LINESTRING (-8.5873232 41.0078527, -8.5874789 41.0077673, -8.587679 41.0076818, -8.5879256 41.0075964, -8.5881844 41.0075095, -8.5882956 41.0074515, -8.5887201 41.0071708, -8.5892896 41.0068792)",EN 326,,
119505413,Rua Nossa Senhora da Hora,residential,False,False,82.399,,"LINESTRING (-8.5873232 41.0078527, -8.5872625 41.0076826, -8.5870463 41.0071418)",,,
118324467,Avenida de São Cristóvão,secondary,False,True,18.986,,"LINESTRING (-8.5808184 41.0092344, -8.5810424 41.0092103)",EN 326,,
118312245,Rua da Regedoura,residential,False,True,34.301,,"LINESTRING (-8.5859498 41.0102718, -8.5861337 41.0099963)",,,
"[919610307, 118312013, 118312071]",Rua da Regedoura,"['residential', 'unclassified']",False,False,167.817,yes,"LINESTRING (-8.5859498 41.0102718, -8.5858077 41.0105131, -8.5857229 41.0107233, -8.5857106 41.0107482, -8.5856951 41.0107665, -8.5856619 41.0107756, -8.5856256 41.0107746, -8.5851878 41.0106949, -8.5849627 41.010674, -8.5848877 41.0110822)",,,
118312104,Travessa da Regedoura,residential,False,True,316.4339999999999,,"LINESTRING (-8.5859498 41.0102718, -8.5856745 41.0101874, -8.5850132 41.0099789, -8.5845971 41.0098549, -8.5833415 41.0095621, -8.583166 41.0095253, -8.583113 41.0094617, -8.5831093 41.009318, -8.5831895 41.0091839, -8.5834358 41.0090197)",,,
119446889,Rua da Portela,residential,False,False,44.572,,"LINESTRING (-8.5898765 41.0072368, -8.5898907 41.0068361)",,,
118312147,Rua das Flores,residential,False,True,357.486,,"LINESTRING (-8.5898765 41.0072368, -8.5896775 41.0073655, -8.5894343 41.0074894, -8.5892795 41.0075776, -8.5890774 41.0076611, -8.5888373 41.0078041, -8.5883951 41.0080782, -8.5878297 41.0085144, -8.5873023 41.0089267, -8.5869643 41.0092056, -8.5867675 41.0093576, -8.5867312 41.0093856)",,,
118312221,Rua da Portela,residential,False,True,228.55000000000004,,"LINESTRING (-8.5898765 41.0072368, -8.5898676 41.007615, -8.5898627 41.0078422, -8.5899169 41.0081215, -8.5900749 41.0083822, -8.5903068 41.0086764, -8.5905092 41.0089669, -8.5906302 41.0091565)",,,
"[919610307, 118312013, 118312071]",Rua da Regedoura,"['unclassified', 'residential']",False,True,167.81699999999998,yes,"LINESTRING (-8.5848877 41.0110822, -8.5849627 41.010674, -8.5851878 41.0106949, -8.5856256 41.0107746, -8.5856619 41.0107756, -8.5856951 41.0107665, -8.5857106 41.0107482, -8.5857229 41.0107233, -8.5858077 41.0105131, -8.5859498 41.0102718)",,,
118312067,Avenida de São Cristóvão,secondary,False,True,5.868,,"LINESTRING (-8.5861448 41.0082517, -8.5862114 41.0082356)",EN 326,,
116486856,Rua da Regedoura,tertiary,False,False,72.936,,"LINESTRING (-8.5861448 41.0082517, -8.586166 41.0082958, -8.5862046 41.0083762, -8.5864409 41.0088684)",,,
118312067,Avenida de São Cristóvão,secondary,False,False,126.16999999999999,,"LINESTRING (-8.5861448 41.0082517, -8.5859587 41.0083042, -8.5854816 41.0084141, -8.5847077 41.0085844)",EN 326,,
118312027,Rua da Regedoura Central,residential,False,False,100.76199999999999,,"LINESTRING (-8.5861498 41.0089311, -8.5859537 41.0089784, -8.5858683 41.008999, -8.5856527 41.009051, -8.5854771 41.0090925, -8.5851375 41.0091978, -8.5850523 41.0092697)",,,
118312027,Rua da Regedoura Central,residential,False,True,25.403,,"LINESTRING (-8.5861498 41.0089311, -8.586304 41.0088992, -8.5864409 41.0088684)",,,
118312086,Rua da Regedoura de Baixo,residential,False,False,123.78699999999999,,"LINESTRING (-8.5861498 41.0089311, -8.5858998 41.0087694, -8.5858019 41.0087265, -8.5856914 41.0087432, -8.5854037 41.008819, -8.5848227 41.008972)",,,
118324467,Avenida de São Cristóvão,secondary,False,False,18.986,,"LINESTRING (-8.5810424 41.0092103, -8.5808184 41.0092344)",EN 326,,
"[118324467, 118312067, 118324727]",Avenida de São Cristóvão,secondary,False,True,204.114,yes,"LINESTRING (-8.5810424 41.0092103, -8.5813658 41.0092241, -8.5816084 41.0092531, -8.5818267 41.0092668, -8.5820107 41.0092576, -8.5831791 41.0090654, -8.5834358 41.0090197)",EN 326,,
119559233,Rua Entre Pontes,residential,False,True,415.303,,"LINESTRING (-8.5810424 41.0092103, -8.5811125 41.0091692, -8.5820194 41.0090505, -8.5821335 41.0089915, -8.5821266 41.0087047, -8.5820607 41.0085276, -8.5817892 41.0079915, -8.5817455 41.0074377, -8.5817721 41.0072166, -8.5819634 41.0068147, -8.5820516 41.0064965, -8.5820303 41.0062016)",,,
119446818,Travessa da Portela,residential,False,True,91.433,,"LINESTRING (-8.5908996 41.006966, -8.5906823 41.0069615, -8.5905472 41.006864, -8.5901596 41.006771, -8.5898953 41.0067045)",,,
119447122,Avenida de São Cristóvão,secondary,False,False,68.43299999999999,,"LINESTRING (-8.5919618 41.0053722, -8.5918012 41.005571, -8.5916019 41.0059228)",EN 326,,
119447122,Avenida de São Cristóvão,secondary,False,True,27.502,,"LINESTRING (-8.5919618 41.0053722, -8.5921432 41.005293, -8.5922595 41.0052772)",EN 326,,
370438752,Largo do Cruzeiro,residential,False,True,26.142,,"LINESTRING (-8.5919618 41.0053722, -8.591907 41.005281, -8.5919569 41.0051514)",,,
119505396,Avenida de São Cristóvão,secondary,False,False,14.845,,"LINESTRING (-8.5899016 41.0066024, -8.5897479 41.0066685)",EN 326,,
119505410,Avenida de São Cristóvão,secondary,False,True,81.607,,"LINESTRING (-8.5899016 41.0066024, -8.5900367 41.0065454, -8.59076 41.0062575)",EN 326,,
119446870,Rua da Pitança,residential,True,False,46.733000000000004,,"LINESTRING (-8.5919947 41.0062171, -8.5918481 41.006115, -8.5917015 41.005976, -8.5916019 41.0059228)",,,
119447122,Avenida de São Cristóvão,secondary,False,True,58.396,,"LINESTRING (-8.59076 41.0062575, -8.5909443 41.0062044, -8.5914102 41.0060703)",EN 326,,
119505404,Rua Bernardino Pereira,tertiary,False,False,73.077,,"LINESTRING (-8.59076 41.0062575, -8.5907276 41.006224, -8.5906906 41.0061859, -8.5906091 41.0061567, -8.5905594 41.0061389, -8.590384 41.0061414, -8.590064 41.0061527, -8.5899518 41.0061566)",EM 517-1,,
119505410,Avenida de São Cristóvão,secondary,False,False,81.607,,"LINESTRING (-8.59076 41.0062575, -8.5900367 41.0065454, -8.5899016 41.0066024)",EN 326,,
119446818,Travessa da Portela,residential,False,False,91.433,,"LINESTRING (-8.5898953 41.0067045, -8.5901596 41.006771, -8.5905472 41.006864, -8.5906823 41.0069615, -8.5908996 41.006966)",,,
119505394,Rua da Portela,residential,True,False,11.365,,"LINESTRING (-8.5898953 41.0067045, -8.5898983 41.0066564, -8.5899016 41.0066024)",,,
119447122,Avenida de São Cristóvão,secondary,False,False,22.973,,"LINESTRING (-8.5916019 41.0059228, -8.5914102 41.0060703)",EN 326,,
119447122,Avenida de São Cristóvão,secondary,False,True,68.43299999999999,,"LINESTRING (-8.5916019 41.0059228, -8.5918012 41.005571, -8.5919618 41.0053722)",EN 326,,
119447122,Avenida de São Cristóvão,secondary,False,True,22.973,,"LINESTRING (-8.5914102 41.0060703, -8.5916019 41.0059228)",EN 326,,
119447082,Rua da Pitança,residential,True,False,53.329,,"LINESTRING (-8.5914102 41.0060703, -8.5915399 41.0061575, -8.5918594 41.0061944, -8.5919947 41.0062171)",,,
119447122,Avenida de São Cristóvão,secondary,False,False,58.396,,"LINESTRING (-8.5914102 41.0060703, -8.5909443 41.0062044, -8.59076 41.0062575)",EN 326,,
119505408,Rua Joaquim Domingues Maia,residential,False,True,131.91500000000002,,"LINESTRING (-8.584944 41.0068383, -8.5850108 41.0068393, -8.5851617 41.006838, -8.5853076 41.0068021, -8.5854732 41.0067143, -8.5859848 41.0064247, -8.5861864 41.0063146, -8.5862865 41.00628)",,,
119505415,Rua Joaquim Domingues Maia,residential,False,False,58.626999999999995,,"LINESTRING (-8.584944 41.0068383, -8.5849054 41.0068332, -8.5848616 41.0068232, -8.5846673 41.0067664, -8.5845197 41.0066724, -8.5843935 41.0065718, -8.5843738 41.0065561)",,,
119505420,Rua Bernardino Pereira,tertiary,False,False,22.56,,"LINESTRING (-8.5899518 41.0061566, -8.589687 41.0061917)",EM 517-1,,
942310880,Largo do Arraial,tertiary,True,False,18.332,,"LINESTRING (-8.5899518 41.0061566, -8.589906 41.0059954)",,,
119505404,Rua Bernardino Pereira,tertiary,False,True,73.077,,"LINESTRING (-8.5899518 41.0061566, -8.590064 41.0061527, -8.590384 41.0061414, -8.5905594 41.0061389, -8.5906091 41.0061567, -8.5906906 41.0061859, -8.5907276 41.006224, -8.59076 41.0062575)",EM 517-1,,
119505397,Rua Joaquim Domingues Maia,residential,False,False,45.552,,"LINESTRING (-8.5868292 41.0062787, -8.5864685 41.006275, -8.5862865 41.00628)",,,
119505397,Rua Joaquim Domingues Maia,residential,False,True,142.618,,"LINESTRING (-8.5868292 41.0062787, -8.5869964 41.0062812, -8.587244 41.0062787, -8.5875474 41.0062577, -8.587872 41.0062342, -8.5882721 41.0062094, -8.5885246 41.0062057)",,,
119505419,Rua Senhora da Hora,residential,False,False,85.157,,"LINESTRING (-8.5870463 41.0071418, -8.5864143 41.0065426)",,,
119505401,Rua Nossa Senhora da Hora,residential,False,True,197.04100000000003,,"LINESTRING (-8.5870463 41.0071418, -8.5872505 41.0071207, -8.5875667 41.0070512, -8.5881191 41.0069092, -8.5887276 41.0067793, -8.5890398 41.0067763, -8.5892896 41.0068792)",,,
119505413,Rua Nossa Senhora da Hora,residential,False,True,82.399,,"LINESTRING (-8.5870463 41.0071418, -8.5872625 41.0076826, -8.5873232 41.0078527)",,,
119505396,Avenida de São Cristóvão,secondary,False,True,45.054,,"LINESTRING (-8.5892896 41.0068792, -8.5894181 41.0068134, -8.5897479 41.0066685)",EN 326,,
119505401,Rua Nossa Senhora da Hora,residential,False,False,197.04100000000003,,"LINESTRING (-8.5892896 41.0068792, -8.5890398 41.0067763, -8.5887276 41.0067793, -8.5881191 41.0069092, -8.5875667 41.0070512, -8.5872505 41.0071207, -8.5870463 41.0071418)",,,
"[118312067, 119505406]",Avenida de São Cristóvão,secondary,False,False,198.43400000000003,,"LINESTRING (-8.5892896 41.0068792, -8.5887201 41.0071708, -8.5882956 41.0074515, -8.5881844 41.0075095, -8.5879256 41.0075964, -8.587679 41.0076818, -8.5874789 41.0077673, -8.5873232 41.0078527)",EN 326,,
119505397,Rua Joaquim Domingues Maia,residential,False,True,45.552,,"LINESTRING (-8.5862865 41.00628, -8.5864685 41.006275, -8.5868292 41.0062787)",,,
119505408,Rua Joaquim Domingues Maia,residential,False,False,131.915,,"LINESTRING (-8.5862865 41.00628, -8.5861864 41.0063146, -8.5859848 41.0064247, -8.5854732 41.0067143, -8.5853076 41.0068021, -8.5851617 41.006838, -8.5850108 41.0068393, -8.584944 41.0068383)",,,
119513003,Rua da Presa,residential,False,False,171.826,,"LINESTRING (-8.5862865 41.00628, -8.5862269 41.0062501, -8.5861376 41.0062052, -8.5858865 41.0061768, -8.5856187 41.0061926, -8.5852839 41.0062368, -8.5850411 41.0063, -8.5846142 41.0064484, -8.5844351 41.0065286, -8.5843738 41.0065561)",,,
119505419,Rua Senhora da Hora,residential,False,True,85.157,,"LINESTRING (-8.5864143 41.0065426, -8.5870463 41.0071418)",,,
119512854,Rua Joaquim Domingues Maia,residential,False,False,14.034,,"LINESTRING (-8.5843738 41.0065561, -8.5842419 41.0064785)",,,
119505415,Rua Joaquim Domingues Maia,residential,False,True,58.626999999999995,,"LINESTRING (-8.5843738 41.0065561, -8.5843935 41.0065718, -8.5845197 41.0066724, -8.5846673 41.0067664, -8.5848616 41.0068232, -8.5849054 41.0068332, -8.584944 41.0068383)",,,
119513003,Rua da Presa,residential,False,True,171.826,,"LINESTRING (-8.5843738 41.0065561, -8.5844351 41.0065286, -8.5846142 41.0064484, -8.5850411 41.0063, -8.5852839 41.0062368, -8.5856187 41.0061926, -8.5858865 41.0061768, -8.5861376 41.0062052, -8.5862269 41.0062501, -8.5862865 41.00628)",,,
119505417,Rua Joaquim Domingues Maia,residential,False,False,99.48599999999999,,"LINESTRING (-8.5820303 41.0062016, -8.5810236 41.0061843, -8.5808477 41.0062078)",,,
"[119505417, 119505418, 119512854]",Rua Joaquim Domingues Maia,"['residential', 'unclassified']",False,True,191.129,,"LINESTRING (-8.5820303 41.0062016, -8.5821209 41.0062183, -8.5826341 41.0062319, -8.5829621 41.0062406, -8.5832506 41.0062492, -8.5835212 41.0062604, -8.5837442 41.0063012, -8.5840049 41.0063717, -8.5840348 41.0063842, -8.5841951 41.0064509, -8.5842419 41.0064785)",,,yes
119559233,Rua Entre Pontes,residential,False,False,415.303,,"LINESTRING (-8.5820303 41.0062016, -8.5820516 41.0064965, -8.5819634 41.0068147, -8.5817721 41.0072166, -8.5817455 41.0074377, -8.5817892 41.0079915, -8.5820607 41.0085276, -8.5821266 41.0087047, -8.5821335 41.0089915, -8.5820194 41.0090505, -8.5811125 41.0091692, -8.5810424 41.0092103)",,,
945455483,Rua das Hortas,residential,False,False,27.056,,"LINESTRING (-8.5820303 41.0062016, -8.5819919 41.0061589, -8.581947 41.0059702)",,,
119505397,Rua Joaquim Domingues Maia,residential,False,False,142.618,,"LINESTRING (-8.5885246 41.0062057, -8.5882721 41.0062094, -8.587872 41.0062342, -8.5875474 41.0062577, -8.587244 41.0062787, -8.5869964 41.0062812, -8.5868292 41.0062787)",,,
119505420,Rua Bernardino Pereira,tertiary,False,True,82.10499999999999,,"LINESTRING (-8.5885246 41.0062057, -8.5887115 41.0062243, -8.5890608 41.0062416, -8.589233 41.0062552, -8.5893822 41.0062404, -8.5894955 41.0062207)",EM 517-1,,
119512866,Rua da Cobaixa,tertiary,False,False,85.018,,"LINESTRING (-8.5885246 41.0062057, -8.5884968 41.006171, -8.5883264 41.0059589, -8.5881465 41.005722, -8.5880502 41.0055325)",EM 517-1,,
119512997,Rua do Rio,residential,False,True,11.019,,"LINESTRING (-8.583321 41.0054409, -8.5834264 41.0053818)",,,
942310882,Travessa da Rua do Rio,residential,False,False,53.746,,"LINESTRING (-8.583321 41.0054409, -8.5829235 41.0058199)",,,
942310882,Travessa da Rua do Rio,residential,False,True,53.746,,"LINESTRING (-8.5829235 41.0058199, -8.583321 41.0054409)",,,
370438754,Rua das Palmas,residential,False,False,16.802,,"LINESTRING (-8.5921086 41.0050557, -8.5920169 41.0051282, -8.5919569 41.0051514)",,,
119512866,Rua da Cobaixa,tertiary,False,False,61.04,,"LINESTRING (-8.5880502 41.0055325, -8.5878745 41.0051377, -8.5878179 41.0050123)",EM 517-1,,
119512866,Rua da Cobaixa,tertiary,False,True,85.018,,"LINESTRING (-8.5880502 41.0055325, -8.5881465 41.005722, -8.5883264 41.0059589, -8.5884968 41.006171, -8.5885246 41.0062057)",EM 517-1,,
119512997,Rua do Rio,residential,False,False,11.019,,"LINESTRING (-8.5834264 41.0053818, -8.583321 41.0054409)",,,
119512997,Rua do Rio,residential,False,True,142.98399999999998,,"LINESTRING (-8.5834264 41.0053818, -8.5835246 41.0054485, -8.5837103 41.0056462, -8.584225 41.0063158, -8.584258 41.0063625, -8.5842538 41.0064253, -8.5842419 41.0064785)",,,
508027555,Rua dos Emigrantes,residential,False,True,56.041999999999994,,"LINESTRING (-8.5834264 41.0053818, -8.5836298 41.0052006, -8.5837979 41.0051442, -8.5839654 41.0051261)",,,
370438752,Largo do Cruzeiro,residential,False,False,26.142,,"LINESTRING (-8.5919569 41.0051514, -8.591907 41.005281, -8.5919618 41.0053722)",,,
370438752,Largo do Cruzeiro,residential,False,True,69.89399999999999,,"LINESTRING (-8.5919569 41.0051514, -8.5918074 41.005132, -8.5915091 41.0049999, -8.5913291 41.0049209, -8.5912034 41.0049065)",,,
370438754,Rua das Palmas,residential,False,True,16.802,,"LINESTRING (-8.5919569 41.0051514, -8.5920169 41.0051282, -8.5921086 41.0050557)",,,
1077150182,Largo do Cruzeiro,residential,False,True,28.990000000000002,,"LINESTRING (-8.5919569 41.0051514, -8.5920699 41.0051984, -8.5922595 41.0052772)",,,
119512988,Rua da Bela Vista,residential,False,False,118.261,,"LINESTRING (-8.5912034 41.0049065, -8.5908521 41.0050294, -8.5903867 41.0052139, -8.5900719 41.0053857, -8.5899782 41.0054261)",,,
370438752,Largo do Cruzeiro,residential,False,False,69.894,,"LINESTRING (-8.5912034 41.0049065, -8.5913291 41.0049209, -8.5915091 41.0049999, -8.5918074 41.005132, -8.5919569 41.0051514)",,,
119512988,Rua da Bela Vista,residential,False,True,118.261,,"LINESTRING (-8.5899782 41.0054261, -8.5900719 41.0053857, -8.5903867 41.0052139, -8.5908521 41.0050294, -8.5912034 41.0049065)",,,
370438753,Rua do Passal,tertiary,False,False,50.735,,"LINESTRING (-8.5899782 41.0054261, -8.589861 41.0055297, -8.5898376 41.005651, -8.5898592 41.0058478)",,,
119505417,Rua Joaquim Domingues Maia,residential,False,True,99.48599999999999,,"LINESTRING (-8.5808477 41.0062078, -8.5810236 41.0061843, -8.5820303 41.0062016)",,,
371520333,Rua das Hortas,residential,False,True,101.559,,"LINESTRING (-8.5808477 41.0062078, -8.5808499 41.0061453, -8.5810336 41.0060815, -8.581947 41.0059702)",,,
242541287,Largo do Arraial,tertiary,True,False,16.124,,"LINESTRING (-8.5898592 41.0058478, -8.5897933 41.0059574, -8.5897783 41.0059793)",,,
370438753,Rua do Passal,tertiary,False,True,50.735,,"LINESTRING (-8.5898592 41.0058478, -8.5898376 41.005651, -8.589861 41.0055297, -8.5899782 41.0054261)",,,
242541287,Largo do Arraial,tertiary,True,False,19.763,,"LINESTRING (-8.5896672 41.0060991, -8.5895869 41.0061584, -8.5895475 41.0061852, -8.5894955 41.0062207)",,,
1137102657,,tertiary,True,False,11.626000000000001,,"LINESTRING (-8.5896672 41.0060991, -8.5896544 41.0061451, -8.5896578 41.0061684, -8.5896651 41.0061826, -8.589687 41.0061917)",,,
