osmid,ref,name,highway,oneway,reversed,length,lanes,geometry,maxspeed,bridge,junction
151266920,EN 105-1,Rua de São Vicente,secondary,False,False,3.85,,"LINESTRING (-8.5259161 41.2368247, -8.5259143 41.2368593)",,,
151266921,EN 105-1,Rua de São Vicente,secondary,True,False,33.623,1,"LINESTRING (-8.5259161 41.2368247, -8.5259536 41.2367456, -8.525993 41.236582, -8.5260054 41.2365307)",,,
95215596,,Travessa Nossa Senhora da Piedade,residential,False,False,12.772,,"LINESTRING (-8.5301444 41.2347186, -8.5302207 41.2348181)",,,
408450825,,Rua da Liberdade,residential,True,False,171.099,,"LINESTRING (-8.5301444 41.2347186, -8.5321483 41.2344076)",,,
95215596,,Travessa Nossa Senhora da Piedade,residential,False,True,63.163000000000004,,"LINESTRING (-8.5301444 41.2347186, -8.5300226 41.2345092, -8.5300329 41.2341698)",,,
95215593,,Travessa Nossa Senhora da Piedade,residential,False,False,84.159,,"LINESTRING (-8.5312059 41.2355866, -8.5313139 41.2355614, -8.5314479 41.2355598, -8.5318544 41.2355437, -8.5319652 41.2355419, -8.5320785 41.2355504, -8.5321533 41.2355627, -8.5321971 41.2355824)",,,
95215596,,Travessa Nossa Senhora da Piedade,residential,False,False,41.614,,"LINESTRING (-8.5312059 41.2355866, -8.531554 41.2357314, -8.5315627 41.2357397, -8.5316156 41.2357905)",,,
95215596,,Travessa Nossa Senhora da Piedade,residential,False,True,62.91,,"LINESTRING (-8.5312059 41.2355866, -8.5309159 41.2355256, -8.5306233 41.2352673)",,,
95215589,,Rua do Ciclo Preparatório,residential,False,False,237.486,,"LINESTRING (-8.5326528 41.2377591, -8.5323572 41.2374473, -8.5315803 41.2366276, -8.5315706 41.2366174, -8.5315634 41.2364364, -8.5315621 41.2364026, -8.5315541 41.2362004, -8.5315059 41.2361424, -8.5313844 41.2359963, -8.531331 41.235932)",,,
370270344,,Rua Central do Barreiro,residential,False,False,58.714999999999996,,"LINESTRING (-8.5326528 41.2377591, -8.5324353 41.2378782, -8.532414 41.2379192, -8.5324531 41.2379613, -8.5325377 41.2380642, -8.5325808 41.2381166, -8.5326178 41.2381554)",50,,
1135128767,,Rua Central do Barreiro,residential,False,True,45.608999999999995,,"LINESTRING (-8.5326528 41.2377591, -8.532847 41.2376648, -8.533155 41.2376178)",,,
95215597,,Rua da Várzea,residential,False,False,206.648,,"LINESTRING (-8.5266647 41.2406077, -8.5267556 41.2405854, -8.5273113 41.2403082, -8.5274205 41.2402665, -8.5275455 41.2402259, -8.5276761 41.2401926, -8.528147 41.2401103, -8.5282255 41.2400792, -8.5283132 41.2400444, -8.5284124 41.2399329, -8.5284321 41.239678, -8.5284342 41.2395854)",,,
95215597,,Rua da Várzea,residential,False,True,71.90299999999999,,"LINESTRING (-8.5266647 41.2406077, -8.5266053 41.2406059, -8.5265846 41.240605, -8.5262581 41.2405912, -8.5262404 41.2405904, -8.5261998 41.2405826, -8.5260884 41.2405612, -8.5260702 41.2405558, -8.5260523 41.2405506, -8.5260197 41.240541, -8.5259167 41.2405108, -8.5258964 41.2405049, -8.5258293 41.2404852)",,,
95215612,,Tv. Várzea,residential,True,False,47.104,,"LINESTRING (-8.5266647 41.2406077, -8.5266913 41.2406812, -8.5268596 41.2409561, -8.5268914 41.240994)",,,
215493218,,Rua Central do Barreiro,residential,False,True,26.256999999999998,,"LINESTRING (-8.5332879 41.2378317, -8.5332359 41.237753, -8.533155 41.2376178)",,,
215493223,EN 105,Rua 1º de Maio,primary,False,False,66.63,,"LINESTRING (-8.5332879 41.2378317, -8.5331653 41.2378839, -8.5331161 41.2379049, -8.5326178 41.2381554)",,,
466618349,,Travessa 1º de Maio,residential,True,False,51.412,,"LINESTRING (-8.5332879 41.2378317, -8.53335 41.2379171, -8.5334004 41.2380678, -8.5333955 41.2382774)",,,
"[408450821, 95215558, 95215607]",,Rua Rainha Santa Isabel,residential,False,True,349.587,,"LINESTRING (-8.5259458 41.2337759, -8.5264079 41.2337677, -8.5281193 41.2341489, -8.5282422 41.2341763, -8.5283418 41.2341985, -8.528377 41.2342063, -8.5285196 41.234238, -8.529136 41.2342102, -8.5300329 41.2341698)",,yes,
95215615,EN 105-1,Rua de São Vicente,secondary,False,False,122.97399999999999,,"LINESTRING (-8.5259458 41.2337759, -8.5259458 41.2338693, -8.5259577 41.2348058, -8.5259648 41.2348816)",,,
95215615,EN 105-1,Rua de São Vicente,secondary,False,True,26.851,,"LINESTRING (-8.5259458 41.2337759, -8.5259522 41.2335961, -8.5259538 41.2335345)",,,
95215589,,Rua do Ciclo Preparatório,residential,False,True,237.486,,"LINESTRING (-8.531331 41.235932, -8.5313844 41.2359963, -8.5315059 41.2361424, -8.5315541 41.2362004, -8.5315621 41.2364026, -8.5315634 41.2364364, -8.5315706 41.2366174, -8.5315803 41.2366276, -8.5323572 41.2374473, -8.5326528 41.2377591)",,,
145287055,,Rua Nossa Senhora da Piedade,residential,False,False,28.529,2,"LINESTRING (-8.531331 41.235932, -8.531424 41.2358857, -8.5316156 41.2357905)",,,
145287055,,Rua Nossa Senhora da Piedade,residential,False,True,128.935,2,"LINESTRING (-8.531331 41.235932, -8.5312736 41.2359605, -8.5310808 41.2360561, -8.5308278 41.2361817, -8.530524 41.2363324, -8.5304574 41.2363654, -8.5302376 41.2364745, -8.5301504 41.2365165, -8.530044 41.2365706)",,,
408450826,,Rua dos Combatentes,residential,True,False,166.778,,"LINESTRING (-8.531986 41.2338169, -8.5300342 41.2341254)",,,
408450819,,Rua Central do Barreiro,residential,True,False,75.875,,"LINESTRING (-8.531986 41.2338169, -8.5318002 41.2332428, -8.5317714 41.2331539)",,,
408450820,,Rua Gen. Humberto Delgado,residential,False,True,55.739000000000004,,"LINESTRING (-8.5302082 41.2333882, -8.5303216 41.2333712, -8.5308619 41.2332902)",,,
1001388539,,Rua Gen. Humberto Delgado,residential,False,False,85.082,,"LINESTRING (-8.5302082 41.2333882, -8.5300342 41.2336804, -8.5300342 41.2341254)",,,
1001388539,,Rua Gen. Humberto Delgado,residential,False,False,4.938,,"LINESTRING (-8.5300342 41.2341254, -8.5300329 41.2341698)",,,
1001388539,,Rua Gen. Humberto Delgado,residential,False,True,85.082,,"LINESTRING (-8.5300342 41.2341254, -8.5300342 41.2336804, -8.5302082 41.2333882)",,,
215493218,,Rua Central do Barreiro,residential,False,False,26.256999999999998,,"LINESTRING (-8.533155 41.2376178, -8.5332359 41.237753, -8.5332879 41.2378317)",,,
215493218,,Rua Central do Barreiro,residential,False,True,135.695,,"LINESTRING (-8.533155 41.2376178, -8.5329546 41.2369052, -8.5328804 41.2364164)",,,
1135128767,,Rua Central do Barreiro,residential,False,False,45.608999999999995,,"LINESTRING (-8.533155 41.2376178, -8.532847 41.2376648, -8.5326528 41.2377591)",,,
408450824,,Rua dos Prados,residential,True,False,63.721,,"LINESTRING (-8.5333955 41.2382774, -8.5333474 41.2383114, -8.5329689 41.2383602, -8.5327242 41.2385058)",,,
215493217,EN 105-1,Rua de São Vicente,secondary,False,False,13.697,,"LINESTRING (-8.5255245 41.2404232, -8.5255116 41.240546)",,,
1103653946,EN 105-1,Rua de São Vicente,secondary,False,True,12.674,,"LINESTRING (-8.5255245 41.2404232, -8.5255368 41.2403096)",,,
169771431,,,residential,True,False,14.879999999999999,,"LINESTRING (-8.5255245 41.2404232, -8.5256036 41.2404607, -8.525681 41.2404861)",,,
408450820,,Rua Gen. Humberto Delgado,residential,False,False,77.55,,"LINESTRING (-8.5317714 41.2331539, -8.5316961 41.2331647, -8.5312716 41.2332288, -8.5308619 41.2332902)",,,
95215604,,Rua da Madeira,residential,True,False,144.046,,"LINESTRING (-8.5323073 41.2349945, -8.5306233 41.2352673)",,,
