osmid,oneway,ref,name,highway,reversed,length,geometry,bridge,lanes,junction,maxspeed,tunnel,width
102391910,False,EN 15-1,Rua da Igreja,secondary,True,44.582,"LINESTRING (-8.5567888 41.220306, -8.5564554 41.2204103, -8.5562966 41.2204599)",,,,,,
102391910,False,EN 15-1,Rua da Igreja,secondary,False,44.582,"LINESTRING (-8.5562966 41.2204599, -8.5564554 41.2204103, -8.5567888 41.220306)",,,,,,
"[103318689, 101627683, 102391910]",False,EN 15-1,Rua da Igreja,secondary,True,343.36299999999994,"LINESTRING (-8.5562966 41.2204599, -8.5561292 41.2205102, -8.5559229 41.2205723, -8.5556656 41.2206395, -8.5554805 41.2206738, -8.5554076 41.2206824, -8.5553187 41.2206878, -8.5551739 41.2206966, -8.5550459 41.2206988, -8.5548669 41.22069, -8.5546878 41.2206735, -8.5545635 41.220659, -8.5544323 41.2206438, -8.55394 41.2205199, -8.5533473 41.2203469, -8.5532534 41.2203166, -8.5530764 41.2202359, -8.5530053 41.2202031, -8.5529342 41.2201572, -8.5528163 41.2200315, -8.5527938 41.2200025, -8.5527082 41.2198922, -8.5526587 41.2198058)",viaduct,,,,,
103091349,False,,Rua Engenheiro Armando de Magalhães,residential,True,50.637,"LINESTRING (-8.5562966 41.2204599, -8.5562268 41.2203707, -8.5559896 41.2200674)",,,,,,
103091350,False,,Rua Alexandre Herculano,residential,False,46.41,"LINESTRING (-8.5562966 41.2204599, -8.5563687 41.2205515, -8.5565794 41.220819)",,,,,,
103015112,False,,Rua do Mercado,residential,True,45.145,"LINESTRING (-8.5572344 41.2184725, -8.5569948 41.2188363)",,,,,,
103015121,True,,Largo do Mercado,residential,False,162.329,"LINESTRING (-8.5572344 41.2184725, -8.5577247 41.2186584, -8.5577966 41.2187017, -8.5578578 41.218749, -8.5578766 41.2188172, -8.5578578 41.2189016, -8.5578115 41.2189645, -8.5577437 41.2190113, -8.5576384 41.2190403, -8.557517 41.2190329, -8.5569948 41.2188363)",,,,,,
103015112,False,,Rua do Mercado,residential,False,107.732,"LINESTRING (-8.5572344 41.2184725, -8.5575345 41.21801, -8.5574617 41.2175591)",,,,,,
103015120,False,,Rua Doutor Egas Moniz,residential,True,128.065,"LINESTRING (-8.5575004 41.2157739, -8.5574372 41.2158109, -8.5573697 41.2159214, -8.5573189 41.2160557, -8.5573063 41.2162123, -8.5573236 41.2165073, -8.5573444 41.2168322, -8.5573529 41.2168846)",,,,,,
103091349,False,,Rua Engenheiro Armando de Magalhães,residential,True,8.384,"LINESTRING (-8.5559896 41.2200674, -8.5559477 41.2199989)",,,,,,
95139750,False,,Rua Afonso Albuquerque,residential,False,45.888999999999996,"LINESTRING (-8.5559896 41.2200674, -8.5560767 41.2200472, -8.5565139 41.2199458)",,2,,,,
103091349,False,,Rua Engenheiro Armando de Magalhães,residential,False,50.637,"LINESTRING (-8.5559896 41.2200674, -8.5562268 41.2203707, -8.5562966 41.2204599)",,,,,,
95139752,False,,Rua de Luanda,residential,False,32.16,"LINESTRING (-8.5552593 41.2168449, -8.5553812 41.2165706)",,,,,,
103091349,False,,Rua Engenheiro Armando de Magalhães,residential,False,117.452,"LINESTRING (-8.5552593 41.2168449, -8.5553141 41.217094, -8.555468 41.2177932, -8.5554886 41.217887)",,,,,,
103015112,False,,Rua do Mercado,residential,False,45.145,"LINESTRING (-8.5569948 41.2188363, -8.5572344 41.2184725)",,,,,,
103015121,True,,Largo do Mercado,residential,False,168.61599999999999,"LINESTRING (-8.5569948 41.2188363, -8.5564638 41.2186421, -8.55639 41.2186078, -8.5563485 41.2185492, -8.556327 41.2184887, -8.5563163 41.2184121, -8.5563485 41.2183637, -8.5564048 41.2183173, -8.5564879 41.218283, -8.5566006 41.2182608, -8.5566811 41.2182668, -8.5572344 41.2184725)",,,,,,
103015112,False,,Rua do Mercado,residential,True,134.19,"LINESTRING (-8.5569948 41.2188363, -8.5564696 41.2196121, -8.5564759 41.2197789, -8.5565139 41.2199458)",,,,,,
103013167,False,,Rua de Portocarreiro,residential,False,92.22399999999999,"LINESTRING (-8.5554339 41.2134755, -8.5555269 41.2133582, -8.5555575 41.2133196, -8.5557855 41.21313, -8.5562045 41.2128966)",,,,,,
103013167,False,,Rua de Portocarreiro,residential,True,171.41299999999998,"LINESTRING (-8.5554339 41.2134755, -8.5553546 41.2135676, -8.5552276 41.2137151, -8.5545764 41.2146207, -8.5545007 41.2147259, -8.5544278 41.2148176)",,,,,,
164064695,False,,Rua da Gandra,residential,False,65.23400000000001,"LINESTRING (-8.5554339 41.2134755, -8.5553359 41.2134346, -8.5547521 41.2131907)",,,,,,
164064695,False,,Rua da Gandra,residential,True,25.999,"LINESTRING (-8.5554339 41.2134755, -8.5555399 41.2135773, -8.5556255 41.2136596)",,,,,,
164064695,False,,Rua da Gandra,residential,True,65.602,"LINESTRING (-8.5565081 41.2145688, -8.5569307 41.2150658)",,,,,,
95139752,False,,Rua de Luanda,residential,True,65.87100000000001,"LINESTRING (-8.5565081 41.2145688, -8.5564757 41.2146233, -8.5562224 41.2150506, -8.5561873 41.2151098)",,,,,,
164064695,False,,Rua da Gandra,residential,False,33.432,"LINESTRING (-8.5565081 41.2145688, -8.5563836 41.2144091, -8.55631 41.2143077)",,,,,,
164064695,False,,Rua da Gandra,residential,False,25.999,"LINESTRING (-8.5556255 41.2136596, -8.5555399 41.2135773, -8.5554339 41.2134755)",,,,,,
164064695,False,,Rua da Gandra,residential,True,92.063,"LINESTRING (-8.5556255 41.2136596, -8.5562326 41.2142432, -8.55631 41.2143077)",,,,,,
95139750,False,,Rua Afonso Albuquerque,residential,True,45.888999999999996,"LINESTRING (-8.5565139 41.2199458, -8.5560767 41.2200472, -8.5559896 41.2200674)",,2,,,,
103015112,False,,Rua do Mercado,residential,False,134.19,"LINESTRING (-8.5565139 41.2199458, -8.5564759 41.2197789, -8.5564696 41.2196121, -8.5569948 41.2188363)",,,,,,
164064695,False,,Rua da Gandra,residential,False,92.063,"LINESTRING (-8.55631 41.2143077, -8.5562326 41.2142432, -8.5556255 41.2136596)",,,,,,
164064695,False,,Rua da Gandra,residential,True,33.432,"LINESTRING (-8.55631 41.2143077, -8.5563836 41.2144091, -8.5565081 41.2145688)",,,,,,
211466029,False,EN 105-1,Rua Rodrigues de Freitas,secondary,True,95.52900000000001,"LINESTRING (-8.5535646 41.2164093, -8.5536504 41.2163097, -8.5537354 41.2162074, -8.5538095 41.2157278, -8.5538274 41.2155915)",,,,,,
332348174,True,,Rua Rodrigues de Freitas,secondary,False,184.757,"LINESTRING (-8.5535646 41.2164093, -8.5533683 41.2164782, -8.5532051 41.2166164, -8.5531785 41.216675, -8.5531177 41.216809, -8.5531427 41.217051, -8.5532098 41.2173833, -8.5532919 41.2175366, -8.5534912 41.2177616, -8.5535618 41.2178413)",,1,,,,
332348174,True,,Rua Rodrigues de Freitas,secondary,False,30.013,"LINESTRING (-8.5535618 41.2178413, -8.5537418 41.2180748)",,1,,,,
332348175,True,,Rua Rodrigues de Freitas,secondary,False,12.776,"LINESTRING (-8.5535618 41.2178413, -8.553601 41.2178481, -8.5536402 41.2178457, -8.5536733 41.217835, -8.5536994 41.2178151)",,,,,,
"[1108592201, 211466031]",True,EN 105-1,Largo da Estação,secondary,False,156.748,"LINESTRING (-8.5536994 41.2178151, -8.5536927 41.2177161, -8.5536431 41.2171303, -8.5536348 41.2170405, -8.5536344 41.2170358, -8.5535957 41.2166166, -8.5535646 41.2164093)",,2,,,,
100199951,False,EN 15-1,Rua Dom António Castro Meireles,secondary,False,67.593,"LINESTRING (-8.5539685 41.2198768, -8.5537713 41.2197675, -8.5535753 41.2196589, -8.553418 41.2194495)",,2,,,,
101693979,False,EN 15-1,Rua Rodrigues de Freitas,residential,False,127.212,"LINESTRING (-8.5539685 41.2198768, -8.5539339 41.219972, -8.5538493 41.2201413, -8.5537078 41.2203694, -8.5535887 41.2205003, -8.5534897 41.2205926, -8.5533259 41.2207235, -8.5532541 41.2207655, -8.5531665 41.2208229)",,,,,,
"[1101542084, 99958735]",True,,Rua Rodrigues de Freitas,secondary,False,204.523,"LINESTRING (-8.5539685 41.2198768, -8.5540417 41.2196222, -8.5540538 41.2193113, -8.5540083 41.2190137, -8.5539132 41.2183915, -8.5537418 41.2180748)",,2,,,,
99958735,True,,Rua Rodrigues de Freitas,secondary,False,29.094,"LINESTRING (-8.5537418 41.2180748, -8.5536994 41.2178151)",,2,,,,
100199951,False,EN 15-1,Rua Dom António Castro Meireles,secondary,True,39.278,"LINESTRING (-8.5531869 41.219142, -8.553418 41.2194495)",,2,,,,
101627683,False,EN 15-1,Rua da Igreja,secondary,False,76.478,"LINESTRING (-8.5531869 41.219142, -8.5530446 41.2192089, -8.552882 41.219309, -8.5527717 41.219404, -8.5526946 41.2195111, -8.552672 41.2195845, -8.5526576 41.219664)",,,,,,
546900493,False,EN 15-1,Rua Dom António Castro Meireles,secondary,False,141.065,"LINESTRING (-8.5531869 41.219142, -8.5530587 41.2189878, -8.5530118 41.2189314, -8.5528618 41.218751, -8.5526482 41.21848, -8.5525904 41.2184065, -8.5523888 41.2181507, -8.5523603 41.2181124, -8.5523177 41.218055)",,2,,,,
103318692,False,EN 15-1,Rua José Joaquim Ribeiro Teles,secondary,True,52.802,"LINESTRING (-8.5516477 41.2167178, -8.5519648 41.2171284)",,2,,,,
211466026,False,EN 15-1,Rua José Joaquim Ribeiro Teles,secondary,False,23.915,"LINESTRING (-8.5516477 41.2167178, -8.5515037 41.216532)",,,,,,
101627694,True,,,secondary,False,58.977,"LINESTRING (-8.5516477 41.2167178, -8.5515931 41.2168282, -8.5513872 41.2171145, -8.5513321 41.2171911)",,,,,,
"[849654827, 101633061]",False,,Rua Dom António Ferreira Gomes,residential,False,152.33499999999998,"LINESTRING (-8.5503615 41.2149476, -8.5502386 41.2149881, -8.5496056 41.2152032, -8.5495654 41.2152058, -8.5493817 41.2152177, -8.5491389 41.2151919, -8.5490175 41.2151794, -8.5488203 41.2151592, -8.5486212 41.2151388)",,,,,,
211466026,False,EN 15-1,Rua José Joaquim Ribeiro Teles,secondary,False,53.799,"LINESTRING (-8.5503615 41.2149476, -8.550293 41.2148515, -8.5501228 41.2146124, -8.5500578 41.2145211)",,,,,,
211466026,False,EN 15-1,Rua José Joaquim Ribeiro Teles,secondary,True,119.98500000000001,"LINESTRING (-8.5503615 41.2149476, -8.5504017 41.2150005, -8.5506867 41.2153756, -8.5509622 41.2157628, -8.5510544 41.2158923)",,,,,,
101627690,False,,Avenida Primavera,residential,False,150.34900000000002,"LINESTRING (-8.5510544 41.2158923, -8.5509065 41.2159274, -8.5505001 41.2160074, -8.5500906 41.216088, -8.5495681 41.2161967, -8.5493299 41.2162691)",,,,,,
211466026,False,EN 15-1,Rua José Joaquim Ribeiro Teles,secondary,False,119.98500000000001,"LINESTRING (-8.5510544 41.2158923, -8.5509622 41.2157628, -8.5506867 41.2153756, -8.5504017 41.2150005, -8.5503615 41.2149476)",,,,,,
211466026,False,EN 15-1,Rua José Joaquim Ribeiro Teles,secondary,True,80.44900000000001,"LINESTRING (-8.5510544 41.2158923, -8.5514138 41.216404, -8.5515037 41.216532)",,,,,,
100196785,True,EN 105-1,,secondary,False,7.292999999999999,"LINESTRING (-8.5456946 41.2186498, -8.5456605 41.2186292, -8.5456188 41.21862)",,,roundabout,,,
741767477,True,EN 105-1,,secondary,False,10.347999999999999,"LINESTRING (-8.5456878 41.2188007, -8.5457086 41.2187575, -8.5457202 41.2187112)",,,roundabout,,,
741767478,True,EN 105-1,Rua Manuel Joaquim Fernandes dos Santos,secondary,False,14.442,"LINESTRING (-8.5457129 41.2189292, -8.5456878 41.2188007)",,,,,,
100196799,False,EN 105-1,Rua Manuel Joaquim Fernandes dos Santos,secondary,False,89.815,"LINESTRING (-8.5457129 41.2189292, -8.5457338 41.2189786, -8.5459917 41.2195909, -8.5460424 41.2196979)",,,,,,
102067086,False,,Rua 1 de Dezembro,residential,True,95.327,"LINESTRING (-8.5528779 41.2126295, -8.5534095 41.2132905, -8.5534678 41.213363)",,,,,,
101627687,False,,Rua de António Nobre,residential,True,108.44,"LINESTRING (-8.5517219 41.2131076, -8.5522426 41.2128834, -8.5526204 41.2133235)",,,,,,
102067094,False,,Rua Almeida Garrett,residential,False,100.654,"LINESTRING (-8.5517219 41.2131076, -8.5523198 41.213818, -8.5523656 41.2138724)",,,,,,
101625506,False,,Rua Fábrica da Cerâmica,residential,False,180.145,"LINESTRING (-8.5523656 41.2138724, -8.5524412 41.2139629, -8.5525121 41.2140478, -8.5530428 41.2146836, -8.5531088 41.2147627, -8.553256 41.2149391, -8.5535109 41.2152444)",,,,,,
101625510,False,,Rua Gil Vicente,residential,False,108.20600000000002,"LINESTRING (-8.5523656 41.2138724, -8.5524317 41.2138419, -8.5530845 41.2135402, -8.5534213 41.2133845, -8.5534678 41.213363)",,,,,,
101625510,False,,Rua Gil Vicente,residential,True,191.183,"LINESTRING (-8.5523656 41.2138724, -8.552228 41.2139219, -8.5512391 41.2142779, -8.5510379 41.2143304, -8.5509172 41.2143505, -8.5507487 41.2143698, -8.550225 41.2144299)",,,,,,
102067094,False,,Rua Almeida Garrett,residential,True,100.654,"LINESTRING (-8.5523656 41.2138724, -8.5523198 41.213818, -8.5517219 41.2131076)",,,,,,
151500381,True,,Rua Fábrica da Cerâmica,residential,False,43.85,"LINESTRING (-8.5535109 41.2152444, -8.5537496 41.2155955)",,,,,,
101625506,False,,Rua Fábrica da Cerâmica,residential,True,180.14499999999998,"LINESTRING (-8.5535109 41.2152444, -8.553256 41.2149391, -8.5531088 41.2147627, -8.5530428 41.2146836, -8.5525121 41.2140478, -8.5524412 41.2139629, -8.5523656 41.2138724)",,,,,,
101625514,True,EN 15-1,Rua José Joaquim Ribeiro Teles,secondary,False,57.039,"LINESTRING (-8.5494989 41.2131096, -8.549524 41.2129756, -8.5495311 41.2127908, -8.5494942 41.2126932, -8.5494083 41.2126287)",,,,,,
