osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,access,junction
524928642,2,Rua Cláudio Lagranje,residential,50,False,False,67.55,"LINESTRING (-8.8921965 38.5211618, -8.8921146 38.5208029, -8.8920605 38.5205637)",,
524928642,2,Rua Cláudio Lagranje,residential,50,False,True,144.517,"LINESTRING (-8.8921965 38.5211618, -8.8922079 38.5212406, -8.8921708 38.5214273, -8.8921399 38.5216122, -8.8921247 38.521703, -8.8921214 38.5217231, -8.8921051 38.5218262, -8.8919998 38.52245)",,
1190856192,2,Avenida Jaime Rebelo,residential,50,False,True,240.052,"LINESTRING (-8.8921965 38.5211618, -8.8923745 38.5211306, -8.8937315 38.5208926, -8.8946009 38.5207401, -8.894889 38.5206896)",,
"[1190856193, 1190856194, 108114795, 1212107358]",2,Avenida Jaime Rebelo,residential,50,False,False,241.048,"LINESTRING (-8.8921965 38.5211618, -8.8919863 38.5211987, -8.891776 38.5212356, -8.891494 38.521285, -8.8911958 38.5213374, -8.8908446 38.5213989, -8.8901696 38.5215173, -8.890119 38.5215262, -8.8897083 38.5214817, -8.8896361 38.5214739, -8.8894833 38.5214576)",,
18948183,,Praça Marquês de Pombal,primary,40,True,False,28.715000000000003,"LINESTRING (-8.8982583 38.5233165, -8.8982545 38.5232343, -8.898255 38.5231801, -8.8982715 38.5231272, -8.8983141 38.5230687)",,
156316828,3,Praça Marquês de Pombal,primary,50,False,False,67.045,"LINESTRING (-8.8982583 38.5233165, -8.8983487 38.5236188, -8.8984037 38.5239081)",yes,
1070095114,2,Avenida General Daniel de Sousa,primary,50,False,True,110.553,"LINESTRING (-8.8985451 38.5267754, -8.8985484 38.5266362, -8.8985622 38.5260623, -8.8985718 38.5257814)",,
18948242,,Rua Cláudio Lagranje,residential,50,True,False,43.51199999999999,"LINESTRING (-8.8919998 38.52245, -8.8919894 38.5225442, -8.8919639 38.5227712, -8.8919576 38.5228399)",,
"[524928640, 34683026]",,Rua Regimento de Infantaria 11,residential,50,False,False,230.16899999999998,"LINESTRING (-8.8919998 38.52245, -8.8918606 38.5224374, -8.8913367 38.5223899, -8.8907241 38.5223344, -8.8900164 38.5222702, -8.8893716 38.5222118)",,
34683026,,Rua Regimento de Infantaria 11,residential,50,False,True,37.615,"LINESTRING (-8.8919998 38.52245, -8.8921492 38.5224636, -8.8924293 38.522489)",,
