osmid,bridge,oneway,lanes,highway,reversed,length,geometry,name,junction,maxspeed,tunnel,access
"[24586030, 182906159]",yes,True,1,trunk_link,False,351.124,"LINESTRING (-9.1737576 38.7889662, -9.1736286 38.7886573, -9.1736286 38.7884438, -9.1746815 38.786841, -9.1751199 38.7864668, -9.1753536 38.7862136)",,,,,
24586032,,True,2,secondary,False,104.533,"LINESTRING (-9.1745195 38.7894703, -9.174735 38.7894483, -9.1748245 38.7894592, -9.1749398 38.7894921, -9.1749946 38.789518, -9.1750558 38.7895517, -9.1751189 38.7895836, -9.1752175 38.7896599, -9.1753408 38.7897806, -9.1754705 38.7899232)",Rua Guilherme Gomes Fernandes,,,,
628678710,,True,2,secondary,False,27.526,"LINESTRING (-9.1745195 38.7894703, -9.1745859 38.7894364, -9.1746307 38.7893853, -9.1746469 38.7893247, -9.1746321 38.7892639)",,roundabout,,,
878650149,,True,2,secondary,False,4.719,"LINESTRING (-9.1746321 38.7892639, -9.1746052 38.789227)",,roundabout,,,
"[24586040, 24586026]",yes,True,2,secondary,False,55.053000000000004,"LINESTRING (-9.1742983 38.7892121, -9.1741241 38.7891765, -9.1737576 38.7889662)",Alameda de Nossa Senhora do Cabo,,,,
628677130,,True,2,secondary,False,13.748999999999999,"LINESTRING (-9.1742983 38.7892121, -9.1742549 38.7892639, -9.1742401 38.7893246)",,roundabout,,,
628677127,,True,2,secondary,False,20.422,"LINESTRING (-9.1742401 38.7893246, -9.1742559 38.7893846, -9.1742997 38.7894354, -9.1743649 38.7894695)",,roundabout,,,
47235687,,True,1,residential,False,21.798,"LINESTRING (-9.1745775 38.7889992, -9.1744427 38.7891647)",Rua Augusto Alexandre Jorge,,,,
47235678,,False,2,residential,False,75.33,"LINESTRING (-9.1745775 38.7889992, -9.1746146 38.7889104, -9.17467 38.7888219, -9.1747513 38.7887332, -9.1748947 38.7885658, -9.1750353 38.788429)",Rua Augusto Alexandre Jorge,,40,,
24726936,,False,,residential,False,11.954,"LINESTRING (-9.1840225 38.7871863, -9.1838859 38.7872011)",Rua Augusto Gil,,,,
24726936,,False,,residential,True,55.66,"LINESTRING (-9.1840225 38.7871863, -9.1843775 38.7871268, -9.1846503 38.787081)",Rua Augusto Gil,,,,
47248594,,False,,residential,True,44.105000000000004,"LINESTRING (-9.1840225 38.7871863, -9.1841408 38.7872662, -9.1842377 38.7873753, -9.1843172 38.787503)",Rua de São José,,50,,
24726936,,False,,residential,True,11.954,"LINESTRING (-9.1838859 38.7872011, -9.1840225 38.7871863)",Rua Augusto Gil,,,,
24726936,,False,,residential,False,86.204,"LINESTRING (-9.1838859 38.7872011, -9.1837283 38.7872186, -9.1831217 38.7875157, -9.1830199 38.7875637)",Rua Augusto Gil,,,,
47388662,,True,,residential,False,79.994,"LINESTRING (-9.1838859 38.7872011, -9.1838815 38.7869187, -9.183882 38.7867282, -9.1839518 38.7864878)",Rua de Santo António,,50,,
1007901909,,False,,residential,False,89.699,"LINESTRING (-9.1848929 38.7948106, -9.1848341 38.7946589, -9.1847483 38.7945096, -9.1845825 38.7943502, -9.1844171 38.7941695, -9.184377 38.7941213)",Rua Combatentes do Ultramar,,50,,
182899020,,True,,residential,False,16.931,"LINESTRING (-9.1842246 38.7939565, -9.1844182 38.7939361)",Rua da Arroja,,,,
1007901909,,False,,residential,True,22.589,"LINESTRING (-9.1842246 38.7939565, -9.184377 38.7941213)",Rua Combatentes do Ultramar,,50,,
1007904038,,False,,residential,False,22.156,"LINESTRING (-9.1842246 38.7939565, -9.1841166 38.7937759)",Rua Combatentes do Ultramar,,50,,
1109165821,,False,,residential,False,25.864,"LINESTRING (-9.1839915 38.7935807, -9.1838713 38.7933678)",Rua Combatentes do Ultramar,,50,,
1109165821,,False,,residential,True,24.262,"LINESTRING (-9.1839915 38.7935807, -9.1841166 38.7937759)",Rua Combatentes do Ultramar,,50,,
155475748,,False,,residential,False,84.458,"LINESTRING (-9.1839915 38.7935807, -9.1839294 38.7936179, -9.1838071 38.7935311, -9.1832669 38.7931475)",Rua Combatentes do Ultramar,,,,
1109165821,,False,,residential,True,25.864,"LINESTRING (-9.1838713 38.7933678, -9.1839915 38.7935807)",Rua Combatentes do Ultramar,,50,,
801318973,,False,,residential,True,29.869,"LINESTRING (-9.1838713 38.7933678, -9.1840164 38.7932954, -9.1841751 38.793243)",Largo Mateus Gregório Rodrigues da Costa,,,,
1007901908,,False,,residential,False,82.092,"LINESTRING (-9.1838713 38.7933678, -9.1837009 38.7932375, -9.1833252 38.7929903, -9.1831579 38.7928828)",Rua Combatentes da Grande Guerra,,50,,
47235683,,True,,residential,False,105.166,"LINESTRING (-9.1811022 38.790804, -9.1811666 38.7907595, -9.1812433 38.7907104, -9.1814358 38.7906388, -9.1815221 38.7905973, -9.1816018 38.7905309, -9.1816916 38.7904397, -9.1817722 38.7903415, -9.1818605 38.790222, -9.1819127 38.7901354)",Rua do Neto,,50,,
984830934,,True,,residential,False,61.020999999999994,"LINESTRING (-9.1811022 38.790804, -9.181072 38.7907871, -9.1810382 38.7907678, -9.1808845 38.7906703, -9.1807703 38.7906132, -9.1806535 38.7905648, -9.180504 38.7905229)",Rua Guilherme Gomes Fernandes,,,,
1008781348,,False,4,secondary,True,68.256,"LINESTRING (-9.1782849 38.7938973, -9.178544 38.7940097, -9.1785962 38.794037, -9.1786386 38.7940541, -9.1787719 38.7941081, -9.1789768 38.7941899)",Avenida Professor Doutor Augusto Abreu Lopes,,,,
1008788461,,False,4,secondary,False,24.667,"LINESTRING (-9.1782849 38.7938973, -9.1781372 38.7938079, -9.1780657 38.7937561)",Avenida Professor Doutor Augusto Abreu Lopes,,,,
25062147,,False,4,secondary,True,19.108,"LINESTRING (-9.177914 38.7936314, -9.1780657 38.7937561)",Avenida Professor Doutor Augusto Abreu Lopes,,,,
25062147,,False,4,secondary,False,77.196,"LINESTRING (-9.177914 38.7936314, -9.1778752 38.7935857, -9.1777835 38.793479, -9.1777082 38.7933678, -9.1775304 38.7930083)",Avenida Professor Doutor Augusto Abreu Lopes,,,,
155475741,,True,,residential,False,25.708,"LINESTRING (-9.177914 38.7936314, -9.1779251 38.7937609, -9.1778796 38.7938559)",Rua Domingos Sequeira,,,,
182900638,,True,1,secondary,False,19.909,"LINESTRING (-9.1767976 38.7911474, -9.1767797 38.7909689)",Avenida Professor Doutor Augusto Abreu Lopes,,,,
903010662,,False,4,secondary,True,37.599999999999994,"LINESTRING (-9.1767976 38.7911474, -9.1768026 38.7911601, -9.1769239 38.7914709)",Avenida Professor Doutor Augusto Abreu Lopes,,,,
47235647,,False,,tertiary,True,25.495,"LINESTRING (-9.1791711 38.786608, -9.1792554 38.786643, -9.1794275 38.7867203)",Rua Doutor Manuel Simões Gomes Coelho,,,,
182944346,,True,,tertiary,False,25.262999999999998,"LINESTRING (-9.1791711 38.786608, -9.179049 38.7865418, -9.1789222 38.7864907)",Rua Doutor Manuel Simões Gomes Coelho,,,,
683256720,,False,1,tertiary,True,23.88,"LINESTRING (-9.1836919 38.7860205, -9.1834607 38.7861373)",Avenida Dom Dinis,,50,,
47388658,,False,,residential,False,34.208999999999996,"LINESTRING (-9.1836919 38.7860205, -9.1837703 38.7860926, -9.1838495 38.7861376, -9.1839273 38.7861621, -9.1840178 38.7861726)",Largo da República,,50,,
1005096402,,True,1,tertiary,False,153.88,"LINESTRING (-9.1762117 38.7901506, -9.1768048 38.7896783, -9.1769805 38.7895383, -9.1771431 38.7894088, -9.1772638 38.7893127, -9.1773129 38.7892835, -9.1773625 38.7892658, -9.1774155 38.7892558, -9.1774991 38.7892124)",Avenida Dom Dinis,,30,,
25062897,,False,2,tertiary,False,110.24000000000001,"LINESTRING (-9.1753277 38.791563, -9.1747068 38.7917049, -9.1741135 38.7918579)",Rua Major Caldas Xavier,,,,
25062897,,False,2,tertiary,True,24.238,"LINESTRING (-9.1753277 38.791563, -9.1755044 38.7915237, -9.1755919 38.7914931)",Rua Major Caldas Xavier,,,,
1007901950,,False,4,secondary,True,37.27,"LINESTRING (-9.1803209 38.7947022, -9.1807139 38.7948383)",Avenida Professor Doutor Augusto Abreu Lopes,,,,
1007904022,,False,4,secondary,False,27.306,"LINESTRING (-9.1803209 38.7947022, -9.1800356 38.794598)",Avenida Professor Doutor Augusto Abreu Lopes,,,,
1007447948,,True,,residential,False,16.542,"LINESTRING (-9.1803209 38.7947022, -9.1802769 38.7947295, -9.1802334 38.7947665, -9.1801978 38.7948137)",Rua Aquilino Ribeiro,,,,
25062897,,False,2,tertiary,False,84.654,"LINESTRING (-9.1764061 38.7910727, -9.1763497 38.7911037, -9.1760722 38.7912481, -9.1757189 38.791432, -9.1755919 38.7914931)",Rua Major Caldas Xavier,,,,
1005096406,,True,,tertiary,False,16.665,"LINESTRING (-9.1764061 38.7910727, -9.1765069 38.7910365, -9.176583 38.7910142)",Rua Major Caldas Xavier,,,,
182900646,,True,,residential,False,21.07,"LINESTRING (-9.1770425 38.7908342, -9.1768014 38.7908099)",Rua Guilherme Gomes Fernandes,,,,
881473682,,False,2,residential,True,139.599,"LINESTRING (-9.1770425 38.7908342, -9.1784212 38.7906157, -9.1786207 38.7905833)",Rua Guilherme Gomes Fernandes,,50,,
1053548909,,True,,residential,False,14.342,"LINESTRING (-9.1845104 38.7938437, -9.1843453 38.7938525)",Rua da Arroja,,,,
