osmid,ref,highway,oneway,reversed,length,geometry,name,lanes,bridge,maxspeed,junction
177143859,EN 101,primary,False,False,30.144,"LINESTRING (-8.1440111 41.3186398, -8.1443221 41.3187774)",,,,,
177143859,EN 101,primary,False,True,245.03399999999996,"LINESTRING (-8.1440111 41.3186398, -8.1438343 41.3185488, -8.1436856 41.3184593, -8.1435719 41.3183894, -8.1434458 41.3182967, -8.1433358 41.3181718, -8.1432095 41.3179872, -8.1430445 41.3177462, -8.1429871 41.317642, -8.1429523 41.3175211, -8.1429346 41.3174218, -8.1428549 41.3168662, -8.142845 41.3167335)",,,,,
177147762,,secondary,False,True,75.783,"LINESTRING (-8.1440111 41.3186398, -8.1439608 41.3186603, -8.1438895 41.3186557, -8.1437879 41.318624, -8.1432506 41.318424, -8.1431888 41.318401)",Rua Nossa Senhora das Vitórias,,,,
177143859,EN 101,primary,False,False,57.101,"LINESTRING (-8.145702 41.3202294, -8.1455496 41.32073)",,,,,
177143859,EN 101,primary,False,True,167.80700000000002,"LINESTRING (-8.145702 41.3202294, -8.1458018 41.3199298, -8.1458313 41.319817, -8.1458516 41.3197055, -8.1458381 41.319626, -8.1458336 41.3195994, -8.1457471 41.3194288, -8.1456962 41.3193261, -8.1456141 41.3192187, -8.1455138 41.3191347, -8.1454022 41.3190777, -8.1451051 41.3190019)",,,,,
137323651,EN 101,primary,True,False,24.507,"LINESTRING (-8.1452724 41.3218204, -8.1452717 41.3220408)",Rua 25 de Abril,,,,
607158533,EN 101,primary,False,True,7.222,"LINESTRING (-8.1452724 41.3218204, -8.1452756 41.3217555)",,,,,
946880094,,residential,False,True,33.829,"LINESTRING (-8.1471827 41.3170478, -8.1472434 41.3170062, -8.1473163 41.3169954, -8.147373 41.3170008, -8.1474303 41.3170201, -8.1474737 41.3170474, -8.1475107 41.3170938)",Rua do Ladário,,,,
252826403,,residential,False,False,131.029,"LINESTRING (-8.1474301 41.317751, -8.1473695 41.317884, -8.1472946 41.3180118, -8.1472434 41.3180849, -8.1471767 41.3181546, -8.1470513 41.3182657, -8.1469397 41.3183444, -8.1468209 41.3184193, -8.1466884 41.3184796, -8.1465534 41.3185273, -8.1463983 41.3185704)",Rua Dom Pedro IV,,,,
607158536,,residential,False,False,209.96800000000002,"LINESTRING (-8.1474301 41.317751, -8.1474335 41.3181042, -8.1476122 41.3196334)",Rua do Ladário,,,,
607158536,,residential,False,True,73.475,"LINESTRING (-8.1474301 41.317751, -8.1474524 41.3176742, -8.1474646 41.3175991, -8.1474952 41.317307, -8.1475107 41.3170938)",Rua do Ladário,,,,
177143859,EN 101,primary,False,False,69.993,"LINESTRING (-8.1443221 41.3187774, -8.1451051 41.3190019)",,,,,
177143859,EN 101,primary,False,True,30.144,"LINESTRING (-8.1443221 41.3187774, -8.1440111 41.3186398)",,,,,
252826403,,residential,False,True,189.25099999999998,"LINESTRING (-8.1443221 41.3187774, -8.144397 41.3186627, -8.1444979 41.318579, -8.1446038 41.3185365, -8.1446975 41.3185054, -8.1448065 41.3184848, -8.1449199 41.3184803, -8.1450408 41.3184907, -8.1457847 41.3185969, -8.1459325 41.3186104, -8.1460871 41.318602, -8.1462618 41.3185901, -8.1463983 41.3185704)",Rua Dom Pedro IV,,,,
492137168,,residential,True,False,35.451,"LINESTRING (-8.1476977 41.3202424, -8.1474726 41.3205127)",Largo da Casa do Povo,,,,
607158535,,residential,False,True,68.093,"LINESTRING (-8.1476977 41.3202424, -8.1476122 41.3196334)",Rua do Ladário,,,,
125831591,,residential,False,False,147.746,"LINESTRING (-8.1479328 41.3203047, -8.1482458 41.3199472, -8.1483668 41.319877, -8.1484372 41.3198704, -8.1485163 41.31991, -8.1488946 41.3204063, -8.1489681 41.3204767)",Rua Doutor José Bento Novais Peixoto,,,,
125831597,,residential,True,False,21.913,"LINESTRING (-8.1479328 41.3203047, -8.1477631 41.3202318, -8.1476977 41.3202424)",Largo da Casa do Povo,,,,
607902424,,tertiary,False,True,19.263,"LINESTRING (-8.1429415 41.3204857, -8.1427242 41.3205438)",Rua Doutor Eduardo de Freitas,,,,
607902424,,tertiary,False,False,25.447,"LINESTRING (-8.1429415 41.3204857, -8.1430065 41.3204564, -8.1432168 41.3203885)",Rua Doutor Eduardo de Freitas,,,,
125831608,,residential,False,False,8.148,"LINESTRING (-8.1489681 41.3204767, -8.1489965 41.3205468)",Rua do Calvário,,,,
252826410,,residential,False,False,48.886,"LINESTRING (-8.1489681 41.3204767, -8.1495509 41.320518)",Rua Doutor José Bento Novais Peixoto,,,,
125831591,,residential,False,True,147.746,"LINESTRING (-8.1489681 41.3204767, -8.1488946 41.3204063, -8.1485163 41.31991, -8.1484372 41.3198704, -8.1483668 41.319877, -8.1482458 41.3199472, -8.1479328 41.3203047)",Rua Doutor José Bento Novais Peixoto,,,,
125831598,,residential,True,False,18.195,"LINESTRING (-8.1474726 41.3205127, -8.1476514 41.3206062)",Largo da Casa do Povo,,,,
492137154,,residential,False,False,6.534,"LINESTRING (-8.1474726 41.3205127, -8.1474388 41.3205657)",Largo da Casa do Povo,,,,
492137154,,residential,False,True,6.534,"LINESTRING (-8.1474388 41.3205657, -8.1474726 41.3205127)",Largo da Casa do Povo,,,,
125831600,,secondary,False,False,37.597,"LINESTRING (-8.1502888 41.3205794, -8.1503237 41.3202423)",,,,,
125831600,,secondary,False,True,18.078,"LINESTRING (-8.1502888 41.3205794, -8.1502762 41.3207417)",,,,,
252826410,,residential,False,True,62.0,"LINESTRING (-8.1502888 41.3205794, -8.1502007 41.3205721, -8.1495509 41.320518)",Rua Doutor José Bento Novais Peixoto,,,,
