osmid,oneway,highway,reversed,length,geometry,ref,maxspeed,name,junction,lanes,bridge,access,tunnel
95332263,True,trunk_link,False,40.818,"LINESTRING (-8.4770696 40.6936662, -8.4770274 40.6935584, -8.4770278 40.6934773, -8.4770858 40.6933789, -8.4771306 40.6933226)",,,,,,,,
95332276,True,trunk,False,93.04400000000001,"LINESTRING (-8.4770696 40.6936662, -8.4767246 40.6933521, -8.4765175 40.6932033, -8.4763113 40.6930606)",IC 2;EN 1,70,,,,,,
119217383,False,residential,False,33.579,"LINESTRING (-8.4808134 40.6932363, -8.4809689 40.6932817, -8.4810944 40.6933357, -8.4811628 40.6933769)",,,Rua Doutor José Henriques,,,,,
119217383,False,residential,True,77.96000000000001,"LINESTRING (-8.4808134 40.6932363, -8.480673 40.6932286, -8.4804369 40.6932319, -8.4801053 40.6932888, -8.4799761 40.6933219, -8.4799145 40.6933493)",,,Rua Doutor José Henriques,,,,,
95340126,False,residential,False,18.408,"LINESTRING (-8.4796819 40.6869505, -8.4797705 40.6867992)",,,Rua Américo Martins Pereira,,,,,
95340126,False,residential,True,69.698,"LINESTRING (-8.4796819 40.6869505, -8.4796552 40.6869927, -8.4794017 40.6873933, -8.4793153 40.6875121)",,,Rua Américo Martins Pereira,,,,,
168739944,True,residential,False,39.796,"LINESTRING (-8.4796819 40.6869505, -8.479915 40.6870563, -8.4799417 40.6870684, -8.4798623 40.6871817)",,,Largo General Torres,,,,,
95340124,False,residential,True,93.521,"LINESTRING (-8.4799044 40.6867383, -8.4800399 40.686799, -8.4806106 40.6870762, -8.4806459 40.6870933, -8.4808173 40.6871799, -8.4808391 40.6871909)",,,Rua Doutor Flausino Correia,,,,,
95340126,False,residential,True,14.075,"LINESTRING (-8.4799044 40.6867383, -8.4798432 40.6867423, -8.4798137 40.6867578, -8.4797705 40.6867992)",,,Rua Américo Martins Pereira,,,,,
168740546,False,residential,False,27.378,"LINESTRING (-8.4799044 40.6867383, -8.479841 40.6865577, -8.4798104 40.6865031)",,,Rua Bento Álvares Ferreira,,,,,
54725989,False,residential,False,46.638,"LINESTRING (-8.4788321 40.6885537, -8.4788682 40.6884745, -8.4790238 40.6881603)",,,Rua Américo Martins Pereira,,,,,
54725989,False,residential,True,32.626000000000005,"LINESTRING (-8.4788321 40.6885537, -8.478766 40.6886306, -8.4786208 40.6887995)",,,Rua Américo Martins Pereira,,,,,
95340220,False,residential,True,130.98,"LINESTRING (-8.4788321 40.6885537, -8.4787024 40.6885346, -8.4782467 40.6884823, -8.4777608 40.6884937, -8.4772881 40.688464)",,,Rua do Serrado,,,,,
54725989,False,residential,True,27.636,"LINESTRING (-8.4791208 40.6879229, -8.4790238 40.6881603)",,,Rua Américo Martins Pereira,,,,,
378257479,True,residential,False,7.504,"LINESTRING (-8.4791208 40.6879229, -8.4791461 40.6878582)",,,Rua Américo Martins Pereira,,,,,
54725989,False,residential,False,32.626000000000005,"LINESTRING (-8.4786208 40.6887995, -8.478766 40.6886306, -8.4788321 40.6885537)",,,Rua Américo Martins Pereira,,,,,
157020546,True,residential,False,82.029,"LINESTRING (-8.4786208 40.6887995, -8.4778822 40.6891391, -8.4777889 40.689182)",,,Rua Américo Martins Pereira,,,,,
95332260,True,primary,False,11.943999999999999,"LINESTRING (-8.4771306 40.6933226, -8.4771984 40.6933072, -8.4772574 40.6932774)",,,,roundabout,,,,
191918154,False,tertiary,False,21.979,"LINESTRING (-8.4786944 40.6923506, -8.4788882 40.6924828)",,,Rua de Santo António,,,,,
95340152,True,residential,False,96.62400000000002,"LINESTRING (-8.4786944 40.6923506, -8.478789 40.6922621, -8.4790783 40.6919668, -8.4793048 40.6917441, -8.4793108 40.6917382, -8.4793893 40.6916597)",,,Avenida Napoleão Luiz Ferreira Leão,,,,,
330094877,True,primary,False,32.599,"LINESTRING (-8.4758832 40.6942833, -8.4759111 40.694338, -8.4759608 40.6943829, -8.4760269 40.6944133, -8.4761025 40.6944259, -8.4761793 40.6944193)",,,,roundabout,,,,
95332260,True,primary,False,18.688,"LINESTRING (-8.4770688 40.6929638, -8.4769976 40.6929789, -8.476936 40.6930099, -8.4768899 40.6930536)",,,,roundabout,,,,
95340133,False,residential,True,97.174,"LINESTRING (-8.4744001 40.6888397, -8.4740661 40.6880033)",,,Rua Engenheiro Brito Rebelo,,,,,
311116461,False,residential,False,71.975,"LINESTRING (-8.4744001 40.6888397, -8.4746391 40.6894611)",,,Rua Engenheiro Brito Rebelo,,,,,
"[157020540, 311116462]",False,residential,True,241.57300000000004,"LINESTRING (-8.4744001 40.6888397, -8.4759614 40.6883469, -8.4763722 40.6883087, -8.4763289 40.6877333)",,,"['Rua Doutor António Fortunato de Pinho', 'Rua Serpa Pinto']",,,,,
95332293,True,trunk_link,False,157.502,"LINESTRING (-8.4759365 40.6941288, -8.4758342 40.6941278, -8.4757376 40.6941, -8.4756682 40.6940172, -8.475672 40.6939234, -8.4757359 40.6938129, -8.4758529 40.6937247, -8.4761241 40.6936211, -8.4765666 40.6935076, -8.4767661 40.6935224, -8.4768716 40.6935551)",,,,,,,,
330094877,True,primary,False,18.334,"LINESTRING (-8.4759365 40.6941288, -8.4758978 40.6941752, -8.4758794 40.6942284, -8.4758832 40.6942833)",,,,roundabout,,,,
95332253,True,tertiary_link,False,25.509,"LINESTRING (-8.477311 40.6930635, -8.4773342 40.6929888, -8.477383 40.6929189, -8.477451 40.6928664)",,,Rua Doutor Brito Guimarães,,,,,
