osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,width,junction
906913479,2,EN 243,Rua General Trindade,primary,False,False,14.208,"LINESTRING (-8.7126041 39.5421455, -8.7127499 39.5422062)",,
906913479,2,EN 243,Rua General Trindade,primary,False,True,11.362,"LINESTRING (-8.7126041 39.5421455, -8.7124905 39.5420929)",,
166904062,,,Rua Mouzinho de Albuquerque,residential,False,False,36.211,"LINESTRING (-8.7126041 39.5421455, -8.7126664 39.5419789, -8.7127154 39.5418314)",,
906913479,2,EN 243,Rua General Trindade,primary,False,True,14.208,"LINESTRING (-8.7127499 39.5422062, -8.7126041 39.5421455)",,
906913479,2,EN 243,Rua General Trindade,primary,False,False,67.426,"LINESTRING (-8.7127499 39.5422062, -8.7130438 39.5423244, -8.7132817 39.5424169, -8.7134493 39.5424833)",,
55302239,,,Rua Infante Dom Henrique,residential,True,False,74.989,"LINESTRING (-8.7136183 39.5421752, -8.7134854 39.5421755, -8.7128859 39.5421766, -8.7128119 39.5421867, -8.7127809 39.5421965, -8.7127499 39.5422062)",,
906695421,,,Rua do Cabecinho,residential,True,False,35.757,"LINESTRING (-8.7136183 39.5421752, -8.7134154 39.5419964, -8.7133515 39.5419284)",,
55302241,,,Rua Dom Afonso Henriques,residential,False,False,64.652,"LINESTRING (-8.7134493 39.5424833, -8.7132989 39.5425185, -8.7130351 39.5425917, -8.7127454 39.5426899)",,
863995149,2,EN 243,Rua General Humberto Delgado,primary,False,False,59.572,"LINESTRING (-8.7134493 39.5424833, -8.7136672 39.5425764, -8.7140392 39.5427656)",,
906913479,2,EN 243,Rua General Trindade,primary,False,True,67.426,"LINESTRING (-8.7134493 39.5424833, -8.7132817 39.5424169, -8.7130438 39.5423244, -8.7127499 39.5422062)",,
863995149,2,EN 243,Rua General Humberto Delgado,primary,False,True,59.29,"LINESTRING (-8.7146157 39.54306, -8.7140392 39.5427656)",,
863995149,2,EN 243,Rua General Humberto Delgado,primary,False,False,77.55,"LINESTRING (-8.7146157 39.54306, -8.7148275 39.5431758, -8.7153588 39.5434575)",,
168986173,,,Rua da Escola Velha,residential,False,False,76.305,"LINESTRING (-8.7089319 39.5395802, -8.7091379 39.5397643, -8.7095072 39.5401037)",,
211367142,,,Rua Trás dos Casórios,residential,False,False,19.169,"LINESTRING (-8.7089319 39.5395802, -8.7090426 39.539466, -8.7090657 39.5394421)",,
211367142,,,Rua Trás dos Casórios,residential,False,True,19.169,"LINESTRING (-8.7090657 39.5394421, -8.7090426 39.539466, -8.7089319 39.5395802)",,
906913479,2,EN 243,Rua General Trindade,primary,False,False,82.093,"LINESTRING (-8.7090657 39.5394421, -8.7092994 39.5395953, -8.7093803 39.5396553, -8.7094566 39.5397154, -8.7095365 39.5397819, -8.7097405 39.5399637)",,
166904058,,,Rua da Fiandeira,residential,False,False,141.352,"LINESTRING (-8.7148566 39.5442776, -8.7145508 39.5439466, -8.7137749 39.5433222)",,
166904058,,,Rua da Fiandeira,residential,False,True,49.485,"LINESTRING (-8.7148566 39.5442776, -8.7148477 39.5445703, -8.714843 39.5447225)",,
905226948,2,EM 591,Rua 5 de Outubro,secondary,False,False,13.229,"LINESTRING (-8.7162802 39.5459916, -8.7162175 39.5458829)",,
166904058,,,Rua da Fiandeira,residential,False,False,78.15299999999999,"LINESTRING (-8.7162802 39.5459916, -8.7161669 39.5459998, -8.7160097 39.5459403, -8.715752 39.5457757, -8.7155819 39.5456486, -8.7155452 39.5456212)",,
864036987,,,Rua do Movimento das Forças Armadas,residential,False,False,53.076,"LINESTRING (-8.7119966 39.540474, -8.711668 39.5408785)",,
864034748,,,Rua da Cruzinha,residential,False,False,90.98700000000001,"LINESTRING (-8.7119966 39.540474, -8.7122657 39.5406438, -8.7127476 39.5409477, -8.7128185 39.5409915)",,
864034748,,,Rua da Cruzinha,residential,False,True,29.749000000000002,"LINESTRING (-8.7119966 39.540474, -8.7120261 39.5403727, -8.7120153 39.5402092)",,
166904058,,,Rua da Fiandeira,residential,False,False,49.485,"LINESTRING (-8.714843 39.5447225, -8.7148477 39.5445703, -8.7148566 39.5442776)",,
166904058,,,Rua da Fiandeira,residential,False,True,64.751,"LINESTRING (-8.714843 39.5447225, -8.7148766 39.5448248, -8.7149396 39.5449522, -8.7149594 39.5449912, -8.715002 39.545075, -8.715091 39.5452331, -8.7151097 39.5452663)",,
168986175,,,Rua Manuel Mendes Carreira,residential,False,False,84.567,"LINESTRING (-8.714843 39.5447225, -8.7142073 39.5449268, -8.7139326 39.545015)",,
166904068,,,Rua Padre João do Rosário,residential,False,False,5.272,"LINESTRING (-8.7136726 39.5414433, -8.7136192 39.5414198)",,
864034749,,,Travessa da Lapa,residential,False,False,53.997,"LINESTRING (-8.7136726 39.5414433, -8.713174 39.5417399)",,
"[166904048, 166904068]",,,"['Rua da Lapa', 'Rua Padre João do Rosário']",residential,False,True,29.372999999999998,"LINESTRING (-8.7136726 39.5414433, -8.7137473 39.5414762, -8.7139633 39.5413695)",,
905212443,,,,unclassified,False,False,30.242,"LINESTRING (-8.7126196 39.5417694, -8.712267 39.541775)",,
906695930,,,Rua Mouzinho de Albuquerque,residential,False,False,12.487,"LINESTRING (-8.7126196 39.5417694, -8.7126147 39.5416792, -8.7126135 39.5416572)",,
166904058,,,Rua da Fiandeira,residential,False,True,141.352,"LINESTRING (-8.7137749 39.5433222, -8.7145508 39.5439466, -8.7148566 39.5442776)",,
168986170,,,Rua da Fiandeira,residential,True,False,68.025,"LINESTRING (-8.7137749 39.5433222, -8.7137674 39.5431935, -8.7138103 39.5430611, -8.7139143 39.5428885, -8.7140074 39.5427969, -8.7140392 39.5427656)",,
212732166,,,Rua do Barreirinho,residential,False,False,42.75,"LINESTRING (-8.7137749 39.5433222, -8.7134672 39.5431896, -8.7133601 39.543113)",,
906695422,,,Rua Mouzinho de Albuquerque,residential,False,True,22.65,"LINESTRING (-8.7128185 39.5409915, -8.7126322 39.5411359)",,
166904068,,,Rua Padre João do Rosário,residential,False,True,49.397,"LINESTRING (-8.7128185 39.5409915, -8.7132062 39.5412311, -8.7132732 39.5412637)",,
864034748,,,Rua da Cruzinha,residential,False,True,90.987,"LINESTRING (-8.7128185 39.5409915, -8.7127476 39.5409477, -8.7122657 39.5406438, -8.7119966 39.540474)",,
906695422,,,Rua Mouzinho de Albuquerque,residential,False,False,31.293999999999997,"LINESTRING (-8.7128185 39.5409915, -8.7129314 39.540909, -8.7130174 39.5408461, -8.71308 39.5407953)",,
166904056,,,,residential,False,True,31.192,"LINESTRING (-8.7126531 39.541264, -8.7122916 39.5412952)",,
