osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,bridge,junction,width
52823246,2,Rua das Hortas,tertiary,50,False,False,29.319,"LINESTRING (-16.9050922 32.6538858, -16.9051568 32.6538393, -16.9052265 32.6537736, -16.9053077 32.6536952)",,,,
167179797,2,Rua do Ribeirinho da Pena,tertiary,50,False,True,121.47399999999999,"LINESTRING (-16.9050922 32.6538858, -16.9048948 32.6534789, -16.9048631 32.6533728, -16.9048505 32.6532309, -16.9048667 32.6529077, -16.9048711 32.6528749, -16.9048791 32.6528307)",,,,
52823246,2,Rua das Hortas,tertiary,50,False,True,29.319000000000003,"LINESTRING (-16.9053077 32.6536952, -16.9052265 32.6537736, -16.9051568 32.6538393, -16.9050922 32.6538858)",,,,
204126643,2,Rua das Hortas,tertiary,50,False,False,103.03399999999999,"LINESTRING (-16.9053077 32.6536952, -16.9056683 32.6533532, -16.9060384 32.6530023)",,,,
204126643,2,Rua das Hortas,tertiary,50,False,True,103.03399999999999,"LINESTRING (-16.9060384 32.6530023, -16.9056683 32.6533532, -16.9053077 32.6536952)",,,,
433000516,2,Rua Elias Garcia,tertiary,50,False,False,17.114,"LINESTRING (-16.9060384 32.6530023, -16.9060898 32.6529537, -16.9061631 32.6528898)",,,,
"[134757752, 26739682, 110360750]",2,Via 25 de Abril,secondary,60,False,False,374.09899999999993,"LINESTRING (-16.9050997 32.6528442, -16.9052258 32.6528557, -16.9054512 32.6528657, -16.9060142 32.6528959, -16.9086807 32.6530338, -16.9089528 32.6530305, -16.9090882 32.6530256)",yes,yes,,
167179695,2,Via 25 de Abril,secondary,50,False,True,20.713,"LINESTRING (-16.9050997 32.6528442, -16.9050692 32.652843, -16.905014 32.6528411, -16.9048791 32.6528307)",,,,
166658380,2,Rua do Visconde Anadia,secondary,50,True,False,33.37,"LINESTRING (-16.9044603 32.6487533, -16.9044767 32.6487078, -16.9045637 32.6484661)",,,,
"[204126593, 117182164]",1,"['Rua Doutor Fernão de Ornelas', 'Rua do Ribeirhinho de Baixo']",living_street,20,True,False,93.006,"LINESTRING (-16.9044603 32.6487533, -16.9045445 32.6487773, -16.904585 32.6487906, -16.905012 32.6489427, -16.9048918 32.649175, -16.9048391 32.649243)",,,,
"[130699935, 702827870, 702827871]",2,Ponte do Mercado,secondary_link,50,True,False,21.762,"LINESTRING (-16.9044603 32.6487533, -16.9044346 32.6487486, -16.904414 32.6487458, -16.904382 32.6487463, -16.9043504 32.6487497, -16.904297 32.6487712, -16.9042424 32.6487963)",,yes,,
98031200,2,Praça do Infante,secondary,50,True,False,19.235,"LINESTRING (-16.9129083 32.6465152, -16.9128559 32.6465523, -16.9128231 32.6466029, -16.9128142 32.6466601)",,,roundabout,
"[788294989, 166623166]",4,Rua Doutor Brito Câmara,secondary,50,False,True,60.117999999999995,"LINESTRING (-16.913147 32.6467473, -16.9131827 32.6467491, -16.9132176 32.6467551, -16.9132823 32.6467833, -16.9135789 32.6469254, -16.9136627 32.6469802, -16.9137039 32.6470048)",,,,
"[1115842761, 1115842762]",2,Praça do Infante,secondary,50,True,False,23.666000000000004,"LINESTRING (-16.913147 32.6467473, -16.9131778 32.646697, -16.9131854 32.6466407, -16.9131688 32.6465859, -16.9131412 32.6465497)",,,roundabout,
