osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,junction,ref,access
451632108,True,2,Avenida da Liberdade,secondary,False,63.959999999999994,"LINESTRING (-8.6800419 41.1808482, -8.6800987 41.1808407, -8.6801542 41.1808334, -8.6806337 41.1807836, -8.6806907 41.1807777, -8.680799 41.1807709)",,,,
55597560,True,,Avenida da Liberdade,residential,False,79.93000000000002,"LINESTRING (-8.6792516 41.1810456, -8.6795368 41.180928, -8.6796631 41.1808881, -8.6798779 41.1808322, -8.6799198 41.1808204, -8.6799533 41.180802, -8.6799783 41.1807781, -8.6799953 41.1807551, -8.6799999 41.1807122, -8.6799943 41.1806772)",,,,
451632108,True,2,Avenida da Liberdade,secondary,False,69.842,"LINESTRING (-8.6792516 41.1810456, -8.6794042 41.1809985, -8.679599 41.1809404, -8.6798098 41.1808889, -8.6799241 41.1808659, -8.6799688 41.1808592, -8.6800419 41.1808482)",,,,
27426567,True,1,Rua Conde Alto Mearim,residential,False,96.25099999999999,"LINESTRING (-8.6808788 41.1805933, -8.6808457 41.1805897, -8.6808161 41.1805797, -8.6807921 41.180567, -8.6807749 41.1805531, -8.6807668 41.1805421, -8.6807578 41.1805298, -8.6807459 41.1805091, -8.6807365 41.1804937, -8.6807224 41.1804809, -8.6806963 41.1804693, -8.6806454 41.1804538, -8.680421 41.1803889, -8.6799468 41.1802546, -8.6798796 41.1802369, -8.6798653 41.1802311)",50,,,
451632109,True,2,Avenida da Liberdade,secondary,False,74.706,"LINESTRING (-8.6808788 41.1805933, -8.6807257 41.1806013, -8.6806707 41.1806042, -8.6804744 41.1806165, -8.6802887 41.1806381, -8.6802253 41.180643, -8.6801052 41.1806611, -8.6799943 41.1806772)",,,,
1010030171,True,2,Avenida da República,secondary,False,13.977,"LINESTRING (-8.6819597 41.1807554, -8.6820274 41.1807921, -8.6821053 41.1808149)",,roundabout,,
12542494,True,,Avenida Dom Afonso Henriques,secondary,False,185.576,"LINESTRING (-8.6821053 41.1808149, -8.6821963 41.1808491, -8.6822523 41.1808816, -8.6822913 41.1809273, -8.6823671 41.1810599, -8.6829336 41.1821795, -8.6829643 41.1822404, -8.6829657 41.1822743, -8.682959 41.1823174)",,,EN 107,
1009285788,True,2,Avenida da República,secondary,False,29.592000000000002,"LINESTRING (-8.6821053 41.1808149, -8.6821849 41.1808222, -8.6822645 41.1808147, -8.6823394 41.1807929, -8.682405 41.1807582, -8.6824264 41.1807396)",,roundabout,,
"[12542496, 839286615]",True,1,Avenida da República,secondary,False,110.41099999999999,"LINESTRING (-8.6824552 41.1807118, -8.6824802 41.1806874, -8.6825 41.1806692, -8.6825301 41.1806474, -8.6825639 41.1806308, -8.682605 41.1806193, -8.6826513 41.1806123, -8.6835751 41.1805545, -8.6836325 41.1805509, -8.6837215 41.1805453)",,,,
1009285789,True,2,Avenida da República,secondary,False,30.858000000000004,"LINESTRING (-8.6824552 41.1807118, -8.6825004 41.1806431, -8.6825131 41.1805672, -8.6825102 41.1805408, -8.6825014 41.1805089, -8.6824872 41.1804781, -8.6824677 41.1804489)",,roundabout,,
