osmid,oneway,lanes,highway,reversed,length,name,maxspeed,geometry,ref,tunnel
124722156,False,2,unclassified,False,44.583,,,"LINESTRING (-8.4620168 41.1667118, -8.4623436 41.1663952)",,
324365657,False,2,residential,True,290.272,Rua da Costa,50,"LINESTRING (-8.4620168 41.1667118, -8.4622845 41.1668837, -8.4628057 41.1672342, -8.4629927 41.1674935, -8.4631846 41.167901, -8.4632583 41.1681707, -8.4632899 41.1687285, -8.4633764 41.1689786)",,
324365657,False,2,residential,False,290.27199999999993,Rua da Costa,50,"LINESTRING (-8.4633764 41.1689786, -8.4632899 41.1687285, -8.4632583 41.1681707, -8.4631846 41.167901, -8.4629927 41.1674935, -8.4628057 41.1672342, -8.4622845 41.1668837, -8.4620168 41.1667118)",,
324365657,False,2,residential,True,67.695,Rua da Costa,50,"LINESTRING (-8.4633764 41.1689786, -8.463721 41.1692717, -8.4638637 41.1694607)",,
142171187,False,2,residential,False,233.232,Rua 1º de Maio,,"LINESTRING (-8.466129 41.1727463, -8.4658446 41.1727504, -8.465757 41.1727517, -8.4642793 41.172551, -8.4640127 41.172552, -8.4637615 41.1725828, -8.4634791 41.1726414, -8.4633838 41.1726611)",,
324365657,False,2,residential,False,101.19099999999999,Rua da Costa,50,"LINESTRING (-8.466129 41.1727463, -8.4659503 41.1724872, -8.4656908 41.1722296, -8.4655517 41.172039, -8.465477 41.1719859)",,
1204919403,False,2,residential,True,145.99099999999999,Rua 1º de Maio,50,"LINESTRING (-8.466129 41.1727463, -8.4663361 41.1727933, -8.4676072 41.1734315)",,
142171301,False,,residential,True,112.219,,,"LINESTRING (-8.4638637 41.1694607, -8.4639701 41.1695104, -8.4643061 41.1696852, -8.4650513 41.1699184)",,
324365657,False,2,residential,False,67.695,Rua da Costa,50,"LINESTRING (-8.4638637 41.1694607, -8.463721 41.1692717, -8.4633764 41.1689786)",,
324365657,False,2,residential,True,369.813,Rua da Costa,50,"LINESTRING (-8.4638637 41.1694607, -8.4638736 41.1696274, -8.4637063 41.1698756, -8.4634405 41.170246, -8.4634405 41.1704164, -8.4634848 41.1706128, -8.4637456 41.170998, -8.4638933 41.1711425, -8.4641738 41.1712648, -8.4642753 41.1713017, -8.4647643 41.1714796, -8.465477 41.1719859)",,
1204919403,False,2,residential,False,145.99099999999999,Rua 1º de Maio,50,"LINESTRING (-8.4676072 41.1734315, -8.4663361 41.1727933, -8.466129 41.1727463)",,
1204919412,False,,residential,False,16.256,Rua 1º de maio,,"LINESTRING (-8.4676072 41.1734315, -8.4676912 41.1734831, -8.4677499 41.1735302)",,
142740208,False,2,tertiary,False,9.872,,,"LINESTRING (-8.4680155 41.1741597, -8.4679609 41.174081)",EM 610,
124722155,False,2,unclassified,True,18.088,,,"LINESTRING (-8.4664517 41.1657748, -8.4662362 41.1657628)",,
545272801,False,2,tertiary,True,297.056,Rua Central de Fervença,,"LINESTRING (-8.4664517 41.1657748, -8.4677257 41.1682682)",EM 610,
124722156,False,2,unclassified,True,44.583,,,"LINESTRING (-8.4623436 41.1663952, -8.4620168 41.1667118)",,
124721932,False,,residential,False,255.332,Rua da Gestosa,,"LINESTRING (-8.4623436 41.1663952, -8.4625948 41.1664933, -8.4636037 41.1667619, -8.4640053 41.1669949, -8.4647473 41.1676954)",,
124721932,False,,residential,True,54.781,Rua da Gestosa,,"LINESTRING (-8.4651553 41.1680806, -8.4647473 41.1676954)",,
383006696,False,,residential,False,75.958,,,"LINESTRING (-8.4651553 41.1680806, -8.4652421 41.1677887, -8.4647473 41.1676954)",,
124721932,False,,residential,False,190.02300000000002,Rua da Gestosa,,"LINESTRING (-8.4651553 41.1680806, -8.4657749 41.1689032, -8.4658647 41.1691451, -8.4659431 41.1696538)",,
124721932,False,,residential,True,32.25,Rua da Gestosa,,"LINESTRING (-8.4659875 41.1699419, -8.4659431 41.1696538)",,
124721932,False,,residential,False,244.622,Rua da Gestosa,,"LINESTRING (-8.4659875 41.1699419, -8.4665845 41.1707079, -8.4671594 41.1719463)",,
142171301,False,,residential,False,80.438,,,"LINESTRING (-8.4659875 41.1699419, -8.4657482 41.1699956, -8.4654146 41.1699934, -8.46518 41.1699551, -8.4650513 41.1699184)",,
124722155,False,2,unclassified,False,18.088,,,"LINESTRING (-8.4662362 41.1657628, -8.4664517 41.1657748)",,
142171140,False,,residential,True,160.393,,,"LINESTRING (-8.4662362 41.1657628, -8.4663117 41.1659478, -8.4663956 41.1661946, -8.4664756 41.1666099, -8.4664776 41.1669872, -8.4665315 41.1671802)",,
142171140,False,,residential,False,160.393,,,"LINESTRING (-8.4665315 41.1671802, -8.4664776 41.1669872, -8.4664756 41.1666099, -8.4663956 41.1661946, -8.4663117 41.1659478, -8.4662362 41.1657628)",,
142171140,False,,residential,True,78.6,,,"LINESTRING (-8.4665315 41.1671802, -8.4664976 41.1672494, -8.4660478 41.1675173, -8.4659859 41.1675624, -8.4658771 41.1676716)",,
142171303,False,,residential,False,158.31799999999998,,,"LINESTRING (-8.4665315 41.1671802, -8.4666515 41.1672058, -8.4669513 41.1674375, -8.4670792 41.167585, -8.4672231 41.1676843, -8.467439 41.1679642, -8.467563 41.1680936, -8.4676756 41.1682749)",,
142171287,False,,residential,False,21.704,,,"LINESTRING (-8.4658771 41.1676716, -8.4656198 41.1676957)",,
142171140,False,,residential,False,78.6,,,"LINESTRING (-8.4658771 41.1676716, -8.4659859 41.1675624, -8.4660478 41.1675173, -8.4664976 41.1672494, -8.4665315 41.1671802)",,
142171287,False,,residential,True,119.825,,,"LINESTRING (-8.4658771 41.1676716, -8.4659872 41.1677656, -8.4669509 41.1683825)",,
142171287,False,,residential,True,21.704,,,"LINESTRING (-8.4656198 41.1676957, -8.4658771 41.1676716)",,
124722158,False,2,tertiary,True,79.203,Rua Central das Vinhas,,"LINESTRING (-8.4677257 41.1682682, -8.468063 41.1689337)",EM 610,
142171287,False,,residential,False,4.259,,,"LINESTRING (-8.4677257 41.1682682, -8.4676756 41.1682749)",,
545272801,False,2,tertiary,False,297.056,Rua Central de Fervença,,"LINESTRING (-8.4677257 41.1682682, -8.4664517 41.1657748)",EM 610,
