osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,junction,name,access
815753141,True,1,EN 237,secondary,50,False,23.943,"LINESTRING (-8.7405205 40.0025613, -8.7406664 40.0025517, -8.740726 40.0025511, -8.740801 40.0025534)",,,
815753144,True,2,EN 237;EN 342,secondary,50,False,18.883,"LINESTRING (-8.7405205 40.0025613, -8.7405434 40.0025226, -8.7405482 40.0024803, -8.7405346 40.0024391, -8.740504 40.0024038)",roundabout,,
899068522,True,2,EN 237;EN 342,secondary,50,False,4.716,"LINESTRING (-8.7404823 40.002592, -8.7405205 40.0025613)",roundabout,,
85280431,False,2,EN 342,secondary,50,True,152.989,"LINESTRING (-8.7403316 40.0028966, -8.7403997 40.0031532, -8.7405818 40.0038391, -8.7406012 40.0039359, -8.7406111 40.0040124, -8.7406154 40.0040887, -8.7406121 40.0041692, -8.7405967 40.0042507)",,Rua da Sociedade Filarmónica,
143485770,True,1,EN 342,secondary,50,False,37.26199999999999,"LINESTRING (-8.7403316 40.0028966, -8.7403416 40.0027853, -8.740376 40.0027069, -8.7404324 40.002645, -8.7404823 40.002592)",,Rua da Sociedade Filarmónica,
899068521,True,2,EN 237;EN 342,secondary,50,False,8.115,"LINESTRING (-8.740504 40.0024038, -8.7404668 40.002381, -8.7404226 40.0023674)",roundabout,,
815753140,True,1,EN 342,secondary,,False,40.962,"LINESTRING (-8.7402298 40.0025376, -8.7402412 40.0026195, -8.7402583 40.0026999, -8.7403316 40.0028966)",,Rua da Sociedade Filarmónica,
815753142,True,2,EN 237;ER 342,secondary,50,False,25.696,"LINESTRING (-8.7402298 40.0025376, -8.7402554 40.0025708, -8.7402928 40.0025965, -8.7403386 40.0026124, -8.7403885 40.0026171, -8.7404379 40.0026101, -8.7404823 40.002592)",roundabout,,
85280431,False,2,EN 342,secondary,50,False,95.471,"LINESTRING (-8.739958 40.0049166, -8.7399985 40.0049002, -8.7400351 40.0048837, -8.7401006 40.0048504, -8.740166 40.0048107, -8.7402628 40.0047465, -8.7403398 40.0046864, -8.7403977 40.004631, -8.7404556 40.0045668, -8.7404973 40.0045009, -8.7405268 40.0044488, -8.7405563 40.0043851, -8.7405765 40.0043222, -8.7405967 40.0042507)",,Rua da Sociedade Filarmónica,
815754452,True,,EN 342,secondary,,False,16.362,"LINESTRING (-8.739958 40.0049166, -8.739929 40.0048973, -8.7398934 40.0048863, -8.739855 40.0048849, -8.7398182 40.0048933, -8.7397869 40.0049104)",roundabout,,
729890799,False,2,EN 342,secondary,50,True,390.357,"LINESTRING (-8.7397537 40.0049808, -8.7396899 40.0049937, -8.7395949 40.00501, -8.7395305 40.0050232, -8.7379355 40.0054119, -8.7376419 40.0054804, -8.7372962 40.0055615, -8.7370974 40.0056085, -8.7365415 40.00574, -8.7363672 40.0057812, -8.7353766 40.0060202)",,Rua da Sociedade Filarmónica,
815754452,True,,EN 342,secondary,,False,12.286999999999999,"LINESTRING (-8.7397537 40.0049808, -8.7397635 40.0050092, -8.7397849 40.0050337, -8.7398019 40.005045, -8.7398214 40.0050535, -8.7398427 40.005059)",roundabout,,
85280399,True,1,EN 237;EN 342,secondary,50,False,68.431,"LINESTRING (-8.7404226 40.0023674, -8.7403244 40.0022966, -8.7402644 40.002254, -8.7402309 40.0022253, -8.740191 40.0021702, -8.7401595 40.0020959, -8.7401452 40.002042, -8.7401365 40.0019689, -8.7401466 40.0018652, -8.7401568 40.0018286)",,Rua da Sociedade Filarmónica,
85280407,True,2,EN 237;ER 342,secondary,50,False,26.476,"LINESTRING (-8.7404226 40.0023674, -8.740371 40.0023641, -8.7403206 40.0023732, -8.7402763 40.0023938, -8.7402425 40.0024239, -8.7402226 40.0024606, -8.7402184 40.0025001)",roundabout,,
143485775,False,2,,residential,50,False,106.638,"LINESTRING (-8.7399789 40.0049996, -8.7401341 40.0049689, -8.7405216 40.0048425, -8.7411364 40.0046375)",,,
815754452,True,,EN 342,secondary,,False,9.753,"LINESTRING (-8.7399789 40.0049996, -8.7399843 40.0049706, -8.739977 40.0049419, -8.739958 40.0049166)",roundabout,,
142499388,True,1,EN 342,primary,50,False,28.541,"LINESTRING (-8.7403459 40.0015619, -8.7401471 40.0016045, -8.7400915 40.0016207, -8.7400304 40.0016455)",,,
143485774,True,1,EN 237,secondary,50,False,40.324000000000005,"LINESTRING (-8.7399345 40.0016776, -8.739715 40.0017374, -8.7396208 40.0017687, -8.7394997 40.001819)",,Rua dos Bombeiros Voluntários,
815753137,True,2,EN 237;EN 342,secondary,50,False,17.61,"LINESTRING (-8.7399345 40.0016776, -8.7399042 40.0017097, -8.7398901 40.0017478, -8.7398939 40.0017873, -8.739915 40.0018234)",roundabout,,
142499382,True,2,EN 237;ER 342,secondary,50,False,17.153,"LINESTRING (-8.740182 40.0017292, -8.7401662 40.0017009, -8.740141 40.0016768, -8.7401084 40.0016587, -8.7400706 40.001648, -8.7400304 40.0016455)",roundabout,,
142499384,True,1,EN 342,primary,,False,23.379,"LINESTRING (-8.740182 40.0017292, -8.7402057 40.0016934, -8.7402391 40.001655, -8.7402726 40.0016238, -8.7403459 40.0015619)",,,
815753138,True,2,EN 237;EN 342,secondary,50,False,11.619,"LINESTRING (-8.7401568 40.0018286, -8.7401785 40.001798, -8.7401872 40.0017638, -8.740182 40.0017292)",roundabout,,
142499386,True,1,EN 237;EN 342,secondary,50,False,74.885,"LINESTRING (-8.7399662 40.0018593, -8.7399955 40.0019036, -8.7400406 40.0019617, -8.7400674 40.0020139, -8.7400985 40.0021045, -8.7401811 40.0024067, -8.7402184 40.0025001)",,Rua da Sociedade Filarmónica,
815753139,True,2,EN 237;ER 342,secondary,50,False,18.022,"LINESTRING (-8.7399662 40.0018593, -8.7400057 40.0018708, -8.7400479 40.0018733, -8.7400893 40.0018667, -8.7401266 40.0018514, -8.7401568 40.0018286)",roundabout,,
815754452,True,,EN 342,secondary,,False,8.562000000000001,"LINESTRING (-8.7397869 40.0049104, -8.739767 40.004931, -8.7397556 40.0049551, -8.7397537 40.0049808)",roundabout,,
143485771,False,2,EN 237,secondary,50,True,271.902,"LINESTRING (-8.740801 40.0025534, -8.7413728 40.0028281, -8.741766 40.0030122, -8.7419218 40.003079, -8.7420703 40.0031369, -8.7426632 40.0033532, -8.7436155 40.0037002)",,,
143485773,True,1,EN 237,secondary,50,False,30.369,"LINESTRING (-8.740801 40.0025534, -8.7406943 40.0024894, -8.740569 40.002428, -8.740504 40.0024038)",,,
143485771,False,2,EN 237,secondary,50,False,271.902,"LINESTRING (-8.7436155 40.0037002, -8.7426632 40.0033532, -8.7420703 40.0031369, -8.7419218 40.003079, -8.741766 40.0030122, -8.7413728 40.0028281, -8.740801 40.0025534)",,,
143485775,False,2,,residential,50,True,139.739,"LINESTRING (-8.7436155 40.0037002, -8.7434844 40.0037853, -8.7431003 40.0039453, -8.7425905 40.0041553, -8.7422055 40.0043377)",,,
816051705,False,2,EN 237,secondary,70,True,39.328,"LINESTRING (-8.7436155 40.0037002, -8.7439379 40.0038188, -8.7440305 40.0038552)",,,
143485775,False,2,,residential,50,False,70.174,"LINESTRING (-8.7411364 40.0046375, -8.7415672 40.0045204, -8.7419197 40.0044428)",,,
143485775,False,2,,residential,50,True,106.638,"LINESTRING (-8.7411364 40.0046375, -8.7405216 40.0048425, -8.7401341 40.0049689, -8.7399789 40.0049996)",,,
547785182,False,,,residential,,True,63.974000000000004,"LINESTRING (-8.7411364 40.0046375, -8.7409686 40.004473, -8.7407421 40.0043008, -8.7405967 40.0042507)",,,
729890789,True,1,,residential,50,False,11.072,"LINESTRING (-8.7370535 40.002209, -8.737059 40.0021856, -8.7370635 40.0021525, -8.7370713 40.0021104)",,,
899068516,True,2,EN 237,secondary,50,False,9.266,"LINESTRING (-8.7370535 40.002209, -8.7370297 40.0021941, -8.7370024 40.0021834, -8.7369728 40.0021772, -8.7369562 40.0021758)",roundabout,Rua dos Bombeiros Voluntários,
149161261,True,2,EN 237,secondary,50,False,10.85,"LINESTRING (-8.7368241 40.0022284, -8.7368069 40.0022581, -8.7368014 40.0022904, -8.7368081 40.0023225)",roundabout,Rua dos Bombeiros Voluntários,
149161255,True,1,EN 237,secondary,50,False,18.465,"LINESTRING (-8.737047 40.0023732, -8.7372622 40.0023532)",,Rua dos Bombeiros Voluntários,
