osmid,ref,highway,oneway,reversed,length,geometry,junction,name,bridge,maxspeed,access,lanes
25257339,EN 15;EN 101,primary,False,False,43.838,"LINESTRING (-8.0756318 41.270585, -8.0757208 41.2707677, -8.0757658 41.2709645)",,,,,,
25257339,EN 15;EN 101,primary,False,False,14.135,"LINESTRING (-8.0757658 41.2709645, -8.0757627 41.2710916)",,,,,,
25257339,EN 15;EN 101,primary,False,True,43.838,"LINESTRING (-8.0757658 41.2709645, -8.0757208 41.2707677, -8.0756318 41.270585)",,,,,,
76212045,,unclassified,False,False,41.3,"LINESTRING (-8.0757658 41.2709645, -8.0758811 41.2708069, -8.0759505 41.2707289, -8.0760411 41.2706588)",,,,,,
25257339,EN 15;EN 101,primary,False,False,122.10299999999998,"LINESTRING (-8.0780872 41.2711408, -8.0784039 41.2709745, -8.0787695 41.2708779, -8.0791869 41.2708434, -8.0794521 41.2708681)",,,,,,
25257339,EN 15;EN 101,primary,False,True,104.30799999999999,"LINESTRING (-8.0780872 41.2711408, -8.0778807 41.2713228, -8.0773821 41.2718612, -8.0773495 41.2718964)",,,,,,
184241856,,residential,True,False,147.77700000000002,"LINESTRING (-8.0780872 41.2711408, -8.0782369 41.2711481, -8.078304 41.271132, -8.0783898 41.2710997, -8.0784864 41.2710494, -8.0785695 41.2710212, -8.0787197 41.2709849, -8.0788672 41.2709567, -8.0789853 41.2709506, -8.0791487 41.2709665, -8.0794465 41.271041, -8.0796585 41.2711158, -8.0797467 41.2711542)",,,,,,
877575054,EN 15;EN 101,primary,True,False,16.944,"LINESTRING (-8.0821624 41.274032, -8.0822068 41.2740504, -8.0822567 41.274057, -8.0823068 41.274051, -8.0823515 41.2740331)",roundabout,,,,,
889043164,EN 15;EN 101,primary,True,False,26.91,"LINESTRING (-8.0821624 41.274032, -8.082186 41.2740937, -8.0822796 41.274257)",,,,,,
76212045,,unclassified,False,False,137.658,"LINESTRING (-8.0764106 41.2703766, -8.0766957 41.2702784, -8.0775248 41.2701334, -8.0777136 41.2700364, -8.0778903 41.2699014, -8.0778901 41.2699002)",,,,,,
76212045,,unclassified,False,True,44.407,"LINESTRING (-8.0764106 41.2703766, -8.0763193 41.2704808, -8.0760411 41.2706588)",,,,,,
150016638,,unclassified,False,False,145.969,"LINESTRING (-8.0764106 41.2703766, -8.0760835 41.2703394, -8.0756938 41.2703743, -8.0754339 41.2704845, -8.0752707 41.2706738, -8.0751857 41.2709866)",,,,,,
119210473,,residential,False,False,235.27599999999998,"LINESTRING (-8.0779307 41.2699959, -8.0777562 41.2701396, -8.0776118 41.2702008, -8.0775359 41.2702193, -8.0767647 41.2704298, -8.0765394 41.270521, -8.0764426 41.2705697, -8.0763568 41.27063, -8.0762334 41.2707228, -8.0761529 41.2707873, -8.076084 41.2708591, -8.0760403 41.2709284, -8.0760081 41.2709768, -8.0760027 41.2710655, -8.0760084 41.2711137, -8.0760403 41.2711622, -8.0760886 41.2712106, -8.0761506 41.2712502)",,Rua Capitão Augusto Casimiro,,,,
169615335,,residential,True,False,69.486,"LINESTRING (-8.0779307 41.2699959, -8.078068 41.2699166, -8.0782075 41.2698238, -8.0782933 41.2697472, -8.0783255 41.2696747, -8.0783523 41.2696142, -8.0783521 41.269562, -8.0783365 41.2695009)",,Alameda Teixeira de Pascoaes,,,,
169615335,,residential,True,False,74.282,"LINESTRING (-8.0782226 41.2693333, -8.077947 41.2695695, -8.077902 41.269646, -8.0779565 41.2697432, -8.0779327 41.2697994, -8.0778901 41.2699002)",,Alameda Teixeira de Pascoaes,,,,
119210473,,residential,False,False,19.509,"LINESTRING (-8.0761506 41.2712502, -8.0763782 41.2712892)",,Rua Capitão Augusto Casimiro,,,,
169617800,,residential,True,False,20.897,"LINESTRING (-8.0761506 41.2712502, -8.0762119 41.2714324)",,Bairro Coronel Carvalho de Lima,,,,
119210473,,residential,False,True,235.276,"LINESTRING (-8.0761506 41.2712502, -8.0760886 41.2712106, -8.0760403 41.2711622, -8.0760084 41.2711137, -8.0760027 41.2710655, -8.0760081 41.2709768, -8.0760403 41.2709284, -8.076084 41.2708591, -8.0761529 41.2707873, -8.0762334 41.2707228, -8.0763568 41.27063, -8.0764426 41.2705697, -8.0765394 41.270521, -8.0767647 41.2704298, -8.0775359 41.2702193, -8.0776118 41.2702008, -8.0777562 41.2701396, -8.0779307 41.2699959)",,Rua Capitão Augusto Casimiro,,,,
76212045,,unclassified,False,False,44.407,"LINESTRING (-8.0760411 41.2706588, -8.0763193 41.2704808, -8.0764106 41.2703766)",,,,,,
76212045,,unclassified,False,True,41.3,"LINESTRING (-8.0760411 41.2706588, -8.0759505 41.2707289, -8.0758811 41.2708069, -8.0757658 41.2709645)",,,,,,
76212048,,unclassified,True,False,36.34,"LINESTRING (-8.0760411 41.2706588, -8.0759352 41.2706671, -8.0757737 41.2706481, -8.0756318 41.270585)",,,,,,
