osmid,ref,name,highway,oneway,reversed,length,geometry,junction,bridge,lanes,tunnel,maxspeed
38628978,EN 1,Rua Misericórdia de Águeda,primary,False,False,15.127,"LINESTRING (-8.4480379 40.5745839, -8.448071 40.5747176)",,,,,
344324814,EN 1,Rua Misericórdia de Águeda,primary,False,True,19.138,"LINESTRING (-8.4480379 40.5745839, -8.4480188 40.5744124)",,,,,
82608785,,Rua Comandante Pinho Freitas,residential,True,False,106.272,"LINESTRING (-8.4433407 40.5747052, -8.4427121 40.5746424, -8.4426925 40.5746398, -8.4423308 40.5745928, -8.4420934 40.5745936)",,,,,
42605912,,Rua Manuel Sousa Carneiro,residential,False,False,128.23700000000002,"LINESTRING (-8.439816 40.5740444, -8.4400282 40.5741228, -8.4407523 40.5746183, -8.4409628 40.5747888)",,,,,
87206148,,Rua Velha de São Pedro,residential,False,True,126.164,"LINESTRING (-8.439816 40.5740444, -8.4397772 40.5740859, -8.4397248 40.5740902, -8.4395497 40.574085, -8.4393394 40.574114, -8.4392894 40.5741432, -8.4392351 40.5741912, -8.4392101 40.5742412, -8.4391726 40.5743142, -8.4391246 40.5744185, -8.4390141 40.5745373, -8.438937 40.5746041, -8.4388577 40.574652, -8.4387606 40.5746911)",,,,,
82471237,,Praceta do Cemitério de São Pedro,residential,False,False,123.86599999999999,"LINESTRING (-8.4420869 40.5792067, -8.4416128 40.578989, -8.4415967 40.5789466, -8.4416645 40.5788669, -8.4417409 40.5788587, -8.4420807 40.5790266, -8.4421024 40.5790754, -8.4420724 40.5791387, -8.4420869 40.5792067)",,,,,
82471237,,Praceta do Cemitério de São Pedro,residential,False,True,123.86599999999999,"LINESTRING (-8.4420869 40.5792067, -8.4420724 40.5791387, -8.4421024 40.5790754, -8.4420807 40.5790266, -8.4417409 40.5788587, -8.4416645 40.5788669, -8.4415967 40.5789466, -8.4416128 40.578989, -8.4420869 40.5792067)",,,,,
82471237,,Praceta do Cemitério de São Pedro,residential,False,True,48.242000000000004,"LINESTRING (-8.4420869 40.5792067, -8.4422006 40.5792589, -8.4423084 40.5792666, -8.4424176 40.579232, -8.4425589 40.5791122)",,,,,
82608758,,,residential,True,False,22.712,"LINESTRING (-8.4470421 40.5778009, -8.4470306 40.5778249, -8.44703 40.5778504, -8.4470403 40.5778747, -8.4470604 40.5778952, -8.4470881 40.5779096, -8.4471205 40.5779165, -8.4471541 40.577915, -8.4471852 40.5779054)",roundabout,,,,
86956100,,Rua Armindo santos,residential,False,False,57.074,"LINESTRING (-8.4471891 40.5789355, -8.44703 40.5788849, -8.4467941 40.5787983, -8.4465956 40.5786941)",,,,,
90672071,,Rua Joaquim Valente Almeida,residential,False,False,122.15599999999999,"LINESTRING (-8.4471891 40.5789355, -8.4471113 40.5791415, -8.4470313 40.5793678, -8.4470201 40.5795282, -8.4470201 40.5796936, -8.4470513 40.5798659, -8.4471157 40.5800077)",,,,,
90672071,,Rua Joaquim Valente Almeida,residential,False,True,70.819,"LINESTRING (-8.4471891 40.5789355, -8.447427 40.5784982, -8.4474514 40.5783648, -8.4474475 40.5783359)",,,,,
82608767,,Rua 15 de Agosto,tertiary,False,False,106.56700000000001,"LINESTRING (-8.4482049 40.576316, -8.4479863 40.5762996, -8.4476718 40.5762786, -8.4472308 40.576261, -8.446946 40.5762598)",,,,,
"[82627704, 82627738]",,"['Largo da Estação', 'Avenida Doutor Joaquim de Mello']",residential,False,False,168.756,"LINESTRING (-8.4482049 40.576316, -8.4482197 40.5765362, -8.4482577 40.5772412, -8.4477012 40.5772364, -8.4475652 40.5771028)",,,,,
392614375,,Rua 15 de Agosto,primary,True,False,71.304,"LINESTRING (-8.4482049 40.576316, -8.4484505 40.576328, -8.4486721 40.5763181, -8.4487968 40.5763001, -8.4490383 40.5762533)",,,,,
82608758,,,residential,True,False,9.950000000000001,"LINESTRING (-8.4472333 40.57783, -8.4472257 40.5778084, -8.4472104 40.5777893, -8.4471885 40.5777743, -8.4471619 40.5777647)",roundabout,,,,
82608756,,Rua José Gustavo Pimenta,residential,False,True,7.367,"LINESTRING (-8.4470282 40.577444, -8.447018 40.5773782)",,,,,
"[95421620, 377720085, 95421622]",,Rua José Gustavo Pimenta,residential,True,False,40.335,"LINESTRING (-8.4470282 40.577444, -8.4469976 40.5775281, -8.4470364 40.5776939, -8.4470421 40.5778009)",,yes,1,,
90672071,,Rua Joaquim Valente Almeida,residential,False,False,70.819,"LINESTRING (-8.4474475 40.5783359, -8.4474514 40.5783648, -8.447427 40.5784982, -8.4471891 40.5789355)",,,,,
90672071,,Rua Joaquim Valente Almeida,residential,False,True,53.597,"LINESTRING (-8.4474475 40.5783359, -8.4474336 40.5782348, -8.4473269 40.5780693, -8.4471852 40.5779054)",,,,,
82608766,,Rua 12 de Dezembro,residential,False,True,108.684,"LINESTRING (-8.4477887 40.5821125, -8.4472371 40.5821085, -8.4465621 40.5821006, -8.446502 40.5820973)",,,,,
86956094,,Rua 27 de Janeiro,residential,False,False,151.964,"LINESTRING (-8.4477887 40.5821125, -8.4477971 40.5819043, -8.4477644 40.5817606, -8.4476309 40.5815787, -8.4468829 40.5810094)",,,,,
87411910,,Rua 27 de Janeiro,residential,False,False,155.74099999999999,"LINESTRING (-8.4477887 40.5821125, -8.447783 40.5824319, -8.4477782 40.5826843, -8.4478147 40.582753, -8.4478684 40.5828023, -8.4479983 40.5828399, -8.4487687 40.5828412)",,,,,
87411910,,Rua 27 de Janeiro,residential,False,True,155.74099999999999,"LINESTRING (-8.4487687 40.5828412, -8.4479983 40.5828399, -8.4478684 40.5828023, -8.4478147 40.582753, -8.4477782 40.5826843, -8.447783 40.5824319, -8.4477887 40.5821125)",,,,,
90672071,,Rua Joaquim Valente Almeida,residential,False,True,223.14800000000002,"LINESTRING (-8.4487687 40.5828412, -8.4487934 40.5818038, -8.4487475 40.5816607, -8.4486564 40.5815374, -8.4485519 40.5814074, -8.4480991 40.5810064)",,,,,
82608766,,Rua 12 de Dezembro,residential,False,False,47.25,"LINESTRING (-8.445967 40.5821663, -8.4461271 40.5820965, -8.446502 40.5820973)",,,,,
"[395812064, 86637817]",,Avenida Calouste Gulbenkian,residential,False,False,172.966,"LINESTRING (-8.445967 40.5821663, -8.4458969 40.5820762, -8.4457572 40.581926, -8.445285 40.5814033, -8.4448931 40.5809631, -8.4448204 40.5808777)",,,,,
82608758,,,residential,True,False,11.722,"LINESTRING (-8.4471619 40.5777647, -8.4471275 40.5777612, -8.4470935 40.5777667, -8.447064 40.5777804, -8.4470421 40.5778009)",roundabout,,,,
"[95421624, 90672057, 95421616]",,Rua José Gustavo Pimenta,residential,True,False,37.549,"LINESTRING (-8.4471619 40.5777647, -8.44712 40.5776893, -8.4470715 40.5775241, -8.4470282 40.577444)",,yes,1,,
38628978,EN 1,Rua Misericórdia de Águeda,primary,False,True,15.127,"LINESTRING (-8.448071 40.5747176, -8.4480379 40.5745839)",,,,,
"[82608761, 528568850]",,Avenida Doutor Joaquim de Mello,primary,True,False,62.010999999999996,"LINESTRING (-8.448071 40.5747176, -8.4481131 40.5750533, -8.4481271 40.5752735)",,,,,
90672071,,Rua Joaquim Valente Almeida,residential,False,False,223.148,"LINESTRING (-8.4480991 40.5810064, -8.4485519 40.5814074, -8.4486564 40.5815374, -8.4487475 40.5816607, -8.4487934 40.5818038, -8.4487687 40.5828412)",,,,,
90672071,,Rua Joaquim Valente Almeida,residential,False,True,139.06699999999998,"LINESTRING (-8.4480991 40.5810064, -8.4476782 40.5806155, -8.4473892 40.5803488, -8.4472802 40.5802356, -8.4471669 40.5800871, -8.4471157 40.5800077)",,,,,
110705875,,Rua Doutor Manuel Alegre,tertiary,False,False,122.757,"LINESTRING (-8.4467984 40.5762852, -8.4466861 40.5762758, -8.4461618 40.5763434, -8.4456444 40.5763724, -8.4453545 40.5763719)",,,,,
344296291,,,tertiary,True,False,13.501000000000001,"LINESTRING (-8.4467984 40.5762852, -8.4467993 40.5763095, -8.4468124 40.5763316, -8.4468356 40.5763484, -8.4468654 40.576357, -8.4468974 40.5763563)",roundabout,,1,,
82608758,,,residential,True,False,9.803,"LINESTRING (-8.4471852 40.5779054, -8.4472075 40.5778913, -8.4472237 40.577873, -8.4472326 40.577852, -8.4472333 40.57783)",roundabout,,,,
90672071,,Rua Joaquim Valente Almeida,residential,False,False,53.596999999999994,"LINESTRING (-8.4471852 40.5779054, -8.4473269 40.5780693, -8.4474336 40.5782348, -8.4474475 40.5783359)",,,,,
82608756,,Rua José Gustavo Pimenta,residential,False,False,14.452,"LINESTRING (-8.4470007 40.5772489, -8.447018 40.5773782)",,,,,
"[82667645, 240879566, 240879567]",,Rua Engenheiro José Bastos Xavier,residential,False,True,127.66,"LINESTRING (-8.4470007 40.5772489, -8.4468537 40.5772652, -8.4461374 40.5773393, -8.4457401 40.5773819, -8.4455693 40.5774025, -8.4455042 40.5774103)",,,,building_passage,
"[377720083, 82627405]",,Rua José Gustavo Pimenta,residential,False,False,100.52700000000002,"LINESTRING (-8.4470007 40.5772489, -8.4469821 40.5771466, -8.4469128 40.5767522, -8.446904 40.576707, -8.4468611 40.5764378, -8.4468974 40.5763563)",,,,,
82629434,EN 1,Rua Misericórdia de Águeda,primary,True,False,120.678,"LINESTRING (-8.4490383 40.5762533, -8.4489617 40.5761445, -8.4489058 40.5760627, -8.4488129 40.5759268, -8.4486433 40.5756789, -8.4483959 40.5752841)",,,,,
82608776,,Rua Doutor Adolfo de Almeida Ribeiro,residential,False,False,53.803000000000004,"LINESTRING (-8.4456735 40.5748222, -8.4457601 40.5750441, -8.4458014 40.5752232, -8.4458135 40.5752932)",,,,,
82608776,,Rua Doutor Adolfo de Almeida Ribeiro,residential,False,True,50.551,"LINESTRING (-8.4456735 40.5748222, -8.4456609 40.5747791, -8.4456342 40.5746874, -8.445557 40.5744918, -8.4455115 40.5743849)",,,,,
82608786,,Rua Jaime Correia de Sousa,residential,True,False,62.119,"LINESTRING (-8.4456735 40.5748222, -8.4449979 40.5748724, -8.4449415 40.5748766)",,,,,
82627684,,Praceta das Chãs,residential,False,True,110.225,"LINESTRING (-8.443555 40.576268, -8.4435648 40.5758058, -8.4428703 40.5757658)",,,,,
186322048,,Rua Doutor Manuel Alegre,residential,False,True,72.007,"LINESTRING (-8.443555 40.576268, -8.4442143 40.5763188, -8.4444008 40.576346)",,,,,
82608771,,Rua Doutor José Maria Rodrigues de Almeida,residential,True,False,78.797,"LINESTRING (-8.4435497 40.5754472, -8.4435589 40.5753714, -8.4435923 40.5750951, -8.4436059 40.5748003, -8.4436017 40.5747403)",,,,,
"[82608777, 430599222]",,"['Avenida Doutor Eugénio Ribeiro', 'Praça DR António Breda']",residential,True,False,172.25,"LINESTRING (-8.4435497 40.5754472, -8.443374 40.5754544, -8.4432169 40.5754608, -8.4429173 40.5754684, -8.4427114 40.5754572, -8.4418584 40.5753381, -8.4417526 40.5753319, -8.4416202 40.5753354, -8.441531 40.5753582)",,,,,
82608776,,Rua Doutor Adolfo de Almeida Ribeiro,residential,False,True,53.803,"LINESTRING (-8.4458135 40.5752932, -8.4458014 40.5752232, -8.4457601 40.5750441, -8.4456735 40.5748222)",,,,,
