osmid,name,highway,oneway,reversed,length,geometry,junction,maxspeed,lanes,width
225342134,Rua da Igreja,residential,False,False,63.418,"LINESTRING (-8.7632825 41.4797006, -8.7631955 41.4796586, -8.7627976 41.4792662)",,,,
438482329,Avenida do Mar,secondary,True,False,14.487,"LINESTRING (-8.7632825 41.4797006, -8.76326 41.4797285, -8.7632491 41.47976, -8.7632506 41.4797925, -8.7632646 41.4798234)",,,,
176992917,,primary,True,False,18.774,"LINESTRING (-8.759244 41.4851538, -8.7592974 41.485228, -8.759385 41.4852813)",roundabout,,,
176992917,,primary,True,False,28.102,"LINESTRING (-8.7593356 41.4849239, -8.7592644 41.4849897, -8.7592325 41.48507, -8.759244 41.4851538)",roundabout,,,
42858293,Rua da Forca,residential,True,False,17.265,"LINESTRING (-8.7595114 41.4854356, -8.7596043 41.4852968)",,,,
176992917,,primary,True,False,18.776,"LINESTRING (-8.7596043 41.4852968, -8.7597036 41.4852567, -8.7597747 41.4851913)",roundabout,,,
225344923,Rua da Fábrica,residential,False,False,92.30300000000001,"LINESTRING (-8.7641835 41.4865085, -8.7642269 41.4864347, -8.7642453 41.4863499, -8.7642559 41.4863025, -8.7642599 41.4862456, -8.7642638 41.486121, -8.7642637 41.4860122, -8.7642901 41.485899, -8.7643217 41.4857973, -8.7643464 41.4856932)",,,,
225344924,Rua da Fábrica,residential,False,True,133.281,"LINESTRING (-8.7641835 41.4865085, -8.7638159 41.4865306, -8.7636767 41.4865128, -8.7635694 41.4864485, -8.7634174 41.4862088, -8.762819 41.4862087)",,,,
225344923,Rua da Fábrica,residential,False,True,92.303,"LINESTRING (-8.7643464 41.4856932, -8.7643217 41.4857973, -8.7642901 41.485899, -8.7642637 41.4860122, -8.7642638 41.486121, -8.7642599 41.4862456, -8.7642559 41.4863025, -8.7642453 41.4863499, -8.7642269 41.4864347, -8.7641835 41.4865085)",,,,
411058460,Rua da Agra,tertiary,False,False,116.211,"LINESTRING (-8.7643464 41.4856932, -8.7643586 41.4856, -8.7643692 41.4853849, -8.7643771 41.4852467, -8.764385 41.4849468, -8.7643892 41.4846984, -8.7643877 41.4846489)",,,,
411058465,Rua da Agra,tertiary,False,True,41.282,"LINESTRING (-8.7643464 41.4856932, -8.7645566 41.4858132, -8.7647074 41.4859446)",,,,
68744796,Avenida da Praia,secondary,False,False,248.671,"LINESTRING (-8.7643877 41.4846489, -8.7652001 41.4850018, -8.7659834 41.4852911, -8.7663267 41.4853474, -8.7670133 41.4853393, -8.7671478 41.4853334)",,50,,
68744796,Avenida da Praia,secondary,False,True,126.254,"LINESTRING (-8.7643877 41.4846489, -8.7642954 41.4846184, -8.764016 41.4845646, -8.7638116 41.4845604, -8.7628903 41.4845375)",,50,,
68745911,Rua da Igreja,tertiary,False,False,30.23,"LINESTRING (-8.7643877 41.4846489, -8.7644139 41.4845836, -8.7644708 41.4844821, -8.7645201 41.4843961)",,50,,
411058460,Rua da Agra,tertiary,False,True,116.211,"LINESTRING (-8.7643877 41.4846489, -8.7643892 41.4846984, -8.764385 41.4849468, -8.7643771 41.4852467, -8.7643692 41.4853849, -8.7643586 41.4856, -8.7643464 41.4856932)",,,,
176992826,Avenida da Praia,primary,True,False,33.033,"LINESTRING (-8.7600869 41.4850945, -8.7598971 41.4850357, -8.7597418 41.4849522)",,,1,
1203082253,Avenida da Praia,secondary,False,False,65.351,"LINESTRING (-8.7600869 41.4850945, -8.7601452 41.4850976, -8.7603598 41.485109, -8.7606148 41.4850728, -8.7606486 41.485063, -8.7608493 41.4850049)",,50,,
68745911,Rua da Igreja,tertiary,False,False,145.97599999999997,"LINESTRING (-8.7649072 41.4829684, -8.7648776 41.4828687, -8.7648354 41.4827029, -8.7647854 41.4825785, -8.7647317 41.4824905, -8.7646879 41.4823989, -8.7646431 41.4823338, -8.7645694 41.482249, -8.7645 41.48215, -8.7644534 41.4820753, -8.7644376 41.4819884, -8.7643936 41.4818452, -8.7643656 41.4817326)",,50,,
68745911,Rua da Igreja,tertiary,False,True,163.498,"LINESTRING (-8.7649072 41.4829684, -8.7649091 41.4830695, -8.7648275 41.4835594, -8.7648196 41.4836837, -8.7647959 41.4838219, -8.764767 41.4839139, -8.7647422 41.4839764, -8.764709 41.4840646, -8.7645201 41.4843961)",,50,,
176992900,Rua da Igreja,secondary,True,False,22.96,"LINESTRING (-8.7595064 41.4846843, -8.7594348 41.4848837)",,,,
"[225342138, 1072011014]",Avenida do Mar,secondary,False,True,695.188,"LINESTRING (-8.7595064 41.4846843, -8.7594537 41.4835506, -8.7594348 41.4831433, -8.7594297 41.4829772, -8.7594594 41.48273, -8.759514 41.4824868, -8.7595973 41.4822538, -8.7597769 41.4818824, -8.7600321 41.481521, -8.7601963 41.481346, -8.7603917 41.4811699, -8.7606349 41.4809682, -8.7609717 41.4807455, -8.7613089 41.4805761, -8.7616908 41.4804201, -8.7629926 41.4799511, -8.7632646 41.4798234)",,50,2,
1071944756,Rua de São Miguel,tertiary,True,False,15.265,"LINESTRING (-8.769117 41.483646, -8.7689366 41.4836219)",,,,
108154836,Rua da Ponte Nova,residential,False,False,49.287,"LINESTRING (-8.769117 41.483646, -8.7691063 41.4835183, -8.7689614 41.4832469, -8.768943 41.4832285)",,,,
225288656,Rua da Casa do Povo,tertiary,False,False,65.386,"LINESTRING (-8.7695089 41.4841764, -8.7692425 41.4840013, -8.7690326 41.4837197)",,,,
225288656,Rua da Casa do Povo,tertiary,False,True,130.668,"LINESTRING (-8.7695089 41.4841764, -8.7695987 41.4842355, -8.7702337 41.4852113)",,,,
1071944755,Beco da Casa do Povo,residential,False,False,93.86200000000001,"LINESTRING (-8.7695089 41.4841764, -8.7692388 41.4843202, -8.7688331 41.4844435, -8.768671 41.4842047)",,,,
108154831,Rua da Lagoa,residential,False,False,14.539,"LINESTRING (-8.7705607 41.4856854, -8.7704769 41.4855707)",,,,
108154831,Rua da Lagoa,residential,False,True,17.284,"LINESTRING (-8.7705607 41.4856854, -8.7706607 41.4858216)",,,,
108154812,Rua do Padrão,residential,False,False,17.169,"LINESTRING (-8.7694481 41.4853862, -8.7694498 41.4852318)",,,,
225288653,Rua do Padrão,tertiary,False,True,88.119,"LINESTRING (-8.7694481 41.4853862, -8.7704769 41.4855707)",,,,
108154849,Rua do Padrão,tertiary,False,False,191.255,"LINESTRING (-8.7694481 41.4853862, -8.7693021 41.4853971, -8.7688043 41.4854908, -8.7675635 41.4857764, -8.767333 41.4858175, -8.767232 41.4858159)",,,,
225344919,Rua do Pinhal,residential,False,True,126.87100000000001,"LINESTRING (-8.7655562 41.4786883, -8.7655678 41.4787359, -8.7655704 41.4788149, -8.7655579 41.4788776, -8.7655072 41.4789826, -8.7654387 41.4790754, -8.7653992 41.4791307, -8.7652964 41.4792866, -8.7652478 41.4793732, -8.7651695 41.4795171, -8.7651422 41.4795848, -8.7651199 41.4796754, -8.7651057 41.4797584)",,,,
438482327,Rua do Pinhal,residential,True,False,23.086000000000002,"LINESTRING (-8.7655562 41.4786883, -8.7655995 41.4786723, -8.7656334 41.4786466, -8.7656544 41.478614, -8.7656601 41.4785781, -8.7656499 41.4785427, -8.7656331 41.4785191)",,,,
108154836,Rua da Ponte Nova,residential,False,False,35.128,"LINESTRING (-8.7672885 41.4821038, -8.7669969 41.4818756)",,,,
108154836,Rua da Ponte Nova,residential,False,True,187.273,"LINESTRING (-8.7672885 41.4821038, -8.7679164 41.4825742, -8.7681732 41.4827453, -8.7684433 41.4828588, -8.7686743 41.4829887, -8.768943 41.4832285)",,,,
225339335,Rua Padre Emílio,residential,False,False,122.967,"LINESTRING (-8.7672885 41.4821038, -8.7677513 41.4819635, -8.7679916 41.4818169, -8.7683545 41.4815955, -8.7684683 41.4815772, -8.7685506 41.4815821)",,,,
68744796,Avenida da Praia,secondary,False,True,65.338,"LINESTRING (-8.7702337 41.4852113, -8.7694498 41.4852318)",,50,,
225288654,Rua da Lagoa,tertiary,False,True,44.805,"LINESTRING (-8.7702337 41.4852113, -8.7704769 41.4855707)",,,2,
225288656,Rua da Casa do Povo,tertiary,False,False,130.668,"LINESTRING (-8.7702337 41.4852113, -8.7695987 41.4842355, -8.7695089 41.4841764)",,,,
225342134,Rua da Igreja,residential,False,True,63.418,"LINESTRING (-8.7627976 41.4792662, -8.7631955 41.4796586, -8.7632825 41.4797006)",,,,
68744796,Avenida da Praia,secondary,False,False,65.338,"LINESTRING (-8.7694498 41.4852318, -8.7702337 41.4852113)",,50,,
68744796,Avenida da Praia,secondary,False,True,186.53,"LINESTRING (-8.7694498 41.4852318, -8.7672144 41.4853305)",,50,,
108154812,Rua do Padrão,residential,False,True,17.169,"LINESTRING (-8.7694498 41.4852318, -8.7694481 41.4853862)",,,,
1071944758,Rua da Casa do Povo,tertiary,True,False,13.499,"LINESTRING (-8.7689366 41.4836219, -8.7690326 41.4837197)",,,,
108154832,Rua de São Miguel,tertiary,True,False,162.05700000000002,"LINESTRING (-8.7689366 41.4836219, -8.7677866 41.4834358, -8.7670365 41.4833092)",,,,
108154832,Rua de São Miguel,tertiary,True,False,181.48,"LINESTRING (-8.7670365 41.4833092, -8.7659771 41.4831544, -8.7656778 41.4830913, -8.7649977 41.4829765, -8.7649072 41.4829684)",,,,
225342129,Travessa de São Miguel,residential,False,False,138.059,"LINESTRING (-8.7670365 41.4833092, -8.7669763 41.4830878, -8.7667579 41.4827194, -8.766335 41.4823338, -8.7662371 41.4822472)",,,,
1071944757,Rua da Casa do Povo,tertiary,True,False,10.798,"LINESTRING (-8.7690326 41.4837197, -8.769117 41.483646)",,,,
225288656,Rua da Casa do Povo,tertiary,False,True,65.386,"LINESTRING (-8.7690326 41.4837197, -8.7692425 41.4840013, -8.7695089 41.4841764)",,,,
108154836,Rua da Ponte Nova,residential,False,False,218.11200000000002,"LINESTRING (-8.7667615 41.4813933, -8.7664321 41.4809922, -8.7651695 41.4798402)",,,,
108154836,Rua da Ponte Nova,residential,False,True,57.903999999999996,"LINESTRING (-8.7667615 41.4813933, -8.766921 41.481595, -8.7669969 41.4818756)",,,,
724197137,Beco da Rua da Ponte Nova B,residential,False,False,108.514,"LINESTRING (-8.7667615 41.4813933, -8.766814 41.4813392, -8.7668083 41.4804302)",,,,
724197138,Rua do Campinho,residential,False,False,121.635,"LINESTRING (-8.7667615 41.4813933, -8.7668803 41.4813457, -8.7676298 41.481087, -8.7678412 41.4810056, -8.7680623 41.4808996)",,,,
108154836,Rua da Ponte Nova,residential,False,True,10.535,"LINESTRING (-8.7651057 41.4797584, -8.7651695 41.4798402)",,,,
225342133,Rua do Pinhal,residential,False,False,137.344,"LINESTRING (-8.7651057 41.4797584, -8.7650831 41.4798155, -8.7650172 41.4799142, -8.7647011 41.4802398, -8.7645578 41.4803899, -8.7644271 41.480524, -8.7643323 41.4806247, -8.7642269 41.4807056, -8.7641658 41.480766)",,,,
