osmid,oneway,highway,reversed,length,geometry,ref,name,maxspeed,lanes,access,bridge,junction
41890139,True,residential,False,175.496,"LINESTRING (-8.7404951 41.3531938, -8.7404998 41.3532842, -8.7404837 41.3533496, -8.7404917 41.353394, -8.740621 41.3537419, -8.7407558 41.3540973, -8.7409612 41.354658, -8.7409706 41.3546959, -8.7409673 41.3547215)",,,,,,,
436845568,False,primary,True,147.63400000000001,"LINESTRING (-8.7404951 41.3531938, -8.7403948 41.3531059, -8.7403086 41.3529904, -8.7401044 41.3525901, -8.7398656 41.3521067, -8.7398028 41.3519798)",EN 13,Avenida José Régio,,,,,
436845570,True,primary,False,40.541000000000004,"LINESTRING (-8.7404951 41.3531938, -8.7406376 41.3533142, -8.7407874 41.353383, -8.7408591 41.3534304)",EN 13,Rua 5 de Outubro,,,,,
436845567,True,tertiary,False,9.074,"LINESTRING (-8.7409378 41.3533741, -8.7408591 41.3534304)",,Avenida Doutor João Canavarro;Rua 25 de Abril,50,,,,
842465002,False,residential,False,23.944,"LINESTRING (-8.7409378 41.3533741, -8.7408682 41.3531652)",,Rua 5 de Outubro,,,,,
436845569,True,primary,False,24.990000000000002,"LINESTRING (-8.7409378 41.3533741, -8.7408464 41.3533225, -8.7406813 41.3532598)",EN 13,Rua 5 de Outubro,,,,,
24808990,False,primary,False,58.641999999999996,"LINESTRING (-8.7417968 41.3560237, -8.7418235 41.3561041, -8.7419545 41.3565376)",EN 13,Rua 5 de Outubro,,2,,,
24808990,False,primary,True,93.952,"LINESTRING (-8.7417968 41.3560237, -8.7417578 41.3559008, -8.7416147 41.3554234, -8.741539 41.3552013)",EN 13,Rua 5 de Outubro,,2,,,
75688323,False,tertiary,True,42.481,"LINESTRING (-8.7417968 41.3560237, -8.7419152 41.3560057, -8.7421701 41.355967, -8.7422952 41.3559463)",,Rua Conde Dom Mendo,,,,,
24808990,False,primary,False,11.36,"LINESTRING (-8.7422396 41.3573118, -8.7422985 41.3574039)",EN 13,Rua 5 de Outubro,,2,,,
24808990,False,primary,True,11.667,"LINESTRING (-8.7422396 41.3573118, -8.7421835 41.3572157)",EN 13,Rua 5 de Outubro,,2,,,
41890145,False,residential,False,10.822,"LINESTRING (-8.7468309 41.3554426, -8.7469491 41.3554026)",,Rua Doutor António José de Sousa Pereira,,,,,
135430713,False,residential,False,65.239,"LINESTRING (-8.7468309 41.3554426, -8.7462042 41.3556518, -8.7461167 41.355681)",,Rua Doutor António José de Sousa Pereira,,,,,
"[135430712, 404802363]",False,residential,True,32.754000000000005,"LINESTRING (-8.7468309 41.3554426, -8.7468676 41.355507, -8.7468853 41.3555553, -8.7469206 41.3556719, -8.7469309 41.3557262)",,Rua Doutor António José de Sousa Pereira,,,,,
1029069432,False,tertiary,False,72.084,"LINESTRING (-8.7439843 41.3556961, -8.7431345 41.3558117)",,Rua Conde Dom Mendo,,,,,
134426645,True,residential,False,70.512,"LINESTRING (-8.7439843 41.3556961, -8.7439916 41.3557633, -8.74401 41.3558988, -8.7441194 41.3563214)",,Rua da Costeira,,,,,
135430713,False,residential,True,170.293,"LINESTRING (-8.7439843 41.3556961, -8.7441612 41.3556975, -8.745206 41.3556958, -8.7454482 41.3556945, -8.7454692 41.3556944, -8.7455127 41.3556942, -8.7459837 41.3556917, -8.7460243 41.3556884)",,Rua Doutor António José de Sousa Pereira,,,,,
137165550,False,tertiary,True,77.024,"LINESTRING (-8.7439843 41.3556961, -8.7439148 41.3551158, -8.7439261 41.3550606, -8.743949 41.3550092)",,Avenida Doutor Artur Cunha Araújo,,,,,
137165550,False,tertiary,False,57.476,"LINESTRING (-8.7442842 41.3545603, -8.744256 41.3545815, -8.7442412 41.3546117, -8.7441822 41.3547103, -8.7441183 41.3548042, -8.7440562 41.3548825, -8.7440025 41.3549459, -8.743949 41.3550092)",,Avenida Doutor Artur Cunha Araújo,,,,,
137165550,False,tertiary,True,15.016,"LINESTRING (-8.7442842 41.3545603, -8.7443284 41.3545412, -8.7444444 41.354499)",,Avenida Doutor Artur Cunha Araújo,,,,,
137165550,False,tertiary,False,15.016,"LINESTRING (-8.7444444 41.354499, -8.7443284 41.3545412, -8.7442842 41.3545603)",,Avenida Doutor Artur Cunha Araújo,,,,,
137165550,False,tertiary,True,61.329,"LINESTRING (-8.7444444 41.354499, -8.7446465 41.3544313, -8.7447313 41.3544021, -8.7451132 41.3542706)",,Avenida Doutor Artur Cunha Araújo,,,,,
41890140,True,residential,False,118.337,"LINESTRING (-8.7451132 41.3542706, -8.7450884 41.3542169, -8.745075 41.3541576, -8.7450213 41.3537851, -8.7449283 41.3532168)",,Rua Doutor António de Andrade,,,,,
137165550,False,tertiary,False,61.329,"LINESTRING (-8.7451132 41.3542706, -8.7447313 41.3544021, -8.7446465 41.3544313, -8.7444444 41.354499)",,Avenida Doutor Artur Cunha Araújo,,,,,
137165550,False,tertiary,True,68.78399999999999,"LINESTRING (-8.7451132 41.3542706, -8.7452559 41.3542196, -8.7455032 41.3541311, -8.7456769 41.354069, -8.7457866 41.3540298, -8.7458572 41.3540046)",,Avenida Doutor Artur Cunha Araújo,,,,,
41890152,False,residential,True,89.309,"LINESTRING (-8.7469287 41.3536217, -8.7465031 41.3528848)",,Rua Doutor Pereira Junior,,,,,
137165550,False,tertiary,False,65.627,"LINESTRING (-8.7469287 41.3536217, -8.7462164 41.3538716)",,Avenida Doutor Artur Cunha Araújo,,,,,
