osmid,oneway,lanes,ref,name,highway,access,reversed,length,geometry,maxspeed
98640651,False,2,ER 333,Rua Engenheiro Agnelo Prazeres,secondary,yes,False,43.324999999999996,"LINESTRING (-8.5409677 40.5432017, -8.5413873 40.5432806, -8.5414676 40.5432846)",
166487978,False,2,ER 333,Rua Doutor Ângelo Graça,secondary,yes,False,212.471,"LINESTRING (-8.5409677 40.5432017, -8.5404752 40.5431423, -8.5388983 40.542952, -8.5384801 40.5429305)",
166564755,False,2,,Rua da Fonte do Lugar,residential,,True,140.87599999999998,"LINESTRING (-8.5409677 40.5432017, -8.5412172 40.5436385, -8.5412241 40.5436506, -8.5416663 40.544018, -8.5419623 40.5441842)",
128665291,False,2,EM 600,Rua da Escola,secondary,,False,91.033,"LINESTRING (-8.5384801 40.5429305, -8.5385028 40.5428005, -8.5385344 40.5426649, -8.53857 40.5425538, -8.538629 40.5424363, -8.5386951 40.5423329, -8.5387285 40.5422832, -8.5387707 40.5422335, -8.5388392 40.542173)",50
131306560,True,,,Rua Conde de Águeda,residential,,False,330.75300000000004,"LINESTRING (-8.5384801 40.5429305, -8.5385124 40.5431729, -8.538609 40.5434419, -8.538609 40.5436621, -8.5386197 40.5439148, -8.5384802 40.5441431, -8.5383622 40.5444203, -8.5382764 40.5447382, -8.5382151 40.5450537, -8.5381691 40.5453171, -8.5381056 40.5455676, -8.53804 40.5458347)",
166487978,False,2,ER 333,Rua Doutor Ângelo Graça,secondary,yes,False,197.711,"LINESTRING (-8.5384801 40.5429305, -8.5382109 40.5429303, -8.5380103 40.5429283, -8.5375626 40.5428696, -8.5370834 40.5427615, -8.5365864 40.5426494, -8.5362248 40.5425242)",
166487978,False,2,ER 333,Rua Doutor Ângelo Graça,secondary,yes,True,212.471,"LINESTRING (-8.5384801 40.5429305, -8.5388983 40.542952, -8.5404752 40.5431423, -8.5409677 40.5432017)",
166564470,False,2,,Rua Tuna Oianense,residential,,True,38.786,"LINESTRING (-8.5419623 40.5441842, -8.5419636 40.544257, -8.5419535 40.5443063, -8.5419157 40.5443997, -8.5418567 40.54452)",
166564755,False,2,,Rua da Fonte do Lugar,residential,,False,140.87599999999998,"LINESTRING (-8.5419623 40.5441842, -8.5416663 40.544018, -8.5412241 40.5436506, -8.5412172 40.5436385, -8.5409677 40.5432017)",
166564993,False,2,,Rua da Fonte do Lugar,residential,,True,70.07400000000001,"LINESTRING (-8.5419623 40.5441842, -8.5421109 40.544194, -8.5421747 40.54422, -8.5426135 40.5443508, -8.5427405 40.5443886)",
131306559,False,2,,Rua 30 de Junho,residential,,True,12.802,"LINESTRING (-8.53804 40.5458347, -8.538145 40.5459177)",
131306559,False,2,,Rua 30 de Junho,residential,,False,135.773,"LINESTRING (-8.53804 40.5458347, -8.5375832 40.5454833, -8.5368953 40.5449779)",
131306559,False,2,,Rua 30 de Junho,residential,,False,12.802,"LINESTRING (-8.538145 40.5459177, -8.53804 40.5458347)",
131306559,False,2,,Rua 30 de Junho,residential,,True,79.886,"LINESTRING (-8.538145 40.5459177, -8.5384747 40.5461527, -8.5388261 40.5464159)",
558886537,False,2,,Rua Padre Resende,residential,,True,137.60399999999998,"LINESTRING (-8.538145 40.5459177, -8.5381364 40.5459967, -8.5380896 40.5463478, -8.5381112 40.5465473, -8.5380689 40.5468267, -8.5379723 40.5471422)",
