osmid,name,highway,oneway,reversed,length,ref,access,geometry
238428092,Rua João dos Santos Victor,residential,False,True,113.637,,,"LINESTRING (-8.6584893 40.541842, -8.6597844 40.5421173)"
116395825,Avenida do Comendador Rodrigues da Silva,secondary,False,False,102.341,EM 333-1,yes,"LINESTRING (-8.6584893 40.541842, -8.6584848 40.5416724, -8.6584946 40.5409217)"
116395825,Avenida do Comendador Rodrigues da Silva,secondary,False,True,272.14300000000003,EM 333-1,yes,"LINESTRING (-8.6584893 40.541842, -8.6584765 40.5433517, -8.6584722 40.5442894)"
238427793,Rua Doutor Duarte Paulo,residential,False,False,156.214,,,"LINESTRING (-8.6584893 40.541842, -8.6584047 40.5418544, -8.657855 40.5430432, -8.6578008 40.543111)"
115803685,,secondary,False,False,165.845,EM 333,,"LINESTRING (-8.6628117 40.5475912, -8.6630128 40.5477731, -8.6632606 40.5479551, -8.6635136 40.5480995, -8.6637606 40.5482219, -8.6643564 40.5484927)"
115803685,,secondary,False,True,323.50100000000003,EM 333,,"LINESTRING (-8.6628117 40.5475912, -8.6626396 40.5473525, -8.6625251 40.5470849, -8.662429 40.5467707, -8.6623777 40.5464428, -8.6623852 40.5461699, -8.6624376 40.5457321, -8.662475 40.5453171, -8.6624526 40.5452379, -8.6624077 40.5451636, -8.6623386 40.5450968, -8.662252 40.5450374, -8.6619869 40.5449106)"
238429388,Rua dos Louros,residential,False,False,327.286,,,"LINESTRING (-8.6628117 40.5475912, -8.662677 40.5477277, -8.6622431 40.5479096, -8.6613751 40.5481086, -8.6611058 40.5473581, -8.6610833 40.547108, -8.6609711 40.5467271, -8.6610043 40.5464968, -8.6609632 40.5464495)"
116298788,Rua Francisco de Almeida Brito,tertiary,False,True,281.938,,,"LINESTRING (-8.6537776 40.5425419, -8.6539976 40.5426235, -8.6541796 40.5427407, -8.6554612 40.5435058, -8.65557 40.5435572, -8.6558805 40.5436843, -8.6565485 40.5439309)"
238427795,Rua Delmino dos Santos Marto,residential,False,False,695.469,,,"LINESTRING (-8.6537776 40.5425419, -8.6527584 40.5419916, -8.6527476 40.5419182, -8.6533753 40.5411437, -8.6536542 40.5409276, -8.6544643 40.5409643, -8.6548988 40.5411233, -8.6555586 40.541372, -8.6559663 40.5415758, -8.6564652 40.5418629, -8.6566993 40.5422553, -8.6571947 40.5426683, -8.657732 40.5430506, -8.6578008 40.543111)"
116298788,Rua Francisco de Almeida Brito,tertiary,False,False,16.494,,,"LINESTRING (-8.6584722 40.5442894, -8.6582772 40.5442827)"
116395825,Avenida do Comendador Rodrigues da Silva,secondary,False,False,272.14300000000003,EM 333-1,yes,"LINESTRING (-8.6584722 40.5442894, -8.6584765 40.5433517, -8.6584893 40.541842)"
996098229,Rua Francisco de Almeida Brito,secondary,False,True,121.5,EM 333,,"LINESTRING (-8.6584722 40.5442894, -8.6593224 40.5443955, -8.6594493 40.5444209, -8.6596017 40.5444651, -8.6598594 40.5445521)"
245540541,,secondary_link,True,False,43.513,EM 333,,"LINESTRING (-8.6647451 40.5487494, -8.6643564 40.5484927)"
178875571,Rua Doutor José António de Almeida,residential,False,True,131.194,,,"LINESTRING (-8.6618397 40.5425666, -8.6613479 40.5436857)"
238428092,Rua João dos Santos Victor,residential,False,False,180.716,,,"LINESTRING (-8.6618397 40.5425666, -8.6597844 40.5421173)"
178875576,,unclassified,False,True,220.643,,,"LINESTRING (-8.6618397 40.5425666, -8.6621008 40.5424482, -8.6623759 40.5424118, -8.6629215 40.5425501, -8.6631897 40.5426276, -8.6634076 40.5427471, -8.6638435 40.5430508, -8.6641203 40.5431494)"
178875576,,unclassified,False,False,220.643,,,"LINESTRING (-8.6641203 40.5431494, -8.6638435 40.5430508, -8.6634076 40.5427471, -8.6631897 40.5426276, -8.6629215 40.5425501, -8.6623759 40.5424118, -8.6621008 40.5424482, -8.6618397 40.5425666)"
178875571,Rua Doutor José António de Almeida,residential,False,False,109.217,,,"LINESTRING (-8.6609561 40.5446217, -8.6613479 40.5436857)"
996098229,Rua Francisco de Almeida Brito,secondary,False,False,95.625,EM 333,,"LINESTRING (-8.6609561 40.5446217, -8.6608154 40.5446171, -8.6606703 40.5446305, -8.6604308 40.5446656, -8.660272 40.5446685, -8.6601427 40.5446469, -8.6598594 40.5445521)"
996098229,Rua Francisco de Almeida Brito,secondary,False,True,94.00399999999999,EM 333,,"LINESTRING (-8.6609561 40.5446217, -8.6611806 40.544652, -8.6614913 40.5447175, -8.6616692 40.5447588, -8.6618288 40.5448243, -8.6619869 40.5449106)"
238428487,Travessa do Ervedal,residential,False,True,153.64399999999998,,,"LINESTRING (-8.6568777 40.5461401, -8.6575518 40.546005, -8.6582477 40.5457435, -8.6585095 40.5455729)"
116298788,Rua Francisco de Almeida Brito,tertiary,False,False,40.497,,,"LINESTRING (-8.6582772 40.5442827, -8.6578084 40.544207)"
116298788,Rua Francisco de Almeida Brito,tertiary,False,True,16.494,,,"LINESTRING (-8.6582772 40.5442827, -8.6584722 40.5442894)"
183114978,Rua Alda Santos Vitor,residential,False,False,146.174,,,"LINESTRING (-8.6582772 40.5442827, -8.6582514 40.5447379, -8.6584016 40.5453168, -8.6585095 40.5455729)"
183114978,Rua Alda Santos Vitor,residential,False,True,227.50100000000003,,,"LINESTRING (-8.660367 40.5469533, -8.6598822 40.5468695, -8.659633 40.5467007, -8.658997 40.5460587, -8.6585095 40.5455729)"
183114979,Rua Direita,residential,False,True,75.923,,,"LINESTRING (-8.660367 40.5469533, -8.6604665 40.546881, -8.6607237 40.5467103, -8.660896 40.5465397, -8.6609632 40.5464495)"
183114978,Rua Alda Santos Vitor,residential,False,False,227.50099999999998,,,"LINESTRING (-8.6585095 40.5455729, -8.658997 40.5460587, -8.659633 40.5467007, -8.6598822 40.5468695, -8.660367 40.5469533)"
183114978,Rua Alda Santos Vitor,residential,False,True,146.17399999999998,,,"LINESTRING (-8.6585095 40.5455729, -8.6584016 40.5453168, -8.6582514 40.5447379, -8.6582772 40.5442827)"
238428487,Travessa do Ervedal,residential,False,False,153.644,,,"LINESTRING (-8.6585095 40.5455729, -8.6582477 40.5457435, -8.6575518 40.546005, -8.6568777 40.5461401)"
116395825,Avenida do Comendador Rodrigues da Silva,secondary,False,True,102.341,EM 333-1,yes,"LINESTRING (-8.6584946 40.5409217, -8.6584848 40.5416724, -8.6584893 40.541842)"
238428092,Rua João dos Santos Victor,residential,False,False,113.637,,,"LINESTRING (-8.6597844 40.5421173, -8.6584893 40.541842)"
238428092,Rua João dos Santos Victor,residential,False,True,180.716,,,"LINESTRING (-8.6597844 40.5421173, -8.6618397 40.5425666)"
238427276,Rua Doutor João Marcelino Dias Pereira,residential,False,False,173.578,,,"LINESTRING (-8.6597844 40.5421173, -8.6598663 40.5423913, -8.6600522 40.5427994, -8.6600866 40.5433802, -8.6601555 40.5436418)"
238427276,Rua Doutor João Marcelino Dias Pereira,residential,False,True,173.578,,,"LINESTRING (-8.6601555 40.5436418, -8.6600866 40.5433802, -8.6600522 40.5427994, -8.6598663 40.5423913, -8.6597844 40.5421173)"
