osmid,lanes,ref,highway,oneway,reversed,length,geometry,name,maxspeed,junction,tunnel
47149064,2,EN 4,primary,False,False,7.999,"LINESTRING (-8.4505162 38.6750931, -8.4504362 38.6750574)",,,,
47149058,,EN 4,primary,True,False,21.253999999999998,"LINESTRING (-8.4505162 38.6750931, -8.4505957 38.6751399, -8.4506746 38.6751778, -8.4507219 38.6751958)",,,,
34954243,2,EN 4,primary,False,False,27.529,"LINESTRING (-8.457999 38.6784297, -8.4577051 38.6783367)",Avenida da República,50,,
622806432,1,EN 4,primary,True,False,48.193,"LINESTRING (-8.457999 38.6784297, -8.4582514 38.6785425, -8.4584839 38.6786407)",Largo Serpa Pinto,50,,
158695380,,,residential,False,True,66.96000000000001,"LINESTRING (-8.4590449 38.678986, -8.4589942 38.6790419, -8.4586635 38.679509)",Rua Florbela Espanca,,,
976697210,,EN 4,primary,True,False,14.282,"LINESTRING (-8.4590449 38.678986, -8.459101 38.6790228, -8.459169 38.6790703)",Praceta Candido dos Reis,50,,
34954231,,,residential,False,False,67.362,"LINESTRING (-8.4525712 38.6761051, -8.4530218 38.6756119)",Rua José Pinto Ferreira,,,
655111194,2,EN 4,primary,False,False,27.173,"LINESTRING (-8.4525712 38.6761051, -8.452304 38.6759778)",Rua São João de Deus,50,,
655111188,2,EN 4,primary,False,True,63.949,"LINESTRING (-8.4525712 38.6761051, -8.4526305 38.6761346, -8.4529672 38.6762996, -8.4530369 38.6763319, -8.4531592 38.6763949, -8.4531938 38.6764124)",Rua Joaquim de Mendonça,50,,
976697208,,EN 4,primary,True,False,10.109,"LINESTRING (-8.4587111 38.6784757, -8.4585958 38.6784629)",Rua General Humberto Delgado,50,,
655111192,,,residential,False,True,106.131,"LINESTRING (-8.4587111 38.6784757, -8.4587592 38.6784034, -8.4588195 38.678351, -8.4596537 38.6781008, -8.4597717 38.6780506)",Rua Capitão Custódio Janeiro Santana,,,
47149060,,EN 4,primary,True,False,18.507999999999996,"LINESTRING (-8.4508458 38.6753105, -8.450899 38.6753077, -8.450947 38.6752897, -8.4509832 38.6752592, -8.4510023 38.6752203)",,40,roundabout,
730702724,,,primary,True,False,21.287,"LINESTRING (-8.4508458 38.6753105, -8.450955 38.6753411, -8.4510316 38.6753728, -8.4510667 38.6753915)",Rua São João de Deus,,,
150746722,,,tertiary,False,False,49.933,"LINESTRING (-8.4520596 38.6746157, -8.45231 38.6745343, -8.452599 38.6744608)",Avenida 25 de Abril,,,
150746722,,,tertiary,False,True,86.88,"LINESTRING (-8.4520596 38.6746157, -8.451561 38.6747969, -8.4512982 38.6749191, -8.4511792 38.6749837)",Avenida 25 de Abril,,,
150791518,,,residential,False,True,26.266,"LINESTRING (-8.4520596 38.6746157, -8.4520845 38.6746463, -8.4521889 38.6748289)",Praceta Doutor Pedro Benito Garcia,,,
"[157389931, 772991478]",,,residential,False,False,144.68200000000002,"LINESTRING (-8.4520596 38.6746157, -8.451693 38.6740248, -8.451431 38.6738549, -8.4510266 38.6736458)",Rua Miguel Torga,,,
150746722,,,tertiary,False,False,87.24,"LINESTRING (-8.452599 38.6744608, -8.453594 38.6743507)",Avenida 25 de Abril,,,
