osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,name,geometry
270598176,False,2,EN 13,primary,60,True,75.412,,"LINESTRING (-8.7934965 41.6834004, -8.7925994 41.6832952)"
208080583,False,,,residential,,False,52.242,Rua da Magnólia,"LINESTRING (-8.7934965 41.6834004, -8.7935193 41.6832325, -8.7935837 41.6829353)"
276217861,False,2,EN 13,primary,60,False,292.781,EN 13,"LINESTRING (-8.7934965 41.6834004, -8.7940747 41.6834772, -8.7943717 41.6834788, -8.7946075 41.683456, -8.7948478 41.6833887, -8.796346 41.682912, -8.7968217 41.6827581)"
276217861,False,2,EN 13,primary,60,False,16.283,EN 13,"LINESTRING (-8.7971344 41.6826674, -8.7973138 41.6826083)"
276217861,False,2,EN 13,primary,60,True,27.858,EN 13,"LINESTRING (-8.7971344 41.6826674, -8.7968217 41.6827581)"
279513553,False,,,residential,,True,14.728,Rua da Feira,"LINESTRING (-8.7971344 41.6826674, -8.797071 41.6825437)"
418957552,True,,,tertiary_link,,False,19.549,Avenida Herculano Pita Soares,"LINESTRING (-8.7971344 41.6826674, -8.79709 41.6827219, -8.7970821 41.6827427, -8.7970844 41.6827646, -8.7970908 41.6827815, -8.7971043 41.6828016, -8.7971283 41.6828236)"
276217871,False,,,residential,,False,11.053,Rua 3 de Julho de 1986,"LINESTRING (-8.8007595 41.6837647, -8.800631 41.6837388)"
"[115711858, 115711837]",False,,,residential,,False,264.61100000000005,Rua General Norton de Matos,"LINESTRING (-8.8007595 41.6837647, -8.8008857 41.6841756, -8.7999413 41.6841114, -8.7988923 41.6836932, -8.7984885 41.6834932)"
"[270871369, 270871370, 276217874]",False,,,residential,,True,116.957,Avenida General Norton de Matos,"LINESTRING (-8.800044 41.6824099, -8.8002685 41.6828479, -8.8003893 41.6830716, -8.8004976 41.6834035)"
270871371,False,,,residential,,False,70.217,Avenida General Norton de Matos,"LINESTRING (-8.800044 41.6824099, -8.7995888 41.6819589, -8.7995549 41.6818972)"
276217875,False,,,residential,,True,105.54599999999999,Rua Sebastião Cunha,"LINESTRING (-8.800044 41.6824099, -8.8003198 41.6823232, -8.8012564 41.6821299)"
115413077,False,,,residential,,False,15.971,Rua Sebastião Cunha,"LINESTRING (-8.801801 41.6821443, -8.8016856 41.6820294)"
905650541,False,,,residential,,True,89.24600000000001,,"LINESTRING (-8.801801 41.6821443, -8.802205 41.6820076, -8.8022227 41.6819959, -8.8022279 41.6819862, -8.8022244 41.681969, -8.8022168 41.6819553, -8.8019891 41.6815811)"
115413066,False,,,residential,,True,37.354,Rua Sebastião Cunha,"LINESTRING (-8.8012564 41.6821299, -8.8016856 41.6820294)"
115711762,False,,,residential,,False,68.253,Rua Cesário da Conceição,"LINESTRING (-8.8012564 41.6821299, -8.8014128 41.6827325)"
