osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,ref,name,junction,width
441634641,True,1,secondary,50,False,41.12,"LINESTRING (-8.7830421 38.070045, -8.7830901 38.069942, -8.7831257 38.0698709, -8.7831791 38.0697849, -8.7832472 38.0697152)",,,,
801365841,True,,tertiary,,False,18.075,"LINESTRING (-8.7782639 38.0663112, -8.7784165 38.0664207)",CM 1085,,,
801365840,False,,tertiary,,False,154.364,"LINESTRING (-8.7782639 38.0663112, -8.7766659 38.0659709, -8.7765618 38.0659487)",CM 1085,Estrada da Aldeia,,
495454292,True,2,primary,50,False,34.675,"LINESTRING (-8.7831492 38.0689277, -8.783054 38.0692304)",,,roundabout,
392468670,True,1,tertiary,50,False,35.834999999999994,"LINESTRING (-8.7831492 38.0689277, -8.7830217 38.0689669, -8.7829391 38.0689703, -8.7828551 38.0689331, -8.7827955 38.0688765)",,,,
91761044,False,,residential,,True,39.613,"LINESTRING (-8.7824698 38.0652166, -8.7827418 38.0649319)",,Rua dos Navegantes,,
140716983,False,,residential,,False,141.909,"LINESTRING (-8.7824698 38.0652166, -8.7829566 38.0654336, -8.7829803 38.0654442, -8.7838803 38.0658455)",,Rua da Lusofonia,,
140716983,False,,residential,,True,237.579,"LINESTRING (-8.7824698 38.0652166, -8.7821607 38.0650799, -8.7817442 38.0648956, -8.7814298 38.0647565, -8.7809129 38.0645286, -8.7802923 38.0642533, -8.7801039 38.06417)",,Rua da Lusofonia,,
91761060,True,,tertiary,,False,17.057,"LINESTRING (-8.7784587 38.066308, -8.7782639 38.0663112)",CM 1085,,,
91761046,True,,tertiary,,False,13.625,"LINESTRING (-8.7784587 38.066308, -8.7784207 38.0663555, -8.7784107 38.0664003, -8.7784165 38.0664207)",,,roundabout,6
91761055,True,,residential,,False,27.552999999999997,"LINESTRING (-8.7797576 38.0639015, -8.779649 38.063937, -8.7796035 38.0640225, -8.7796072 38.0640501, -8.7796175 38.0640839)",,,roundabout,
91761050,True,,residential,,False,23.41,"LINESTRING (-8.7801039 38.06417, -8.7799131 38.0640225)",,Rua da Lusofonia,,
140716983,False,,residential,,False,237.579,"LINESTRING (-8.7801039 38.06417, -8.7802923 38.0642533, -8.7809129 38.0645286, -8.7814298 38.0647565, -8.7817442 38.0648956, -8.7821607 38.0650799, -8.7824698 38.0652166)",,Rua da Lusofonia,,
91761055,True,,residential,,False,4.494,"LINESTRING (-8.7799131 38.0640225, -8.7799042 38.0639827)",,,roundabout,
91761055,True,,residential,,False,16.593,"LINESTRING (-8.7799042 38.0639827, -8.7798526 38.0639245, -8.7797576 38.0639015)",,,roundabout,
958876881,True,,residential,,False,22.099,"LINESTRING (-8.7799042 38.0639827, -8.7799131 38.0638944, -8.7799672 38.0637928)",,Avenida de Sines,,
91761055,True,,residential,,False,4.371,"LINESTRING (-8.7797576 38.0641453, -8.7798069 38.0641391)",,,roundabout,
91761055,True,,residential,,False,14.655,"LINESTRING (-8.7796175 38.0640839, -8.7796826 38.064134, -8.7797576 38.0641453)",,,roundabout,
91761056,True,,residential,,False,265.26300000000003,"LINESTRING (-8.7796175 38.0640839, -8.7795746 38.0642004, -8.7794304 38.0643984, -8.7792372 38.0646637, -8.7790773 38.0649586, -8.7788634 38.0655817, -8.778726 38.0659189, -8.7786266 38.0661629, -8.7785039 38.0662825)",,Avenida de Sines,,8
91761059,True,,residential,,False,26.227,"LINESTRING (-8.7798069 38.0641391, -8.7801039 38.06417)",,Rua da Lusofonia,,
91761055,True,,residential,,False,16.724,"LINESTRING (-8.7798069 38.0641391, -8.779868 38.0641094, -8.7799131 38.0640225)",,,roundabout,
91761046,True,,tertiary,,False,22.016000000000002,"LINESTRING (-8.7787226 38.0663368, -8.7786863 38.0663014, -8.7786677 38.0662932, -8.7786266 38.0662751, -8.7785694 38.0662693, -8.7785039 38.0662825)",,,roundabout,6
958876879,True,,residential,,False,264.099,"LINESTRING (-8.7787226 38.0663368, -8.7787013 38.0662464, -8.7787158 38.0661759, -8.7788096 38.0659426, -8.7789398 38.065619, -8.7790767 38.0652153, -8.7791558 38.0649823, -8.7793086 38.0647064, -8.7794693 38.0644638, -8.7794951 38.0644301, -8.7796537 38.0642232, -8.7797576 38.0641453)",,Avenida de Sines,,
