osmid,ref,highway,oneway,reversed,length,geometry,name,junction,maxspeed,bridge,lanes,access,tunnel
100819449,,residential,True,False,29.8,"LINESTRING (-7.4548871 38.1379142, -7.4551502 38.1377439)",Rua de Saluquia,,,,,,
100819454,,residential,True,False,58.65,"LINESTRING (-7.4548871 38.1379142, -7.4544624 38.137506)",Rua Rainha Dona Leonor,,,,,,
100819474,,residential,True,False,87.698,"LINESTRING (-7.4543014 38.1373477, -7.4536818 38.1367276)",Rua Dom Dinis,,,,,,
100819500,,residential,True,False,15.477,"LINESTRING (-7.4543014 38.1373477, -7.4542719 38.137392, -7.4542979 38.1374788)",Praça Dom Afonso Henriques,roundabout,,,,,
109928998,,residential,True,False,20.847,"LINESTRING (-7.4542979 38.1374788, -7.4541077 38.1375918)",Rua de Évora,,,,,,
100819500,,residential,True,False,15.733,"LINESTRING (-7.4542979 38.1374788, -7.4543363 38.1375017, -7.454398 38.1375186, -7.4544624 38.137506)",Praça Dom Afonso Henriques,roundabout,,,,,
100819449,,residential,True,False,28.006,"LINESTRING (-7.4551502 38.1377439, -7.4553975 38.1375839)",Rua de Saluquia,,,,,,
983608962,,residential,True,False,70.433,"LINESTRING (-7.4551502 38.1377439, -7.4546604 38.1372411)",Rua da Rosa,,,,,,
83186799,ER 258,secondary,False,False,64.569,"LINESTRING (-7.4556448 38.1398882, -7.4555322 38.1398809, -7.4550521 38.1398497, -7.454909 38.1398404)",Avenida dos Bombeiros Voluntários,,,,,,
289526757,,residential,False,True,54.036,"LINESTRING (-7.4556448 38.1398882, -7.4557042 38.1395439, -7.4557024 38.1394054)",Rua Comandante Rui Lacerda,,,,,,
289489450,,residential,True,False,74.254,"LINESTRING (-7.4556667 38.1382739, -7.4551502 38.1377439)",Rua da Guiné,,,,,,
289489451,,residential,False,True,28.871,"LINESTRING (-7.4556667 38.1382739, -7.4554193 38.1384458)",,,,,,,
109622019,,residential,False,True,25.772,"LINESTRING (-7.4542531 38.1390987, -7.4544968 38.1389684)",,,,,,,
109622032,,residential,False,True,50.313,"LINESTRING (-7.4542531 38.1390987, -7.4543336 38.1391473, -7.4544194 38.1392021, -7.4547454 38.1393282)",Rua Roque Antunes,,,,,,
289489772,,residential,False,False,68.43299999999999,"LINESTRING (-7.4542531 38.1390987, -7.4540707 38.138989, -7.4536267 38.1387299)",Rua Roque Antunes,,,,,,
83186799,ER 258,secondary,False,False,5.507,"LINESTRING (-7.4546925 38.1398234, -7.4546303 38.1398157)",Avenida dos Bombeiros Voluntários,,,,,,
83186799,ER 258,secondary,False,True,19.037,"LINESTRING (-7.4546925 38.1398234, -7.4547423 38.1398295, -7.454909 38.1398404)",Avenida dos Bombeiros Voluntários,,,,,,
109622017,,residential,False,True,55.303,"LINESTRING (-7.4546925 38.1398234, -7.4547451 38.1394261, -7.4547454 38.1393282)",,,,,,,
463466210,,secondary,True,False,22.789,"LINESTRING (-7.4546932 38.1399523, -7.4547773 38.1398941, -7.4548363 38.1398666, -7.454909 38.1398404)",,,,,,,
463466213,,primary,True,False,16.226,"LINESTRING (-7.4546932 38.1399523, -7.4546834 38.1399131, -7.4546303 38.1398157)",,,,,,,
109622032,,residential,False,False,84.135,"LINESTRING (-7.4557024 38.1394054, -7.4547454 38.1393282)",Rua Roque Antunes,,,,,,
289526757,,residential,False,False,54.036,"LINESTRING (-7.4557024 38.1394054, -7.4557042 38.1395439, -7.4556448 38.1398882)",Rua Comandante Rui Lacerda,,,,,,
289526757,,residential,False,True,40.720000000000006,"LINESTRING (-7.4557024 38.1394054, -7.4557015 38.1393456, -7.4556825 38.139265, -7.4556479 38.1391852, -7.4556088 38.1391301, -7.4555516 38.1390676)",Rua Comandante Rui Lacerda,,,,,,
109622019,,residential,False,False,28.934,"LINESTRING (-7.4551285 38.1386305, -7.4548549 38.1387768)",,,,,,,
109622029,,residential,False,True,32.69,"LINESTRING (-7.4551285 38.1386305, -7.4554193 38.1384458)",,,,,,,
289520921,,residential,False,True,74.957,"LINESTRING (-7.4551285 38.1386305, -7.4546023 38.1380984)",Rua da Índia,,,,,,
289526757,,residential,False,False,61.086,"LINESTRING (-7.4551285 38.1386305, -7.4555516 38.1390676)",Rua Comandante Rui Lacerda,,,,,,
463466213,,primary,True,False,34.983999999999995,"LINESTRING (-7.4543789 38.1401412, -7.4545786 38.1400503, -7.4546932 38.1399523)",,,,,,,
984034989,ER 255,primary,False,True,69.57499999999999,"LINESTRING (-7.4543789 38.1401412, -7.4542702 38.1401906, -7.4540696 38.1403448, -7.453791 38.1405589)",Rua do Matadouro,,,,,,
109622032,,residential,False,True,84.135,"LINESTRING (-7.4547454 38.1393282, -7.4557024 38.1394054)",Rua Roque Antunes,,,,,,
109622017,,residential,False,False,55.303,"LINESTRING (-7.4547454 38.1393282, -7.4547451 38.1394261, -7.4546925 38.1398234)",,,,,,,
109622032,,residential,False,False,50.313,"LINESTRING (-7.4547454 38.1393282, -7.4544194 38.1392021, -7.4543336 38.1391473, -7.4542531 38.1390987)",Rua Roque Antunes,,,,,,
109629888,,residential,True,False,31.122,"LINESTRING (-7.453891 38.1373698, -7.4541077 38.1375918)",Rua Infante Dom Henrique,,,,,,
109630600,,residential,False,False,30.876,"LINESTRING (-7.453891 38.1373698, -7.4535494 38.1374399)",Rua dos Açores,,,,,,
109622019,,residential,False,False,7.676,"LINESTRING (-7.4546452 38.138889, -7.4545726 38.1389278)",,,,,,,
109622019,,residential,False,True,22.181,"LINESTRING (-7.4546452 38.138889, -7.4548549 38.1387768)",,,,,,,
109629887,,residential,False,True,14.894,"LINESTRING (-7.4546452 38.138889, -7.454693 38.1389405, -7.4547547 38.1389912)",,,,,,,
109622019,,residential,False,False,25.772,"LINESTRING (-7.4544968 38.1389684, -7.4542531 38.1390987)",,,,,,,
109622019,,residential,False,True,8.02,"LINESTRING (-7.4544968 38.1389684, -7.4545726 38.1389278)",,,,,,,
109629886,,residential,False,True,22.697,"LINESTRING (-7.4544968 38.1389684, -7.4547547 38.1389912)",,,,,,,
109629886,,residential,False,False,22.697,"LINESTRING (-7.4547547 38.1389912, -7.4544968 38.1389684)",,,,,,,
109629887,,residential,False,False,14.894,"LINESTRING (-7.4547547 38.1389912, -7.454693 38.1389405, -7.4546452 38.138889)",,,,,,,
109629887,,residential,False,True,70.21199999999999,"LINESTRING (-7.4547547 38.1389912, -7.4551705 38.1390334, -7.4555516 38.1390676)",,,,,,,
289526757,,residential,False,True,61.086,"LINESTRING (-7.4555516 38.1390676, -7.4551285 38.1386305)",Rua Comandante Rui Lacerda,,,,,,
109629887,,residential,False,False,70.21199999999999,"LINESTRING (-7.4555516 38.1390676, -7.4551705 38.1390334, -7.4547547 38.1389912)",,,,,,,
289526757,,residential,False,False,40.72,"LINESTRING (-7.4555516 38.1390676, -7.4556088 38.1391301, -7.4556479 38.1391852, -7.4556825 38.139265, -7.4557015 38.1393456, -7.4557024 38.1394054)",Rua Comandante Rui Lacerda,,,,,,
109629888,,residential,True,False,67.901,"LINESTRING (-7.4534181 38.1368855, -7.453891 38.1373698)",Rua Infante Dom Henrique,,,,,,
109632524,,residential,False,False,28.085,"LINESTRING (-7.4534181 38.1368855, -7.4531627 38.1370386)",Rua Cardeal Lacerda,,,,,,
109632524,,residential,False,True,28.986,"LINESTRING (-7.4534181 38.1368855, -7.4536818 38.1367276)",Rua Cardeal Lacerda,,,,,,
100819449,,residential,True,False,32.248,"LINESTRING (-7.4546023 38.1380984, -7.4548871 38.1379142)",Rua de Saluquia,,,,,,
289520921,,residential,False,False,74.957,"LINESTRING (-7.4546023 38.1380984, -7.4551285 38.1386305)",Rua da Índia,,,,,,
289656570,,residential,False,True,47.336,"LINESTRING (-7.4504723 38.1380723, -7.4509958 38.1379642)",,,,,,,
463466211,ER 255,primary,False,False,42.576,"LINESTRING (-7.4504723 38.1380723, -7.4504433 38.1379824, -7.450372 38.1378057, -7.4503477 38.1377027)",,,,,,,
463466211,ER 255,primary,False,True,17.5,"LINESTRING (-7.4504723 38.1380723, -7.4504866 38.1381547, -7.4504888 38.1382289)",,,,,,,
109632524,,residential,False,False,30.821,"LINESTRING (-7.4531627 38.1370386, -7.4528823 38.1372065)",Rua Cardeal Lacerda,,,,,,
109632524,,residential,False,True,28.085,"LINESTRING (-7.4531627 38.1370386, -7.4534181 38.1368855)",Rua Cardeal Lacerda,,,,,,
110574448,,residential,True,False,38.482,"LINESTRING (-7.4531627 38.1370386, -7.4528954 38.1367637)",Rua Vasco da Gama,,,,,,
109630600,,residential,False,False,63.201,"LINESTRING (-7.4531848 38.1375147, -7.4524856 38.1376583)",Rua dos Açores,,,,,,
109630600,,residential,False,True,32.954,"LINESTRING (-7.4531848 38.1375147, -7.4535494 38.1374399)",Rua dos Açores,,,,,,
110574426,,residential,True,False,55.474,"LINESTRING (-7.4531848 38.1375147, -7.4535729 38.1379093)",Rua Afonso de Albuquerque,,,,,,
110574441,,residential,False,True,68.735,"LINESTRING (-7.4531848 38.1375147, -7.4531411 38.1375871, -7.453099 38.137806, -7.4530987 38.1378446, -7.4531087 38.1378682, -7.45315 38.1379108, -7.4533138 38.1380632)",Azinhaga Pedro Alvares Cabral,,,,,,
109632524,,residential,False,True,30.821,"LINESTRING (-7.4528823 38.1372065, -7.4531627 38.1370386)",Rua Cardeal Lacerda,,,,,,
110574426,,residential,True,False,43.294,"LINESTRING (-7.4528823 38.1372065, -7.4531848 38.1375147)",Rua Afonso de Albuquerque,,,,,,
109632524,,residential,False,False,33.523,"LINESTRING (-7.4539867 38.1365449, -7.4536818 38.1367276)",Rua Cardeal Lacerda,,,,,,
289540632,,residential,False,True,68.00800000000001,"LINESTRING (-7.4469004 38.1449864, -7.4468556 38.1448386, -7.4467751 38.144731, -7.4466544 38.1446593, -7.4464061 38.1445673)",Rua Engenheiro Almeida Manso,,,,,,
1217339960,ER 255,primary,False,False,222.07099999999997,"LINESTRING (-7.4469004 38.1449864, -7.4471632 38.1449556, -7.44864 38.1447637, -7.4490557 38.1447525, -7.449385 38.1447873, -7.4494128 38.1447929)",,,,,,,
1217339960,ER 255,primary,False,True,100.572,"LINESTRING (-7.4469004 38.1449864, -7.4460567 38.1450753, -7.4459133 38.1451132, -7.4457825 38.1451669)",,,,,,,
289540619,,residential,False,False,36.39,"LINESTRING (-7.4460697 38.1420205, -7.4464384 38.1418688)",Rua das Terçarias,,30,,,,
289546065,,residential,False,True,5.651,"LINESTRING (-7.4460697 38.1420205, -7.4460152 38.1419932)",Rua Engenheiro Almeida Manso,,,,,,
289540632,,residential,False,False,12.914000000000001,"LINESTRING (-7.4460697 38.1420205, -7.4460912 38.1420901, -7.4460927 38.1421346)",Rua Engenheiro Almeida Manso,,,,,,
109638235,,residential,False,True,46.57,"LINESTRING (-7.446998 38.1376148, -7.4467674 38.1372373)",Largo José Maria dos Santos,,,,,,
109638235,,residential,False,False,48.933,"LINESTRING (-7.446998 38.1376148, -7.4472284 38.1379733, -7.4472517 38.138007)",Largo José Maria dos Santos,,,,,,
289546065,,residential,False,False,143.328,"LINESTRING (-7.446998 38.1376148, -7.4458887 38.138267, -7.44582 38.1383076, -7.4457624 38.1383416, -7.4456928 38.1383935)",Rua Engenheiro Almeida Manso,,,,,,
110575290,,residential,False,False,80.834,"LINESTRING (-7.4456222 38.1406486, -7.4446981 38.1406635)",,,,,,,
289546065,,residential,False,False,59.833,"LINESTRING (-7.4456222 38.1406486, -7.445635 38.1411866)",Rua Engenheiro Almeida Manso,,,,,,
289546065,,residential,False,True,94.267,"LINESTRING (-7.4456222 38.1406486, -7.4456247 38.1406216, -7.4456164 38.139989, -7.4456166 38.1399377, -7.445588 38.1398028)",Rua Engenheiro Almeida Manso,,,,,,
109638235,,residential,False,False,46.57,"LINESTRING (-7.4467674 38.1372373, -7.446998 38.1376148)",Largo José Maria dos Santos,,,,,,
289545691,EN 258,primary,False,True,192.412,"LINESTRING (-7.4467674 38.1372373, -7.4445684 38.1372903)",Rua 1º de Maio,,,,,,
289768196,,residential,False,True,171.92000000000002,"LINESTRING (-7.4467674 38.1372373, -7.4464647 38.1367012, -7.4452731 38.1369068)",,,,,,,
984718489,EN 258,primary,False,False,84.036,"LINESTRING (-7.4467674 38.1372373, -7.4471691 38.1372204, -7.4473628 38.1372122, -7.4477269 38.1371969)",Largo José Maria Santos,,,,,,
110574457,,residential,True,False,78.98599999999999,"LINESTRING (-7.4507663 38.1412166, -7.4508132 38.1413753, -7.4508406 38.1414498, -7.4509132 38.1415541, -7.4509698 38.1416119, -7.4511441 38.1417079, -7.45126 38.1417706)",Rua de Oliveira,,,,,,
962341617,,residential,False,True,45.118,"LINESTRING (-7.4469763 38.1416682, -7.4470032 38.141263)",Rua Monsenhor Costa Correia,,,,,,
289540619,,residential,False,False,59.571999999999996,"LINESTRING (-7.4469763 38.1416682, -7.4472989 38.1416855, -7.4473741 38.1416895, -7.4475262 38.1416977, -7.4476559 38.1417046)",Rua das Terçarias,,30,,,,
289540619,,residential,False,True,52.073,"LINESTRING (-7.4469763 38.1416682, -7.4469096 38.1416914, -7.4468456 38.1417137, -7.4465308 38.1418308, -7.4464384 38.1418688)",Rua das Terçarias,,30,,,,
110574445,,residential,False,False,81.175,"LINESTRING (-7.4456359 38.1413538, -7.4447077 38.141355)",Rua Álvaro Fialho,,,,,,
110574445,,residential,False,True,41.366,"LINESTRING (-7.4456359 38.1413538, -7.4461089 38.1413531)",Rua Álvaro Fialho,,,,,,
289546065,,residential,False,True,18.592,"LINESTRING (-7.4456359 38.1413538, -7.445635 38.1411866)",Rua Engenheiro Almeida Manso,,,,,,
289546065,,residential,False,False,86.17500000000001,"LINESTRING (-7.4456359 38.1413538, -7.4456406 38.1416155, -7.445662 38.1417441, -7.4457157 38.1418264, -7.4457988 38.1418939, -7.4459517 38.1419614, -7.4460152 38.1419932)",Rua Engenheiro Almeida Manso,,,,,,
109830922,,residential,False,False,57.858,"LINESTRING (-7.4525559 38.1434325, -7.4528379 38.1439032)",Avenida do Carmo,,,,,,
110463411,,residential,True,False,42.113,"LINESTRING (-7.4525559 38.1434325, -7.4522638 38.1431314)",Praça Sacadura Cabral,,,,,,
984034987,ER 255,primary,False,True,146.374,"LINESTRING (-7.4525559 38.1434325, -7.452482 38.1435488, -7.4522357 38.1439409, -7.452165 38.1440441, -7.452088 38.1441402, -7.4517902 38.1444595, -7.4516977 38.1445577)",Rua da Amareleja,,,,,,
984034988,ER 255,primary,False,False,121.734,"LINESTRING (-7.4525559 38.1434325, -7.4525991 38.143382, -7.452661 38.1433195, -7.4534615 38.142763, -7.453504 38.1427136, -7.4535255 38.1426615)",Rua do Sequeiro,,,,,,
289715966,,residential,False,False,28.596,"LINESTRING (-7.4535666 38.1452163, -7.4532396 38.1452172)",Rua Nova do Carmo,,,,,,
1217339953,,residential,False,True,69.764,"LINESTRING (-7.4535666 38.1452163, -7.4534137 38.1449146, -7.4532559 38.1446386)",Avenida do Carmo,,,,,,
109831854,,residential,False,False,28.121,"LINESTRING (-7.4499725 38.1449821, -7.4501414 38.1451973)",Rua das Hortas,,,,,,
289715966,,residential,False,False,10.385,"LINESTRING (-7.4499725 38.1449821, -7.4499268 38.1448959)",Rua Nova do Carmo,,,,,,
289715966,,residential,False,True,146.185,"LINESTRING (-7.4499725 38.1449821, -7.4507637 38.1451551, -7.4510895 38.1452268, -7.451124 38.1452324, -7.4511576 38.1452353, -7.4512207 38.1452351, -7.4516006 38.1452281)",Rua Nova do Carmo,,,,,,
289715966,,residential,False,False,21.766,"LINESTRING (-7.4518495 38.1452279, -7.4516006 38.1452281)",Rua Nova do Carmo,,,,,,
289715966,,residential,False,True,26.778,"LINESTRING (-7.4518495 38.1452279, -7.4521557 38.1452255)",Rua Nova do Carmo,,,,,,
380875808,,residential,False,False,40.179,"LINESTRING (-7.4518495 38.1452279, -7.4518441 38.1450362, -7.4518303 38.1449648, -7.4518026 38.1448699)",Travessa do Hospital,,,,,,
109830963,,residential,False,True,76.419,"LINESTRING (-7.4543198 38.1440989, -7.4543379 38.1436949, -7.4543381 38.1434119)",Rua de Santo António,,,,,,
"[984035070, 984035071]",,residential,False,True,39.436,"LINESTRING (-7.4543198 38.1440989, -7.4543576 38.1441361, -7.4544113 38.1441532, -7.4547251 38.1442396)",Rua de São Sebastião,,,yes,,,
109830922,,residential,False,True,44.937,"LINESTRING (-7.4532559 38.1446386, -7.4530455 38.1442699)",Avenida do Carmo,,,,,,
289715964,,residential,True,False,110.714,"LINESTRING (-7.4532559 38.1446386, -7.4543198 38.1440989)",Rua da Ponte,,,,,,
1217339953,,residential,False,False,69.764,"LINESTRING (-7.4532559 38.1446386, -7.4534137 38.1449146, -7.4535666 38.1452163)",Avenida do Carmo,,,,,,
984034989,ER 255,primary,False,False,64.467,"LINESTRING (-7.4532688 38.1409681, -7.453791 38.1405589)",Rua do Matadouro,,,,,,
109830963,,residential,False,False,117.465,"LINESTRING (-7.4532688 38.1409681, -7.4534225 38.1410427, -7.4535854 38.1411323, -7.4536493 38.1411799, -7.4537467 38.1412807, -7.4538348 38.1414108, -7.4540087 38.1417032, -7.4540351 38.1417928)",Rua de Santo António,,,,,,
984034989,ER 255,primary,False,True,22.575000000000003,"LINESTRING (-7.4532688 38.1409681, -7.4531797 38.14106, -7.4531256 38.1411364)",Rua do Matadouro,,,,,,
289654483,,residential,True,False,31.764,"LINESTRING (-7.4516108 38.142824, -7.4514727 38.1427669, -7.4514074 38.1427398, -7.4512847 38.1426987)",Praça Sacadura Cabral,,,,,,
984034987,ER 255,primary,False,False,46.385,"LINESTRING (-7.4494128 38.1447929, -7.4499268 38.1448959)",Rua da Amareleja,,,,,,
1217339960,ER 255,primary,False,True,222.07099999999997,"LINESTRING (-7.4494128 38.1447929, -7.449385 38.1447873, -7.4490557 38.1447525, -7.44864 38.1447637, -7.4471632 38.1449556, -7.4469004 38.1449864)",,,,,,,
109830963,,residential,False,False,55.574,"LINESTRING (-7.4540351 38.1417928, -7.4540628 38.1419128, -7.4541336 38.1422865)",Rua de Santo António,,,,,,
109830963,,residential,False,True,117.465,"LINESTRING (-7.4540351 38.1417928, -7.4540087 38.1417032, -7.4538348 38.1414108, -7.4537467 38.1412807, -7.4536493 38.1411799, -7.4535854 38.1411323, -7.4534225 38.1410427, -7.4532688 38.1409681)",Rua de Santo António,,,,,,
289644917,,residential,True,False,67.881,"LINESTRING (-7.449604 38.1437305, -7.4494957 38.144335)",Pátio dos Rolins,,,,,,
385456116,,residential,False,True,30.255,"LINESTRING (-7.4498866 38.1434591, -7.4495929 38.1433153)",Travessa da Capinha Rota,,,,,,
289644919,,residential,True,False,52.056,"LINESTRING (-7.4498866 38.1434591, -7.4498223 38.143651, -7.4497901 38.1437671, -7.449604 38.1437305)",,,,,,,
388151786,,residential,True,False,33.321,"LINESTRING (-7.4526398 38.1420076, -7.4526239 38.1417082)",Rua das Fontaínhas,,,,,,
289765416,,residential,True,False,39.248000000000005,"LINESTRING (-7.4526398 38.1420076, -7.4525078 38.14206, -7.4524277 38.142102, -7.4523033 38.142185, -7.452269 38.1422034)",Segunda Rua da Mouraria,,,,,,
109830963,,residential,False,False,54.343,"LINESTRING (-7.4542639 38.1429269, -7.454321 38.1432421, -7.4543381 38.1434119)",Rua de Santo António,,,,,,
109830963,,residential,False,True,72.11699999999999,"LINESTRING (-7.4542639 38.1429269, -7.4541674 38.1424655, -7.4541336 38.1422865)",Rua de Santo António,,,,,,
109831323,,residential,True,False,147.919,"LINESTRING (-7.4543381 38.1434119, -7.4530455 38.1442699)",Rua das Carmelitas,,,,,,
109830963,,residential,False,False,76.419,"LINESTRING (-7.4543381 38.1434119, -7.4543379 38.1436949, -7.4543198 38.1440989)",Rua de Santo António,,,,,,
109830963,,residential,False,True,54.343,"LINESTRING (-7.4543381 38.1434119, -7.454321 38.1432421, -7.4542639 38.1429269)",Rua de Santo António,,,,,,
109830922,,residential,False,False,44.634,"LINESTRING (-7.4528379 38.1439032, -7.4530455 38.1442699)",Avenida do Carmo,,,,,,
109830922,,residential,False,True,57.858,"LINESTRING (-7.4528379 38.1439032, -7.4525559 38.1434325)",Avenida do Carmo,,,,,,
