osmid,oneway,lanes,name,highway,access,width,reversed,length,geometry
651964833,False,1,Jalan Purnawarman,residential,,5,True,164.787,"LINESTRING (106.8058605 -6.2314147, 106.805874 -6.2299328)"
27989892,False,2,Jalan Daksa V,residential,,5,True,176.234,"LINESTRING (106.8058605 -6.2314147, 106.8060653 -6.2314927, 106.8073605 -6.2319516)"
28191706,True,1,Jalan Tulodong Atas,residential,,5.5,False,59.334,"LINESTRING (106.8077382 -6.2300884, 106.8076987 -6.2302363, 106.8076578 -6.230361, 106.8076511 -6.2304057, 106.8076524 -6.230451, 106.8076712 -6.230503, 106.8077268 -6.2305907)"
650564071,True,1,Jalan Senopati,secondary,,8,False,11.031,"LINESTRING (106.8077268 -6.2305907, 106.8078207 -6.2306243)"
651964833,False,1,Jalan Purnawarman,residential,,5,False,164.787,"LINESTRING (106.805874 -6.2299328, 106.8058605 -6.2314147)"
28197757,False,2,Jalan Senopati,secondary,,8,False,161.81,"LINESTRING (106.805874 -6.2299328, 106.8064625 -6.2301361, 106.8066896 -6.2302121, 106.8067613 -6.2302361, 106.8072147 -6.230402, 106.8072545 -6.2304165)"
515753831,False,2,Jalan Kertanegara,tertiary,,5,False,174.871,"LINESTRING (106.8053736 -6.2355497, 106.8069556 -6.2355442)"
515753831,False,2,Jalan Kertanegara,tertiary,,5,True,119.526,"LINESTRING (106.8053736 -6.2355497, 106.8042923 -6.2355567)"
650420717,False,2,Jalan Purnawarman,residential,,5,False,82.052,"LINESTRING (106.8053736 -6.2355497, 106.8053699 -6.2348118)"
1231152154,False,2,Jalan Purnawarman,residential,,5,True,13.155,"LINESTRING (106.8053736 -6.2355497, 106.8053749 -6.235668)"
28191657,True,2,Jalan Gunawarman,secondary,,6,False,74.051,"LINESTRING (106.8076024 -6.2355251, 106.8076048 -6.23532, 106.8075933 -6.2348593)"
28207293,False,2,Jalan Sriwijaya Raya,residential,,5,True,90.734,"LINESTRING (106.8032547 -6.2381012, 106.8032428 -6.2372853)"
756579546,False,1,Jalan Senjaya,residential,,5,False,113.77000000000001,"LINESTRING (106.8032547 -6.2381012, 106.8038034 -6.2381074, 106.8042836 -6.2381247)"
756579546,False,1,Jalan Senjaya,residential,,5,True,105.013,"LINESTRING (106.8032547 -6.2381012, 106.8030149 -6.2381021, 106.8027976 -6.2381047, 106.8025696 -6.2381087, 106.8023685 -6.2380924, 106.8023056 -6.2380873)"
936170703,False,1,Jalan Sanjaya Buntu,residential,,3.5,False,4.248,"LINESTRING (106.8049811 -6.2380519, 106.8049809 -6.2380901)"
1231152152,False,2,Jalan Senjaya IV,residential,,5,True,3.616,"LINESTRING (106.8049811 -6.2380519, 106.8049822 -6.2380194)"
28207278,False,1,Jalan Senjaya,residential,,5,False,171.40800000000002,"LINESTRING (106.8049811 -6.2380519, 106.8052022 -6.2380247, 106.8055616 -6.2379941, 106.8057239 -6.2380021, 106.8059224 -6.2380354, 106.8065064 -6.2381862)"
"[804040889, 28207278]",False,1,Jalan Senjaya,residential,,5,True,77.53299999999999,"LINESTRING (106.8049811 -6.2380519, 106.8047824 -6.2380701, 106.8044256 -6.2381128, 106.8042836 -6.2381247)"
1231152153,False,1,Jalan Mulawarman,residential,,4,False,1.913,"LINESTRING (106.8065064 -6.2381862, 106.8065125 -6.2381701)"
28207278,False,1,Jalan Senjaya,residential,,5,False,52.978,"LINESTRING (106.8065064 -6.2381862, 106.8065271 -6.2381929, 106.8069582 -6.2383452)"
28207278,False,1,Jalan Senjaya,residential,,5,True,171.408,"LINESTRING (106.8065064 -6.2381862, 106.8059224 -6.2380354, 106.8057239 -6.2380021, 106.8055616 -6.2379941, 106.8052022 -6.2380247, 106.8049811 -6.2380519)"
31812792,True,2,Jalan Pattimura,primary,,4,False,6.575,"LINESTRING (106.8023056 -6.2380873, 106.8023149 -6.2381457)"
756579546,False,1,Jalan Senjaya,residential,,5,False,105.013,"LINESTRING (106.8023056 -6.2380873, 106.8023685 -6.2380924, 106.8025696 -6.2381087, 106.8027976 -6.2381047, 106.8030149 -6.2381021, 106.8032547 -6.2381012)"
28207293,False,2,Jalan Sriwijaya Raya,residential,,5,False,97.668,"LINESTRING (106.8032606 -6.2355424, 106.8032325 -6.2364203)"
28207293,False,2,Jalan Sriwijaya Raya,residential,,5,True,132.834,"LINESTRING (106.8032606 -6.2355424, 106.8032613 -6.2343478)"
515753831,False,2,Jalan Kertanegara,tertiary,,5,False,114.052,"LINESTRING (106.8032606 -6.2355424, 106.8042923 -6.2355567)"
759646603,False,2,Jalan Kertanegara,tertiary,,5,True,60.364999999999995,"LINESTRING (106.8032606 -6.2355424, 106.8030444 -6.2355424, 106.8027145 -6.2355441)"
28207293,False,2,Jalan Sriwijaya Raya,residential,,5,False,41.21,"LINESTRING (106.8032454 -6.2369147, 106.8032428 -6.2372853)"
28207293,False,2,Jalan Sriwijaya Raya,residential,,5,True,20.915,"LINESTRING (106.8032454 -6.2369147, 106.8032394 -6.2367267)"
652174512,False,2,Jalan Taman Senjaya,residential,,3,False,113.671,"LINESTRING (106.8032454 -6.2369147, 106.8042735 -6.2368922)"
28207296,False,2,Jalan Taman Senjaya,residential,,3.5,False,5.984,"LINESTRING (106.8042701 -6.2367009, 106.8042162 -6.2366959)"
28207300,False,2,Jalan Aditiawarman,residential,,7,False,52.476,"LINESTRING (106.8042701 -6.2367009, 106.8042755 -6.236229)"
28207300,False,2,Jalan Aditiawarman,residential,,7,True,21.275,"LINESTRING (106.8042701 -6.2367009, 106.8042735 -6.2368922)"
28207293,False,2,Jalan Sriwijaya Raya,residential,,5,False,20.915,"LINESTRING (106.8032394 -6.2367267, 106.8032454 -6.2369147)"
28207293,False,2,Jalan Sriwijaya Raya,residential,,5,True,34.079,"LINESTRING (106.8032394 -6.2367267, 106.8032325 -6.2364203)"
658029986,False,2,Jalan Taman Senjaya,residential,,3.5,True,16.641,"LINESTRING (106.8032394 -6.2367267, 106.8033897 -6.2367182)"
28207300,False,2,Jalan Aditiawarman,residential,,7,False,137.052,"LINESTRING (106.8042836 -6.2381247, 106.8042735 -6.2368922)"
756579546,False,1,Jalan Senjaya,residential,,5,True,113.77000000000001,"LINESTRING (106.8042836 -6.2381247, 106.8038034 -6.2381074, 106.8032547 -6.2381012)"
"[804040889, 28207278]",False,1,Jalan Senjaya,residential,,5,False,77.533,"LINESTRING (106.8042836 -6.2381247, 106.8044256 -6.2381128, 106.8047824 -6.2380701, 106.8049811 -6.2380519)"
28207294,False,2,Jalan Senjaya II,residential,,3,False,19.797,"LINESTRING (106.8042735 -6.2368922, 106.8044525 -6.2368862)"
28207300,False,2,Jalan Aditiawarman,residential,,7,False,21.275,"LINESTRING (106.8042735 -6.2368922, 106.8042701 -6.2367009)"
28207300,False,2,Jalan Aditiawarman,residential,,7,True,137.052,"LINESTRING (106.8042735 -6.2368922, 106.8042836 -6.2381247)"
652174512,False,2,Jalan Taman Senjaya,residential,,3,True,113.671,"LINESTRING (106.8042735 -6.2368922, 106.8032454 -6.2369147)"
28207300,False,2,Jalan Aditiawarman,residential,,7,False,74.78,"LINESTRING (106.8042755 -6.236229, 106.8042923 -6.2355567)"
28207300,False,2,Jalan Aditiawarman,residential,,7,True,52.476,"LINESTRING (106.8042755 -6.236229, 106.8042701 -6.2367009)"
28207346,False,2,Jalan Senjaya III,residential,,4,False,18.382,"LINESTRING (106.8042755 -6.236229, 106.8044418 -6.236229)"
515753831,False,2,Jalan Kertanegara,tertiary,,5,False,47.588,"LINESTRING (106.8069556 -6.2355442, 106.8073856 -6.2355651)"
515753831,False,2,Jalan Kertanegara,tertiary,,5,True,174.871,"LINESTRING (106.8069556 -6.2355442, 106.8053736 -6.2355497)"
1231152155,False,2,Jalan Mulawarman,residential,,4,True,15.024,"LINESTRING (106.8069556 -6.2355442, 106.8069539 -6.2356793)"
28207362,False,2,Jalan Sriwijaya V,residential,,5,False,7.394,"LINESTRING (106.8018307 -6.2364236, 106.8018943 -6.236403)"
652147786,True,2,Jalan Pattimura,primary,,4,False,106.364,"LINESTRING (106.8018307 -6.2364236, 106.8018384 -6.23645, 106.801942 -6.2368075, 106.8019585 -6.2368628, 106.8021018 -6.2373414)"
28207293,False,2,Jalan Sriwijaya Raya,residential,,5,False,34.079,"LINESTRING (106.8032325 -6.2364203, 106.8032394 -6.2367267)"
28207293,False,2,Jalan Sriwijaya Raya,residential,,5,True,97.668,"LINESTRING (106.8032325 -6.2364203, 106.8032606 -6.2355424)"
"[756582386, 28207362]",False,2,Jalan Sriwijaya V,residential,,5,True,147.992,"LINESTRING (106.8032325 -6.2364203, 106.8031771 -6.2364196, 106.8019816 -6.2363949, 106.8018943 -6.236403)"
28207293,False,2,Jalan Sriwijaya Raya,residential,,5,False,90.734,"LINESTRING (106.8032428 -6.2372853, 106.8032547 -6.2381012)"
28207293,False,2,Jalan Sriwijaya Raya,residential,,5,True,41.21,"LINESTRING (106.8032428 -6.2372853, 106.8032454 -6.2369147)"
28207367,False,2,Jalan Sriwijaya IV,residential,,5,False,126.277,"LINESTRING (106.8032428 -6.2372853, 106.80217 -6.237338, 106.8021018 -6.2373414)"
28207367,False,2,Jalan Sriwijaya IV,residential,,5,True,126.277,"LINESTRING (106.8021018 -6.2373414, 106.80217 -6.237338, 106.8032428 -6.2372853)"
"[31812792, 652147786]",True,2,Jalan Pattimura,primary,,4,False,86.054,"LINESTRING (106.8021018 -6.2373414, 106.8022753 -6.2379144, 106.8023056 -6.2380873)"
28207293,False,2,Jalan Sriwijaya Raya,residential,,5,False,78.151,"LINESTRING (106.8032648 -6.2311466, 106.8032586 -6.2318494)"
28207293,False,2,Jalan Sriwijaya Raya,residential,,5,True,101.821,"LINESTRING (106.8032648 -6.2311466, 106.8032641 -6.2302309)"
658030230,False,2,Jalan Galuh,residential,,6,False,166.405,"LINESTRING (106.8032648 -6.2311466, 106.8047702 -6.231142)"
658030230,False,2,Jalan Galuh,residential,,6,True,97.468,"LINESTRING (106.8032648 -6.2311466, 106.8023831 -6.2311564)"
27989785,False,2,Jalan Galuh I,residential,,4,False,203.091,"LINESTRING (106.8032586 -6.2318494, 106.8050959 -6.2318493)"
28207293,False,2,Jalan Sriwijaya Raya,residential,,5,True,78.151,"LINESTRING (106.8032586 -6.2318494, 106.8032648 -6.2311466)"
27989785,False,2,Jalan Galuh I,residential,,4,True,283.328,"LINESTRING (106.8032586 -6.2318494, 106.8008342 -6.2318544, 106.8007592 -6.2318569, 106.8006956 -6.2318608)"
28207293,False,2,Jalan Sriwijaya Raya,residential,,5,False,79.844,"LINESTRING (106.8032586 -6.2318494, 106.803251 -6.2324135, 106.8032521 -6.2325674)"
27989799,False,2,Jalan Taman Jenggala,residential,,3,True,93.087,"LINESTRING (106.8015448 -6.2307102, 106.8023869 -6.2307163)"
658019782,False,2,Jalan Jenggala I,residential,,5,False,49.682,"LINESTRING (106.8015448 -6.2307102, 106.8015432 -6.231157)"
658026764,False,2,Jalan Jenggala II,residential,,5,True,48.939,"LINESTRING (106.8023831 -6.2311564, 106.8023869 -6.2307163)"
658030230,False,2,Jalan Galuh,residential,,6,False,97.468,"LINESTRING (106.8023831 -6.2311564, 106.8032648 -6.2311466)"
658030230,False,2,Jalan Galuh,residential,,6,True,92.841,"LINESTRING (106.8023831 -6.2311564, 106.8015432 -6.231157)"
658019782,False,2,Jalan Jenggala I,residential,,5,True,49.682,"LINESTRING (106.8015432 -6.231157, 106.8015448 -6.2307102)"
658030230,False,2,Jalan Galuh,residential,,6,False,92.841,"LINESTRING (106.8015432 -6.231157, 106.8023831 -6.2311564)"
"[658030230, 650563543]",False,2,Jalan Galuh,residential,,6,True,92.89999999999999,"LINESTRING (106.8015432 -6.231157, 106.8008704 -6.2311527, 106.8007673 -6.2311508, 106.8007028 -6.2311499)"
28207300,False,2,Jalan Aditiawarman,residential,,7,False,82.14,"LINESTRING (106.8042923 -6.2355567, 106.8042947 -6.234818)"
28207300,False,2,Jalan Aditiawarman,residential,,7,True,74.78,"LINESTRING (106.8042923 -6.2355567, 106.8042755 -6.236229)"
515753831,False,2,Jalan Kertanegara,tertiary,,5,False,119.526,"LINESTRING (106.8042923 -6.2355567, 106.8053736 -6.2355497)"
515753831,False,2,Jalan Kertanegara,tertiary,,5,True,114.052,"LINESTRING (106.8042923 -6.2355567, 106.8032606 -6.2355424)"
31827490,True,2,Jalan Mataram I,residential,,5,False,14.482,"LINESTRING (106.8023247 -6.2327316, 106.8021966 -6.2327589)"
650557176,False,2,Jalan Sriwijaya II,residential,,4,False,154.977,"LINESTRING (106.8023247 -6.2327316, 106.8023286 -6.2328037, 106.8023188 -6.2341252)"
759646604,True,2,Jalan Kertanegara,tertiary,,5,False,23.359,"LINESTRING (106.8025053 -6.2355144, 106.8027145 -6.2355441)"
973075922,False,,Jalan Sriwijaya I,residential,,,False,8.005,"LINESTRING (106.8025053 -6.2355144, 106.8025128 -6.235586)"
28207557,False,2,Jalan Sriwijaya I,residential,,5,True,110.34700000000001,"LINESTRING (106.8025053 -6.2355144, 106.8023269 -6.2347345, 106.8022868 -6.2346247, 106.8022608 -6.2345535)"
28207557,False,2,Jalan Sriwijaya I,residential,,5,False,156.037,"LINESTRING (106.8016255 -6.2328827, 106.801651 -6.233128, 106.8016845 -6.233296, 106.8017518 -6.2334722, 106.8019313 -6.2338106, 106.8021141 -6.234183)"
31827490,True,2,Jalan Mataram I,residential,,5,False,104.709,"LINESTRING (106.8016255 -6.2328827, 106.800743 -6.233028, 106.8006907 -6.2330348)"
"[658030230, 650563543]",False,2,Jalan Galuh,residential,,6,False,92.9,"LINESTRING (106.8007028 -6.2311499, 106.8007673 -6.2311508, 106.8008704 -6.2311527, 106.8015432 -6.231157)"
652297259,True,2,Jalan Pattimura,primary,,4,False,79.054,"LINESTRING (106.8007028 -6.2311499, 106.8007028 -6.2313217, 106.8006956 -6.2318608)"
650563542,True,2,Jalan Galuh,residential,,6,False,14.621,"LINESTRING (106.8050966 -6.2311492, 106.8049644 -6.2311449)"
651888141,False,2,Jalan Pulombangkeng,residential,permissive,4,False,77.848,"LINESTRING (106.8050966 -6.2311492, 106.8050959 -6.2318493)"
731130820,False,,Jalan Daksa IV,residential,,,True,6.827,"LINESTRING (106.8074531 -6.2326882, 106.8074529 -6.2327496)"
519500171,False,1,Jalan Daksa IV,residential,,5,False,186.13,"LINESTRING (106.8074531 -6.2326882, 106.8072296 -6.2326266, 106.8070838 -6.2325695, 106.8067408 -6.2324598, 106.8058538 -6.2321661)"
519500171,False,1,Jalan Daksa IV,residential,,5,True,16.255000000000003,"LINESTRING (106.8074531 -6.2326882, 106.8074908 -6.2326821, 106.8075283 -6.2326648, 106.8075845 -6.2326276)"
28207662,True,1,Jalan Erlangga I,residential,,5,False,29.636,"LINESTRING (106.8078614 -6.2348613, 106.8075933 -6.2348593)"
652022277,False,1,Taman Gunawarman,residential,,4,False,60.278,"LINESTRING (106.8078614 -6.2348613, 106.8078515 -6.2343193)"
652264975,False,1,Jalan Erlangga I,residential,,5,False,3.438,"LINESTRING (106.8078614 -6.2348613, 106.8078925 -6.2348614)"
28207659,False,1,Jalan Erlangga III,residential,,6,False,3.957,"LINESTRING (106.8078406 -6.2337221, 106.8078764 -6.2337223)"
652022277,False,1,Taman Gunawarman,residential,,4,False,66.21000000000001,"LINESTRING (106.8078406 -6.2337221, 106.8078361 -6.2334746, 106.8078361 -6.2331267)"
652022277,False,1,Taman Gunawarman,residential,,4,True,66.417,"LINESTRING (106.8078406 -6.2337221, 106.8078463 -6.2340359, 106.8078515 -6.2343193)"
28207660,False,1,Jalan Erlangga II,residential,,5,False,13.718,"LINESTRING (106.8078515 -6.2343193, 106.8079756 -6.2343196)"
652022277,False,1,Taman Gunawarman,residential,,4,True,60.278,"LINESTRING (106.8078515 -6.2343193, 106.8078614 -6.2348613)"
652022277,False,1,Taman Gunawarman,residential,,4,False,66.417,"LINESTRING (106.8078515 -6.2343193, 106.8078463 -6.2340359, 106.8078406 -6.2337221)"
28191657,True,2,Jalan Gunawarman,secondary,,6,False,24.605,"LINESTRING (106.8075873 -6.2330326, 106.8075844 -6.2329723, 106.8075858 -6.2328114)"
756599842,False,1,Jalan Erlangga IV,residential,,5,True,10.229,"LINESTRING (106.8078361 -6.2331267, 106.8077436 -6.233124)"
803669830,False,1,Jalan Erlangga IV,residential,,5,False,4.344,"LINESTRING (106.8078361 -6.2331267, 106.8078754 -6.2331266)"
