osmid,highway,junction,oneway,reversed,length,geometry,name,lanes,maxspeed,access,service,bridge
211430389,trunk,roundabout,True,False,27.81,"LINESTRING (101.4490875 1.6588636, 101.4491676 1.6588403, 101.4492372 1.6587943, 101.4492902 1.65873)",,,,,,
1025174408,residential,,False,True,51.428,"LINESTRING (101.447251 1.6647682, 101.4468296 1.6649592)",Gang Tangkas,,,,,
1184173010,primary,,True,False,80.446,"LINESTRING (101.447251 1.6647682, 101.4473743 1.6651623, 101.4474575 1.6654615)",Jalan Jenderal Sudirman,,,,,
544247053,residential,,False,False,149.668,"LINESTRING (101.4475796 1.6658516, 101.4474278 1.6658849, 101.4472257 1.6659307, 101.4470312 1.6659749, 101.4467971 1.6660242, 101.4465321 1.6660919, 101.4462683 1.6661569)",Gang Surya,,,,,
1184173010,primary,,True,False,157.316,"LINESTRING (101.4475796 1.6658516, 101.4477743 1.66644, 101.4480241 1.6671948)",Jalan Jenderal Sudirman,,,,,
211430389,trunk,roundabout,True,False,19.573,"LINESTRING (101.4488208 1.6587478, 101.4488823 1.6588108, 101.4489603 1.6588516)",,,,,,
213880895,primary,,True,False,626.569,"LINESTRING (101.4488208 1.6587478, 101.4484181 1.6599274, 101.4481295 1.6608383, 101.4479829 1.6612848, 101.4479667 1.6613503, 101.4475183 1.662913, 101.4474345 1.6632061, 101.447306 1.6637067, 101.4472523 1.6639145, 101.4472067 1.6640593, 101.4471844 1.664138)",Jalan Soebrantas,2,50,,,
211430389,trunk,roundabout,True,False,14.296,"LINESTRING (101.4489603 1.6588516, 101.4490233 1.658865, 101.4490875 1.6588636)",,,,,,
519131510,primary,,True,False,437.07499999999993,"LINESTRING (101.4471844 1.664138, 101.4470566 1.6639239, 101.4467627 1.6634346, 101.4462423 1.662587, 101.4461861 1.6624955, 101.4455904 1.6615251, 101.4455308 1.661428, 101.4452682 1.6610004, 101.445133 1.6607846)",Jalan Jenderal Sudirman,,,,,
519131512,primary,,True,False,19.450000000000003,"LINESTRING (101.4471844 1.664138, 101.4471395 1.6641952, 101.4470765 1.6642757)",,,,,,
213880894,primary,,True,False,63.593999999999994,"LINESTRING (101.4472589 1.6643222, 101.4472888 1.6642422, 101.4473615 1.6640347, 101.4474395 1.6637797)",Jalan Soebrantas,,50,,,
1184173009,primary,,True,False,22.095,"LINESTRING (101.4472589 1.6643222, 101.4472267 1.664241, 101.4472005 1.6641746, 101.4471844 1.664138)",Jalan Jenderal Sudirman,,,,,
313346171,residential,,False,False,87.584,"LINESTRING (101.4482421 1.6674549, 101.4490109 1.6672821)",Jalan Merdeka Baru,,,yes,,
519131503,primary,,True,False,177.209,"LINESTRING (101.4482421 1.6674549, 101.4481385 1.6671229, 101.4480456 1.6668252, 101.4477441 1.6659411)",Jalan Jenderal Sudirman,,,,,
519131511,primary,,True,False,16.881,"LINESTRING (101.4471465 1.6644243, 101.4472589 1.6643222)",,,,,,
1184173010,primary,,True,False,39.966,"LINESTRING (101.4471465 1.6644243, 101.4471936 1.6645747, 101.447251 1.6647682)",Jalan Jenderal Sudirman,,,,,
812400984,primary,,False,False,16.708,"LINESTRING (101.4441211 1.6591277, 101.4439768 1.6591698)",Jalan Raya Bukit Datuk,,,,,
519131509,primary,,True,False,18.264,"LINESTRING (101.4470765 1.6642757, 101.4471465 1.6644243)",Jalan Jenderal Sudirman,,,,,
812048806,residential,,False,True,14.663,"LINESTRING (101.4450176 1.6608485, 101.445133 1.6607846)",,,,,,
290823626,primary,,True,False,174.631,"LINESTRING (101.4450176 1.6608485, 101.4451736 1.6611144, 101.4453346 1.6613921, 101.4454054 1.6615124, 101.4455989 1.661841, 101.4457957 1.6621633, 101.4458198 1.6621987)",Jalan Jenderal Sudirman,,,,,
544246316,residential,,False,True,120.47200000000001,"LINESTRING (101.4450176 1.6608485, 101.4448988 1.6609094, 101.4447057 1.6609879, 101.4445931 1.6609891, 101.4445099 1.660967, 101.4444348 1.660967, 101.4442831 1.6610283, 101.4440942 1.6611252, 101.4440253 1.6611864)",Jalan Lepin,,,,,
544246315,residential,,False,True,59.479,"LINESTRING (101.4447612 1.6659926, 101.4448098 1.6665253)",Jalan Lepin,,,,,
544246315,residential,,False,False,46.522,"LINESTRING (101.4447612 1.6659926, 101.4447111 1.6657333, 101.444689 1.6655806)",Jalan Lepin,,,,,
632597219,living_street,,False,True,113.92,"LINESTRING (101.4447612 1.6659926, 101.4444092 1.6660527, 101.4439277 1.6661505, 101.4437565 1.6661934)",Gang Durian,,,,gg durian,
679518654,residential,,False,True,55.102000000000004,"LINESTRING (101.4447612 1.6659926, 101.4450505 1.6659307, 101.4452456 1.6658872)",,,,,,
544246316,residential,,False,False,23.68,"LINESTRING (101.4439443 1.6625362, 101.4438511 1.6623447)",Jalan Lepin,,,,,
544246316,residential,,False,True,36.879,"LINESTRING (101.4439443 1.6625362, 101.4439836 1.6626342, 101.4440129 1.6626823, 101.4440732 1.662841)",Jalan Lepin,,,,,
679518576,residential,,False,False,4.616,"LINESTRING (101.4433964 1.6615461, 101.443361 1.6615678)",,,,,,
544246316,residential,,False,False,33.143,"LINESTRING (101.4433964 1.6615461, 101.4434366 1.6615251, 101.4436546 1.6613971)",Jalan Lepin,,,,,
544246316,residential,,False,True,67.86699999999999,"LINESTRING (101.4433964 1.6615461, 101.4436214 1.6619307, 101.4437061 1.6620721)",Jalan Lepin,,,,,
544247051,residential,,False,False,144.72400000000002,"LINESTRING (101.4474575 1.6654615, 101.447099 1.66551, 101.4467478 1.6655745, 101.4464027 1.6656423, 101.4461781 1.6656985)",Gang Durian,,,,,
1184173010,primary,,True,False,45.452,"LINESTRING (101.4474575 1.6654615, 101.4475179 1.6656478, 101.4475796 1.6658516)",Jalan Jenderal Sudirman,,,,,
544247051,residential,,False,True,144.72400000000002,"LINESTRING (101.4461781 1.6656985, 101.4464027 1.6656423, 101.4467478 1.6655745, 101.447099 1.66551, 101.4474575 1.6654615)",Gang Durian,,,,,
679518554,residential,,False,True,106.498,"LINESTRING (101.4461781 1.6656985, 101.4461207 1.6654258, 101.446105 1.6653433, 101.4460288 1.6650307, 101.4459359 1.6647736)",,,,,,
1025216888,residential,,False,False,52.027,"LINESTRING (101.4461781 1.6656985, 101.4461951 1.665847, 101.4462683 1.6661569)",,,,,,
544246315,residential,,False,False,59.479,"LINESTRING (101.4448098 1.6665253, 101.4447612 1.6659926)",Jalan Lepin,,,,,
