osmid,oneway,lanes,highway,reversed,length,name,est_width,geometry,access,maxspeed,bridge
590038924,False,1,residential,False,45.638,,,"LINESTRING (106.7087654 -6.3246068, 106.7091716 -6.3245329)",,,
759508063,False,2,tertiary,False,30.161,Jalan Benda Raya,8.96,"LINESTRING (106.7087654 -6.3246068, 106.7087743 -6.3243357)",,,
759508063,False,2,tertiary,True,95.827,Jalan Benda Raya,8.96,"LINESTRING (106.7087654 -6.3246068, 106.7087791 -6.3248296, 106.7088745 -6.3254611)",,,
159784232,False,1,residential,True,92.179,Jalan Benda Timur 12,,"LINESTRING (106.7120166 -6.3267599, 106.7111926 -6.3268883)",,,
227742879,False,1,residential,False,32.673,,,"LINESTRING (106.7120166 -6.3267599, 106.712059 -6.3270507)",permissive,,
227742879,False,1,residential,True,34.129,,,"LINESTRING (106.7120166 -6.3267599, 106.7118868 -6.3264814)",permissive,,
159784232,False,1,residential,False,94.148,Jalan Benda Timur 12,,"LINESTRING (106.7094833 -6.3271183, 106.7103276 -6.3270056)",,,
159784232,False,1,residential,True,42.999,Jalan Benda Timur 12,,"LINESTRING (106.7094833 -6.3271183, 106.7090955 -6.3271495)",,,
172752281,False,,residential,True,32.852,,,"LINESTRING (106.7094833 -6.3271183, 106.7094429 -6.3268256)",permissive,,
227742879,False,1,residential,True,32.673,,,"LINESTRING (106.712059 -6.3270507, 106.7120166 -6.3267599)",permissive,,
159784388,False,1,residential,True,95.98599999999999,Jalan Benda Timur 11B,,"LINESTRING (106.712059 -6.3270507, 106.7120104 -6.3270584, 106.711197 -6.3271559)",permissive,,
159784232,False,1,residential,False,96.484,Jalan Benda Timur 12,,"LINESTRING (106.7103276 -6.3270056, 106.7111926 -6.3268883)",,,
159784232,False,1,residential,True,94.148,Jalan Benda Timur 12,,"LINESTRING (106.7103276 -6.3270056, 106.7094833 -6.3271183)",,,
172752284,False,,residential,True,32.188,,,"LINESTRING (106.7103276 -6.3270056, 106.7102954 -6.3267179)",permissive,,
569249119,False,,residential,False,54.564,Jalan Gunung Agung,,"LINESTRING (106.7120249 -6.3197786, 106.7120706 -6.3202672)",permissive,,
819825868,False,,residential,False,36.535,,,"LINESTRING (106.7120249 -6.3197786, 106.7123519 -6.3197304)",permissive,,
569249119,False,,residential,True,42.029999999999994,Jalan Gunung Agung,,"LINESTRING (106.7120249 -6.3197786, 106.7119893 -6.319612, 106.7119458 -6.3195014, 106.7119021 -6.3194238)",permissive,,
159796831,False,1,residential,False,31.98,Jalan Gunung Agung,,"LINESTRING (106.7117527 -6.3191775, 106.7119021 -6.3194238)",,,
432443033,False,,residential,False,36.453,,,"LINESTRING (106.7117527 -6.3191775, 106.7120387 -6.3193408)",permissive,,
159796831,False,1,residential,True,49.435,Jalan Gunung Agung,,"LINESTRING (106.7117527 -6.3191775, 106.7115717 -6.3190068, 106.7114236 -6.3188765)",,,
432443006,False,,residential,False,36.815,,,"LINESTRING (106.7114236 -6.3188765, 106.7112378 -6.3191513)",,,
159796831,False,1,residential,False,49.435,Jalan Gunung Agung,,"LINESTRING (106.7114236 -6.3188765, 106.7115717 -6.3190068, 106.7117527 -6.3191775)",,,
159796831,False,1,residential,True,37.928000000000004,Jalan Gunung Agung,,"LINESTRING (106.7114236 -6.3188765, 106.7113396 -6.3188189, 106.7112096 -6.3187629, 106.7111181 -6.3187242)",,,
1092390415,False,1,residential,False,6.048,Jalan Benda Timur 14,,"LINESTRING (106.7090939 -6.3239878, 106.7091484 -6.3239829)",,,
1092390415,False,1,residential,True,33.67,Jalan Benda Timur 14,,"LINESTRING (106.7090939 -6.3239878, 106.7087898 -6.3240061)",,,
"[1092390413, 172752287]",False,1,residential,False,31.150000000000002,,,"LINESTRING (106.7090939 -6.3239878, 106.7090978 -6.3240148, 106.7091339 -6.3242651)",permissive,,
590038954,False,2,tertiary,True,36.69,Jalan Meruga Raya,8.68,"LINESTRING (106.7087898 -6.3240061, 106.7087743 -6.3243357)",,,
1092390415,False,1,residential,False,33.67,Jalan Benda Timur 14,,"LINESTRING (106.7087898 -6.3240061, 106.7090939 -6.3239878)",,,
590038954,False,2,tertiary,False,65.054,Jalan Meruga Raya,8.68,"LINESTRING (106.7087898 -6.3240061, 106.7088484 -6.3234938, 106.7088563 -6.3234248)",,,
739742087,False,1,residential,False,30.113,,,"LINESTRING (106.7099926 -6.3241654, 106.7100173 -6.3244351)",permissive,,
172752275,False,1,residential,True,95.548,,,"LINESTRING (106.7099926 -6.3241654, 106.7099585 -6.3241694, 106.7091601 -6.3242621, 106.7091339 -6.3242651)",permissive,,
"[569249159, 739742087]",False,1,residential,"[False, True]",119.84299999999999,,,"LINESTRING (106.7099926 -6.3241654, 106.7099763 -6.323935, 106.7101756 -6.3239614, 106.7103975 -6.3239844, 106.7106195 -6.3240041, 106.7106845 -6.3239961, 106.7107408 -6.3239794, 106.7107564 -6.3239711, 106.7107724 -6.3239594, 106.7108032 -6.3239294)",permissive,,
172752287,False,1,residential,False,30.068,,,"LINESTRING (106.7091339 -6.3242651, 106.7091716 -6.3245329)",permissive,,
172752275,False,1,residential,False,95.548,,,"LINESTRING (106.7091339 -6.3242651, 106.7091601 -6.3242621, 106.7099585 -6.3241694, 106.7099926 -6.3241654)",permissive,,
"[1092390413, 172752287]",False,1,residential,True,31.150000000000002,,,"LINESTRING (106.7091339 -6.3242651, 106.7090978 -6.3240148, 106.7090939 -6.3239878)",permissive,,
739742087,False,1,residential,False,30.773,,,"LINESTRING (106.7100173 -6.3244351, 106.7100503 -6.3247099)",permissive,,
739742087,False,1,residential,True,30.113,,,"LINESTRING (106.7100173 -6.3244351, 106.7099926 -6.3241654)",permissive,,
"[739742086, 172752286]",False,1,residential,False,89.153,Jalan Benda Timur 15,,"LINESTRING (106.7100173 -6.3244351, 106.7105107 -6.3243628, 106.7105214 -6.324363, 106.7105295 -6.3243661, 106.7105367 -6.3243721, 106.7105419 -6.3243803, 106.7105833 -6.3246449)",permissive,,
172752286,False,1,residential,True,94.096,Jalan Benda Timur 15,,"LINESTRING (106.7100173 -6.3244351, 106.7099734 -6.3244406, 106.7092067 -6.3245289, 106.7091716 -6.3245329)",permissive,,
172752287,False,1,residential,False,32.021,,,"LINESTRING (106.7091716 -6.3245329, 106.7092095 -6.3248184)",permissive,,
172752287,False,1,residential,True,30.068,,,"LINESTRING (106.7091716 -6.3245329, 106.7091339 -6.3242651)",permissive,,
590038924,False,1,residential,True,45.638,,,"LINESTRING (106.7091716 -6.3245329, 106.7087654 -6.3246068)",,,
172752286,False,1,residential,False,94.096,Jalan Benda Timur 15,,"LINESTRING (106.7091716 -6.3245329, 106.7092067 -6.3245289, 106.7099734 -6.3244406, 106.7100173 -6.3244351)",permissive,,
172752279,False,1,residential,True,59.348,Jalan Benda Timur 14B,,"LINESTRING (106.7105833 -6.3246449, 106.7100503 -6.3247099)",permissive,,
739742086,False,,residential,False,34.804,,,"LINESTRING (106.7105833 -6.3246449, 106.7105967 -6.3247438, 106.7106165 -6.3249561)",permissive,,
"[172752286, 739742086]",False,1,residential,True,89.15299999999999,Jalan Benda Timur 15,,"LINESTRING (106.7105833 -6.3246449, 106.7105419 -6.3243803, 106.7105367 -6.3243721, 106.7105295 -6.3243661, 106.7105214 -6.324363, 106.7105107 -6.3243628, 106.7100173 -6.3244351)",permissive,,
172752279,False,1,residential,False,59.348,Jalan Benda Timur 14B,,"LINESTRING (106.7100503 -6.3247099, 106.7105833 -6.3246449)",permissive,,
739742087,False,1,residential,False,36.233,,,"LINESTRING (106.7100503 -6.3247099, 106.7100896 -6.3250334)",permissive,,
739742087,False,1,residential,True,30.773,,,"LINESTRING (106.7100503 -6.3247099, 106.7100173 -6.3244351)",permissive,,
172752279,False,1,residential,True,93.703,Jalan Benda Timur 14B,,"LINESTRING (106.7100503 -6.3247099, 106.7099965 -6.3247168, 106.7092428 -6.3248141, 106.7092095 -6.3248184)",permissive,,
172752287,False,1,residential,False,33.447,,,"LINESTRING (106.7092095 -6.3248184, 106.7092406 -6.3251176)",permissive,,
172752287,False,1,residential,True,32.021,,,"LINESTRING (106.7092095 -6.3248184, 106.7091716 -6.3245329)",permissive,,
172752279,False,1,residential,False,93.703,Jalan Benda Timur 14B,,"LINESTRING (106.7092095 -6.3248184, 106.7092428 -6.3248141, 106.7099965 -6.3247168, 106.7100503 -6.3247099)",permissive,,
172752277,False,1,residential,True,58.863,Jalan Benda Timur 14A,,"LINESTRING (106.7106165 -6.3249561, 106.7100896 -6.3250334)",permissive,,
739742086,False,,residential,False,32.331,,,"LINESTRING (106.7106165 -6.3249561, 106.7106289 -6.3252466)",permissive,,
739742086,False,,residential,True,34.804,,,"LINESTRING (106.7106165 -6.3249561, 106.7105967 -6.3247438, 106.7105833 -6.3246449)",permissive,,
762963633,False,1,residential,False,82.16,,,"LINESTRING (106.7106165 -6.3249561, 106.7110862 -6.3249241, 106.7113535 -6.3248709)",permissive,,
172752277,False,1,residential,False,58.863,Jalan Benda Timur 14A,,"LINESTRING (106.7100896 -6.3250334, 106.7106165 -6.3249561)",permissive,,
739742087,False,1,residential,False,31.766,,,"LINESTRING (106.7100896 -6.3250334, 106.7101207 -6.3253174)",permissive,,
739742087,False,1,residential,True,36.233,,,"LINESTRING (106.7100896 -6.3250334, 106.7100503 -6.3247099)",permissive,,
172752277,False,1,residential,True,94.298,Jalan Benda Timur 14A,,"LINESTRING (106.7100896 -6.3250334, 106.7100502 -6.3250384, 106.7092406 -6.3251176)",permissive,,
172752287,False,1,residential,False,33.127,,,"LINESTRING (106.7092406 -6.3251176, 106.7092795 -6.325413)",permissive,,
172752287,False,1,residential,True,33.447,,,"LINESTRING (106.7092406 -6.3251176, 106.7092095 -6.3248184)",permissive,,
172752277,False,1,residential,False,94.298,Jalan Benda Timur 14A,,"LINESTRING (106.7092406 -6.3251176, 106.7100502 -6.3250384, 106.7100896 -6.3250334)",permissive,,
739738405,False,1,residential,True,56.714,Jalan Benda Timur 14,,"LINESTRING (106.7106289 -6.3252466, 106.7101207 -6.3253174)",permissive,,
739742086,False,,residential,True,32.331,,,"LINESTRING (106.7106289 -6.3252466, 106.7106165 -6.3249561)",permissive,,
"[739738405, 739738406]",False,1,residential,False,62.614,Jalan Benda Timur 14,,"LINESTRING (106.7106289 -6.3252466, 106.7109266 -6.3252184, 106.7110082 -6.3254716)",permissive,,
172752262,False,1,residential,True,93.574,Jalan Benda Timur 14,,"LINESTRING (106.7101207 -6.3253174, 106.7092795 -6.325413)",,,
172752282,False,1,residential,False,30.233,,,"LINESTRING (106.7101207 -6.3253174, 106.7101569 -6.3255869)",permissive,,
739738405,False,1,residential,False,56.714,Jalan Benda Timur 14,,"LINESTRING (106.7101207 -6.3253174, 106.7106289 -6.3252466)",permissive,,
739742087,False,1,residential,True,31.766,,,"LINESTRING (106.7101207 -6.3253174, 106.7100896 -6.3250334)",permissive,,
172752262,False,1,residential,False,93.574,Jalan Benda Timur 14,,"LINESTRING (106.7092795 -6.325413, 106.7101207 -6.3253174)",,,
172752262,False,1,residential,True,45.078,Jalan Benda Timur 14,,"LINESTRING (106.7092795 -6.325413, 106.7088745 -6.3254611)",,,
172752287,False,1,residential,True,33.127,,,"LINESTRING (106.7092795 -6.325413, 106.7092406 -6.3251176)",permissive,,
172752285,False,1,residential,False,32.822,,,"LINESTRING (106.7092795 -6.325413, 106.7092837 -6.3254543, 106.7093162 -6.3257059)",permissive,,
172752261,False,1,residential,True,94.954,Jalan Benda Timur 13B,,"LINESTRING (106.7110082 -6.3254716, 106.7101569 -6.3255869)",permissive,,
739738406,False,1,residential,False,33.159,,,"LINESTRING (106.7110082 -6.3254716, 106.7110534 -6.3257664)",permissive,,
"[739738405, 739738406]",False,1,residential,True,62.614,Jalan Benda Timur 14,,"LINESTRING (106.7110082 -6.3254716, 106.7109266 -6.3252184, 106.7106289 -6.3252466)",permissive,,
172752262,False,1,residential,False,45.078,Jalan Benda Timur 14,,"LINESTRING (106.7088745 -6.3254611, 106.7092795 -6.325413)",,,
172757192,False,2,residential,True,38.395,Jalan Benda Barat 14,,"LINESTRING (106.7088745 -6.3254611, 106.7085309 -6.3255121)",,,
759508063,False,2,tertiary,True,96.097,Jalan Benda Raya,8.96,"LINESTRING (106.7088745 -6.3254611, 106.7089761 -6.3263194)",,,
759508063,False,2,tertiary,False,95.827,Jalan Benda Raya,8.96,"LINESTRING (106.7088745 -6.3254611, 106.7087791 -6.3248296, 106.7087654 -6.3246068)",,,
172752261,False,1,residential,False,94.954,Jalan Benda Timur 13B,,"LINESTRING (106.7101569 -6.3255869, 106.7110082 -6.3254716)",permissive,,
172752261,False,1,residential,True,93.85,Jalan Benda Timur 13B,,"LINESTRING (106.7101569 -6.3255869, 106.7093162 -6.3257059)",permissive,,
172752282,False,1,residential,False,31.511,,,"LINESTRING (106.7101569 -6.3255869, 106.7101946 -6.3258678)",permissive,,
172752282,False,1,residential,True,30.233,,,"LINESTRING (106.7101569 -6.3255869, 106.7101207 -6.3253174)",permissive,,
172752261,False,1,residential,False,93.85,Jalan Benda Timur 13B,,"LINESTRING (106.7093162 -6.3257059, 106.7101569 -6.3255869)",permissive,,
172752285,False,1,residential,False,32.659,,,"LINESTRING (106.7093162 -6.3257059, 106.7093394 -6.3259987)",permissive,,
172752285,False,1,residential,True,32.822,,,"LINESTRING (106.7093162 -6.3257059, 106.7092837 -6.3254543, 106.7092795 -6.325413)",permissive,,
739738406,False,1,residential,False,31.55,,,"LINESTRING (106.7110534 -6.3257664, 106.7110964 -6.3260469)",permissive,,
739738406,False,1,residential,True,33.159,,,"LINESTRING (106.7110534 -6.3257664, 106.7110082 -6.3254716)",permissive,,
172752260,False,1,residential,True,95.58000000000001,Jalan Benda Timur 13A,,"LINESTRING (106.7110534 -6.3257664, 106.7109863 -6.3257743, 106.7102501 -6.3258612, 106.7101946 -6.3258678)",permissive,,
"[762962812, 227742879]",False,1,residential,False,74.077,Jalan Benda Timur 13A,,"LINESTRING (106.7110534 -6.3257664, 106.7112376 -6.3257429, 106.7113872 -6.3257239, 106.7114045 -6.3257239, 106.7114216 -6.3257267, 106.7114416 -6.3257389, 106.7114567 -6.3257592, 106.7115822 -6.3259744)",permissive,,
172752260,False,1,residential,True,95.629,Jalan Benda Timur 13A,,"LINESTRING (106.7101946 -6.3258678, 106.7093394 -6.3259987)",permissive,,
172752282,False,1,residential,False,33.082,,,"LINESTRING (106.7101946 -6.3258678, 106.7102342 -6.3261627)",permissive,,
172752282,False,1,residential,True,31.511,,,"LINESTRING (106.7101946 -6.3258678, 106.7101569 -6.3255869)",permissive,,
172752260,False,1,residential,False,95.58,Jalan Benda Timur 13A,,"LINESTRING (106.7101946 -6.3258678, 106.7102501 -6.3258612, 106.7109863 -6.3257743, 106.7110534 -6.3257664)",permissive,,
227742879,False,1,residential,False,32.024,,,"LINESTRING (106.7115822 -6.3259744, 106.7117271 -6.3262238)",permissive,,
762961297,False,1,residential,True,54.292,Jalan Benda Timur 13,,"LINESTRING (106.7115822 -6.3259744, 106.7110964 -6.3260469)",permissive,,
"[762962812, 227742879]",False,1,residential,True,74.077,Jalan Benda Timur 13A,,"LINESTRING (106.7115822 -6.3259744, 106.7114567 -6.3257592, 106.7114416 -6.3257389, 106.7114216 -6.3257267, 106.7114045 -6.3257239, 106.7113872 -6.3257239, 106.7112376 -6.3257429, 106.7110534 -6.3257664)",permissive,,
172752260,False,1,residential,False,95.629,Jalan Benda Timur 13A,,"LINESTRING (106.7093394 -6.3259987, 106.7101946 -6.3258678)",permissive,,
172752285,False,1,residential,False,31.337,,,"LINESTRING (106.7093394 -6.3259987, 106.7093678 -6.3262791)",permissive,,
172752285,False,1,residential,True,32.659,,,"LINESTRING (106.7093394 -6.3259987, 106.7093162 -6.3257059)",permissive,,
172752259,False,1,residential,True,96.155,Jalan Benda Timur 13,,"LINESTRING (106.7110964 -6.3260469, 106.7102342 -6.3261627)",,,
739738406,False,1,residential,True,31.55,,,"LINESTRING (106.7110964 -6.3260469, 106.7110534 -6.3257664)",permissive,,
739740957,False,1,residential,True,30.105,,,"LINESTRING (106.7110964 -6.3260469, 106.7111272 -6.3263159)",permissive,,
762961297,False,1,residential,False,54.292,Jalan Benda Timur 13,,"LINESTRING (106.7110964 -6.3260469, 106.7115822 -6.3259744)",permissive,,
172752259,False,1,residential,False,96.155,Jalan Benda Timur 13,,"LINESTRING (106.7102342 -6.3261627, 106.7110964 -6.3260469)",,,
