osmid,highway,oneway,reversed,length,geometry,access,name,bridge
574384123,unclassified,False,True,366.784,"LINESTRING (108.2166432 -7.3283229, 108.2198061 -7.3293424)",,,
"[574384072, 549688623]",tertiary,True,False,31.565,"LINESTRING (108.2166432 -7.3283229, 108.2166091 -7.328297, 108.2165831 -7.3282605, 108.2165638 -7.3282301, 108.216493 -7.3280856)",,,
273715185,unclassified,False,True,57.299,"LINESTRING (108.2163836 -7.3294946, 108.2161406 -7.329475, 108.2159476 -7.3294578, 108.2158661 -7.3294491)",,,
782309486,tertiary,True,False,134.51,"LINESTRING (108.2163836 -7.3294946, 108.2165491 -7.3290477, 108.2165739 -7.3289757, 108.216594 -7.3288979, 108.2166044 -7.328819, 108.2166125 -7.3287397, 108.2166432 -7.3283229)",yes,,
277288990,residential,False,False,44.986999999999995,"LINESTRING (108.2196441 -7.3256145, 108.2196768 -7.3254509, 108.2197177 -7.3252166)",,Jalan R.Ik. Ik. Wiradikarta,
574384065,residential,True,False,137.413,"LINESTRING (108.2196441 -7.3256145, 108.219822 -7.3256556, 108.2204602 -7.325806, 108.2208611 -7.3258775)",,,
301420351,primary,False,False,33.864000000000004,"LINESTRING (108.2215733 -7.322722, 108.2215615 -7.3226647, 108.2214906 -7.3224289)",,Jalan Dokter Sukarjo,
301420351,primary,False,True,73.47099999999999,"LINESTRING (108.2215733 -7.322722, 108.2215729 -7.3227851, 108.2214882 -7.3233768)",,Jalan Dokter Sukarjo,
620866069,residential,False,False,40.158,"LINESTRING (108.2215733 -7.322722, 108.2217178 -7.3226895, 108.2218157 -7.3226764, 108.2218733 -7.3226721, 108.2219323 -7.3226789)",,Jalan Jajaway Kecil,
574384131,primary,True,False,68.348,"LINESTRING (108.2208611 -7.3258775, 108.2205788 -7.3262639, 108.2205115 -7.3263841)",yes,Jalan Kyai Haji Zaenal Mustofa,
"[782304926, 301420351]",primary,False,False,106.79,"LINESTRING (108.2208611 -7.3258775, 108.2209097 -7.3257061, 108.2210989 -7.3249466)",,Jalan Dokter Sukarjo,
1167357619,primary,False,True,51.369,"LINESTRING (108.2208611 -7.3258775, 108.2209789 -7.3259073, 108.2213146 -7.3259827)",,Jalan Sutisna Senjaya,
549688623,tertiary,True,False,36.286,"LINESTRING (108.216493 -7.3280856, 108.2163956 -7.3277739)",,,
37947180,primary,True,False,21.51,"LINESTRING (108.2198061 -7.3293424, 108.2197728 -7.329533)",,Jalan Kyai Haji Zaenal Mustofa,
574384123,unclassified,False,False,366.784,"LINESTRING (108.2198061 -7.3293424, 108.2166432 -7.3283229)",,,
273715191,residential,False,False,60.909000000000006,"LINESTRING (108.2198061 -7.3293424, 108.2200225 -7.3293055, 108.2201693 -7.3292706, 108.2203411 -7.3292118)",,Jalan Empang,
782281882,unclassified,False,False,177.477,"LINESTRING (108.2180637 -7.3300203, 108.2193225 -7.3301512, 108.2196649 -7.330179)",,Jalan Selakaso,
782281882,unclassified,False,True,56.492000000000004,"LINESTRING (108.2180637 -7.3300203, 108.2176568 -7.3299318, 108.2175634 -7.3299113)",,Jalan Selakaso,
37947180,primary,True,False,62.363,"LINESTRING (108.2196649 -7.330179, 108.2195762 -7.3307329)",,Jalan Kyai Haji Zaenal Mustofa,
782281882,unclassified,False,True,177.477,"LINESTRING (108.2196649 -7.330179, 108.2193225 -7.3301512, 108.2180637 -7.3300203)",,Jalan Selakaso,
301420366,tertiary,False,True,94.75,"LINESTRING (108.2172385 -7.3229347, 108.2180945 -7.3230072)",,Jalan Galunggung,
301420366,tertiary,False,False,117.07,"LINESTRING (108.2172385 -7.3229347, 108.2170084 -7.3229308, 108.2161823 -7.3230234)",,Jalan Galunggung,
959723066,residential,False,False,216.78500000000003,"LINESTRING (108.2172385 -7.3229347, 108.2172673 -7.3236787, 108.2172773 -7.3237055, 108.2172893 -7.3237232, 108.2173082 -7.3237338, 108.2182766 -7.3239406, 108.218425 -7.3239747)",,,
301420366,tertiary,False,False,91.16499999999999,"LINESTRING (108.2242315 -7.3240763, 108.224178 -7.3240614, 108.2241129 -7.32405, 108.2240556 -7.3240363, 108.223783 -7.3239656, 108.2234293 -7.3238794)",,Jalan Galunggung,
574384058,residential,False,True,165.87800000000001,"LINESTRING (108.2242315 -7.3240763, 108.2241322 -7.3239421, 108.2240841 -7.3238938, 108.2240352 -7.3238539, 108.2238212 -7.3236743, 108.2235878 -7.3235001, 108.2230719 -7.323138)",,,
938824724,tertiary,False,True,56.428999999999995,"LINESTRING (108.2242315 -7.3240763, 108.2242625 -7.3241106, 108.2242819 -7.3241353, 108.2243054 -7.3241685, 108.2243349 -7.3242103, 108.2244127 -7.3243274, 108.2244616 -7.3243986, 108.2245094 -7.3245002)",,,
301420351,primary,False,False,73.47099999999999,"LINESTRING (108.2214882 -7.3233768, 108.2215729 -7.3227851, 108.2215733 -7.322722)",,Jalan Dokter Sukarjo,
301420351,primary,False,True,91.149,"LINESTRING (108.2214882 -7.3233768, 108.2214539 -7.3235361, 108.221292 -7.324173)",,Jalan Dokter Sukarjo,
