osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,access,bridge
660544935,2,Jalan Lembong,secondary,False,False,17.213,"LINESTRING (124.8350152 1.3260824, 124.834861 1.3260683)",,,
352426095,,,residential,False,False,171.528,"LINESTRING (124.8350152 1.3260824, 124.8350364 1.3259829, 124.8350541 1.3259229, 124.835089 1.3258572, 124.8351192 1.3258236, 124.8351591 1.3257881, 124.8351949 1.3257043, 124.835209 1.3256554, 124.8352003 1.3256071, 124.8351909 1.3255528, 124.8351561 1.3254556, 124.8350903 1.3253276, 124.8350622 1.3252357, 124.8350635 1.3251915, 124.8350856 1.3251177, 124.8351607 1.324979, 124.8353324 1.3248395, 124.8354362 1.3247883)",,,
660544935,2,Jalan Lembong,secondary,False,True,144.873,"LINESTRING (124.8350152 1.3260824, 124.8351547 1.326077, 124.835376 1.3260194, 124.8356415 1.3259289, 124.8358145 1.3258826, 124.8359668 1.3258371, 124.8360995 1.3258122, 124.8362799 1.3257935)",,,
83915629,,,primary,True,False,46.941,"LINESTRING (124.8378114 1.3256721, 124.8378309 1.3260938)",,,
83914770,,Jalan Lembong,secondary,False,True,89.205,"LINESTRING (124.8378114 1.3256721, 124.8381823 1.325638, 124.8386107 1.3256011)",,,
660544935,2,Jalan Lembong,secondary,False,False,92.75,"LINESTRING (124.8378114 1.3256721, 124.8373997 1.3257036, 124.8369806 1.3257479)",,,
83918145,,,residential,False,False,119.17599999999999,"LINESTRING (124.8376284 1.3236805, 124.8374473 1.3229752, 124.8373618 1.3226424)",,,
83918146,,,residential,False,False,62.15299999999999,"LINESTRING (124.8376284 1.3236805, 124.8374359 1.3237173, 124.8371798 1.3237696, 124.8370805 1.3237917)",,,
102193705,,,primary,True,False,61.598,"LINESTRING (124.8376284 1.3236805, 124.8376686 1.3239935, 124.8376914 1.3242308)",,,
659961011,,,residential,False,False,70.346,"LINESTRING (124.8409563 1.3225777, 124.8409798 1.3232099)",,,
83915761,,,residential,False,False,16.522,"LINESTRING (124.8409563 1.3225777, 124.8410207 1.3225697, 124.8411039 1.3225603)",,,
83915761,,,residential,False,True,92.544,"LINESTRING (124.8409563 1.3225777, 124.8407149 1.3225556, 124.8401684 1.3225167, 124.8401263 1.322514)",,,
83915761,,,residential,False,True,193.491,"LINESTRING (124.8428265 1.3223753, 124.8424724 1.3223826, 124.8419561 1.3224021, 124.8417107 1.3224235, 124.8415209 1.322447, 124.8413325 1.3224966, 124.8411039 1.3225603)",,,
230174165,,,residential,False,True,66.124,"LINESTRING (124.8428265 1.3223753, 124.8427601 1.3226179, 124.8426609 1.3229464)",,,
230174165,,,residential,False,False,97.48,"LINESTRING (124.8423081 1.3244159, 124.8425146 1.3235639)",,,
230174165,,,residential,False,True,54.257999999999996,"LINESTRING (124.8423081 1.3244159, 124.8422398 1.3247162, 124.8421994 1.3248916)",,,
