osmid,oneway,name,highway,reversed,length,geometry,access,bridge
289701282,True,Jalan Jenderal Achmad Yani,trunk,False,262.475,"LINESTRING (114.8266789 -3.4427871, 114.8270751 -3.4427918, 114.8290435 -3.4428149)",,
1191758539,True,Jalan Jenderal Achmad Yani,trunk,False,61.166,"LINESTRING (114.8291856 -3.4428164, 114.8297366 -3.4428251)",,
1191758541,True,Jalan Jenderal Achmad Yani,trunk,False,214.282,"LINESTRING (114.8327588 -3.442881, 114.834689 -3.4429187)",,
172876738,True,Jalan Pangeran Hidayatullah,tertiary,False,110.608,"LINESTRING (114.8292661 -3.439095, 114.8292309 -3.4400891)",,
296993855,True,Jalan Panglima Batur Barat,secondary,False,17.016,"LINESTRING (114.8292661 -3.439095, 114.8291128 -3.4390944)",,
172876737,True,Jalan Pangeran Suriansyah,tertiary,False,62.676,"LINESTRING (114.832836 -3.4391993, 114.8328048 -3.4397621)",,
296993849,True,Jalan Panglima Batur Timur,secondary,False,19.136,"LINESTRING (114.832836 -3.4391993, 114.8326636 -3.4391993)",,
289701288,True,Jalan Putri Junjung Buih,tertiary,False,55.931,"LINESTRING (114.8267216 -3.4390908, 114.8267461 -3.4395932)",,
296993855,True,Jalan Panglima Batur Barat,secondary,False,11.115,"LINESTRING (114.8267216 -3.4390908, 114.8266217 -3.4390839)",,
307792176,True,Jalan Nangka,tertiary,False,113.29,"LINESTRING (114.8327222 -3.4429631, 114.8326958 -3.4439816)",,
1191758540,True,Jalan Jenderal Achmad Yani,trunk,False,15.362,"LINESTRING (114.8327222 -3.4429631, 114.8325838 -3.4429627)",,
289701281,True,Jalan Jenderal Achmad Yani,trunk,False,10.214,"LINESTRING (114.8266613 -3.4428883, 114.8265693 -3.4428862)",,
565195246,True,Jalan Pangeran Suryanata,tertiary,False,69.132,"LINESTRING (114.8266613 -3.4428883, 114.8266561 -3.44351)",,
290620254,True,Jalan Pangeran Suriansyah,tertiary,False,59.424,"LINESTRING (114.8325795 -3.4428766, 114.8325831 -3.4423422)",,
1191758541,True,Jalan Jenderal Achmad Yani,trunk,False,19.907,"LINESTRING (114.8325795 -3.4428766, 114.8327588 -3.442881)",,
296993849,True,Jalan Panglima Batur Timur,secondary,False,38.562,"LINESTRING (114.8326636 -3.4391993, 114.8323162 -3.4391954)",,
172876737,True,Jalan Pangeran Suriansyah,tertiary,False,46.344,"LINESTRING (114.8328048 -3.4397621, 114.8327965 -3.4401788)",,
290620255,False,Jalan Kenanga,residential,False,71.065,"LINESTRING (114.8328048 -3.4397621, 114.8334449 -3.4397761)",,
290620254,True,Jalan Pangeran Suriansyah,tertiary,False,67.401,"LINESTRING (114.83261 -3.4413634, 114.8326182 -3.4407573)",,
290620256,False,Jalan Kaca Piring,residential,False,18.066,"LINESTRING (114.83261 -3.4413634, 114.8327727 -3.4413681)",,
172876737,True,Jalan Pangeran Suriansyah,tertiary,False,75.679,"LINESTRING (114.8327727 -3.4413681, 114.8327525 -3.4420484)",,
290620256,False,Jalan Kaca Piring,residential,True,18.066,"LINESTRING (114.8327727 -3.4413681, 114.83261 -3.4413634)",,
290620257,False,Jalan Kaca Piring,residential,False,72.414,"LINESTRING (114.8327727 -3.4413681, 114.8334251 -3.4413724)",,
290620257,False,Jalan Kaca Piring,residential,True,46.72,"LINESTRING (114.8342856 -3.4413988, 114.833865 -3.4413823)",,
298558699,False,Jalan Kamboja,residential,False,49.901,"LINESTRING (114.8342856 -3.4413988, 114.8342701 -3.4418473)",,
298558699,False,Jalan Kamboja,residential,True,127.999,"LINESTRING (114.8342856 -3.4413988, 114.8342792 -3.4402477)",,
298558704,False,Jalan Teratai,residential,False,50.538,"LINESTRING (114.8342856 -3.4413988, 114.8344353 -3.4414245, 114.8347383 -3.4414404)",,
290620254,True,Jalan Pangeran Suriansyah,tertiary,False,33.904,"LINESTRING (114.8325875 -3.4420482, 114.8325895 -3.4417433)",,
290620258,False,,residential,False,18.314,"LINESTRING (114.8325875 -3.4420482, 114.8327525 -3.4420484)",,
172876737,True,Jalan Pangeran Suriansyah,tertiary,False,92.584,"LINESTRING (114.8327525 -3.4420484, 114.8327588 -3.442881)",,
290620258,False,,residential,True,18.314,"LINESTRING (114.8327525 -3.4420484, 114.8325875 -3.4420482)",,
290620259,False,Jalan Mawar,residential,False,72.491,"LINESTRING (114.8327525 -3.4420484, 114.8334056 -3.4420496)",,
298558696,False,Jalan Melati,residential,False,45.967,"LINESTRING (114.8352689 -3.4414424, 114.8352603 -3.4418557)",,
298558696,False,Jalan Melati,residential,True,131.244,"LINESTRING (114.8352689 -3.4414424, 114.835266 -3.4402621)",,
298558704,False,Jalan Teratai,residential,True,58.906,"LINESTRING (114.8352689 -3.4414424, 114.835162 -3.4414462, 114.8347383 -3.4414404)",,
289701282,True,Jalan Jenderal Achmad Yani,trunk,False,15.773,"LINESTRING (114.8290435 -3.4428149, 114.8291856 -3.4428164)",,
290620260,True,Jalan Pangeran Hidayatullah,tertiary,False,98.497,"LINESTRING (114.8290435 -3.4428149, 114.829057 -3.4419292)",,
296993855,True,Jalan Panglima Batur Barat,secondary,False,63.802,"LINESTRING (114.8291128 -3.4390944, 114.828538 -3.4390902)",,
289701282,True,Jalan Jenderal Achmad Yani,trunk,False,9.814,"LINESTRING (114.8265905 -3.4427853, 114.8266789 -3.4427871)",,
290620261,True,Jalan Putri Junjung Buih,tertiary,False,99.122,"LINESTRING (114.8265905 -3.4427853, 114.8266056 -3.441894)",,
"[296993857, 1159839062]",True,"['Jalan Panglima Batur Timur', 'Jalan Panglima Batur']",secondary,False,231.53300000000002,"LINESTRING (114.8302353 -3.4390507, 114.8305074 -3.4390649, 114.8307669 -3.4390651, 114.8315291 -3.4390959, 114.8320195 -3.4391029, 114.8323202 -3.4391072)",,
298559832,False,Jalan R. P. Soeparto,tertiary,False,100.476,"LINESTRING (114.8302353 -3.4390507, 114.8302535 -3.4387237, 114.8302619 -3.4386556, 114.8303072 -3.4385114, 114.8303609 -3.4381591)",,
296993849,True,Jalan Panglima Batur Timur,secondary,False,105.093,"LINESTRING (114.8352829 -3.4392473, 114.8343364 -3.4392224)",,
298558696,False,Jalan Melati,residential,False,63.31,"LINESTRING (114.8352829 -3.4392473, 114.8352694 -3.4398165)",,
290620259,False,Jalan Mawar,residential,True,49.839,"LINESTRING (114.8352558 -3.442076, 114.8348068 -3.4420808)",,
298558696,False,Jalan Melati,residential,True,24.501,"LINESTRING (114.8352558 -3.442076, 114.8352603 -3.4418557)",,
298558699,False,Jalan Kamboja,residential,False,63.878,"LINESTRING (114.8343364 -3.4392224, 114.8342876 -3.4397948)",,
296993849,True,Jalan Panglima Batur Timur,secondary,False,166.557,"LINESTRING (114.8343364 -3.4392224, 114.8337672 -3.4392136, 114.832836 -3.4391993)",,
290620259,False,Jalan Mawar,residential,False,51.896,"LINESTRING (114.834255 -3.44207, 114.8347224 -3.4420819)",,
290620259,False,Jalan Mawar,residential,True,94.306,"LINESTRING (114.834255 -3.44207, 114.8334056 -3.4420496)",,
298558699,False,Jalan Kamboja,residential,True,24.82,"LINESTRING (114.834255 -3.44207, 114.8342701 -3.4418473)",,
290620255,False,Jalan Kenanga,residential,False,46.385,"LINESTRING (114.8338698 -3.4397856, 114.8342876 -3.4397948)",,
290620255,False,Jalan Kenanga,residential,True,47.174,"LINESTRING (114.8338698 -3.4397856, 114.8334449 -3.4397761)",,
