osmid,oneway,lanes,name,highway,maxspeed,access,reversed,length,geometry,bridge,junction,width,ref
125286506,False,2,Jalan Kahuripan,secondary,60,yes,False,99.779,"LINESTRING (112.6315526 -7.9765935, 112.6324354 -7.9767957)",,,,
1007279099,True,,Jalan Belakang Rumah Sakit Umum,residential,40,yes,False,27.43,"LINESTRING (112.6315526 -7.9765935, 112.6316024 -7.9763518)",,,,
244246880,True,,Jalan Brawijaya,tertiary,20,,False,91.664,"LINESTRING (112.6315526 -7.9765935, 112.6314913 -7.976831, 112.6314171 -7.977099, 112.6313699 -7.9772546, 112.6313296 -7.9773876)",,,,
148619427,False,,,residential,,,False,36.351,"LINESTRING (112.6372721 -7.9803172, 112.6371527 -7.9804845, 112.6370951 -7.9805924)",,,,
242482890,False,2,Jalan Brantas,tertiary,,,False,70.136,"LINESTRING (112.6372721 -7.9803172, 112.6373153 -7.9803791, 112.6373579 -7.9804401, 112.6374149 -7.9805092, 112.6375048 -7.9805928, 112.6375765 -7.9806572, 112.6376349 -7.9807031, 112.6377185 -7.9807597)",,,,
242482890,False,2,Jalan Brantas,tertiary,,,True,64.762,"LINESTRING (112.6372721 -7.9803172, 112.6371346 -7.9800563, 112.6370817 -7.9799301, 112.637016 -7.9797933)",,,,
195843389,False,,Jalan Sriwijaya,residential,,,False,44.189,"LINESTRING (112.6369391 -7.9786282, 112.6365816 -7.9788087)",,,,
259232752,False,2,Jalan Trunojoyo,tertiary,,,False,89.221,"LINESTRING (112.6369391 -7.9786282, 112.6369867 -7.9794292)",,,,
259232752,False,2,Jalan Trunojoyo,tertiary,,,True,106.499,"LINESTRING (112.6369391 -7.9786282, 112.6368278 -7.9776768)",,,,
259232751,False,2,Jalan Trunojoyo,tertiary,,,False,23.199,"LINESTRING (112.636809 -7.977469, 112.6368278 -7.9776768)",,,,
1084993214,False,2,Jalan Trunojoyo,tertiary,,,True,175.144,"LINESTRING (112.636809 -7.977469, 112.636793 -7.9772328, 112.6367096 -7.9760046, 112.6367048 -7.9758973)",,,,
57940902,True,2,Jalan Kertanegara,tertiary,,,False,36.929,"LINESTRING (112.6368278 -7.9776768, 112.6364925 -7.9776827)",,,,
259232751,False,2,Jalan Trunojoyo,tertiary,,,True,23.199,"LINESTRING (112.6368278 -7.9776768, 112.636809 -7.977469)",,,,
259232752,False,2,Jalan Trunojoyo,tertiary,,,False,106.499,"LINESTRING (112.6368278 -7.9776768, 112.6369391 -7.9786282)",,,,
259232757,False,,Jalan Pattimura,tertiary_link,,yes,False,8.136,"LINESTRING (112.6366318 -7.9734445, 112.6365581 -7.9734496)",,,,
259232755,True,,Jalan Trunojoyo,tertiary,,yes,False,26.421,"LINESTRING (112.6366318 -7.9734445, 112.6366372 -7.9736352, 112.6366022 -7.9736667)",,,,
"[125585720, 302733921, 368289143, 302733919]",False,,Jalan Pattimura,tertiary,,yes,True,204.069,"LINESTRING (112.6366318 -7.9734445, 112.63707 -7.9734432, 112.6373861 -7.9734507, 112.6381871 -7.973484, 112.638282 -7.9734945, 112.6383986 -7.9735143, 112.6384781 -7.9735388)",yes,,,
1171458358,True,4,Jalan Jenderal Basuki Rachmat,secondary,,,False,61.60699999999999,"LINESTRING (112.6302339 -7.9801827, 112.630138 -7.9800762, 112.630048 -7.9799825, 112.6300221 -7.9799555, 112.629969 -7.9798971, 112.629924 -7.9798454, 112.629861 -7.9797699)",,,,
120164119,True,2,Jalan Kertanegara,tertiary,,,False,85.436,"LINESTRING (112.6346862 -7.9771227, 112.6354503 -7.9772559)",,,,
259232746,True,2,Jalan Tugu,secondary,,,False,28.64,"LINESTRING (112.6346862 -7.9771227, 112.6346745 -7.977251, 112.6346361 -7.977374)",,roundabout,,
120164119,True,2,Jalan Kertanegara,tertiary,,,False,100.073,"LINESTRING (112.6354503 -7.9772559, 112.6363443 -7.9774175)",,,,
125171274,False,2,Jalan Sultan Agung,residential,40,yes,True,211.074,"LINESTRING (112.6354503 -7.9772559, 112.6355243 -7.9761433, 112.6355625 -7.975361)",,,,
120164119,True,2,Jalan Kertanegara,tertiary,,,False,19.714,"LINESTRING (112.6363443 -7.9774175, 112.6365218 -7.9774406)",,,,
148911253,False,,Jalan Ronggowarsito,residential,,,False,184.232,"LINESTRING (112.6363443 -7.9774175, 112.6363727 -7.9757609)",,,,
57940902,True,2,Jalan Kertanegara,tertiary,,,False,89.546,"LINESTRING (112.6354377 -7.9775094, 112.6346361 -7.977374)",,,,
259232748,True,2,Jalan Tugu,secondary,,,False,59.31400000000001,"LINESTRING (112.6346361 -7.977374, 112.6346183 -7.9774117, 112.634551 -7.977515, 112.6344644 -7.9776031, 112.6343618 -7.9776723, 112.6342473 -7.9777199)",,roundabout,,
287880908,False,,Jalan Gajah Mada,residential,,,True,145.53,"LINESTRING (112.6367169 -7.9796339, 112.6364564 -7.9794935, 112.6364013 -7.9794614, 112.6363242 -7.9794131, 112.6357427 -7.9790334, 112.6355942 -7.9789449)",,,,
1180393585,True,,Jalan Gajah Mada,residential,,,False,37.453,"LINESTRING (112.6367169 -7.9796339, 112.6367926 -7.9795834, 112.6369867 -7.9794292)",,,,
125164999,False,2,Jalan Suropati,residential,50,yes,True,33.043,"LINESTRING (112.6343801 -7.9739582, 112.6343504 -7.9742539)",,,7.0,
125164999,False,2,Jalan Suropati,residential,50,yes,False,46.327,"LINESTRING (112.6343801 -7.9739582, 112.6344311 -7.973616, 112.6344472 -7.9735471)",,,7.0,
583156124,False,,,residential,,,False,60.258,"LINESTRING (112.6343801 -7.9739582, 112.634298 -7.9739359, 112.6338825 -7.9737357)",,,,
795124200,False,,,residential,,,False,102.57100000000001,"LINESTRING (112.6343801 -7.9739582, 112.6345212 -7.9739957, 112.634552 -7.9740037, 112.6345621 -7.974005, 112.6345701 -7.9740017, 112.6345802 -7.9739904, 112.6346606 -7.9737971, 112.6346606 -7.9737842, 112.6346516 -7.9737722, 112.6346469 -7.9737656, 112.6346459 -7.9737513, 112.6347327 -7.973492, 112.6348046 -7.9733267)",,,,
125164999,False,2,Jalan Suropati,residential,50,yes,True,42.544,"LINESTRING (112.6345739 -7.9731857, 112.6345238 -7.9733367, 112.6344472 -7.9735471)",,,7.0,
125584645,False,,Jalan Muhammad Husni Thamrin,residential,50,yes,False,54.623999999999995,"LINESTRING (112.6345739 -7.9731857, 112.6346376 -7.9730255, 112.6347054 -7.9728482, 112.6347506 -7.9727267)",,,,
965096275,False,,Jalan Pattimura,tertiary,,yes,True,29.854,"LINESTRING (112.6345739 -7.9731857, 112.6347244 -7.9732765, 112.6348046 -7.9733267)",,,,
125170455,False,2,Jalan Pajajaran,residential,50,yes,True,152.038,"LINESTRING (112.6355625 -7.975361, 112.6343339 -7.9747372)",,,,
125170455,False,2,Jalan Pajajaran,residential,50,yes,False,99.73400000000001,"LINESTRING (112.6355625 -7.975361, 112.6358888 -7.975533, 112.6360266 -7.9756053, 112.6363727 -7.9757609)",,,,
125171274,False,2,Jalan Sultan Agung,residential,40,yes,False,211.074,"LINESTRING (112.6355625 -7.975361, 112.6355243 -7.9761433, 112.6354503 -7.9772559)",,,,
125584645,False,,Jalan Muhammad Husni Thamrin,residential,50,yes,True,54.623999999999995,"LINESTRING (112.6347506 -7.9727267, 112.6347054 -7.9728482, 112.6346376 -7.9730255, 112.6345739 -7.9731857)",,,,
"[583078834, 583156132]",False,,,living_street,,,False,212.56900000000002,"LINESTRING (112.6347506 -7.9727267, 112.6348983 -7.9728039, 112.6349382 -7.9728101, 112.6349673 -7.9727809, 112.6350448 -7.9726426, 112.6350933 -7.9725863, 112.6351455 -7.9725395, 112.6352012 -7.9725056, 112.6353148 -7.9724262, 112.6353956 -7.9723923, 112.635414 -7.9723856, 112.6354333 -7.9723844, 112.6354391 -7.9723848, 112.6354522 -7.972392, 112.6355052 -7.9724501, 112.6355153 -7.97247, 112.6355263 -7.9724926, 112.6355937 -7.9725543, 112.6356826 -7.9726045, 112.6357442 -7.9726496, 112.6359558 -7.9728512, 112.6360812 -7.9730218, 112.6361638 -7.9731086)",,,,
125285018,True,1,Jalan Belakang Rumah Sakit Umum,residential,40,yes,False,28.338,"LINESTRING (112.6327787 -7.9739756, 112.6328492 -7.9737305)",,,,
"[776653581, 148913693]",False,,,residential,,,False,178.091,"LINESTRING (112.6327787 -7.9739756, 112.6328418 -7.9739955, 112.632996 -7.9740365, 112.6335056 -7.9742271, 112.6335686 -7.9742417, 112.6336424 -7.974243, 112.6341567 -7.9742497, 112.634268 -7.9742537, 112.6343504 -7.9742539)",,,,
"[327351346, 586229387]",False,,,residential,,,"[False, True]",180.16100000000006,"LINESTRING (112.6355367 -7.979746, 112.6354898 -7.979695, 112.6354489 -7.9796648, 112.6353877 -7.9796284, 112.6353325 -7.9796055, 112.6352575 -7.9795798, 112.6351917 -7.9795598, 112.6350804 -7.979518, 112.6349859 -7.9794878, 112.6349171 -7.9794579, 112.6348517 -7.9794247, 112.6348209 -7.9793978, 112.6348041 -7.9793766, 112.6347917 -7.9793484, 112.6347828 -7.9793185, 112.6347803 -7.9792534, 112.6347642 -7.9791126, 112.6347471 -7.9789234, 112.6347374 -7.9788324, 112.6347448 -7.9787939, 112.6347538 -7.9787491, 112.634772 -7.9787049, 112.6348243 -7.9786077)",,,,
327351346,False,,,residential,,,True,111.19900000000001,"LINESTRING (112.6355367 -7.979746, 112.6356601 -7.9798763, 112.6358244 -7.980035, 112.6359028 -7.9800941, 112.6359937 -7.9801446, 112.636159 -7.9802296, 112.6363521 -7.9803136)",,,,
"[586229385, 586229386]",False,,,residential,,,True,96.80900000000001,"LINESTRING (112.6355367 -7.979746, 112.6354459 -7.9798039, 112.6353979 -7.9798325, 112.6353737 -7.9798517, 112.6353362 -7.9798883, 112.6352853 -7.979962, 112.6352591 -7.9799939, 112.6352363 -7.9800165, 112.6352101 -7.9800317, 112.6351873 -7.980049, 112.6351484 -7.9800709, 112.6351243 -7.9800796, 112.6350942 -7.9800921, 112.6350432 -7.9800895, 112.6349627 -7.9800795, 112.6348011 -7.9800178)",,,,
327351346,False,,,residential,,,True,5.112,"LINESTRING (112.6370951 -7.9805924, 112.6371353 -7.9806154)",,,,
148619427,False,,,residential,,,True,36.351,"LINESTRING (112.6370951 -7.9805924, 112.6371527 -7.9804845, 112.6372721 -7.9803172)",,,,
327351346,False,,,residential,,,False,87.55499999999999,"LINESTRING (112.6370951 -7.9805924, 112.6369516 -7.9805271, 112.6366582 -7.9804178, 112.6364738 -7.9803528, 112.6363521 -7.9803136)",,,,
701267773,False,,,residential,,,True,58.18,"LINESTRING (112.6358206 -7.9814874, 112.6358805 -7.9813432, 112.6359348 -7.9812154, 112.636006 -7.9810545, 112.636032 -7.9810082)",,,,
125170455,False,2,Jalan Pajajaran,residential,50,yes,False,16.428,"LINESTRING (112.6363727 -7.9757609, 112.6365105 -7.9758175)",,,,
148911253,False,,Jalan Ronggowarsito,residential,,,True,184.232,"LINESTRING (112.6363727 -7.9757609, 112.6363443 -7.9774175)",,,,
125170455,False,2,Jalan Pajajaran,residential,50,yes,True,99.734,"LINESTRING (112.6363727 -7.9757609, 112.6360266 -7.9756053, 112.6358888 -7.975533, 112.6355625 -7.975361)",,,,
125164999,False,2,Jalan Suropati,residential,50,yes,False,33.043,"LINESTRING (112.6343504 -7.9742539, 112.6343801 -7.9739582)",,,7.0,
125164999,False,2,Jalan Suropati,residential,50,yes,True,21.146,"LINESTRING (112.6343504 -7.9742539, 112.6343423 -7.9744439)",,,7.0,
701018442,False,,,residential,,,False,37.622,"LINESTRING (112.6343504 -7.9742539, 112.6345101 -7.9742909, 112.6346838 -7.9743277)",,,,
"[148913693, 776653581]",False,,,residential,,,True,178.091,"LINESTRING (112.6343504 -7.9742539, 112.634268 -7.9742537, 112.6341567 -7.9742497, 112.6336424 -7.974243, 112.6335686 -7.9742417, 112.6335056 -7.9742271, 112.632996 -7.9740365, 112.6328418 -7.9739955, 112.6327787 -7.9739756)",,,,
125164999,False,2,Jalan Suropati,residential,50,yes,False,32.627,"LINESTRING (112.6343339 -7.9747372, 112.6343423 -7.9744439)",,,7.0,
125170455,False,2,Jalan Pajajaran,residential,50,yes,False,152.038,"LINESTRING (112.6343339 -7.9747372, 112.6355625 -7.975361)",,,,
125164999,False,2,Jalan Suropati,residential,50,yes,True,37.087,"LINESTRING (112.6343339 -7.9747372, 112.6343239 -7.9748242, 112.6343159 -7.9749131, 112.6342978 -7.9750688)",,,7.0,
"[359963352, 57938892, 756433388, 359963350]",True,,Jalan Majapahit,secondary,,,False,392.641,"LINESTRING (112.6332458 -7.9780661, 112.6330242 -7.9783138, 112.6328149 -7.9785568, 112.6325636 -7.9787959, 112.6325227 -7.9788208, 112.6322719 -7.9789004, 112.6320908 -7.9789497, 112.6317285 -7.979067, 112.6314643 -7.9791372, 112.6314235 -7.9791502, 112.6313511 -7.9792023, 112.6313015 -7.9792411, 112.6312519 -7.9792919, 112.6311998 -7.9793525, 112.6311666 -7.9794298, 112.6311192 -7.9795649, 112.6309444 -7.9800626, 112.6307997 -7.9803205)",yes,,,
