osmid,oneway,lanes,name,highway,reversed,length,geometry,access
60018827,True,2,Jalan Sutomo,primary,False,3.973,"LINESTRING (99.0683014 2.9580187, 99.0682687 2.9580042)",
"[310981277, 812713766]",True,,Jalan Vihara,tertiary,False,53.544,"LINESTRING (99.0683014 2.9580187, 99.0683328 2.9579539, 99.0683589 2.9579034, 99.0685162 2.9575876)",
"[548245689, 60018827]",True,2,Jalan Sutomo,primary,False,81.065,"LINESTRING (99.0615003 2.9550344, 99.0613376 2.9549161, 99.0612732 2.9548234, 99.0612584 2.9547694, 99.0612638 2.9546964, 99.0613287 2.9544178)",
516931269,True,,,primary,False,76.59299999999999,"LINESTRING (99.0615003 2.9550344, 99.0613537 2.9549817, 99.0612792 2.9549683, 99.0612068 2.9549696, 99.0611646 2.9549837, 99.0610586 2.9550708, 99.0609339 2.9552321)",
486359533,True,2,Jalan Jenderal Sudirman,primary,False,19.879,"LINESTRING (99.0613287 2.9544178, 99.0612206 2.9545603)",
812713768,False,,,tertiary_link,True,8.885,"LINESTRING (99.0696564 2.9553507, 99.069618 2.9552806)",
516931259,False,,Jalan Diponegoro,tertiary,False,78.979,"LINESTRING (99.0634619 2.9558575, 99.063752 2.955209)",
60018827,True,2,Jalan Sutomo,primary,False,97.592,"LINESTRING (99.0634619 2.9558575, 99.0630185 2.9556598, 99.0626595 2.9554995)",
812713767,False,,,tertiary_link,True,8.828,"LINESTRING (99.0690596 2.9562775, 99.0689848 2.9562506)",
310981277,True,,Jalan Vihara,tertiary,False,62.321000000000005,"LINESTRING (99.0690596 2.9562775, 99.0692206 2.9558101, 99.0692494 2.9557505)",
1187500114,True,,Jalan Merdeka,primary,False,4.098,"LINESTRING (99.0628295 2.9572696, 99.0628624 2.9572863)",
849945743,True,,Jalan Diponegoro,tertiary,False,172.01,"LINESTRING (99.0628295 2.9572696, 99.0632099 2.9564296, 99.0634619 2.9558575)",
814850377,False,,Jalan Diponegoro,tertiary,False,79.748,"LINESTRING (99.062041 2.9590631, 99.0623406 2.9584113)",
598251015,False,,,tertiary,False,177.78300000000002,"LINESTRING (99.062041 2.9590631, 99.0631077 2.9590693, 99.0636419 2.9590616)",
