osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,access,width,ref
134859906,2,Jalan Panatayudha II,tertiary,False,True,39.983,"LINESTRING (107.3033136 -6.3057349, 107.3033638 -6.3053788)",,,,
437824239,2,Jalan Panatayudha I,secondary,False,False,25.267,"LINESTRING (107.3033136 -6.3057349, 107.3035294 -6.3058099)",,,,
"[134859898, 437824239]",2,Jalan Panatayudha I,secondary,False,True,207.10999999999999,"LINESTRING (107.3033136 -6.3057349, 107.3030537 -6.3056587, 107.3028648 -6.3055983, 107.3026675 -6.3055131, 107.302169 -6.3052774, 107.3020126 -6.3051837, 107.3016292 -6.3049406)",,,,
183254286,2,Jalan C.R.,tertiary,False,True,228.54200000000003,"LINESTRING (107.2979054 -6.3030128, 107.2983209 -6.3033391, 107.2988987 -6.3037722, 107.2995747 -6.304224)",40,yes,5,
"[575406809, 970606591]",,,residential,False,"[False, True]",219.445,"LINESTRING (107.2979054 -6.3030128, 107.2979636 -6.3028759, 107.2980021 -6.3027732, 107.2980212 -6.3026045, 107.2980237 -6.3024759, 107.2981625 -6.3025665, 107.2984508 -6.3028069, 107.2985684 -6.3029041, 107.2986278 -6.3029408, 107.298655 -6.3029631, 107.2987848 -6.3030559, 107.2989972 -6.3032278, 107.2991516 -6.3033399)",,,,
716060082,,Jalan Cakradireja,residential,False,False,15.176,"LINESTRING (107.3012871 -6.3024233, 107.3011788 -6.3023394)",,,,
716060082,,Jalan Cakradireja,residential,False,True,93.666,"LINESTRING (107.3012871 -6.3024233, 107.3019543 -6.3029427)",,,,
"[1087271073, 697073669, 574349357]",,,residential,False,True,221.17100000000005,"LINESTRING (107.3012871 -6.3024233, 107.301093 -6.3026605, 107.3010622 -6.3027339, 107.3009831 -6.3029451, 107.3008837 -6.3032201, 107.3006981 -6.3031764, 107.3006813 -6.3031797, 107.3006726 -6.3031944, 107.3005975 -6.3036047, 107.3005975 -6.3036226, 107.3005975 -6.3036466, 107.3005593 -6.3037936, 107.3004945 -6.304037)",,,,
437540768,,,residential,False,True,42.053,"LINESTRING (107.2996599 -6.3006698, 107.2994322 -6.3009728)",,,,
970606591,,,residential,False,True,54.281,"LINESTRING (107.3008874 -6.3043299, 107.3004945 -6.304037)",,,,
134859898,2,Jalan Panatayudha I,secondary,False,False,106.463,"LINESTRING (107.3008874 -6.3043299, 107.3013563 -6.3047229, 107.3016292 -6.3049406)",,,,
317572113,2,Jalan Husni Hamid,secondary,False,True,194.178,"LINESTRING (107.3008874 -6.3043299, 107.301348 -6.3037515, 107.3019543 -6.3029427)",40,yes,5,
574277571,2,Jalan C.R.,tertiary,False,False,56.789,"LINESTRING (107.3008874 -6.3043299, 107.3006971 -6.3045749, 107.3006463 -6.304642, 107.3006104 -6.3046853, 107.3005629 -6.3047241)",40,yes,5,
575406826,,,residential,False,False,27.965000000000003,"LINESTRING (107.2981885 -6.3008367, 107.2982187 -6.3007933, 107.2983335 -6.3006306)",,,,
575406826,,,residential,False,True,13.097999999999999,"LINESTRING (107.2981885 -6.3008367, 107.2981657 -6.300822, 107.2980957 -6.3007637)",,,,
694965127,,,residential,False,False,17.162,"LINESTRING (107.2981885 -6.3008367, 107.2982754 -6.3008957, 107.2983123 -6.3009293)",,,,
"[134859898, 437824239]",2,Jalan Panatayudha I,secondary,False,False,207.11,"LINESTRING (107.3016292 -6.3049406, 107.3020126 -6.3051837, 107.302169 -6.3052774, 107.3026675 -6.3055131, 107.3028648 -6.3055983, 107.3030537 -6.3056587, 107.3033136 -6.3057349)",,,,
134859898,2,Jalan Panatayudha I,secondary,False,True,106.463,"LINESTRING (107.3016292 -6.3049406, 107.3013563 -6.3047229, 107.3008874 -6.3043299)",,,,
"[432572837, 432572831]",,Jalan Gandaria,residential,False,False,228.80900000000003,"LINESTRING (107.3016292 -6.3049406, 107.3019766 -6.3045485, 107.3022434 -6.3046565, 107.3029955 -6.3049823, 107.3034119 -6.3051111)",,,,
317572113,2,Jalan Husni Hamid,secondary,False,True,16.557,"LINESTRING (107.3019543 -6.3029427, 107.3020399 -6.3028205)",40,yes,5,
716060082,,Jalan Cakradireja,residential,False,False,93.666,"LINESTRING (107.3019543 -6.3029427, 107.3012871 -6.3024233)",,,,
317572113,2,Jalan Husni Hamid,secondary,False,False,194.178,"LINESTRING (107.3019543 -6.3029427, 107.301348 -6.3037515, 107.3008874 -6.3043299)",40,yes,5,
"[575406808, 435491458]",,,residential,False,"[False, True]",103.50799999999998,"LINESTRING (107.2973689 -6.3019411, 107.2972877 -6.3020387, 107.2974513 -6.3021113, 107.2975136 -6.3021353, 107.2976866 -6.302206, 107.2978476 -6.3022726, 107.2980253 -6.3023674)",,,,
435491458,,,residential,False,True,44.028,"LINESTRING (107.2973689 -6.3019411, 107.2974151 -6.3018727, 107.2975243 -6.3017215, 107.2975984 -6.3016175)",,,,
575406810,,,residential,False,False,35.848,"LINESTRING (107.2973689 -6.3019411, 107.2972457 -6.3018607, 107.2970965 -6.3017661)",,,,
"[575406808, 435491458]",,,residential,False,"[False, True]",103.50800000000001,"LINESTRING (107.2980253 -6.3023674, 107.2978476 -6.3022726, 107.2976866 -6.302206, 107.2975136 -6.3021353, 107.2974513 -6.3021113, 107.2972877 -6.3020387, 107.2973689 -6.3019411)",,,,
919071367,,,residential,False,True,80.75999999999999,"LINESTRING (107.3004158 -6.3030578, 107.3004413 -6.3029031, 107.3004962 -6.3026392, 107.3005575 -6.3023454)",,,,
1209653961,,Gang Beldis,living_street,False,True,24.561,"LINESTRING (107.3031951 -6.3066879, 107.3030683 -6.3068693)",,,,
205416820,,Gang Beldis,residential,False,False,41.474999999999994,"LINESTRING (107.3031951 -6.3066879, 107.3031805 -6.3066162, 107.3031744 -6.3065582, 107.3031738 -6.3065129, 107.3031825 -6.3064876, 107.3031966 -6.3064562, 107.3032556 -6.3063729, 107.3032764 -6.3063469)",,,,
917732278,,,living_street,False,False,84.723,"LINESTRING (107.3031951 -6.3066879, 107.3034681 -6.3069088, 107.3036712 -6.3070757, 107.3037887 -6.30717)",,,,
575406810,,,residential,False,True,35.848,"LINESTRING (107.2970965 -6.3017661, 107.2972457 -6.3018607, 107.2973689 -6.3019411)",,,,
702587640,,,residential,False,False,33.628,"LINESTRING (107.3005575 -6.3023454, 107.300259 -6.3022868)",,,,
702587640,,,residential,False,True,20.118,"LINESTRING (107.3005575 -6.3023454, 107.3007363 -6.3023793)",,,,
919071367,,,residential,False,False,80.75999999999999,"LINESTRING (107.3005575 -6.3023454, 107.3004962 -6.3026392, 107.3004413 -6.3029031, 107.3004158 -6.3030578)",,,,
"[885740821, 1087025471]",,,residential,False,False,32.647999999999996,"LINESTRING (107.3041859 -6.3026229, 107.3041135 -6.3027192, 107.3040837 -6.3027625, 107.3040827 -6.3027755, 107.3040877 -6.3027865, 107.3041612 -6.3028485)",,permissive,,
"[1084352203, 1092594381]",2,Jalan Jenderal Ahmad Yani,primary,True,False,172.55599999999998,"LINESTRING (107.3041859 -6.3026229, 107.3040934 -6.3025513, 107.303762 -6.3023013, 107.3034403 -6.3020585, 107.303053 -6.3017554, 107.3029525 -6.3016717)",,,,1
"[885740821, 1087025471]",,,residential,False,True,32.648,"LINESTRING (107.3041612 -6.3028485, 107.3040877 -6.3027865, 107.3040827 -6.3027755, 107.3040837 -6.3027625, 107.3041135 -6.3027192, 107.3041859 -6.3026229)",,permissive,,
574277625,,,residential,False,False,35.11,"LINESTRING (107.3041853 -6.3028659, 107.304236 -6.3029051, 107.3042852 -6.3029331, 107.3043006 -6.3029355, 107.3043083 -6.3029345, 107.3043171 -6.3029281, 107.3043393 -6.3029004, 107.3044195 -6.3028027)",,permissive,,
716060082,,Jalan Cakradireja,residential,False,False,105.087,"LINESTRING (107.300716 -6.3019659, 107.2999632 -6.3013886)",,,,
716060082,,Jalan Cakradireja,residential,False,True,65.888,"LINESTRING (107.300716 -6.3019659, 107.3011788 -6.3023394)",,,,
183254282,,,residential,False,False,111.28200000000001,"LINESTRING (107.300716 -6.3019659, 107.3008191 -6.3018353, 107.3011785 -6.3013527, 107.3013344 -6.3011769)",,,,
574277619,,Gang Perintis II,residential,False,False,31.661,"LINESTRING (107.3046386 -6.3066467, 107.3045745 -6.3068275, 107.3045376 -6.306913)",,,,
"[574277619, 1088512245]",,Gang Perintis II,residential,False,"[False, True]",46.727,"LINESTRING (107.3046386 -6.3066467, 107.3047307 -6.3063078, 107.3047472 -6.3062406)",,,,
574277620,,,residential,False,False,129.096,"LINESTRING (107.3046386 -6.3066467, 107.3043439 -6.3065489, 107.3038101 -6.3063356, 107.3036861 -6.3062797, 107.3035607 -6.3062056)",,,,
917729989,,,residential,False,True,83.856,"LINESTRING (107.3045376 -6.306913, 107.3038571 -6.3065795)",,,,
1091262895,,,residential,False,True,18.786,"LINESTRING (107.3045376 -6.306913, 107.3046872 -6.3069932)",,,,
574277619,,Gang Perintis II,residential,False,False,69.08200000000001,"LINESTRING (107.3045376 -6.306913, 107.3044679 -6.307094, 107.3044465 -6.307156, 107.3044056 -6.307338, 107.3043465 -6.3075033)",,,,
574277619,,Gang Perintis II,residential,False,True,31.661,"LINESTRING (107.3045376 -6.306913, 107.3045745 -6.3068275, 107.3046386 -6.3066467)",,,,
716060082,,Jalan Cakradireja,residential,False,False,46.859,"LINESTRING (107.2999632 -6.3013886, 107.2996275 -6.3011312)",,,,
716060082,,Jalan Cakradireja,residential,False,True,105.087,"LINESTRING (107.2999632 -6.3013886, 107.300716 -6.3019659)",,,,
435491473,,,residential,False,True,102.625,"LINESTRING (107.2999632 -6.3013886, 107.299591 -6.3019074, 107.2994124 -6.3021313)",,,,
574277634,,,residential,False,False,15.168,"LINESTRING (107.3011788 -6.3023394, 107.3012601 -6.3022295)",,,,
716060082,,Jalan Cakradireja,residential,False,False,65.888,"LINESTRING (107.3011788 -6.3023394, 107.300716 -6.3019659)",,,,
716060082,,Jalan Cakradireja,residential,False,True,15.176,"LINESTRING (107.3011788 -6.3023394, 107.3012871 -6.3024233)",,,,
716060082,,Jalan Cakradireja,residential,False,True,34.101,"LINESTRING (107.2991821 -6.3007932, 107.2994322 -6.3009728)",,,,
205178983,,Jalan Kartasasmita,residential,False,False,42.172999999999995,"LINESTRING (107.2991821 -6.3007932, 107.2991084 -6.3008749, 107.2990056 -6.3009836, 107.2989189 -6.3010676)",,,,
917732278,,,living_street,False,True,84.723,"LINESTRING (107.3037887 -6.30717, 107.3036712 -6.3070757, 107.3034681 -6.3069088, 107.3031951 -6.3066879)",,,,
1241243043,,,residential,False,True,42.660999999999994,"LINESTRING (107.3005651 -6.3050202, 107.3006726 -6.304902, 107.3006793 -6.3048506, 107.3006632 -6.304822, 107.3005629 -6.3047241)",,,,
1084352203,2,Jalan Jenderal Ahmad Yani,primary,True,False,12.397,"LINESTRING (107.3045076 -6.3028717, 107.3044195 -6.3028027)",,,,1
134859906,2,Jalan Panatayudha II,tertiary,False,False,93.20500000000001,"LINESTRING (107.3045076 -6.3028717, 107.3044112 -6.3030169, 107.3042862 -6.3031791, 107.3042594 -6.3032191, 107.3042205 -6.303273, 107.304195 -6.3033097, 107.3041306 -6.3034017, 107.3040408 -6.3035256, 107.3040184 -6.3035541)",,,,
574277625,,,residential,False,True,35.11,"LINESTRING (107.3044195 -6.3028027, 107.3043393 -6.3029004, 107.3043171 -6.3029281, 107.3043083 -6.3029345, 107.3043006 -6.3029355, 107.3042852 -6.3029331, 107.304236 -6.3029051, 107.3041853 -6.3028659)",,permissive,,
1084352203,2,Jalan Jenderal Ahmad Yani,primary,True,False,32.655,"LINESTRING (107.3044195 -6.3028027, 107.3043929 -6.3027832, 107.3041859 -6.3026229)",,,,1
183254286,2,Jalan C.R.,tertiary,False,False,228.54200000000003,"LINESTRING (107.2995747 -6.304224, 107.2988987 -6.3037722, 107.2983209 -6.3033391, 107.2979054 -6.3030128)",40,yes,5,
"[574277571, 183254286]",2,Jalan C.R.,tertiary,False,True,128.722,"LINESTRING (107.2995747 -6.304224, 107.2999863 -6.3045052, 107.3003246 -6.3047278, 107.3004111 -6.3047637, 107.3004602 -6.3047721, 107.3005142 -6.3047599, 107.3005629 -6.3047241)",40,yes,5,
919067565,,,residential,False,True,54.544,"LINESTRING (107.2995747 -6.304224, 107.2996084 -6.3040348, 107.2996567 -6.3037403)",,,,
183254282,,,residential,False,True,65.189,"LINESTRING (107.3016851 -6.3007057, 107.3015809 -6.3008489, 107.301445 -6.3010213, 107.3013344 -6.3011769)",,,,
