osmid,highway,oneway,reversed,length,geometry,lanes,bridge
508618490,secondary,False,True,62.085,"LINESTRING (118.8886017 -2.6732619, 118.8884952 -2.6733468, 118.8881689 -2.6736152)",,
585580166,secondary,False,False,42.923,"LINESTRING (118.8886017 -2.6732619, 118.8886277 -2.6732414, 118.8889054 -2.6730232)",,
276539440,unclassified,False,True,103.08,"LINESTRING (118.887693 -2.6752721, 118.8870792 -2.6745768)",,
276541757,residential,False,False,209.239,"LINESTRING (118.887693 -2.6752721, 118.886319 -2.6765594)",,
1266334206,residential,False,True,69.35,"LINESTRING (118.887693 -2.6752721, 118.8881122 -2.6748099)",,
276539440,unclassified,False,False,34.617000000000004,"LINESTRING (118.887693 -2.6752721, 118.8878062 -2.6754017, 118.8878989 -2.6755058)",,
276539440,unclassified,False,False,103.08,"LINESTRING (118.8870792 -2.6745768, 118.887693 -2.6752721)",,
508618490,secondary,False,False,93.474,"LINESTRING (118.8870792 -2.6745768, 118.8873636 -2.6743073, 118.8877064 -2.6740168)",,
508618490,secondary,False,True,46.42,"LINESTRING (118.8870792 -2.6745768, 118.8868306 -2.6747939, 118.8867653 -2.6748524)",,
508618497,trunk,False,True,78.521,"LINESTRING (118.8862021 -2.6741798, 118.8855299 -2.6743984)",4,
508618497,trunk,False,False,139.344,"LINESTRING (118.8862021 -2.6741798, 118.8863783 -2.6740443, 118.8864422 -2.6739844, 118.8864939 -2.6739423, 118.8865788 -2.6738735, 118.8866999 -2.6737657, 118.8868255 -2.673651, 118.887059 -2.6733999, 118.8871223 -2.6733318)",4,
"[733489889, 800891554]",secondary,False,False,97.531,"LINESTRING (118.8862021 -2.6741798, 118.8865291 -2.6745863, 118.8867653 -2.6748524)",,
257862421,unclassified,False,False,12.297,"LINESTRING (118.8881618 -2.6757933, 118.8882363 -2.6758751)",,
276539440,unclassified,False,True,43.298,"LINESTRING (118.8881618 -2.6757933, 118.8878989 -2.6755058)",,
964207390,residential,False,True,48.987,"LINESTRING (118.8881618 -2.6757933, 118.8878392 -2.6760937)",,
257862421,unclassified,False,True,6.714,"LINESTRING (118.888864 -2.6766216, 118.8888252 -2.6765753)",,
585555730,residential,False,True,102.19,"LINESTRING (118.888864 -2.6766216, 118.8884664 -2.6770182, 118.8882666 -2.6771991, 118.8881947 -2.6772506)",,
585555770,secondary,False,False,49.948,"LINESTRING (118.8840833 -2.6768821, 118.8844447 -2.6766148)",,
