osmid,highway,oneway,reversed,length,geometry,bridge,name,junction
204215477,residential,False,True,53.46,"LINESTRING (130.8217621 -0.4196674, 130.8219941 -0.4200885)",,,
204215434,residential,False,False,171.58199999999997,"LINESTRING (130.8217621 -0.4196674, 130.8220511 -0.4194602, 130.8224018 -0.4192121, 130.8224219 -0.4191746, 130.8224326 -0.4191236, 130.82243 -0.4190871, 130.8224236 -0.4190572, 130.8224021 -0.4189969, 130.8223629 -0.4188447, 130.8223585 -0.4188209, 130.8223609 -0.418793, 130.822375 -0.4187575, 130.8224863 -0.4186455, 130.8225775 -0.4185577)",,,
"[528494557, 204215477, 528494558]",residential,False,"[False, True]",395.48599999999993,"LINESTRING (130.8217621 -0.4196674, 130.8214188 -0.4198578, 130.8206322 -0.4202253, 130.8206034 -0.4202253, 130.8205799 -0.4202085, 130.8204069 -0.4198367, 130.8203955 -0.4198163, 130.8203809 -0.4198062, 130.8203553 -0.4198008, 130.8203351 -0.4197998, 130.8203204 -0.4198035, 130.8202805 -0.4198206, 130.8202413 -0.4198417, 130.8197652 -0.4201093, 130.8195238 -0.420226, 130.8192851 -0.4203668, 130.8190356 -0.4205451, 130.8188438 -0.4206886)",,,
204215477,residential,False,False,53.46,"LINESTRING (130.8219941 -0.4200885, 130.8217621 -0.4196674)",,,
204215477,residential,False,True,76.03,"LINESTRING (130.8219941 -0.4200885, 130.8223079 -0.420696)",,,
204215429,residential,False,False,222.76900000000003,"LINESTRING (130.8219941 -0.4200885, 130.8227599 -0.4196433, 130.8227773 -0.4196232, 130.8227807 -0.4196017, 130.8227263 -0.4190874, 130.8226968 -0.4189023, 130.8225775 -0.4185577)",,,
204215419,residential,False,False,118.196,"LINESTRING (130.8269236 -0.4213665, 130.8271007 -0.4224146)",,,
204215419,residential,False,True,187.33,"LINESTRING (130.8269236 -0.4213665, 130.8266891 -0.4196982)",,,
204215452,residential,False,False,56.059,"LINESTRING (130.8269236 -0.4213665, 130.8274231 -0.4212981)",,,
204215452,residential,False,True,103.716,"LINESTRING (130.8269236 -0.4213665, 130.8259989 -0.4214889)",,,
204215452,residential,False,False,103.716,"LINESTRING (130.8259989 -0.4214889, 130.8269236 -0.4213665)",,,
204215488,residential,False,False,185.061,"LINESTRING (130.8259989 -0.4214889, 130.8258675 -0.4198298)",,,
204215488,residential,False,True,126.24,"LINESTRING (130.8259989 -0.4214889, 130.8260917 -0.4226204)",,,
700229074,residential,False,True,105.269,"LINESTRING (130.8259989 -0.4214889, 130.8255019 -0.4214945, 130.8253818 -0.4214899, 130.8252216 -0.4214606, 130.8250632 -0.4214088)",,,
204215505,residential,False,False,158.39600000000002,"LINESTRING (130.8237335 -0.421567, 130.8237679 -0.4217617, 130.8238459 -0.4224168, 130.8239588 -0.4229725)",,,
204215505,residential,False,True,164.852,"LINESTRING (130.8237335 -0.421567, 130.8236663 -0.421256, 130.8234988 -0.420124, 130.8234975 -0.420104)",,,
527895121,residential,False,False,257.52,"LINESTRING (130.8237335 -0.421567, 130.8230348 -0.4219613, 130.8224273 -0.4223542, 130.8217433 -0.4227499)",,,
204215419,residential,False,True,118.196,"LINESTRING (130.8271007 -0.4224146, 130.8269236 -0.4213665)",,,
204215488,residential,False,False,53.207,"LINESTRING (130.8271007 -0.4224146, 130.826632 -0.422511)",,,
204215419,residential,False,False,188.65800000000002,"LINESTRING (130.8271007 -0.4224146, 130.8271888 -0.4234743, 130.8272532 -0.4241043)",,,
204215496,residential,False,False,197.863,"LINESTRING (130.8217433 -0.4227499, 130.821577 -0.4228424, 130.8214972 -0.4229041, 130.8214027 -0.4229872, 130.820885 -0.4234874, 130.8204384 -0.4239494)",,,
204215496,residential,False,True,110.72800000000001,"LINESTRING (130.8217433 -0.4227499, 130.8222631 -0.4234877, 130.8223006 -0.4235391, 130.8223176 -0.4235634)",,,
527895121,residential,False,True,257.52,"LINESTRING (130.8217433 -0.4227499, 130.8224273 -0.4223542, 130.8230348 -0.4219613, 130.8237335 -0.421567)",,,
"[754509956, 204215505, 527118537]",residential,False,False,249.65,"LINESTRING (130.8239588 -0.4229725, 130.8239843 -0.4234982, 130.8239816 -0.4237476, 130.8239749 -0.4238965, 130.8239481 -0.4239957, 130.8239213 -0.4240628, 130.8238757 -0.4241258, 130.8237677 -0.424227, 130.8237004 -0.4242982, 130.823523 -0.4244181, 130.8232426 -0.4245901, 130.8230053 -0.424736)",yes,,
204215505,residential,False,True,158.39600000000002,"LINESTRING (130.8239588 -0.4229725, 130.8238459 -0.4224168, 130.8237679 -0.4217617, 130.8237335 -0.421567)",,,
"[527118571, 204215420, 527895119]",residential,False,True,189.83099999999996,"LINESTRING (130.8239588 -0.4229725, 130.8237285 -0.4230975, 130.8232242 -0.4233577, 130.8231099 -0.4234321, 130.8230542 -0.423477, 130.8230137 -0.4235173, 130.8225788 -0.4239488)",yes,,
204215496,residential,False,False,51.769,"LINESTRING (130.8225788 -0.4239488, 130.8223176 -0.4235634)",,,
204215496,residential,False,True,99.554,"LINESTRING (130.8225788 -0.4239488, 130.8230053 -0.424736)",,,
