osmid,oneway,lanes,name,highway,reversed,length,access,geometry,maxspeed,bridge
555601291,False,,Jalan Pasundan,residential,False,98.89,,"LINESTRING (107.6088349 -6.9245314, 107.6088072 -6.924509, 107.6087573 -6.924487, 107.6083753 -6.9244241, 107.6083271 -6.9244055, 107.6083519 -6.9240424)",,
556629423,False,,,residential,False,61.096,,"LINESTRING (107.6088349 -6.9245314, 107.6089074 -6.9245124, 107.6089945 -6.9245124, 107.6093834 -6.9245563)",,
555601291,False,,Jalan Pasundan,residential,True,79.751,,"LINESTRING (107.6084422 -6.9226352, 107.6083953 -6.9233509)",,
"[319194432, 166702736, 174269823]",True,"['2', '3']",Jalan Dalem Kaum,secondary,False,152.458,,"LINESTRING (107.6084422 -6.9226352, 107.6085038 -6.9226424, 107.6087199 -6.9226665, 107.6098141 -6.9227936)",,yes
166967706,False,,Jalan Pasundan,residential,False,83.861,,"LINESTRING (107.6087809 -6.9259738, 107.6088132 -6.9252203)",,
168566966,True,1,Jalan Sasak Gantung,tertiary,False,44.148,,"LINESTRING (107.6087809 -6.9259738, 107.6091796 -6.9260052)",,
166967707,False,,,living_street,False,41.971,,"LINESTRING (107.6079833 -6.9238598, 107.608363 -6.9238796)",,
330544293,True,1,Jalan Balong Gede,tertiary,False,120.23899999999999,,"LINESTRING (107.6079833 -6.9238598, 107.6079733 -6.9239037, 107.6079532 -6.9239266, 107.6079203 -6.923937, 107.6074201 -6.9239151, 107.6073859 -6.9239253, 107.6073564 -6.9239499, 107.607347 -6.923989, 107.6073093 -6.9243478)",,
166967707,False,,,living_street,True,41.971,,"LINESTRING (107.608363 -6.9238796, 107.6079833 -6.9238598)",,
555601291,False,,Jalan Pasundan,residential,True,18.144,,"LINESTRING (107.608363 -6.9238796, 107.6083519 -6.9240424)",,
555601291,False,,Jalan Pasundan,residential,False,58.897,,"LINESTRING (107.608363 -6.9238796, 107.6083738 -6.9236863, 107.6083953 -6.9233509)",,
166967710,True,2,Jalan Balong Gede,tertiary,False,4.809,,"LINESTRING (107.6071427 -6.9257843, 107.6071391 -6.9258274)",,
1005109114,True,1,Jalan Sasak Gantung,tertiary,False,73.813,,"LINESTRING (107.6071427 -6.9257843, 107.6078076 -6.9258549)",,
319194436,False,2,Jalan Naripan,secondary,False,125.41499999999999,,"LINESTRING (107.6112676 -6.919941, 107.611153 -6.919921, 107.6110255 -6.9198944, 107.6109436 -6.9198797, 107.6108712 -6.919866, 107.61015 -6.9197383)",,
319194436,False,2,Jalan Naripan,secondary,True,105.606,,"LINESTRING (107.6112676 -6.919941, 107.611459 -6.9199751, 107.6118582 -6.9200469, 107.6120861 -6.9200879, 107.6121015 -6.9200907, 107.6122092 -6.9201091)",,
174269795,True,,Jalan Markoni,residential,False,132.643,,"LINESTRING (107.6115788 -6.9173248, 107.611588 -6.9173951, 107.6115796 -6.9175824, 107.6115333 -6.9181074, 107.6114812 -6.9185116)",,
244807188,True,3,Jalan Lembong,primary,False,39.461,,"LINESTRING (107.6115788 -6.9173248, 107.6118099 -6.9174381, 107.611899 -6.9174826)",,
"[955508064, 4569034]",True,2,Jalan Braga,primary,False,74.888,yes,"LINESTRING (107.6096319 -6.9185764, 107.6095037 -6.9181048, 107.6094536 -6.9179266)",,
174269812,True,,Jalan Kejaksaan,residential,False,68.366,,"LINESTRING (107.6114812 -6.9185116, 107.6108687 -6.9184205)",,
174269795,True,,Jalan Markoni,residential,False,160.68200000000002,,"LINESTRING (107.6114812 -6.9185116, 107.6112765 -6.9198818, 107.6112676 -6.919941)",,
797845080,True,3,Jalan Tamblong,primary,False,43.614,,"LINESTRING (107.6124365 -6.9182599, 107.6123891 -6.9186493)",,
174269812,True,,Jalan Kejaksaan,residential,False,83.08500000000001,,"LINESTRING (107.6108687 -6.9184205, 107.6105009 -6.9184901, 107.6103059 -6.9185191, 107.6101251 -6.9185292)",,
819699381,False,2,Jalan Naripan,secondary,True,166.77,,"LINESTRING (107.6138509 -6.9204361, 107.6153363 -6.92071)",,
1114972220,True,,Jalan Saad,residential,False,73.361,,"LINESTRING (107.6138509 -6.9204361, 107.6140508 -6.9198069)",,
819699381,False,2,Jalan Naripan,secondary,False,184.834,,"LINESTRING (107.6138509 -6.9204361, 107.6127241 -6.9202078, 107.6123095 -6.9201283, 107.6122092 -6.9201091)",,
241739547,True,2,Jalan Lembong,primary,False,111.747,,"LINESTRING (107.611899 -6.9174826, 107.6119832 -6.9175013, 107.6121079 -6.9175693, 107.6122484 -6.917647, 107.6123629 -6.91771, 107.6126035 -6.9178478, 107.6127815 -6.9179662)",,
317742825,True,1,,primary_link,False,117.04599999999998,,"LINESTRING (107.611899 -6.9174826, 107.6119825 -6.9175496, 107.6120711 -6.9175975, 107.6122347 -6.9176867, 107.6123097 -6.9177292, 107.6123714 -6.9177806, 107.6123982 -6.9178198, 107.6124143 -6.9178664, 107.6124291 -6.917923, 107.6124287 -6.9180727, 107.6124237 -6.918134, 107.6124184 -6.9181952, 107.6124365 -6.9182599)",,
702588408,True,4,Jalan Asia Afrika,primary,False,115.18299999999999,,"LINESTRING (107.6098247 -6.9214728, 107.6094601 -6.9214292, 107.6092942 -6.9214094, 107.6088891 -6.9213611, 107.6087887 -6.9213491)",60,
174269812,True,,Jalan Kejaksaan,residential,False,54.698,,"LINESTRING (107.6101251 -6.9185292, 107.6096756 -6.9185705, 107.6096319 -6.9185764)",,
174269823,True,2,Jalan Dalem Kaum,secondary,False,71.45,,"LINESTRING (107.6098141 -6.9227936, 107.6103819 -6.9228595, 107.610457 -6.9228683)",,
185039740,False,,Jalan Pangarang,residential,False,218.492,,"LINESTRING (107.6098141 -6.9227936, 107.6097992 -6.922988, 107.6097934 -6.9231769, 107.6097984 -6.9232258, 107.6098165 -6.9232842, 107.6098491 -6.9233873, 107.6099184 -6.9235332, 107.6099772 -6.9236805, 107.6100547 -6.9238911, 107.6100952 -6.9239818, 107.6101348 -6.9240507, 107.6101557 -6.9240869, 107.6102411 -6.924207, 107.6103316 -6.9243575, 107.6103598 -6.9244046, 107.6103853 -6.9244962, 107.6104092 -6.9246203)",,
321022936,False,,Jalan Homan,residential,True,145.956,,"LINESTRING (107.6098141 -6.9227936, 107.6099738 -6.9215481, 107.6099811 -6.9214915)",,
174269825,True,,Jalan Saad,residential,False,168.131,,"LINESTRING (107.6137702 -6.9219439, 107.6137716 -6.9218831, 107.6137927 -6.9209966, 107.6138044 -6.9207354, 107.6138185 -6.9206116, 107.6138509 -6.9204361)",,
1232501590,True,4,Jalan Asia Afrika,primary,False,194.321,,"LINESTRING (107.6137702 -6.9219439, 107.6131146 -6.9218656, 107.6130453 -6.9218573, 107.6128322 -6.9218319, 107.6127245 -6.921819, 107.6126724 -6.9218128, 107.6124953 -6.9217925, 107.6124061 -6.9217823, 107.6120224 -6.9217352)",60,
1232501589,True,4,Jalan Asia Afrika,primary,False,111.40199999999999,,"LINESTRING (107.6149208 -6.9220813, 107.6144847 -6.9220293, 107.6143244 -6.9220101, 107.6139188 -6.9219617)",60,
174269817,True,,Jalan Cikapundung Timur,residential,False,181.861,,"LINESTRING (107.6087887 -6.9213491, 107.6087901 -6.9213396, 107.6088034 -6.9212299, 107.6089088 -6.9203619, 107.6089555 -6.9199736, 107.6089663 -6.9198881, 107.6089914 -6.9197261)",,
"[702588408, 702588409, 552308522]",True,4,Jalan Asia Afrika,primary,False,82.066,,"LINESTRING (107.6087887 -6.9213491, 107.6087588 -6.9213455, 107.6086038 -6.921327, 107.6082301 -6.921281, 107.6081802 -6.9212757, 107.6080507 -6.92126)",60,yes
175691360,False,2,Jalan Lengkong Kecil,secondary,False,196.88,,"LINESTRING (107.6118884 -6.9230345, 107.6122031 -6.9230754, 107.6124928 -6.9231131, 107.6136569 -6.9232643)",,
331562849,True,3,Jalan Lengkong Besar,primary,False,184.86,,"LINESTRING (107.6118884 -6.9230345, 107.6118431 -6.9234709, 107.6118161 -6.9237378, 107.6117634 -6.9242219, 107.6117025 -6.9246866)",,
819699381,False,2,Jalan Naripan,secondary,False,166.77,,"LINESTRING (107.6153363 -6.92071, 107.6138509 -6.9204361)",,
1215200393,True,,Jalan Embong,residential,False,69.669,,"LINESTRING (107.6153363 -6.92071, 107.6151624 -6.9213123)",,
1042605521,True,,Jalan Saad,residential,False,36.327,,"LINESTRING (107.6142422 -6.9191268, 107.6143302 -6.918812)",,
"[797845081, 1224652665, 1224652664]",False,,Jalan Kejaksaan,residential,False,211.344,,"LINESTRING (107.6142422 -6.9191268, 107.614146 -6.9190977, 107.6124677 -6.9186685, 107.6123891 -6.9186493)",,
174269826,False,,Jalan Van De Venter,residential,False,55.985,,"LINESTRING (107.6138001 -6.9185374, 107.6142166 -6.9182501)",,
1232501591,True,3,Jalan Veteran,primary,False,66.003,,"LINESTRING (107.6138001 -6.9185374, 107.6143302 -6.918812)",,
174269826,False,,Jalan Van De Venter,residential,False,11.15,,"LINESTRING (107.6142166 -6.9182501, 107.614299 -6.9181921)",,
174269826,False,,Jalan Van De Venter,residential,True,55.985,,"LINESTRING (107.6142166 -6.9182501, 107.6138001 -6.9185374)",,
174269826,False,,Jalan Van De Venter,residential,False,31.027,,"LINESTRING (107.6146641 -6.9179353, 107.6148866 -6.9177648)",,
174269826,False,,Jalan Van De Venter,residential,True,49.392,,"LINESTRING (107.6146641 -6.9179353, 107.614299 -6.9181921)",,
1110409757,False,,Jalan Buton,residential,False,31.691,,"LINESTRING (107.6146641 -6.9179353, 107.6149029 -6.9180935)",,
174269826,False,,Jalan Van De Venter,residential,True,50.676,,"LINESTRING (107.6152628 -6.9175036, 107.6148866 -6.9177648)",,
183363263,False,,Jalan Taman Cibunut Utara,residential,True,25.69,,"LINESTRING (107.6152628 -6.9175036, 107.6152037 -6.9173684, 107.6151784 -6.9172886)",,
1114972220,True,,Jalan Saad,residential,False,7.686,,"LINESTRING (107.6140508 -6.9198069, 107.6140705 -6.9197406)",,
183363259,False,,Jalan Tamblong Dalam,residential,False,200.88099999999997,,"LINESTRING (107.6140508 -6.9198069, 107.6139716 -6.9197723, 107.6136039 -6.9196331, 107.6132024 -6.9195459, 107.6131795 -6.9195439, 107.6131466 -6.9195465, 107.6130487 -6.9195745, 107.6129843 -6.9195905, 107.6129662 -6.9195945, 107.6129321 -6.9195924, 107.6122952 -6.9194549)",,
183363259,False,,Jalan Tamblong Dalam,residential,True,200.88099999999997,,"LINESTRING (107.6122952 -6.9194549, 107.6129321 -6.9195924, 107.6129662 -6.9195945, 107.6129843 -6.9195905, 107.6130487 -6.9195745, 107.6131466 -6.9195465, 107.6131795 -6.9195439, 107.6132024 -6.9195459, 107.6136039 -6.9196331, 107.6139716 -6.9197723, 107.6140508 -6.9198069)",,
797845080,True,3,Jalan Tamblong,primary,False,73.361,,"LINESTRING (107.6122952 -6.9194549, 107.6122402 -6.9198677, 107.6122212 -6.9200158, 107.6122183 -6.920038, 107.6122092 -6.9201091)",,
174269826,False,,Jalan Van De Venter,residential,False,50.676,,"LINESTRING (107.6148866 -6.9177648, 107.6152628 -6.9175036)",,
174269826,False,,Jalan Van De Venter,residential,True,31.027,,"LINESTRING (107.6148866 -6.9177648, 107.6146641 -6.9179353)",,
183363261,False,,Jalan Buton,residential,False,36.594,,"LINESTRING (107.6148866 -6.9177648, 107.6149029 -6.9180935)",,
183363261,False,,Jalan Buton,residential,True,36.594,,"LINESTRING (107.6149029 -6.9180935, 107.6148866 -6.9177648)",,
1110409757,False,,Jalan Buton,residential,True,31.691,,"LINESTRING (107.6149029 -6.9180935, 107.6146641 -6.9179353)",,
306177734,False,,,residential,False,9.918,,"LINESTRING (107.6104092 -6.9246203, 107.6103196 -6.9246136)",,
185039740,False,,Jalan Pangarang,residential,True,218.492,,"LINESTRING (107.6104092 -6.9246203, 107.6103853 -6.9244962, 107.6103598 -6.9244046, 107.6103316 -6.9243575, 107.6102411 -6.924207, 107.6101557 -6.9240869, 107.6101348 -6.9240507, 107.6100952 -6.9239818, 107.6100547 -6.9238911, 107.6099772 -6.9236805, 107.6099184 -6.9235332, 107.6098491 -6.9233873, 107.6098165 -6.9232842, 107.6097984 -6.9232258, 107.6097934 -6.9231769, 107.6097992 -6.922988, 107.6098141 -6.9227936)",,
306177734,False,,,residential,True,143.03900000000002,,"LINESTRING (107.6104092 -6.9246203, 107.6110424 -6.9246864, 107.6112958 -6.9247129, 107.6116994 -6.9247371)",,
330544293,True,1,Jalan Balong Gede,tertiary,False,108.127,,"LINESTRING (107.6072674 -6.9248198, 107.6071427 -6.9257843)",,
529972106,False,,Gang Disan,residential,True,176.616,,"LINESTRING (107.6072674 -6.9248198, 107.6073979 -6.9248672, 107.6077657 -6.9249772, 107.6079052 -6.9250198, 107.6081581 -6.9250894, 107.608582 -6.9251836, 107.6088132 -6.9252203)",,
1227393313,False,,Gang Yuda,living_street,True,6.456,,"LINESTRING (107.6078076 -6.9258549, 107.6077955 -6.9259117)",,
1005109114,True,1,Jalan Sasak Gantung,tertiary,False,108.25,,"LINESTRING (107.6078076 -6.9258549, 107.6082439 -6.9259119, 107.6087809 -6.9259738)",,
530483086,False,,Jalan Wangasareja,residential,True,41.884,,"LINESTRING (107.6154827 -6.9250214, 107.6154481 -6.9253965)",,
241739609,False,,Jalan Paledang,residential,True,139.352,,"LINESTRING (107.6154827 -6.9250214, 107.6150516 -6.9249676, 107.6146416 -6.9249341, 107.6142269 -6.9248951)",,
331562849,True,3,Jalan Lengkong Besar,primary,False,5.626,,"LINESTRING (107.6117025 -6.9246866, 107.6116994 -6.9247371)",,
241739609,False,,Jalan Paledang,residential,False,176.175,,"LINESTRING (107.6117025 -6.9246866, 107.6119614 -6.9247078, 107.6125008 -6.9247512, 107.613293 -6.9248183)",,
175691360,False,2,Jalan Lengkong Kecil,secondary,False,53.949,,"LINESTRING (107.6136569 -6.9232643, 107.6141415 -6.9233273)",,
175691360,False,2,Jalan Lengkong Kecil,secondary,True,196.88,,"LINESTRING (107.6136569 -6.9232643, 107.6124928 -6.9231131, 107.6122031 -6.9230754, 107.6118884 -6.9230345)",,
"[763328688, 306165333]",False,,Jalan Nursijan,residential,True,182.39499999999998,permissive,"LINESTRING (107.6136569 -6.9232643, 107.6136474 -6.9233492, 107.6135899 -6.9237326, 107.6135872 -6.9237463, 107.6135758 -6.9237819, 107.6135637 -6.9238102, 107.6135436 -6.9238394, 107.6134429 -6.9239597, 107.613392 -6.9240158, 107.6133517 -6.9240921, 107.6133276 -6.9241583, 107.6133169 -6.9242742, 107.6133152 -6.9244327, 107.6133137 -6.9245737, 107.6132978 -6.9247737, 107.613293 -6.9248183)",,
241739609,False,,Jalan Paledang,residential,False,103.441,,"LINESTRING (107.613293 -6.9248183, 107.6142269 -6.9248951)",,
241739609,False,,Jalan Paledang,residential,True,176.175,,"LINESTRING (107.613293 -6.9248183, 107.6125008 -6.9247512, 107.6119614 -6.9247078, 107.6117025 -6.9246866)",,
"[763328688, 306165333]",False,,Jalan Nursijan,residential,False,182.39499999999998,permissive,"LINESTRING (107.613293 -6.9248183, 107.6132978 -6.9247737, 107.6133137 -6.9245737, 107.6133152 -6.9244327, 107.6133169 -6.9242742, 107.6133276 -6.9241583, 107.6133517 -6.9240921, 107.613392 -6.9240158, 107.6134429 -6.9239597, 107.6135436 -6.9238394, 107.6135637 -6.9238102, 107.6135758 -6.9237819, 107.6135872 -6.9237463, 107.6135899 -6.9237326, 107.6136474 -6.9233492, 107.6136569 -6.9232643)",,
"[763313235, 763313236]",False,,Jalan Nursijan,residential,True,38.852000000000004,,"LINESTRING (107.613293 -6.9248183, 107.6132843 -6.9249085, 107.6132743 -6.9251671)",,
241739609,False,,Jalan Paledang,residential,True,103.441,,"LINESTRING (107.6142269 -6.9248951, 107.613293 -6.9248183)",,
306165328,False,,Jalan Bapa Supi,residential,True,6.734,,"LINESTRING (107.6142269 -6.9248951, 107.6142242 -6.9249556)",,
241739609,False,,Jalan Paledang,residential,False,139.35199999999998,,"LINESTRING (107.6142269 -6.9248951, 107.6146416 -6.9249341, 107.6150516 -6.9249676, 107.6154827 -6.9250214)",,
"[306165328, 321022773]",False,,Jalan Bapa Supi,residential,False,172.057,,"LINESTRING (107.6142269 -6.9248951, 107.6142339 -6.924861, 107.6143218 -6.9244216, 107.6143331 -6.9243746, 107.6143408 -6.9243406, 107.6143502 -6.9242961, 107.6143755 -6.9241758, 107.6144171 -6.9240155, 107.6144303 -6.9239159, 107.6145244 -6.9234029, 107.6145295 -6.9233778)",,
"[763313235, 763313236]",False,,Jalan Nursijan,residential,False,38.852000000000004,,"LINESTRING (107.6132743 -6.9251671, 107.6132843 -6.9249085, 107.613293 -6.9248183)",,
763313236,False,,Jalan Nursijan,residential,True,83.068,,"LINESTRING (107.6132743 -6.9251671, 107.6132723 -6.9254428, 107.6132556 -6.9256601, 107.6132533 -6.9259135)",,
1049580048,False,,Jalan Kolektor,living_street,True,156.57,,"LINESTRING (107.6132743 -6.9251671, 107.6129887 -6.9251452, 107.6126692 -6.9251474, 107.6125404 -6.9251448, 107.6122661 -6.9251475, 107.6122031 -6.9251741, 107.6120596 -6.925204, 107.6119644 -6.9252366, 107.6118762 -6.9252675)",,
763313236,False,,Jalan Nursijan,residential,False,83.068,,"LINESTRING (107.6132533 -6.9259135, 107.6132556 -6.9256601, 107.6132723 -6.9254428, 107.6132743 -6.9251671)",,
1113124653,False,,Jalan Jati,residential,False,101.586,,"LINESTRING (107.6132533 -6.9259135, 107.6134962 -6.9259034, 107.6136012 -6.9259076, 107.6141694 -6.9259738)",,
1113401740,False,,,residential,False,3.142,,"LINESTRING (107.6141694 -6.9259738, 107.6141712 -6.9259456)",,
1113124653,False,,Jalan Jati,residential,True,101.586,,"LINESTRING (107.6141694 -6.9259738, 107.6136012 -6.9259076, 107.6134962 -6.9259034, 107.6132533 -6.9259135)",,
306177734,False,,,residential,False,143.039,,"LINESTRING (107.6116994 -6.9247371, 107.6112958 -6.9247129, 107.6110424 -6.9246864, 107.6104092 -6.9246203)",,
331562849,True,3,Jalan Lengkong Besar,primary,False,64.496,,"LINESTRING (107.6116994 -6.9247371, 107.6116853 -6.9248556, 107.6116888 -6.9249198, 107.6117076 -6.924985, 107.6117465 -6.9250575, 107.6118078 -6.9251492, 107.6118762 -6.9252675)",,
1232501589,True,4,Jalan Asia Afrika,primary,False,16.522,,"LINESTRING (107.6139188 -6.9219617, 107.6137702 -6.9219439)",60,
321022195,True,,Jalan Kasim,residential,False,147.702,,"LINESTRING (107.6139188 -6.9219617, 107.6139073 -6.9220273, 107.6136569 -6.9232643)",,
175691360,False,2,Jalan Lengkong Kecil,secondary,True,43.196,,"LINESTRING (107.6145295 -6.9233778, 107.6141415 -6.9233273)",,
175691360,False,2,Jalan Lengkong Kecil,secondary,False,108.15299999999999,,"LINESTRING (107.6145295 -6.9233778, 107.6149314 -6.92343, 107.6152079 -6.9234659, 107.615501 -6.923504)",,
"[306165328, 321022773]",False,,Jalan Bapa Supi,residential,True,172.05700000000002,,"LINESTRING (107.6145295 -6.9233778, 107.6145244 -6.9234029, 107.6144303 -6.9239159, 107.6144171 -6.9240155, 107.6143755 -6.9241758, 107.6143502 -6.9242961, 107.6143408 -6.9243406, 107.6143331 -6.9243746, 107.6143218 -6.9244216, 107.6142339 -6.924861, 107.6142269 -6.9248951)",,
174269784,True,2,Jalan Tamblong,primary,False,53.881,,"LINESTRING (107.6127815 -6.9179662, 107.6125116 -6.9180855, 107.6124841 -6.9181473, 107.6124707 -6.9182046, 107.6124365 -6.9182599)",,
1232501591,True,3,Jalan Veteran,primary,False,129.138,,"LINESTRING (107.6127815 -6.9179662, 107.6132908 -6.9182518, 107.6138001 -6.9185374)",,
174269832,True,3,Jalan Lengkong Besar,primary,False,145.241,,"LINESTRING (107.6120224 -6.9217352, 107.6120063 -6.9218752, 107.6119801 -6.922102, 107.611945 -6.9224065, 107.6119329 -6.9225407, 107.6118884 -6.9230345)",,
702588408,True,4,Jalan Asia Afrika,primary,False,226.95,,"LINESTRING (107.6120224 -6.9217352, 107.6118192 -6.9217111, 107.6114983 -6.9216723, 107.6114205 -6.9216629, 107.6112374 -6.9216415, 107.6110406 -6.921618, 107.6108437 -6.9215945, 107.6106298 -6.9215692, 107.6104268 -6.9215449, 107.610212 -6.9215192, 107.6101457 -6.9215112, 107.6099811 -6.9214915)",60,
166967706,False,,Jalan Pasundan,residential,True,83.861,,"LINESTRING (107.6088132 -6.9252203, 107.6087809 -6.9259738)",,
166967706,False,,Jalan Pasundan,residential,False,76.643,,"LINESTRING (107.6088132 -6.9252203, 107.6088209 -6.9248752, 107.6088349 -6.9245314)",,
529972106,False,,Gang Disan,residential,False,176.616,,"LINESTRING (107.6088132 -6.9252203, 107.608582 -6.9251836, 107.6081581 -6.9250894, 107.6079052 -6.9250198, 107.6077657 -6.9249772, 107.6073979 -6.9248672, 107.6072674 -6.9248198)",,
319194436,False,2,Jalan Naripan,secondary,True,125.41499999999999,,"LINESTRING (107.61015 -6.9197383, 107.6108712 -6.919866, 107.6109436 -6.9198797, 107.6110255 -6.9198944, 107.611153 -6.919921, 107.6112676 -6.919941)",,
1227462567,True,2,Jalan Naripan,secondary,False,19.719,,"LINESTRING (107.61015 -6.9197383, 107.6100929 -6.9197516, 107.6100634 -6.9197622, 107.6100406 -6.9197755, 107.6100178 -6.9197915, 107.6099923 -6.9198142)",,
321022936,False,,Jalan Homan,residential,False,145.956,,"LINESTRING (107.6099811 -6.9214915, 107.6099738 -6.9215481, 107.6098141 -6.9227936)",,
702588408,True,4,Jalan Asia Afrika,primary,False,17.389,,"LINESTRING (107.6099811 -6.9214915, 107.6099361 -6.9214856, 107.6098247 -6.9214728)",60,
319194432,True,3,Jalan Dalem Kaum,secondary,False,85.031,,"LINESTRING (107.6076772 -6.9225455, 107.6077318 -6.9225519, 107.6084422 -6.9226352)",,
330544293,True,1,Jalan Balong Gede,tertiary,False,177.78699999999998,,"LINESTRING (107.6076772 -6.9225455, 107.6076333 -6.9229798, 107.60764 -6.9230157, 107.6076659 -6.9230433, 107.6079786 -6.923117, 107.6080088 -6.9231372, 107.608033 -6.9231684, 107.6080358 -6.9232094, 107.6079833 -6.9238598)",,
555346585,False,,Gang Cikapundung,residential,False,112.81700000000001,,"LINESTRING (107.6071679 -6.9182693, 107.6074871 -6.9183084, 107.6079592 -6.9183523, 107.6081822 -6.9183902)",,
555346585,False,,Gang Cikapundung,residential,True,69.738,,"LINESTRING (107.6071679 -6.9182693, 107.6070942 -6.9182618, 107.6068904 -6.9182431, 107.6065966 -6.9182161, 107.6065387 -6.9182135)",,
555346585,False,,Gang Cikapundung,residential,True,34.68,,"LINESTRING (107.6084692 -6.9184742, 107.6084655 -6.9184539, 107.6084527 -6.9184422, 107.6084316 -6.9184339, 107.6084152 -6.9184299, 107.6081822 -6.9183902)",,
555346585,False,,Gang Cikapundung,residential,False,69.738,,"LINESTRING (107.6065387 -6.9182135, 107.6065966 -6.9182161, 107.6068904 -6.9182431, 107.6070942 -6.9182618, 107.6071679 -6.9182693)",,
530483086,False,,Jalan Wangasareja,residential,False,41.884,,"LINESTRING (107.6154481 -6.9253965, 107.6154827 -6.9250214)",,
555357490,False,,,residential,True,52.776999999999994,,"LINESTRING (107.6153567 -6.9239559, 107.6154084 -6.9238175, 107.6154425 -6.9237242, 107.6154573 -6.9236723, 107.6154768 -6.9235978, 107.6154895 -6.9235432, 107.615501 -6.923504)",,
175691360,False,2,Jalan Lengkong Kecil,secondary,True,108.15299999999999,,"LINESTRING (107.615501 -6.923504, 107.6152079 -6.9234659, 107.6149314 -6.92343, 107.6145295 -6.9233778)",,
555357490,False,,,residential,False,52.777,,"LINESTRING (107.615501 -6.923504, 107.6154895 -6.9235432, 107.6154768 -6.9235978, 107.6154573 -6.9236723, 107.6154425 -6.9237242, 107.6154084 -6.9238175, 107.6153567 -6.9239559)",,
175691360,False,2,Jalan Lengkong Kecil,secondary,False,43.196,,"LINESTRING (107.6141415 -6.9233273, 107.6145295 -6.9233778)",,
175691360,False,2,Jalan Lengkong Kecil,secondary,True,53.949,,"LINESTRING (107.6141415 -6.9233273, 107.6136569 -6.9232643)",,
