osmid,highway,oneway,reversed,length,name,geometry,maxspeed,bridge,junction
288251886,residential,False,False,88.075,,"LINESTRING (98.0069778 2.6414631, 98.006264 2.641808)",,,
288251983,residential,False,False,76.889,Sultan Daulat,"LINESTRING (98.0069778 2.6414631, 98.0070662 2.6416492, 98.0071234 2.6417316, 98.0071833 2.6418013, 98.0072476 2.6418677, 98.0073199 2.6419464, 98.0073838 2.6420156)",,,
288251983,residential,False,True,120.897,Sultan Daulat,"LINESTRING (98.0069778 2.6414631, 98.006817 2.6411087, 98.006654 2.6407653, 98.0065351 2.6404702)",,,
288251886,residential,False,True,88.075,,"LINESTRING (98.006264 2.641808, 98.0069778 2.6414631)",,,
288251879,residential,False,False,33.408,Cut Nyakdhien,"LINESTRING (98.006264 2.641808, 98.0062244 2.6416812, 98.0061659 2.6415241)",,,
288251879,residential,False,True,67.157,Cut Nyakdhien,"LINESTRING (98.006264 2.641808, 98.0063919 2.6422045, 98.0064502 2.6423826)",,,
288252320,residential,False,False,172.4,,"LINESTRING (98.0093742 2.641208, 98.0090899 2.6408382, 98.0087023 2.6403569, 98.0086949 2.6403536, 98.0086875 2.6403533, 98.0083251 2.6406222)",,,
288252106,residential,False,True,31.022,Siti Ambia,"LINESTRING (98.0083251 2.6406222, 98.0081776 2.6403853)",,,
288252106,residential,False,False,162.62900000000002,Siti Ambia,"LINESTRING (98.0083251 2.6406222, 98.0086121 2.6410375, 98.0089071 2.6414769, 98.0090359 2.6416805, 98.0091525 2.6418127, 98.0091586 2.6418228)",,,
288252320,residential,False,True,172.4,,"LINESTRING (98.0083251 2.6406222, 98.0086875 2.6403533, 98.0086949 2.6403536, 98.0087023 2.6403569, 98.0090899 2.6408382, 98.0093742 2.641208)",,,
198002905,trunk,True,False,72.857,Jalan Teuku Umar,"LINESTRING (98.0065351 2.6404702, 98.0067864 2.6403658, 98.0069941 2.6402769, 98.007139 2.6402145)",50,,
288251983,residential,False,False,120.89699999999999,Sultan Daulat,"LINESTRING (98.0065351 2.6404702, 98.006654 2.6407653, 98.006817 2.6411087, 98.0069778 2.6414631)",,,
288252283,residential,False,True,90.22500000000001,Kihajar Dewantara,"LINESTRING (98.0088374 2.6433795, 98.0090962 2.6428087, 98.0091787 2.6426433)",,,
814070319,residential,False,False,109.125,Sultan Daulat,"LINESTRING (98.0088374 2.6433795, 98.0091552 2.6439692, 98.0092773 2.644256)",,,
"[814070320, 288251983, 814070319]",residential,False,True,209.438,Sultan Daulat,"LINESTRING (98.0088374 2.6433795, 98.0085973 2.6431467, 98.0084935 2.6430573, 98.0080468 2.6426775, 98.0074601 2.6420949)",,yes,
814070319,residential,False,True,109.125,Sultan Daulat,"LINESTRING (98.0092773 2.644256, 98.0091552 2.6439692, 98.0088374 2.6433795)",,,
288252051,residential,False,False,52.439,Siti Zahra,"LINESTRING (98.0075224 2.6408552, 98.0078239 2.6412181)",,,
288252051,residential,False,True,83.234,Siti Zahra,"LINESTRING (98.0075224 2.6408552, 98.0074278 2.6407288, 98.0073459 2.6406133, 98.007139 2.6402145)",,,
288252139,residential,False,True,57.04899999999999,,"LINESTRING (98.0075224 2.6408552, 98.0077001 2.6407215, 98.0078705 2.6406143, 98.0079439 2.6405627)",,,
288252051,residential,False,True,176.138,Siti Zahra,"LINESTRING (98.0091787 2.6426433, 98.008946 2.6423828, 98.0089038 2.6423546, 98.0088535 2.6423392, 98.0087046 2.6423191, 98.0086704 2.6423142, 98.0086389 2.6422988, 98.0086047 2.6422689, 98.0080922 2.6415697)",,,
288252283,residential,False,False,90.22500000000001,Kihajar Dewantara,"LINESTRING (98.0091787 2.6426433, 98.0090962 2.6428087, 98.0088374 2.6433795)",,,
288252283,residential,False,True,48.937,Kihajar Dewantara,"LINESTRING (98.0091787 2.6426433, 98.0092625 2.6425529, 98.0093537 2.6424604, 98.0095053 2.6423506)",,,
288252106,residential,False,False,80.733,Siti Ambia,"LINESTRING (98.0077676 2.6397858, 98.0081776 2.6403853)",,,
198002905,trunk,True,False,40.075,Jalan Teuku Umar,"LINESTRING (98.0077676 2.6397858, 98.0079316 2.6396596, 98.0080495 2.639561)",50,,
288252106,residential,False,True,70.247,Siti Ambia,"LINESTRING (98.0095053 2.6423506, 98.0093175 2.6420867, 98.0091586 2.6418228)",,,
288252283,residential,False,False,48.937,Kihajar Dewantara,"LINESTRING (98.0095053 2.6423506, 98.0093537 2.6424604, 98.0092625 2.6425529, 98.0091787 2.6426433)",,,
288252106,residential,False,False,31.022,Siti Ambia,"LINESTRING (98.0081776 2.6403853, 98.0083251 2.6406222)",,,
288252106,residential,False,True,80.733,Siti Ambia,"LINESTRING (98.0081776 2.6403853, 98.0077676 2.6397858)",,,
288252139,residential,False,False,32.603,,"LINESTRING (98.0081776 2.6403853, 98.0079439 2.6405627)",,,
288252139,residential,False,True,32.603,,"LINESTRING (98.0079439 2.6405627, 98.0081776 2.6403853)",,,
288252139,residential,False,False,57.049,,"LINESTRING (98.0079439 2.6405627, 98.0078705 2.6406143, 98.0077001 2.6407215, 98.0075224 2.6408552)",,,
288252151,residential,False,False,81.529,,"LINESTRING (98.0079439 2.6405627, 98.0078275 2.6403705, 98.0075375 2.6399525)",,,
288251983,residential,False,True,12.23,Sultan Daulat,"LINESTRING (98.0074601 2.6420949, 98.0073838 2.6420156)",,,
288252174,residential,False,False,91.325,,"LINESTRING (98.0074601 2.6420949, 98.0080922 2.6415697)",,,
"[814070320, 814070319, 288251983]",residential,False,False,209.438,Sultan Daulat,"LINESTRING (98.0074601 2.6420949, 98.0080468 2.6426775, 98.0084935 2.6430573, 98.0085973 2.6431467, 98.0088374 2.6433795)",,yes,
288252174,residential,False,True,91.325,,"LINESTRING (98.0080922 2.6415697, 98.0074601 2.6420949)",,,
