osmid,oneway,ref,name,highway,reversed,length,geometry,bridge,maxspeed,junction
250766141,True,21,Jalan Panglima Besar Sudirman,trunk,False,97.488,"LINESTRING (113.4834474 -7.1606944, 113.4834019 -7.1612297, 113.4833832 -7.1613388, 113.4833541 -7.1613917, 113.483315 -7.1614222, 113.4831983 -7.1614507)",,,
"[762773630, 845891382]",True,,,trunk,False,79.732,"LINESTRING (113.4834474 -7.1606944, 113.4833293 -7.1606831, 113.4832542 -7.1606745, 113.4832341 -7.1606745, 113.483043 -7.1606585, 113.4828814 -7.1606472, 113.4827273 -7.1606355)",,,
240629589,False,,Jalan Niaga,tertiary,True,98.658,"LINESTRING (113.482241 -7.1627948, 113.4831195 -7.1629605)",,,
156986358,False,21,Jalan Trunojoyo,trunk,False,155.379,"LINESTRING (113.482241 -7.1627948, 113.4823913 -7.1621171, 113.4825164 -7.1614247)",,,
156986358,False,21,Jalan Trunojoyo,trunk,True,252.137,"LINESTRING (113.482241 -7.1627948, 113.4819224 -7.16407, 113.4816911 -7.1649957)",,,
297031434,False,,Jalan Tumenggungan,residential,False,115.371,"LINESTRING (113.482241 -7.1627948, 113.4821599 -7.1627789, 113.4812124 -7.1626079)",,,
376017160,True,,Jalan Kyai Haji Agus Salim,tertiary,False,15.044,"LINESTRING (113.4837974 -7.1575361, 113.4838162 -7.1574021)",,,
297031425,False,,Jalan Kyai Haji Agus Salim,tertiary,True,257.55899999999997,"LINESTRING (113.4837974 -7.1575361, 113.4835931 -7.1595373, 113.4835694 -7.1596638, 113.4835614 -7.1597204, 113.4835513 -7.1597776, 113.4835399 -7.1598375)",,,
376017159,False,,Jalan Kesehatan,residential,False,48.905,"LINESTRING (113.4851666 -7.1577057, 113.4855884 -7.1578409)",,,
240163553,True,,Jalan Kesehatan,residential,False,138.868,"LINESTRING (113.4851666 -7.1577057, 113.4848568 -7.1576472, 113.484716 -7.1576139, 113.4843191 -7.1575581, 113.4839275 -7.1574892)",,,
297031437,False,,Jalan Balaikambang,residential,False,119.965,"LINESTRING (113.4855884 -7.1578409, 113.4852774 -7.1588747)",,,
376017159,False,,Jalan Kesehatan,residential,True,48.905,"LINESTRING (113.4855884 -7.1578409, 113.4851666 -7.1577057)",,,
376017159,False,,Jalan Kesehatan,residential,False,115.75800000000001,"LINESTRING (113.4855884 -7.1578409, 113.4861115 -7.1579666, 113.4866077 -7.1580877)",,,
376017159,False,,Jalan Kesehatan,residential,True,25.619,"LINESTRING (113.486831 -7.1581509, 113.4866077 -7.1580877)",,,
673265817,False,JI-232-15K,Jalan Diponegoro,primary,True,8.993,"LINESTRING (113.4816623 -7.1596725, 113.4815819 -7.1596592)",,,
