osmid,name,highway,oneway,reversed,length,geometry,access,junction,bridge
522956238,Sultan Hairun,tertiary,False,True,9.478,"LINESTRING (128.1811442 -3.6936518, 128.1810962 -3.6935813)",,,
767780825,,primary,True,False,10.54,"LINESTRING (128.1811442 -3.6936518, 128.1811749 -3.6935621)",,,
174521798,Jalan Alexander Yakob Patty,primary,True,False,102.113,"LINESTRING (128.1811442 -3.6936518, 128.1809922 -3.6938012, 128.1809288 -3.6938645, 128.1805597 -3.6942861, 128.1805228 -3.6943284)",,,
522956236,,residential,False,True,170.071,"LINESTRING (128.1831148 -3.6937106, 128.1830637 -3.6937452, 128.1818475 -3.6945708)",destination,,
303558220,Pala,tertiary,True,False,101.753,"LINESTRING (128.180183 -3.6922763, 128.1804754 -3.6926681, 128.1807136 -3.6930223)",,,
112965081,Jalan Slamet Riyadi,primary,True,False,52.836,"LINESTRING (128.1820502 -3.6929486, 128.1821626 -3.6929032, 128.1822887 -3.6928621, 128.1824106 -3.6928336, 128.1825019 -3.6928008)",,,
114546033,Jalan Sam Ratulangi,unclassified,True,False,43.826,"LINESTRING (128.180748 -3.6930697, 128.1804616 -3.6933411)",,,
522956238,Sultan Hairun,tertiary,False,False,68.768,"LINESTRING (128.180748 -3.6930697, 128.1810962 -3.6935813)",,,
809728086,Pala,trunk,True,False,39.109,"LINESTRING (128.1799233 -3.6919482, 128.179936 -3.6919735, 128.179959 -3.6920008, 128.18014 -3.6922248)",,,
809727500,Am Sangaji,primary,False,False,10.761,"LINESTRING (128.1784398 -3.6967109, 128.1783713 -3.6966424)",,,
174521797,Jalan A.M. Sangaji,trunk,True,False,132.345,"LINESTRING (128.1784398 -3.6967109, 128.1787267 -3.6969921, 128.1789748 -3.6972411, 128.1791386 -3.6973994, 128.1792976 -3.6975373)",,,
114546038,Jalan A.Y. Patty,primary,True,False,41.812,"LINESTRING (128.1808314 -3.693848, 128.1809281 -3.6937361, 128.1810962 -3.6935813)",,,
174520652,,residential,False,False,69.753,"LINESTRING (128.1808314 -3.693848, 128.1807424 -3.6937213, 128.1806546 -3.6936035, 128.1805594 -3.693463, 128.1804616 -3.6933411)",,,
114546032,Jalan Sultan Babullah,primary,True,False,95.352,"LINESTRING (128.1778415 -3.6972989, 128.1778733 -3.6971707, 128.1782694 -3.6967593, 128.1783713 -3.6966424)",,,
523280101,Jalan Sultan Babullah,primary,True,False,93.868,"LINESTRING (128.1778415 -3.6972989, 128.1779517 -3.6972397, 128.1783445 -3.6968275, 128.1784398 -3.6967109)",,,
718066469,,trunk,True,False,22.448999999999998,"LINESTRING (128.1801631 -3.6983191, 128.1801928 -3.6983351, 128.1802153 -3.6983601, 128.1802282 -3.6983912, 128.1802297 -3.6984248, 128.1802198 -3.698457, 128.1801997 -3.698484)",,roundabout,
