osmid,lanes,name,highway,width,oneway,reversed,length,geometry,bridge,maxspeed
119486195,2,Jalan Merdeka,unclassified,6,False,False,22.694,"LINESTRING (106.1094037 -2.1210235, 106.1096079 -2.1210201)",,
129380642,2,Jalan Ahmad Yani,primary,,False,True,57.664,"LINESTRING (106.1094037 -2.1210235, 106.1095156 -2.1206604, 106.1095622 -2.1205298)",,
117958058,,Jalan RE Martadinata,unclassified,,False,True,26.404,"LINESTRING (106.1161578 -2.1194224, 106.1160542 -2.1196361)",,
117958058,,Jalan RE Martadinata,unclassified,,False,False,63.54,"LINESTRING (106.1161578 -2.1194224, 106.1163302 -2.1190069, 106.1163671 -2.118891)",,
120199687,1,Jalan Raden Abdullah,unclassified,,False,False,153.076,"LINESTRING (106.1161578 -2.1194224, 106.1160055 -2.1193901, 106.1157402 -2.1193351, 106.1155153 -2.1192826, 106.1153485 -2.1192518, 106.1151947 -2.1192221, 106.1149811 -2.1191719, 106.1148092 -2.1191431)",,
117903626,,,residential,,False,False,36.932,"LINESTRING (106.1143618 -2.1223411, 106.114286 -2.1223663, 106.1142035 -2.1223896, 106.1141378 -2.1224011, 106.1140386 -2.1224141)",,
117958058,,Jalan RE Martadinata,unclassified,,False,False,211.68200000000002,"LINESTRING (106.1143618 -2.1223411, 106.1143659 -2.1222698, 106.1144654 -2.1218534, 106.1145321 -2.1216707, 106.1145926 -2.1215275, 106.1146699 -2.1213994, 106.1147359 -2.1212901, 106.1148673 -2.1211185, 106.1151972 -2.1207138, 106.1152223 -2.120684)",,
564225459,,Jalan RE Martadinata,unclassified,,False,True,232.0,"LINESTRING (106.1143618 -2.1223411, 106.1144021 -2.1227124, 106.1144382 -2.1228554, 106.1144784 -2.1229599, 106.1145428 -2.1231208, 106.1146078 -2.1232474, 106.1147386 -2.1234424, 106.1148494 -2.1235882, 106.1153287 -2.1241259)",,
"[802345354, 802345355, 711981362]",,,residential,,False,True,188.46999999999997,"LINESTRING (106.1143618 -2.1223411, 106.1144778 -2.1223206, 106.1146843 -2.1222925, 106.1147236 -2.1222923, 106.1147654 -2.1222898, 106.1149759 -2.1222339, 106.1151011 -2.1221982, 106.1151245 -2.1221933, 106.1151416 -2.1221948, 106.115161 -2.1221994, 106.1151853 -2.1222135, 106.1152931 -2.12233, 106.11532 -2.1223414, 106.1153656 -2.1223428, 106.1154038 -2.1223374, 106.1154574 -2.1223059, 106.1158283 -2.1220353, 106.1158727 -2.121998)",yes,
1123816006,,,residential,,False,False,7.928,"LINESTRING (106.1140386 -2.1224141, 106.1139673 -2.1224166)",,
117903626,,,residential,,False,True,36.932,"LINESTRING (106.1140386 -2.1224141, 106.1141378 -2.1224011, 106.1142035 -2.1223896, 106.114286 -2.1223663, 106.1143618 -2.1223411)",,
119486195,2,Jalan Merdeka,unclassified,6,False,True,9.086,"LINESTRING (106.1137951 -2.1204803, 106.1137139 -2.1204899)",,
549293634,2,Jalan Jenderal Sudirman,trunk,,True,False,99.99099999999999,"LINESTRING (106.1137951 -2.1204803, 106.1138847 -2.1212209, 106.1139017 -2.1213732)",,
119486195,2,Jalan Merdeka,unclassified,6,False,False,9.086,"LINESTRING (106.1137139 -2.1204899, 106.1137951 -2.1204803)",,
119486195,2,Jalan Merdeka,unclassified,6,False,True,192.66700000000003,"LINESTRING (106.1137139 -2.1204899, 106.112898 -2.120592, 106.1128054 -2.1206038, 106.1119942 -2.120711)",,
1224028536,2,Jalan Jenderal Sudirman,trunk,,True,False,74.241,"LINESTRING (106.1137139 -2.1204899, 106.1137081 -2.1204269, 106.1136698 -2.1199728, 106.1136566 -2.1198247)",,40
119486195,2,Jalan Merdeka,unclassified,6,False,True,25.825,"LINESTRING (106.1119942 -2.120711, 106.1117628 -2.1207326)",,
727682190,2,Jalan Olahraga,residential,,False,False,101.888,"LINESTRING (106.1119942 -2.120711, 106.1120516 -2.1216255)",,
119486195,2,Jalan Merdeka,unclassified,6,False,False,192.66700000000003,"LINESTRING (106.1119942 -2.120711, 106.1128054 -2.1206038, 106.112898 -2.120592, 106.1137139 -2.1204899)",,
119486195,2,Jalan Merdeka,unclassified,6,False,True,22.694,"LINESTRING (106.1096079 -2.1210201, 106.1094037 -2.1210235)",,
119486195,2,Jalan Merdeka,unclassified,6,False,False,241.59300000000002,"LINESTRING (106.1096079 -2.1210201, 106.1102576 -2.1209359, 106.1103652 -2.1209188, 106.1105693 -2.1208979, 106.1110488 -2.1208298, 106.1117628 -2.1207326)",,
119486195,2,Jalan Merdeka,unclassified,6,False,False,25.825,"LINESTRING (106.1117628 -2.1207326, 106.1119942 -2.120711)",,
119486195,2,Jalan Merdeka,unclassified,6,False,True,241.59300000000002,"LINESTRING (106.1117628 -2.1207326, 106.1110488 -2.1208298, 106.1105693 -2.1208979, 106.1103652 -2.1209188, 106.1102576 -2.1209359, 106.1096079 -2.1210201)",,
119487127,2,Jalan Kartini,residential,6,False,True,156.99,"LINESTRING (106.1117628 -2.1207326, 106.1117616 -2.1207146, 106.11176 -2.1205503, 106.1117472 -2.120416, 106.1117357 -2.1195861, 106.1117334 -2.1193215)",,
119487693,2,Jalan Hamidah,secondary,6,False,True,12.885,"LINESTRING (106.1116972 -2.1182673, 106.1115824 -2.118251)",,
119487127,2,Jalan Kartini,residential,6,False,False,117.355,"LINESTRING (106.1116972 -2.1182673, 106.1117324 -2.1187963, 106.1117346 -2.1188852, 106.1117334 -2.1193215)",,
119487693,2,Jalan Hamidah,secondary,6,False,False,122.236,"LINESTRING (106.1116972 -2.1182673, 106.1122673 -2.1183483, 106.1125298 -2.1183584, 106.1127904 -2.1183365)",,
549293635,2,Jalan Jenderal Sudirman,trunk,,True,False,40.003,"LINESTRING (106.1132205 -2.1184219, 106.1130045 -2.1181341)",,40
802758503,2,Jalan Hamidah,secondary,6,False,False,48.727,"LINESTRING (106.1132205 -2.1184219, 106.1127904 -2.1183365)",,
802758503,2,Jalan Hamidah,secondary,6,False,True,7.309,"LINESTRING (106.1132205 -2.1184219, 106.1132754 -2.1183857)",,
119518289,2,Jalan Hamidah,secondary,6,True,False,32.749,"LINESTRING (106.1127904 -2.1183365, 106.1130045 -2.1181341)",,
802758503,2,Jalan Hamidah,secondary,6,False,True,48.727,"LINESTRING (106.1127904 -2.1183365, 106.1132205 -2.1184219)",,
119487693,2,Jalan Hamidah,secondary,6,False,True,122.23599999999999,"LINESTRING (106.1127904 -2.1183365, 106.1125298 -2.1183584, 106.1122673 -2.1183483, 106.1116972 -2.1182673)",,
119487693,2,Jalan Hamidah,secondary,6,False,False,12.885,"LINESTRING (106.1115824 -2.118251, 106.1116972 -2.1182673)",,
119487693,2,Jalan Hamidah,secondary,6,False,True,188.89600000000002,"LINESTRING (106.1115824 -2.118251, 106.1108794 -2.1181511, 106.110833 -2.1181445, 106.1098994 -2.1180118)",,
"[120165874, 119489386]",1,"['Jalan Mangkol', 'Jalan Sanggul Dewa']",residential,,False,False,181.51799999999997,"LINESTRING (106.1115824 -2.118251, 106.1116521 -2.1173923, 106.1116497 -2.1173387, 106.1116238 -2.1172782, 106.1115843 -2.1172373, 106.1115327 -2.1172125, 106.1109981 -2.1171543)",,
