osmid,oneway,name,highway,reversed,length,geometry,bridge,access,lanes
142787385,True,Jalan Diponegoro,secondary,False,53.620999999999995,"LINESTRING (112.9073811 -7.6449493, 112.9075355 -7.644657, 112.9076068 -7.6445221)",,,
313580978,False,Jalan Mawar,living_street,False,169.89700000000002,"LINESTRING (112.9073811 -7.6449493, 112.9071497 -7.6448925, 112.907001 -7.64484, 112.9067829 -7.6447654, 112.9063829 -7.6446587, 112.9062922 -7.6446336, 112.9061721 -7.6446005, 112.905904 -7.6445151)",,,
319579227,False,Jalan Wage Rudolf Supratman,secondary,False,8.326,"LINESTRING (112.9072789 -7.6422118, 112.9072099 -7.6421813)",,,
319579227,False,Jalan Wage Rudolf Supratman,secondary,True,133.61,"LINESTRING (112.9072789 -7.6422118, 112.9083915 -7.6426891)",,,
"[295445014, 295444991]",True,Jalan Alun-Alun Timur,secondary,False,76.65,"LINESTRING (112.9072789 -7.6422118, 112.9070048 -7.6427239, 112.9069789 -7.6427531, 112.906956 -7.6427771, 112.9069268 -7.6428013)",,,
319579227,False,Jalan Wage Rudolf Supratman,secondary,False,133.61,"LINESTRING (112.9083915 -7.6426891, 112.9072789 -7.6422118)",,,
"[319579224, 817767763, 677781428]",False,Jalan Wage Rudolf Supratman,secondary,True,67.01700000000001,"LINESTRING (112.9083915 -7.6426891, 112.9086974 -7.642809, 112.9089175 -7.6428894, 112.9089592 -7.642905)",yes,,
142787385,True,Jalan Diponegoro,secondary,False,118.577,"LINESTRING (112.9067431 -7.646014, 112.9067738 -7.6459606, 112.9069274 -7.6456941, 112.9070291 -7.6455318, 112.9071047 -7.645404, 112.9072877 -7.6450944)",,,
"[946749123, 313448299]",False,Jalan Melati,living_street,False,143.304,"LINESTRING (112.9067431 -7.646014, 112.9067039 -7.6459884, 112.9066757 -7.6459651, 112.9063218 -7.6457444, 112.9062237 -7.6456882, 112.9060923 -7.6455987, 112.9058205 -7.6455101, 112.905584 -7.6454716)",,permissive,
250490223,True,Jalan Kyai Haji Abdul Hamid,residential,False,65.966,"LINESTRING (112.9018483 -7.6440852, 112.9016018 -7.6446258)",,,
"[1084688032, 1084688033, 313581048]",False,Gang 10,"['living_street', 'residential']",True,298.701,"LINESTRING (112.9018483 -7.6440852, 112.9024612 -7.6441274, 112.9025365 -7.6441273, 112.9026626 -7.6441272, 112.9028629 -7.644127, 112.9029858 -7.6441282, 112.9030522 -7.6441348, 112.903136 -7.6441475, 112.9032151 -7.6441627, 112.9033101 -7.6441832, 112.9034332 -7.6442138, 112.9040872 -7.6443485, 112.9045089 -7.644496)",yes,,
250490223,True,Jalan Kyai Haji Abdul Hamid,residential,False,2.384,"LINESTRING (112.9023833 -7.6429628, 112.902375 -7.6429826)",,,
"[295504796, 770551479]",True,Jalan Hayam Wuruk,secondary,False,68.818,"LINESTRING (112.903296 -7.6469846, 112.9033509 -7.6470178, 112.9034044 -7.6470418, 112.9034917 -7.6470918, 112.9037539 -7.6472275, 112.903833 -7.6472956)",,,
996759532,True,,secondary,False,14.677,"LINESTRING (112.903296 -7.6469846, 112.9033229 -7.6470357, 112.9033026 -7.6470627, 112.9032616 -7.6470647)",,,
"[453029673, 295445014]",True,Jalan Alun-Alun Selatan,secondary,False,69.617,"LINESTRING (112.9069268 -7.6428013, 112.9068871 -7.6428166, 112.9068583 -7.6428194, 112.906807 -7.6428143, 112.9067419 -7.6428013, 112.9065987 -7.6427515, 112.9063436 -7.6426139)",,,
702628961,False,,residential,False,57.22999999999999,"LINESTRING (112.9069268 -7.6428013, 112.9069515 -7.6428408, 112.9070252 -7.6428881, 112.9071888 -7.6429838, 112.9072452 -7.6430316, 112.9072478 -7.6430456, 112.9072311 -7.6430868, 112.9072089 -7.643118, 112.9071935 -7.6431346)",,,
357939654,True,Jalan Kyai Haji Wahid Hasyim,secondary,False,10.101,"LINESTRING (112.9056829 -7.6422718, 112.9056449 -7.6423296, 112.905634 -7.6423486)",,,
"[319579224, 817767763, 677781428]",False,Jalan Wage Rudolf Supratman,secondary,False,67.017,"LINESTRING (112.9089592 -7.642905, 112.9089175 -7.6428894, 112.9086974 -7.642809, 112.9083915 -7.6426891)",yes,,
320086932,False,,residential,True,196.59199999999998,"LINESTRING (112.9089592 -7.642905, 112.9089536 -7.6428095, 112.9089376 -7.6426287, 112.9089268 -7.6424825, 112.9089268 -7.6423124, 112.9089563 -7.642113, 112.9090234 -7.6419508, 112.9091575 -7.6417647, 112.9092293 -7.6416951, 112.909313 -7.6415973, 112.9094847 -7.6414431, 112.9095668 -7.6413673)",,,
450210090,False,Jalan Wage Rudolf Supratman,secondary,True,69.597,"LINESTRING (112.9089592 -7.642905, 112.9091754 -7.6429852, 112.9095397 -7.6431505)",,,
313448303,False,,residential,False,35.307,"LINESTRING (112.9063436 -7.6426139, 112.9061901 -7.6428926)",,,
453029673,True,Jalan Alun-Alun Selatan,secondary,False,82.191,"LINESTRING (112.9063436 -7.6426139, 112.9059872 -7.6424301, 112.9059134 -7.6423972, 112.9058471 -7.6423657, 112.9057652 -7.6423198, 112.9057368 -7.6423032, 112.9056829 -7.6422718)",,,
250490223,True,Jalan Kyai Haji Abdul Hamid,residential,False,135.65,"LINESTRING (112.902375 -7.6429826, 112.9018483 -7.6440852)",,,
"[849636962, 770554212]",False,Jalan Kiai Haji Abdul Hamid Gang 8,residential,"[False, True]",233.49400000000003,"LINESTRING (112.902375 -7.6429826, 112.9026805 -7.6430832, 112.9028282 -7.6431267, 112.9031163 -7.6432033, 112.9033301 -7.6432604, 112.9034118 -7.6432844, 112.9034699 -7.6429705, 112.9035477 -7.6426235, 112.9035826 -7.6425172, 112.9036309 -7.6423936, 112.9036781 -7.6422945)",,,1
313448303,False,,residential,True,85.378,"LINESTRING (112.9057746 -7.6437101, 112.9059161 -7.6434024, 112.9061192 -7.6430228)",,,
357939654,True,Jalan Kyai Haji Wahid Hasyim,secondary,False,57.086,"LINESTRING (112.9045089 -7.644496, 112.9042911 -7.6449618)",,,
"[313581048, 1084688033, 1084688032]",False,Gang 10,"['residential', 'living_street']",False,298.701,"LINESTRING (112.9045089 -7.644496, 112.9040872 -7.6443485, 112.9034332 -7.6442138, 112.9033101 -7.6441832, 112.9032151 -7.6441627, 112.903136 -7.6441475, 112.9030522 -7.6441348, 112.9029858 -7.6441282, 112.9028629 -7.644127, 112.9026626 -7.6441272, 112.9025365 -7.6441273, 112.9024612 -7.6441274, 112.9018483 -7.6440852)",yes,,
357939654,True,Jalan Kyai Haji Wahid Hasyim,secondary,False,68.15700000000001,"LINESTRING (112.9042911 -7.6449618, 112.904092 -7.6453623, 112.9040256 -7.645496, 112.9040179 -7.6455117)",,,
"[946749122, 313448299]",False,Jalan Melati,living_street,True,154.404,"LINESTRING (112.9042911 -7.6449618, 112.9043765 -7.6450065, 112.904701 -7.6451541, 112.9048651 -7.64524, 112.9049887 -7.6453112, 112.905085 -7.6453544, 112.905137 -7.6453702, 112.9052847 -7.6453967, 112.9055067 -7.6454519, 112.905584 -7.6454716)",,permissive,
313448301,False,,residential,True,56.999,"LINESTRING (112.9047241 -7.6463181, 112.904525 -7.6467912)",,,
313448301,False,,residential,False,56.999,"LINESTRING (112.904525 -7.6467912, 112.9047241 -7.6463181)",,,
313448304,False,,residential,False,20.158,"LINESTRING (112.904525 -7.6467912, 112.9044634 -7.6469619)",,,
313448304,False,,residential,True,49.955999999999996,"LINESTRING (112.904525 -7.6467912, 112.9048351 -7.6469206, 112.9049411 -7.6469693)",,,
313448304,False,,residential,True,20.158,"LINESTRING (112.9044634 -7.6469619, 112.904525 -7.6467912)",,,
313580973,False,,residential,False,140.93900000000002,"LINESTRING (112.9061237 -7.6474503, 112.9058315 -7.6473402, 112.905316 -7.6471114, 112.9050112 -7.6469986, 112.9049411 -7.6469693)",,,
