osmid,oneway,highway,reversed,length,bridge,lanes,ref,maxspeed,geometry,name,junction,access
119903739,False,residential,False,49.236,,,,,"LINESTRING (19.2981803 49.081513, 19.2982342 49.0814252, 19.2983137 49.0812896, 19.2983995 49.0811558, 19.2984324 49.0811022)",,,
258898045,False,residential,False,69.938,,,,,"LINESTRING (19.2981803 49.081513, 19.2981261 49.0815911, 19.298117 49.0816111, 19.2980034 49.0818606, 19.2980828 49.0819627, 19.2982735 49.0820409)",,,
119903738,False,residential,False,186.54500000000002,,,,,"LINESTRING (19.2984324 49.0811022, 19.2982105 49.0810178, 19.2980223 49.0809438, 19.2978169 49.0808984, 19.2976495 49.0808682, 19.2974679 49.0808558, 19.2973533 49.0808182, 19.2972832 49.0807807, 19.2972311 49.0807391, 19.2971961 49.0806867, 19.2971801 49.0806275, 19.2971873 49.0805672, 19.2972254 49.0803071, 19.2972338 49.0802621, 19.2972148 49.0802142, 19.2971088 49.0801198, 19.2969401 49.0800301)",Jána Sladkého,,
119903739,False,residential,True,49.236000000000004,,,,,"LINESTRING (19.2984324 49.0811022, 19.2983995 49.0811558, 19.2983137 49.0812896, 19.2982342 49.0814252, 19.2981803 49.081513)",,,
258897998,True,residential,False,129.873,,,,,"LINESTRING (19.2984324 49.0811022, 19.2988102 49.0811944, 19.3000704 49.0815628)",Štefana Nikolaja Hýroša,,
69919145,False,residential,False,23.074,,,,,"LINESTRING (19.2969401 49.0800301, 19.2966236 49.0800392)",,,
69919143,False,residential,False,19.723,,,,,"LINESTRING (19.2969401 49.0800301, 19.2969132 49.0799898, 19.2969099 49.0799476, 19.296924 49.0799046, 19.2969558 49.0798623)",,,
119903738,False,residential,True,186.54500000000002,,,,,"LINESTRING (19.2969401 49.0800301, 19.2971088 49.0801198, 19.2972148 49.0802142, 19.2972338 49.0802621, 19.2972254 49.0803071, 19.2971873 49.0805672, 19.2971801 49.0806275, 19.2971961 49.0806867, 19.2972311 49.0807391, 19.2972832 49.0807807, 19.2973533 49.0808182, 19.2974679 49.0808558, 19.2976495 49.0808682, 19.2978169 49.0808984, 19.2980223 49.0809438, 19.2982105 49.0810178, 19.2984324 49.0811022)",Jána Sladkého,,
37906116,False,residential,False,31.182,,,,,"LINESTRING (19.2969558 49.0798623, 19.2966236 49.0800392)",Jána Sladkého,,
69919143,False,residential,True,19.723,,,,,"LINESTRING (19.2969558 49.0798623, 19.296924 49.0799046, 19.2969099 49.0799476, 19.2969132 49.0799898, 19.2969401 49.0800301)",,,
"[42429395, 463968047]",False,residential,False,197.80900000000003,,2,,,"LINESTRING (19.2969558 49.0798623, 19.2969935 49.0798422, 19.297115 49.0797985, 19.2972675 49.0797566, 19.2973761 49.0797421, 19.2974793 49.0797346, 19.2983734 49.079802, 19.2984546 49.0798081, 19.2984704 49.0798093, 19.2988972 49.0798427, 19.2991225 49.0798225, 19.2993036 49.0797594, 19.2994468 49.0796869, 19.2995173 49.0796336)",Námestie A. Hlinku,,
139031406,False,residential,True,10.059,,,,,"LINESTRING (19.2997642 49.0794169, 19.2998698 49.0794752)",Námestie A. Hlinku,,
32480038,False,residential,False,30.086,,2,,,"LINESTRING (19.2997642 49.0794169, 19.2997128 49.0794688, 19.2995173 49.0796336)",Námestie A. Hlinku,,
"[339539565, 183026470]",False,residential,False,104.58700000000002,,,,,"LINESTRING (19.2997642 49.0794169, 19.2995846 49.0792724, 19.2991134 49.0789694, 19.2990071 49.0788846, 19.2988971 49.0787917, 19.2988097 49.0787166)",Námestie A. Hlinku,,
38731287,True,residential,False,69.288,,,,,"LINESTRING (19.2988097 49.0787166, 19.298399 49.0783233, 19.2983249 49.0782159, 19.2983068 49.0781897)",Námestie A. Hlinku,,
"[339539565, 183026470]",False,residential,True,104.58699999999999,,,,,"LINESTRING (19.2988097 49.0787166, 19.2988971 49.0787917, 19.2990071 49.0788846, 19.2991134 49.0789694, 19.2995846 49.0792724, 19.2997642 49.0794169)",Námestie A. Hlinku,,
32480036,False,residential,False,44.588,,,,,"LINESTRING (19.2983068 49.0781897, 19.2985342 49.0781927, 19.298732 49.0781735, 19.2989091 49.078139)",,,
191476954,False,residential,False,25.701,,,,,"LINESTRING (19.2989091 49.078139, 19.2991682 49.0779821)",,,
32480036,False,residential,True,44.587999999999994,,,,,"LINESTRING (19.2989091 49.078139, 19.298732 49.0781735, 19.2985342 49.0781927, 19.2983068 49.0781897)",,,
37906106,True,residential,False,65.655,,,,,"LINESTRING (19.2989091 49.078139, 19.2988436 49.0782255, 19.2988211 49.0782996, 19.2987982 49.0784387, 19.2987916 49.0785633, 19.2988097 49.0787166)",Námestie A. Hlinku,,
191476954,False,residential,True,25.701,,,,,"LINESTRING (19.2991682 49.0779821, 19.2989091 49.078139)",,,
32480038,False,residential,True,30.086,,2,,,"LINESTRING (19.2995173 49.0796336, 19.2997128 49.0794688, 19.2997642 49.0794169)",Námestie A. Hlinku,,
"[42429395, 463968047]",False,residential,True,197.80899999999997,,2,,,"LINESTRING (19.2995173 49.0796336, 19.2994468 49.0796869, 19.2993036 49.0797594, 19.2991225 49.0798225, 19.2988972 49.0798427, 19.2984704 49.0798093, 19.2984546 49.0798081, 19.2983734 49.079802, 19.2974793 49.0797346, 19.2973761 49.0797421, 19.2972675 49.0797566, 19.297115 49.0797985, 19.2969935 49.0798422, 19.2969558 49.0798623)",Námestie A. Hlinku,,
"[48117153, 339551349, 1266118631]",False,residential,False,72.922,,,,,"LINESTRING (19.3028017 49.0815179, 19.3028846 49.081597, 19.3030273 49.081662, 19.3030582 49.0816698, 19.3030691 49.0816725, 19.3032695 49.081723, 19.3036813 49.0817818)",Námestie A. Hlinku,,
48168923,True,residential,False,180.80200000000002,,,,30,"LINESTRING (19.3028017 49.0815179, 19.3026641 49.0814946, 19.3025637 49.0814591, 19.3025467 49.0814502, 19.3018778 49.0811018, 19.3014623 49.0808606, 19.3013017 49.0807606, 19.3008774 49.0805083)",Námestie A. Hlinku,,
"[38731276, 363858452]",False,residential,False,204.723,,,,,"LINESTRING (19.2988558 49.082896, 19.2985871 49.0827464, 19.2980739 49.082426, 19.2972585 49.0819141, 19.2968751 49.0816611, 19.2968218 49.081626)",Karola Salvu,,
49365409,True,residential,False,130.351,,,,,"LINESTRING (19.2988558 49.082896, 19.2989949 49.0827491, 19.2992447 49.0824852, 19.2995029 49.0822213, 19.2995335 49.0821801, 19.2997432 49.0819576, 19.2997979 49.0818996)",K. Medveckého,,
795912522,False,residential,True,210.481,,,,,"LINESTRING (19.2988558 49.082896, 19.2999251 49.0835769, 19.2999523 49.0835942, 19.3006215 49.0840203, 19.300928 49.0842155)",Dončova,,
37906107,False,residential,True,3.554,,,,,"LINESTRING (19.3024373 49.0789134, 19.3024848 49.0789207)",Riadok,,
37906107,False,residential,False,107.54599999999999,,,,,"LINESTRING (19.3024373 49.0789134, 19.3020434 49.0788173, 19.3014939 49.0786659, 19.3010913 49.07852)",Riadok,,
52007075,False,residential,True,122.24900000000002,,,,,"LINESTRING (19.3024373 49.0789134, 19.3024167 49.0789602, 19.3024025 49.0789924, 19.3023815 49.0794126, 19.3023813 49.0794835, 19.3023806 49.0796844, 19.3023959 49.079791, 19.3024089 49.0798811, 19.3024456 49.0800062)",Majere,,
38731282,False,residential,False,15.392,,,,,"LINESTRING (19.3042086 49.0791309, 19.3044149 49.0791609)",Riadok,,
368825082,False,residential,True,22.892,,,,,"LINESTRING (19.3042086 49.0791309, 19.3041652 49.078927)",Plavisko,,
37906107,False,residential,False,127.94399999999999,,,,,"LINESTRING (19.3042086 49.0791309, 19.3041121 49.0791238, 19.3037212 49.0790899, 19.30362 49.0790793, 19.3034906 49.0790658, 19.3029814 49.0790126, 19.3024848 49.0789207)",Riadok,,
37906109,False,residential,True,208.17400000000004,,,,,"LINESTRING (19.3058384 49.0790344, 19.3060715 49.0794765, 19.3061692 49.079613, 19.3063215 49.0797792, 19.3068257 49.0802055, 19.3070104 49.0803616, 19.3070989 49.0804365, 19.3072607 49.0806388)",Zarevúca,,
38731281,False,residential,False,149.325,,,,,"LINESTRING (19.3058384 49.0790344, 19.3060819 49.0788667, 19.3065159 49.0783813, 19.3067489 49.078161, 19.3071023 49.0780018)",Zarevúca,,
"[223940289, 58543764]",False,residential,True,60.026999999999994,yes,,,,"LINESTRING (19.3058384 49.0790344, 19.3053272 49.0791426, 19.3052665 49.0791578, 19.3050593 49.0792099)",Riadok,,
73310646,False,residential,False,93.882,,,,,"LINESTRING (19.3058384 49.0790344, 19.3057774 49.0789803, 19.3057033 49.0789234, 19.3055821 49.0786255, 19.3054761 49.0782377)",Zarevúca,,
38731281,False,residential,True,149.325,,,,,"LINESTRING (19.3071023 49.0780018, 19.3067489 49.078161, 19.3065159 49.0783813, 19.3060819 49.0788667, 19.3058384 49.0790344)",Zarevúca,,
307594737,False,residential,True,74.025,,,,,"LINESTRING (19.3071023 49.0780018, 19.3073069 49.077634, 19.3074502 49.0773763)",J. Jančeka,,
299857965,True,tertiary,False,20.284,,1,2228,,"LINESTRING (19.3076038 49.0823921, 19.3075679 49.0822112)",,,
"[38731225, 38731220, 38731246]",False,tertiary,False,90.06800000000001,yes,2,2228,,"LINESTRING (19.3076038 49.0823921, 19.3076799 49.0824581, 19.3077461 49.0825122, 19.3082765 49.0828694, 19.3083437 49.0829204, 19.3084203 49.0829979)",,,
"[69916401, 69916402, 38731227]",True,primary,False,218.082,yes,2,18,50,"LINESTRING (19.3076038 49.0823921, 19.3074606 49.0824787, 19.3074275 49.0824992, 19.3073378 49.0825531, 19.3069107 49.0828081, 19.3058605 49.0834542, 19.3054022 49.0837213)",Nábrežie M.R. Štefánika,,
"[38731225, 38731220, 38731246]",False,tertiary,True,90.06800000000001,yes,2,2228,,"LINESTRING (19.3084203 49.0829979, 19.3083437 49.0829204, 19.3082765 49.0828694, 19.3077461 49.0825122, 19.3076799 49.0824581, 19.3076038 49.0823921)",,,
38731263,False,tertiary,True,16.969,,2,2228,,"LINESTRING (19.3084203 49.0829979, 19.3084683 49.0830814, 19.3084853 49.0831438)",,,
38731264,True,residential,False,78.14200000000001,,,,,"LINESTRING (19.3084203 49.0829979, 19.3085079 49.0829524, 19.3085868 49.0829044, 19.3091556 49.0824999, 19.3091665 49.0824943)",Hlavná stanica,,
38731264,True,residential,False,48.965,,,,,"LINESTRING (19.3091665 49.0824943, 19.3093021 49.082509, 19.3094046 49.0825414, 19.3094651 49.0826271, 19.309381 49.0827318, 19.3093085 49.0827733)",Hlavná stanica,,
"[48117935, 38731235, 483738129, 427113587]",False,tertiary,False,419.658,,,2228,30,"LINESTRING (19.3084853 49.0831438, 19.3084928 49.0832449, 19.308475 49.0833449, 19.3084469 49.0834107, 19.3083928 49.0834693, 19.3083686 49.0834887, 19.3083467 49.0835042, 19.3080499 49.0836949, 19.3078655 49.0838034, 19.3076919 49.0838801, 19.3071659 49.0840403, 19.3064967 49.0842442, 19.3063371 49.0843033, 19.3062376 49.0843418, 19.3061684 49.0843754, 19.3059775 49.0844683, 19.3052432 49.0848812, 19.3046857 49.0851494, 19.3044215 49.0852961, 19.3041641 49.085456)",Jozefa Kačku,,
38731263,False,tertiary,False,16.969,,2,2228,,"LINESTRING (19.3084853 49.0831438, 19.3084683 49.0830814, 19.3084203 49.0829979)",,,
48117105,False,residential,False,9.789,,,,,"LINESTRING (19.3050593 49.0792099, 19.3050691 49.0792977)",Mlynská,,
"[223940289, 58543764]",False,residential,False,60.027,yes,,,,"LINESTRING (19.3050593 49.0792099, 19.3052665 49.0791578, 19.3053272 49.0791426, 19.3058384 49.0790344)",Riadok,,
"[223940289, 38731282]",False,residential,True,36.1,,,,,"LINESTRING (19.3050593 49.0792099, 19.3048217 49.0792188, 19.3047196 49.0792181, 19.3046488 49.0792048, 19.3045701 49.07919)",Riadok,,
892974657,False,residential,True,8.06,,3,,,"LINESTRING (19.300928 49.0842155, 19.301009 49.0842649)",Dončova,,
41982731,True,residential,False,105.285,,,,,"LINESTRING (19.300928 49.0842155, 19.3010111 49.0841494, 19.3019274 49.0835317)",Antona Bernoláka,,
795912522,False,residential,False,210.481,,,,,"LINESTRING (19.300928 49.0842155, 19.3006215 49.0840203, 19.2999523 49.0835942, 19.2999251 49.0835769, 19.2988558 49.082896)",Dončova,,
49365417,False,residential,True,9.876,,,,,"LINESTRING (19.3020319 49.0835883, 19.3019274 49.0835317)",Š. Náhalku,,
41982730,True,residential,False,105.877,,,,,"LINESTRING (19.3020319 49.0835883, 19.3013658 49.0840289, 19.3010949 49.0842081, 19.301009 49.0842649)",Antona Bernoláka,,
49365417,False,residential,False,39.596999999999994,,,,,"LINESTRING (19.3020319 49.0835883, 19.302254 49.0837378, 19.3024111 49.0838435)",Š. Náhalku,,
49365417,False,residential,False,9.876,,,,,"LINESTRING (19.3019274 49.0835317, 19.3020319 49.0835883)",Š. Náhalku,,
299857964,False,primary,True,27.878,,2,,,"LINESTRING (19.3054022 49.0837213, 19.3051227 49.08355)",,,
"[69916402, 299857950]",True,primary,False,205.497,,"['2', '4']",18,50,"LINESTRING (19.3054022 49.0837213, 19.3052103 49.0838329, 19.3045717 49.0841953, 19.3042463 49.0843784, 19.3039807 49.0845068, 19.3035649 49.0846905, 19.3031759 49.0848506)",Nábrežie M.R. Štefánika,,
48117105,False,residential,True,9.789,,,,,"LINESTRING (19.3050691 49.0792977, 19.3050593 49.0792099)",Mlynská,,
"[48117105, 48117106]",False,residential,"[False, True]",373.69699999999995,,,,,"LINESTRING (19.3050691 49.0792977, 19.3057953 49.0800353, 19.3058963 49.0801379, 19.3062499 49.0804971, 19.3063338 49.0805823, 19.3063484 49.0805971, 19.3063909 49.0806499, 19.3068518 49.0811216, 19.3069747 49.0813438, 19.3069828 49.0813763, 19.3069877 49.0814137, 19.3070144 49.0816086, 19.3070177 49.0818443, 19.3070069 49.0818961, 19.306966 49.0820932, 19.3068988 49.0822939)","['Hurbanova', 'Mlynská']",,
498535618,False,residential,True,16.05,,,,,"LINESTRING (19.3050691 49.0792977, 19.3050192 49.0793427, 19.3049311 49.0794101)",,,
498535618,False,residential,False,16.05,,,,,"LINESTRING (19.3049311 49.0794101, 19.3050192 49.0793427, 19.3050691 49.0792977)",,,
48117151,False,residential,False,29.645,,,,,"LINESTRING (19.304763 49.0805323, 19.3046844 49.0805384, 19.3044339 49.0805603, 19.3043591 49.0805651)",Mariánska,,
48117151,False,residential,True,8.332,,,,,"LINESTRING (19.303324 49.0806188, 19.3034384 49.0806181)",Mariánska,,
49365515,True,residential,False,177.40699999999998,,,,,"LINESTRING (19.303324 49.0806188, 19.3031956 49.0806148, 19.3024124 49.0804689, 19.3022915 49.0804633, 19.3021544 49.0804912, 19.3018541 49.0806088, 19.3017501 49.0806317, 19.3016478 49.0805999, 19.3015186 49.0805346, 19.3011518 49.0803196)",Malý Závoz,,
258908786,False,residential,False,31.187,,,,,"LINESTRING (19.3036813 49.0817818, 19.3040976 49.0818475)",,,
38731210,False,residential,False,31.044,,,,,"LINESTRING (19.3036813 49.0817818, 19.303719 49.0816972, 19.3038007 49.0815138)",,,
"[48117153, 339551349, 1266118631]",False,residential,True,72.922,,,,,"LINESTRING (19.3036813 49.0817818, 19.3032695 49.081723, 19.3030691 49.0816725, 19.3030582 49.0816698, 19.3030273 49.081662, 19.3028846 49.081597, 19.3028017 49.0815179)",Námestie A. Hlinku,,
38731224,False,primary,True,74.01,yes,2,59,50,"LINESTRING (19.3034165 49.0858396, 19.3033811 49.0857926, 19.3033403 49.0857454, 19.3029675 49.0852426)",,,
320857480,False,tertiary,False,25.661,,,2228,,"LINESTRING (19.3034165 49.0858396, 19.3034895 49.0858327, 19.3035671 49.0858395, 19.3036623 49.0858388, 19.3037657 49.0858264)",,,
258897997,True,residential,False,125.41000000000001,,,,,"LINESTRING (19.2997979 49.0818996, 19.2983652 49.0815591, 19.2981803 49.081513)",Štefana Nikolaja Hýroša,,
258897999,False,residential,False,42.397999999999996,,,,,"LINESTRING (19.2997979 49.0818996, 19.2999258 49.0817518, 19.3000704 49.0815628)",,,
258897999,False,residential,True,42.397999999999996,,,,,"LINESTRING (19.3000704 49.0815628, 19.2999258 49.0817518, 19.2997979 49.0818996)",,,
463977361,False,residential,True,3.748,,,,,"LINESTRING (19.3028804 49.084116, 19.3028647 49.0840839)",Š. Náhalku,,
299857964,False,primary,False,27.878,,2,,,"LINESTRING (19.3051227 49.08355, 19.3054022 49.0837213)",,,
"[299857968, 299857969]",True,primary,False,153.225,,2,18,50,"LINESTRING (19.3051227 49.08355, 19.3059091 49.083118, 19.3067546 49.0826805)",Nábrežie M.R. Štefánika,,
"[339551331, 340610790]",False,residential,True,16.506999999999998,,,,,"LINESTRING (19.3051227 49.08355, 19.3049908 49.083504, 19.3049766 49.0834979, 19.3049262 49.0834763)",Mostová,,
48168923,True,residential,False,7.098,,,,30,"LINESTRING (19.3011518 49.0803196, 19.3010918 49.0803699)",Námestie A. Hlinku,,
49365520,True,residential,False,102.797,,,,,"LINESTRING (19.3024456 49.0800062, 19.3025026 49.0801058, 19.302599 49.0802047, 19.3030799 49.0805199, 19.303223 49.0805687, 19.3034384 49.0806181)",Majere,,
52007075,False,residential,False,122.249,,,,,"LINESTRING (19.3024456 49.0800062, 19.3024089 49.0798811, 19.3023959 49.079791, 19.3023806 49.0796844, 19.3023813 49.0794835, 19.3023815 49.0794126, 19.3024025 49.0789924, 19.3024167 49.0789602, 19.3024373 49.0789134)",Majere,,
48168923,True,residential,False,186.111,,,,30,"LINESTRING (19.3010918 49.0803699, 19.3014937 49.0806212, 19.3021376 49.0809713, 19.3025579 49.0811998, 19.302693 49.0812749, 19.3028265 49.0813459, 19.302836 49.0813934, 19.3028378 49.0814184, 19.3028017 49.0815179)",Námestie A. Hlinku,,
258896818,False,residential,True,21.930999999999997,,,,50,"LINESTRING (19.3010918 49.0803699, 19.3009816 49.0804443, 19.3009075 49.0804898, 19.3008774 49.0805083)",Námestie A. Hlinku,,
38731282,False,residential,False,11.758,,,,,"LINESTRING (19.3044149 49.0791609, 19.3045701 49.07919)",Riadok,,
38731282,False,residential,True,15.392,,,,,"LINESTRING (19.3044149 49.0791609, 19.3042086 49.0791309)",Riadok,,
258908182,False,residential,False,101.242,,,,,"LINESTRING (19.3044149 49.0791609, 19.3043788 49.0792075, 19.3042036 49.0794341, 19.3042478 49.0796077, 19.3043892 49.0796829, 19.3048526 49.0797404)",,,
37906107,False,residential,False,3.554,,,,,"LINESTRING (19.3024848 49.0789207, 19.3024373 49.0789134)",Riadok,,
37906107,False,residential,True,127.94399999999999,,,,,"LINESTRING (19.3024848 49.0789207, 19.3029814 49.0790126, 19.3034906 49.0790658, 19.30362 49.0790793, 19.3037212 49.0790899, 19.3041121 49.0791238, 19.3042086 49.0791309)",Riadok,,
58544250,False,residential,False,174.974,,,,,"LINESTRING (19.3024848 49.0789207, 19.302514 49.0788339, 19.3025235 49.0788018, 19.3025981 49.0785482, 19.3026088 49.0784456, 19.3026017 49.0780751, 19.3025827 49.0779725, 19.3025624 49.0778628, 19.3024628 49.0773605)",Pivovarská,,
58538488,False,residential,True,121.173,,,,,"LINESTRING (19.3009039 49.0774372, 19.3010913 49.07852)",Hriadky,,
69306366,False,residential,False,113.866,,,,,"LINESTRING (19.3009039 49.0774372, 19.3024628 49.0773605)",Ľudovíta Štúra,,
58538488,False,residential,False,121.173,,,,,"LINESTRING (19.3010913 49.07852, 19.3009039 49.0774372)",Hriadky,,
37906107,False,residential,True,107.54599999999999,,,,,"LINESTRING (19.3010913 49.07852, 19.3014939 49.0786659, 19.3020434 49.0788173, 19.3024373 49.0789134)",Riadok,,
"[388938184, 495919509]",True,residential,False,153.199,,,,,"LINESTRING (19.3010913 49.07852, 19.3009561 49.078478, 19.2998729 49.0781087, 19.2996966 49.0780632, 19.2994522 49.0780193, 19.2992961 49.0779977, 19.2992389 49.0779907, 19.2991682 49.0779821)",Riadok,,
48117151,False,residential,False,8.332,,,,,"LINESTRING (19.3034384 49.0806181, 19.303324 49.0806188)",Mariánska,,
48117151,False,residential,True,67.387,,,,,"LINESTRING (19.3034384 49.0806181, 19.3036184 49.0806169, 19.303679 49.0806165, 19.3043591 49.0805651)",Mariánska,,
892974657,False,residential,False,8.06,,3,,,"LINESTRING (19.301009 49.0842649, 19.300928 49.0842155)",Dončova,,
"[892974657, 892974658]",False,residential,True,98.96900000000001,,3,,,"LINESTRING (19.301009 49.0842649, 19.3010706 49.0843025, 19.301756 49.0847205, 19.301994 49.0848779)",Dončova,,
69306366,False,residential,True,113.866,,,,,"LINESTRING (19.3024628 49.0773605, 19.3009039 49.0774372)",Ľudovíta Štúra,,
58544250,False,residential,True,174.97400000000002,,,,,"LINESTRING (19.3024628 49.0773605, 19.3025624 49.0778628, 19.3025827 49.0779725, 19.3026017 49.0780751, 19.3026088 49.0784456, 19.3025981 49.0785482, 19.3025235 49.0788018, 19.302514 49.0788339, 19.3024848 49.0789207)",Pivovarská,,
37906116,False,residential,True,31.182,,,,,"LINESTRING (19.2966236 49.0800392, 19.2969558 49.0798623)",Jána Sladkého,,
69919145,False,residential,True,23.074,,,,,"LINESTRING (19.2966236 49.0800392, 19.2969401 49.0800301)",,,
307594737,False,residential,False,74.025,,,,,"LINESTRING (19.3074502 49.0773763, 19.3073069 49.077634, 19.3071023 49.0780018)",J. Jančeka,,
795912524,True,primary,False,21.387,,2,18,50,"LINESTRING (19.3022736 49.0850538, 19.3025164 49.0849456)",Považská,,
795912523,True,residential,False,28.249000000000002,,,,,"LINESTRING (19.3022736 49.0850538, 19.3021631 49.0849878, 19.3020606 49.0849246, 19.301994 49.0848779)",Dončova,,
"[119903730, 461699652]",False,residential,False,121.30600000000001,,,,,"LINESTRING (19.3089294 49.0801435, 19.3085709 49.0802718, 19.3083461 49.0803492, 19.3078618 49.0805259, 19.3076492 49.0805937, 19.3076037 49.0806097, 19.307539 49.080632, 19.3074616 49.0806587)",Zarevúca,,no
139031406,False,residential,False,10.059,,,,,"LINESTRING (19.2998698 49.0794752, 19.2997642 49.0794169)",Námestie A. Hlinku,,
48168923,True,residential,False,132.499,,,,30,"LINESTRING (19.2998698 49.0794752, 19.3000458 49.0795715, 19.3011518 49.0803196)",Námestie A. Hlinku,,
483738129,False,tertiary,False,50.513000000000005,,,2228,,"LINESTRING (19.3041641 49.085456, 19.3040691 49.0855273, 19.3039617 49.0856186, 19.3038684 49.0857096, 19.3037657 49.0858264)",Jozefa Kačku,,
"[483738129, 427113587, 38731235, 48117935]",False,tertiary,True,419.65799999999996,,,2228,30,"LINESTRING (19.3041641 49.085456, 19.3044215 49.0852961, 19.3046857 49.0851494, 19.3052432 49.0848812, 19.3059775 49.0844683, 19.3061684 49.0843754, 19.3062376 49.0843418, 19.3063371 49.0843033, 19.3064967 49.0842442, 19.3071659 49.0840403, 19.3076919 49.0838801, 19.3078655 49.0838034, 19.3080499 49.0836949, 19.3083467 49.0835042, 19.3083686 49.0834887, 19.3083928 49.0834693, 19.3084469 49.0834107, 19.308475 49.0833449, 19.3084928 49.0832449, 19.3084853 49.0831438)",Jozefa Kačku,,
48168923,True,residential,False,139.092,,,,30,"LINESTRING (19.3008774 49.0805083, 19.3003468 49.0801853, 19.2998627 49.079885, 19.2996102 49.0797233, 19.2995173 49.0796336)",Námestie A. Hlinku,,
258896818,False,residential,False,21.930999999999997,,,,50,"LINESTRING (19.3008774 49.0805083, 19.3009075 49.0804898, 19.3009816 49.0804443, 19.3010918 49.0803699)",Námestie A. Hlinku,,
258898045,False,residential,True,56.102,,,,,"LINESTRING (19.2988129 49.0824011, 19.2982735 49.0820409)",,,
258898461,False,residential,False,40.777,,,,,"LINESTRING (19.3039548 49.0838494, 19.303563 49.0836367, 19.3035415 49.0836327, 19.3035144 49.0836266)",Š. Náhalku,,
49365417,False,residential,False,42.495,,,,,"LINESTRING (19.3024111 49.0838435, 19.3028647 49.0840839)",Š. Náhalku,,
49365417,False,residential,True,39.596999999999994,,,,,"LINESTRING (19.3024111 49.0838435, 19.302254 49.0837378, 19.3020319 49.0835883)",Š. Náhalku,,
