osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,junction,maxspeed
48965414,Školská,residential,False,True,83.838,"LINESTRING (17.223299 48.8437676, 17.22315 48.8438666, 17.2231129 48.8438913, 17.2224928 48.8443033)",,,,
49802639,Mazúrova,residential,False,False,210.906,"LINESTRING (17.223299 48.8437676, 17.2233654 48.84372, 17.2234278 48.8436763, 17.2250958 48.8425077, 17.2252798 48.8423901)",,,,
"[964597992, 964597993]",Mallého,tertiary,False,False,158.39700000000002,"LINESTRING (17.223299 48.8437676, 17.2237796 48.8440272, 17.2239104 48.8440979, 17.224406 48.8443734, 17.2247205 48.8445629, 17.2249465 48.8446911)",3,1146,,
194652621,,tertiary,True,False,13.633,"LINESTRING (17.2249465 48.8446911, 17.2250046 48.8446766, 17.2250667 48.8446771, 17.2251243 48.8446923)",,1146,roundabout,
"[964597992, 964597993]",Mallého,tertiary,False,True,158.397,"LINESTRING (17.2249465 48.8446911, 17.2247205 48.8445629, 17.224406 48.8443734, 17.2239104 48.8440979, 17.2237796 48.8440272, 17.223299 48.8437676)",3,1146,,
38417426,Štefánikova,tertiary,False,False,42.513999999999996,"LINESTRING (17.2251485 48.8448664, 17.2253618 48.8450069, 17.225552 48.8451414)",,,,
194652621,,tertiary,True,False,17.593,"LINESTRING (17.2251485 48.8448664, 17.2250979 48.8448878, 17.2250391 48.8448961, 17.2249797 48.8448902, 17.2249272 48.844871)",,1146,roundabout,
38416999,Pplk. Pľjušťa,residential,False,True,64.389,"LINESTRING (17.2249272 48.844871, 17.2248053 48.8450351, 17.2245253 48.8453381, 17.2244926 48.8453739)",,,,
194652621,,tertiary,True,False,23.343999999999998,"LINESTRING (17.2249272 48.844871, 17.224892 48.8448447, 17.224871 48.8448126, 17.2248663 48.8447777, 17.2248784 48.8447436, 17.2249061 48.8447138, 17.2249465 48.8446911)",,1146,roundabout,
38416998,Pod Kalváriou,residential,False,False,177.25900000000001,"LINESTRING (17.2220905 48.8469588, 17.222171 48.8469932, 17.2237694 48.8481056)",,,,
38416999,Pplk. Pľjušťa,residential,False,False,58.11,"LINESTRING (17.2220905 48.8469588, 17.2225996 48.8466861, 17.2227064 48.8466289)",,,,
38416998,Pod Kalváriou,residential,False,True,177.25900000000001,"LINESTRING (17.2237694 48.8481056, 17.222171 48.8469932, 17.2220905 48.8469588)",,,,
"[44167691, 194652597]",Pod Kalváriou,residential,False,True,179.05700000000002,"LINESTRING (17.2237694 48.8481056, 17.223804 48.8481218, 17.2243792 48.8483901, 17.2244604 48.8484179, 17.2251012 48.8486374, 17.2258587 48.8489393)",,,,
"[1148476088, 38417003]",Podhradie,residential,False,True,116.871,"LINESTRING (17.2249499 48.8478462, 17.2252932 48.8479866, 17.2254771 48.8480494, 17.2258666 48.8481541, 17.225873 48.8481552, 17.2259159 48.8481626, 17.2259625 48.8481623, 17.2260179 48.8481453, 17.2260841 48.8481054, 17.2262924 48.8479485)",,,,50
38417005,Sasinkova,residential,True,False,41.293,"LINESTRING (17.2249499 48.8478462, 17.2248497 48.8478075, 17.2244834 48.8476376)",,,,
153362829,Sasinkova,residential,True,False,71.982,"LINESTRING (17.2244834 48.8476376, 17.2237058 48.8472411)",,,,
38417002,Potočná,residential,True,False,261.131,"LINESTRING (17.2244834 48.8476376, 17.2247304 48.8474319, 17.2249063 48.8472722, 17.2252642 48.8469356, 17.2254121 48.8467619, 17.2255234 48.8466298, 17.2258853 48.846146, 17.2262585 48.8457301, 17.2263348 48.845637)",,,,
106084562,Blahova,residential,False,True,27.965,"LINESTRING (17.2262924 48.8479485, 17.2265795 48.8481145)",,,,50
