osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry
"[337346701, 5122637, 5122638, 4361415]","['2', '3']",564,Továrenská cesta,secondary,50,False,False,392.08099999999996,yes,"LINESTRING (18.5266445 48.2910128, 18.5267425 48.2909821, 18.526921 48.2909058, 18.5270743 48.2908346, 18.5283931 48.2903277, 18.5287364 48.2901955, 18.5288551 48.2901503, 18.5297761 48.2897956, 18.5301663 48.2896569, 18.5302934 48.289622, 18.5305576 48.2895558, 18.5307059 48.2895234, 18.5310105 48.2894622, 18.5311522 48.2894404, 18.5313373 48.2894133)"
268144947,2,76,,primary,50,False,False,98.10900000000001,,"LINESTRING (18.5266445 48.2910128, 18.5268241 48.2912291, 18.5272583 48.2917948)"
947721848,2,1585,,tertiary,,False,True,50.889,,"LINESTRING (18.5266445 48.2910128, 18.5265321 48.291048, 18.5260143 48.2911961)"
"[262261160, 337346699, 545459727]","['2', '3']",1546,Námestie Slov. národného povstania,tertiary,50,False,True,58.84,,"LINESTRING (18.5313373 48.2894133, 18.5313547 48.2893656, 18.5313708 48.2893041, 18.5313337 48.2890806, 18.5313201 48.2889473, 18.531315 48.2888882)"
"[337346700, 337346702]","['2', '3']",564,Továrenská cesta,secondary,50,False,False,132.72899999999998,,"LINESTRING (18.5313373 48.2894133, 18.5315101 48.2893887, 18.5315975 48.2893795, 18.5318171 48.2893452, 18.5320108 48.2893121, 18.5322316 48.2892864, 18.532374 48.2892821, 18.5325545 48.2893001, 18.5330759 48.2894247)"
"[5122637, 337346701, 5122638, 4361415]","['2', '3']",564,Továrenská cesta,secondary,50,False,True,392.081,yes,"LINESTRING (18.5313373 48.2894133, 18.5311522 48.2894404, 18.5310105 48.2894622, 18.5307059 48.2895234, 18.5305576 48.2895558, 18.5302934 48.289622, 18.5301663 48.2896569, 18.5297761 48.2897956, 18.5288551 48.2901503, 18.5287364 48.2901955, 18.5283931 48.2903277, 18.5270743 48.2908346, 18.526921 48.2909058, 18.5267425 48.2909821, 18.5266445 48.2910128)"
947721848,2,1585,,tertiary,,False,False,50.889,,"LINESTRING (18.5260143 48.2911961, 18.5265321 48.291048, 18.5266445 48.2910128)"
947721848,2,1585,,tertiary,,False,True,40.022,,"LINESTRING (18.5260143 48.2911961, 18.5258362 48.2912252, 18.5256591 48.2912283, 18.52548 48.2912139)"
947721848,2,1585,,tertiary,,False,False,40.022,,"LINESTRING (18.52548 48.2912139, 18.5256591 48.2912283, 18.5258362 48.2912252, 18.5260143 48.2911961)"
51977362,,,Mlynská,residential,,False,True,167.413,,"LINESTRING (18.5277091 48.2848285, 18.5279772 48.2848206, 18.5283538 48.284824, 18.5294223 48.2848858, 18.5296917 48.2849415, 18.5299147 48.2850342)"
51977363,2,1546,Tekovská cesta,tertiary,50,False,False,23.168,,"LINESTRING (18.5304395 48.2845925, 18.5305197 48.2847939)"
51977361,,,Stará,residential,,False,True,23.963,,"LINESTRING (18.5304395 48.2845925, 18.5303859 48.2846467, 18.5303631 48.2846728, 18.5302721 48.2847769)"
51977361,,,Stará,residential,,False,False,23.963,,"LINESTRING (18.5302721 48.2847769, 18.5303631 48.2846728, 18.5303859 48.2846467, 18.5304395 48.2845925)"
51977361,,,Stará,residential,,False,True,41.285000000000004,,"LINESTRING (18.5302721 48.2847769, 18.5301468 48.2849118, 18.5300365 48.2850195, 18.5299147 48.2850342)"
51977364,,,Stará,residential,,False,False,18.579,,"LINESTRING (18.5302721 48.2847769, 18.5304336 48.2847984, 18.5304579 48.2847965, 18.5305197 48.2847939)"
51977363,2,1546,Tekovská cesta,tertiary,50,False,True,23.168,,"LINESTRING (18.5305197 48.2847939, 18.5304395 48.2845925)"
51977363,2,1546,Tekovská cesta,tertiary,50,False,False,407.012,,"LINESTRING (18.5305197 48.2847939, 18.5309854 48.2858112, 18.5311593 48.2873071, 18.5311879 48.2875227, 18.5312724 48.2883764, 18.5312761 48.2884008)"
