osmid,ref,highway,maxspeed,oneway,reversed,length,geometry,bridge
398486707,3765,tertiary,50,False,False,173.541,"LINESTRING (21.8906128 48.6382022, 21.8900737 48.638157, 21.8899277 48.6381493, 21.8897714 48.6381391, 21.8882612 48.6380609)",
398486707,3765,tertiary,50,False,True,79.667,"LINESTRING (21.8844169 48.6374981, 21.885062 48.637554, 21.8852759 48.637581, 21.8854797 48.6376279)",
110203735,,residential,,False,True,125.976,"LINESTRING (21.8908901 48.632865, 21.8924439 48.6333436)",
110203983,,residential,,False,True,60.345,"LINESTRING (21.8908901 48.632865, 21.8908709 48.6329312, 21.8908187 48.6329791, 21.8906621 48.6330128, 21.8904666 48.6330132, 21.8902279 48.6330961)",
110203780,,residential,,False,True,584.241,"LINESTRING (21.8854797 48.6376279, 21.8857252 48.6372378, 21.8860976 48.6366462, 21.886207 48.6364553, 21.8864087 48.6361061, 21.8870143 48.6350252, 21.8870935 48.6347821, 21.8871105 48.6342697, 21.8872067 48.6340004, 21.8881662 48.632727)",
398486707,3765,tertiary,50,False,False,79.667,"LINESTRING (21.8854797 48.6376279, 21.8852759 48.637581, 21.885062 48.637554, 21.8844169 48.6374981)",
398486707,3765,tertiary,50,False,True,212.234,"LINESTRING (21.8854797 48.6376279, 21.8864923 48.6379062, 21.8867451 48.6379612, 21.8869168 48.6379882, 21.8871742 48.6380068, 21.8874156 48.6380198, 21.8878404 48.6380407, 21.8882612 48.6380609)",
110203780,,residential,,False,False,584.2410000000001,"LINESTRING (21.8881662 48.632727, 21.8872067 48.6340004, 21.8871105 48.6342697, 21.8870935 48.6347821, 21.8870143 48.6350252, 21.8864087 48.6361061, 21.886207 48.6364553, 21.8860976 48.6366462, 21.8857252 48.6372378, 21.8854797 48.6376279)",
110203925,,residential,,False,False,552.279,"LINESTRING (21.8881662 48.632727, 21.8889982 48.6332431, 21.8894326 48.6335073, 21.8895892 48.6336636, 21.8895785 48.6337815, 21.8893812 48.6347488, 21.8890921 48.6356444, 21.8889161 48.635924, 21.8885403 48.6365209, 21.8882107 48.6368312, 21.8882971 48.6369007, 21.888592 48.6369697)",
110203983,,residential,,False,False,32.033,"LINESTRING (21.8884579 48.6372437, 21.8885632 48.6370189, 21.888592 48.6369697)",
110203983,,residential,,False,True,92.011,"LINESTRING (21.8884579 48.6372437, 21.8883224 48.6378066, 21.8882612 48.6380609)",
"[1205965212, 1205965213, 1205965214]",,residential,,False,False,52.413,"LINESTRING (21.8884579 48.6372437, 21.888016 48.6371439, 21.8879495 48.6371272, 21.8878197 48.6371056, 21.8877784 48.6371052)",yes
110203983,,residential,,False,False,60.345,"LINESTRING (21.8902279 48.6330961, 21.8904666 48.6330132, 21.8906621 48.6330128, 21.8908187 48.6329791, 21.8908709 48.6329312, 21.8908901 48.632865)",
110203983,,residential,,False,True,450.913,"LINESTRING (21.8902279 48.6330961, 21.8900478 48.6334313, 21.8899908 48.6336573, 21.8899168 48.6339502, 21.8897004 48.6348078, 21.8894644 48.6357014, 21.8894325 48.635801, 21.8892517 48.636039, 21.8887516 48.6366972, 21.888592 48.6369697)",
110203735,,residential,,False,False,125.976,"LINESTRING (21.8924439 48.6333436, 21.8908901 48.632865)",
110203983,,residential,,False,False,92.011,"LINESTRING (21.8882612 48.6380609, 21.8883224 48.6378066, 21.8884579 48.6372437)",
398486707,3765,tertiary,50,False,False,212.234,"LINESTRING (21.8882612 48.6380609, 21.8878404 48.6380407, 21.8874156 48.6380198, 21.8871742 48.6380068, 21.8869168 48.6379882, 21.8867451 48.6379612, 21.8864923 48.6379062, 21.8854797 48.6376279)",
398486707,3765,tertiary,50,False,True,173.541,"LINESTRING (21.8882612 48.6380609, 21.8897714 48.6381391, 21.8899277 48.6381493, 21.8900737 48.638157, 21.8906128 48.6382022)",
110203925,,residential,,False,True,552.279,"LINESTRING (21.888592 48.6369697, 21.8882971 48.6369007, 21.8882107 48.6368312, 21.8885403 48.6365209, 21.8889161 48.635924, 21.8890921 48.6356444, 21.8893812 48.6347488, 21.8895785 48.6337815, 21.8895892 48.6336636, 21.8894326 48.6335073, 21.8889982 48.6332431, 21.8881662 48.632727)",
110203983,,residential,,False,False,450.91299999999995,"LINESTRING (21.888592 48.6369697, 21.8887516 48.6366972, 21.8892517 48.636039, 21.8894325 48.635801, 21.8894644 48.6357014, 21.8897004 48.6348078, 21.8899168 48.6339502, 21.8899908 48.6336573, 21.8900478 48.6334313, 21.8902279 48.6330961)",
110203983,,residential,,False,True,32.033,"LINESTRING (21.888592 48.6369697, 21.8885632 48.6370189, 21.8884579 48.6372437)",
"[1205965212, 1205965213, 1205965214]",,residential,,False,True,52.413,"LINESTRING (21.8877784 48.6371052, 21.8878197 48.6371056, 21.8879495 48.6371272, 21.888016 48.6371439, 21.8884579 48.6372437)",yes
