osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,ref
729879888,Vnútorná okružná,residential,False,False,71.389,"LINESTRING (18.1350741 47.75909, 18.1342303 47.7587893)",,,
26768479,Športová,residential,False,False,316.328,"LINESTRING (18.1350741 47.75909, 18.1351192 47.7590262, 18.1353179 47.7586502, 18.1354908 47.7583295, 18.1355311 47.7582548, 18.1358539 47.7576563, 18.1360041 47.757378, 18.1360301 47.7573265, 18.1364842 47.756461, 18.136489 47.756452, 18.1365084 47.756414)",,,
323918285,Vnútorná okružná,residential,False,True,20.643,"LINESTRING (18.1350741 47.75909, 18.1351899 47.759147, 18.135297 47.7591996)",,,
"[26768480, 1138425949]",,residential,False,False,192.61,"LINESTRING (18.1313055 47.756337, 18.1312273 47.7562713, 18.1307081 47.7555441, 18.1301999 47.7548575, 18.1301506 47.7547908)",30,,
31026815,Hradná,residential,False,False,98.107,"LINESTRING (18.1313055 47.756337, 18.1314921 47.7562622, 18.1322533 47.7559501, 18.1324271 47.7558789)",30,,
"[593085418, 4541007, 326019919, 238073299, 326019967]","['Hradná', 'Vnútorná okružná']",residential,False,True,447.17900000000003,"LINESTRING (18.1313055 47.756337, 18.1310232 47.7564639, 18.1308845 47.7565122, 18.1305182 47.7566453, 18.1304688 47.756675, 18.1304417 47.7567073, 18.1304395 47.756735, 18.1304482 47.7567605, 18.131147 47.7572752, 18.1319772 47.7577828, 18.1324747 47.7580458, 18.1334664 47.7584966, 18.1340447 47.758725, 18.1341585 47.7587644, 18.1342303 47.7587893)",30,,
8396676,,residential,False,False,9.851,"LINESTRING (18.1247981 47.7588277, 18.1249028 47.7587739)",,,
794254734,Tržničné námestie,primary,True,False,87.455,"LINESTRING (18.1247981 47.7588277, 18.1242545 47.7582502, 18.1242047 47.7581527)",50,2,64a
323918244,Pohraničná,residential,False,True,7.684,"LINESTRING (18.1269579 47.7608312, 18.1270451 47.7607946)",30,,
"[794254737, 326019970]",Námestie Milana Rastislava Štefánika,primary,True,False,214.398,"LINESTRING (18.1269579 47.7608312, 18.1268092 47.7606907, 18.1259803 47.7599075, 18.1253381 47.7593193, 18.125281 47.759267)",50,2,64a
"[699193440, 4263291, 238015180]","['Senný trh', 'Pohraničná']",residential,False,"[False, True]",115.616,"LINESTRING (18.1269579 47.7608312, 18.1268131 47.7608962, 18.1264795 47.7610512, 18.1258968 47.7613219, 18.1257828 47.7613836, 18.1256926 47.7614287)",,3,
"[699193440, 4263291, 238015180]","['Senný trh', 'Pohraničná']",residential,False,"[False, True]",115.616,"LINESTRING (18.1256926 47.7614287, 18.1257828 47.7613836, 18.1258968 47.7613219, 18.1264795 47.7610512, 18.1268131 47.7608962, 18.1269579 47.7608312)",,3,
8396677,,primary_link,False,False,7.82,"LINESTRING (18.125281 47.759267, 18.1253538 47.7592165)",,,
4316693,Biskupa Királya,residential,True,False,212.094,"LINESTRING (18.125281 47.759267, 18.1251846 47.7593162, 18.1247867 47.7595194, 18.124471 47.7598181, 18.1243165 47.7599698, 18.1242513 47.7600371, 18.1241729 47.7601103, 18.1234648 47.7607147)",,,
26528514,Tržničné námestie,primary,True,False,60.738,"LINESTRING (18.125281 47.759267, 18.1252071 47.7591997, 18.1247981 47.7588277)",50,2,64a
323918244,Pohraničná,residential,False,False,7.684,"LINESTRING (18.1270451 47.7607946, 18.1269579 47.7608312)",30,,
326019971,Záhradnícka,primary,True,False,165.239,"LINESTRING (18.1270451 47.7607946, 18.1271475 47.7608877, 18.1276151 47.7612791, 18.1278203 47.7614117, 18.1279945 47.7615244, 18.1282271 47.7616653, 18.1285519 47.7618767)",50,2,64a
"[699193442, 8396678]",Pohraničná,residential,False,True,112.89600000000002,"LINESTRING (18.1270451 47.7607946, 18.1271918 47.7607289, 18.1274867 47.7605969, 18.1280643 47.7602952, 18.1282604 47.7601928)",30,3,
8396677,,primary_link,False,True,7.82,"LINESTRING (18.1253538 47.7592165, 18.125281 47.759267)",,,
"[4350704, 4350703]","['Námestie Milana Rastislava Štefánika', 'Župná']",residential,True,False,223.56599999999997,"LINESTRING (18.1253538 47.7592165, 18.1254459 47.7591713, 18.126346 47.7587295, 18.1264916 47.758658, 18.1265698 47.7587246, 18.1274717 47.7594928)",30,,
"[26528515, 699193443]",Námestie Milana Rastislava Štefánika,primary,True,False,216.27700000000002,"LINESTRING (18.1253538 47.7592165, 18.1254206 47.7592789, 18.1256068 47.7594529, 18.1256673 47.7595093, 18.1265017 47.7602876, 18.1267399 47.7605074, 18.1268909 47.7606507, 18.1270451 47.7607946)",50,2,64a
8396676,,residential,False,True,9.851,"LINESTRING (18.1249028 47.7587739, 18.1247981 47.7588277)",,,
571402088,Tržničné námestie,primary,True,False,59.655,"LINESTRING (18.1249028 47.7587739, 18.1252931 47.759157, 18.1253538 47.7592165)",50,2,64a
4350675,Tržničné námestie,residential,False,False,42.06,"LINESTRING (18.1242047 47.7581527, 18.1242805 47.7581366, 18.1246827 47.7580504, 18.1247412 47.7580387)",30,,
117556147,Tržničné námestie,primary,True,False,86.664,"LINESTRING (18.1242047 47.7581527, 18.1243162 47.7582312, 18.1249028 47.7587739)",50,2,64a
4350675,Tržničné námestie,residential,False,True,42.06,"LINESTRING (18.1247412 47.7580387, 18.1246827 47.7580504, 18.1242805 47.7581366, 18.1242047 47.7581527)",30,,
4350676,Tržničné námestie,residential,False,True,75.168,"LINESTRING (18.1247412 47.7580387, 18.1247589 47.7580893, 18.1249711 47.7586968)",30,,
117556078,Lehárova,residential,False,False,105.298,"LINESTRING (18.1247412 47.7580387, 18.1247129 47.757901, 18.1246241 47.7575541, 18.1244454 47.7573002, 18.1243862 47.75722, 18.1243296 47.7571434)",30,,
"[699193442, 8396678]",Pohraničná,residential,False,False,112.896,"LINESTRING (18.1282604 47.7601928, 18.1280643 47.7602952, 18.1274867 47.7605969, 18.1271918 47.7607289, 18.1270451 47.7607946)",30,3,
8396678,Pohraničná,residential,False,True,205.946,"LINESTRING (18.1282604 47.7601928, 18.1288335 47.7598653, 18.1291086 47.7597081, 18.1292066 47.7596622, 18.1297657 47.7594007, 18.1300409 47.7593118, 18.1304721 47.7592278, 18.1305543 47.7592085)",30,,
237575785,Námestie Milana Rastislava Štefánika,residential,False,True,97.643,"LINESTRING (18.1282604 47.7601928, 18.1281572 47.7601015, 18.1276911 47.7596891, 18.1276109 47.7596173, 18.1274717 47.7594928)",30,,
4350695,Pevnostný rad,residential,False,False,30.463,"LINESTRING (18.1291862 47.7566268, 18.1295682 47.7567222)",,,
238073298,Pevnostný rad,residential,True,False,11.631,"LINESTRING (18.1290779 47.7565517, 18.1291862 47.7566268)",,,
