osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,ref,access
131349161,Banícke námestie,residential,False,True,104.608,"LINESTRING (20.9333159 48.8518372, 20.9333981 48.8517642, 20.9334368 48.8517187, 20.933461 48.851666, 20.9334673 48.8516207, 20.9334601 48.8515725, 20.9334417 48.8515308, 20.9333167 48.8513245, 20.933151 48.8510285, 20.9331248 48.8509629)",,,,
57355995,,residential,False,True,111.505,"LINESTRING (20.9330438 48.8525508, 20.9334086 48.8527132, 20.9335174 48.8527617, 20.9336252 48.8527971, 20.9337603 48.8528291, 20.9338746 48.8528551, 20.933979 48.85287, 20.9340954 48.8528746, 20.9344386 48.8528867)",,,,
322878700,Cintorínska,residential,False,False,33.035,"LINESTRING (20.9330438 48.8525508, 20.932775 48.8524413, 20.9326706 48.8523846)",,,,
131349161,Banícke námestie,residential,False,True,73.791,"LINESTRING (20.9326706 48.8523846, 20.932775 48.8522756, 20.9330517 48.8520448, 20.9332471 48.8518412)",,,,
322878700,Cintorínska,residential,False,True,33.035,"LINESTRING (20.9326706 48.8523846, 20.932775 48.8524413, 20.9330438 48.8525508)",,,,
30113919,Sídlisko SNP,residential,False,False,52.859,"LINESTRING (20.9392349 48.8558514, 20.9397564 48.8561804)",,,,
57355990,Nemocničná,residential,False,False,112.392,"LINESTRING (20.9392349 48.8558514, 20.9382862 48.8566464)",,,,
57355990,Nemocničná,residential,False,True,125.484,"LINESTRING (20.9392349 48.8558514, 20.9396726 48.8555659, 20.9401203 48.8553676, 20.9405524 48.8551808, 20.9405876 48.8551656)",,,,
30113920,Sídlisko SNP,residential,False,True,40.169,"LINESTRING (20.9382862 48.8566464, 20.9383711 48.8570033)",,,,
57355990,Nemocničná,residential,False,False,44.073,"LINESTRING (20.9382862 48.8566464, 20.9377243 48.8567893)",,,,
57355990,Nemocničná,residential,False,True,112.392,"LINESTRING (20.9382862 48.8566464, 20.9392349 48.8558514)",,,,
30113920,Sídlisko SNP,residential,False,False,204.889,"LINESTRING (20.9382862 48.8566464, 20.9384292 48.8567822, 20.9386664 48.8568715, 20.9390231 48.8570159, 20.9391844 48.8570923, 20.9392531 48.8570002, 20.9395066 48.8566808, 20.9397023 48.8564474, 20.939545 48.8563536, 20.9397564 48.8561804)",,,,
57355990,Nemocničná,residential,False,True,22.453,"LINESTRING (20.9365768 48.8574875, 20.9368365 48.8573799)",,,,
57355990,Nemocničná,residential,False,False,73.713,"LINESTRING (20.9365768 48.8574875, 20.9362985 48.8575725, 20.9359732 48.8575642, 20.9356667 48.8574218)",,,,
254043376,,residential,False,True,68.252,"LINESTRING (20.9365768 48.8574875, 20.936304 48.8572058, 20.9360552 48.8569789)",,,,delivery
57355990,Nemocničná,residential,False,False,290.194,"LINESTRING (20.9356667 48.8574218, 20.9356157 48.8573589, 20.9352206 48.8569489, 20.93505 48.8567718, 20.9338877 48.8555308, 20.9337616 48.8552272, 20.9337332 48.8551588)",,,,
57355990,Nemocničná,residential,False,True,73.713,"LINESTRING (20.9356667 48.8574218, 20.9359732 48.8575642, 20.9362985 48.8575725, 20.9365768 48.8574875)",,,,
30115171,Cintorínska,residential,True,False,50.559,"LINESTRING (20.9337332 48.8551588, 20.933811 48.8548319, 20.9338118 48.8547081)",,,,
57355990,Nemocničná,residential,False,True,290.194,"LINESTRING (20.9337332 48.8551588, 20.9337616 48.8552272, 20.9338877 48.8555308, 20.93505 48.8567718, 20.9352206 48.8569489, 20.9356157 48.8573589, 20.9356667 48.8574218)",,,,
30115171,Cintorínska,residential,True,False,103.45299999999999,"LINESTRING (20.9328683 48.8544609, 20.933136 48.8548553, 20.9334339 48.8550343, 20.9337332 48.8551588)",,,,
"[57355987, 57355989, 57355983]",Cintorínska,residential,False,False,196.991,"LINESTRING (20.9328683 48.8544609, 20.9327593 48.8543432, 20.9325552 48.8542256, 20.9326096 48.8541269, 20.9327182 48.8540563, 20.9329066 48.8539362, 20.9329884 48.8539751, 20.9331595 48.8541315, 20.933343 48.8543421, 20.9335131 48.8546936, 20.9336119 48.8547278, 20.9338118 48.8547081)",,,,
30113919,Sídlisko SNP,residential,False,True,52.859,"LINESTRING (20.9397564 48.8561804, 20.9392349 48.8558514)",,,,
30113919,Sídlisko SNP,residential,False,False,72.19200000000001,"LINESTRING (20.9397564 48.8561804, 20.940349 48.8565305, 20.9404944 48.8566113)",,,,
30113920,Sídlisko SNP,residential,False,True,204.88900000000004,"LINESTRING (20.9397564 48.8561804, 20.939545 48.8563536, 20.9397023 48.8564474, 20.9395066 48.8566808, 20.9392531 48.8570002, 20.9391844 48.8570923, 20.9390231 48.8570159, 20.9386664 48.8568715, 20.9384292 48.8567822, 20.9382862 48.8566464)",,,,
30113919,Sídlisko SNP,residential,False,True,57.203,"LINESTRING (20.9410099 48.8569981, 20.9404944 48.8566113)",,,,
30115327,Športová,residential,False,False,100.868,"LINESTRING (20.9410099 48.8569981, 20.940968 48.8571131, 20.940468 48.8574033, 20.9401358 48.8576769)",,,,
254111931,,residential,False,True,50.038000000000004,"LINESTRING (20.9410099 48.8569981, 20.9410871 48.8568751, 20.9410871 48.8568188, 20.9409648 48.8565709)",,,,
30113920,Sídlisko SNP,residential,False,False,40.169,"LINESTRING (20.9383711 48.8570033, 20.9382862 48.8566464)",,,,
30115326,Sídlisko SNP,residential,False,False,53.635,"LINESTRING (20.9383711 48.8570033, 20.9378747 48.8568048, 20.9377243 48.8567893)",,,,
30115326,Sídlisko SNP,residential,False,True,149.258,"LINESTRING (20.9383711 48.8570033, 20.9393348 48.8573711, 20.9401358 48.8576769)",,,,
30113922,Požiarnická,residential,False,False,10.99,"LINESTRING (20.9348797 48.8546497, 20.9348147 48.8545606)",,,,
30113922,Požiarnická,residential,False,True,57.543,"LINESTRING (20.9348797 48.8546497, 20.9355876 48.8544242)",,,,
30115388,Požiarnická,residential,False,True,105.096,"LINESTRING (20.9348797 48.8546497, 20.9353088 48.8555517)",,,,
57355984,,residential,False,False,87.727,"LINESTRING (20.9362306 48.8529637, 20.9366442 48.8525995, 20.9370094 48.8523671)",,,,
"[1167992710, 311014255]",Hlavná,residential,False,False,122.68099999999998,"LINESTRING (20.9362306 48.8529637, 20.9365035 48.8530699, 20.9371623 48.8532972, 20.9371861 48.8533052, 20.9377072 48.853486)",,,,
311014255,Hlavná,residential,False,True,55.291000000000004,"LINESTRING (20.9362306 48.8529637, 20.9361685 48.8529314, 20.9360441 48.8528612, 20.9359136 48.8527787, 20.9357815 48.8526842, 20.9356946 48.8526149)",,,,
30115388,Požiarnická,residential,False,False,105.096,"LINESTRING (20.9353088 48.8555517, 20.9348797 48.8546497)",,,,
754313232,Hlavná,residential,False,True,34.242,"LINESTRING (20.9350641 48.8520666, 20.9347774 48.8518232)",,,,
754313232,Hlavná,residential,False,False,76.46799999999999,"LINESTRING (20.9350641 48.8520666, 20.9353462 48.8523224, 20.9356946 48.8526149)",,,,
1167992710,Hlavná,residential,False,False,8.017,"LINESTRING (20.9377072 48.853486, 20.9378091 48.8535125)",,,,
57355982,Slovenská,residential,False,False,188.463,"LINESTRING (20.9377072 48.853486, 20.9376751 48.8535233, 20.9372863 48.8539303, 20.9369757 48.8541625, 20.9364346 48.8543421, 20.9358195 48.8545674)",,,,
"[1167992710, 311014255]",Hlavná,residential,False,True,122.68100000000001,"LINESTRING (20.9377072 48.853486, 20.9371861 48.8533052, 20.9371623 48.8532972, 20.9365035 48.8530699, 20.9362306 48.8529637)",,,,
57355990,Nemocničná,residential,False,False,22.453,"LINESTRING (20.9368365 48.8573799, 20.9365768 48.8574875)",,,,
57355990,Nemocničná,residential,False,True,92.936,"LINESTRING (20.9368365 48.8573799, 20.9375422 48.8569616, 20.9376623 48.8568655, 20.9377243 48.8567893)",,,,
30113693,Hlavná,residential,False,False,62.331,"LINESTRING (20.9402865 48.8556883, 20.9404575 48.8554368, 20.9405805 48.8552015, 20.9405876 48.8551656)",,,,
30113693,Hlavná,residential,False,True,108.45,"LINESTRING (20.9402865 48.8556883, 20.9401573 48.855945, 20.9402477 48.8562184, 20.9404944 48.8566113)",,,,
254111931,,residential,False,False,58.345,"LINESTRING (20.9402865 48.8556883, 20.9404214 48.8557489, 20.9407043 48.856043, 20.9407368 48.8561088)",,,,
57355988,,residential,False,False,29.715,"LINESTRING (20.9344948 48.8512745, 20.9347884 48.8511247, 20.9348157 48.8511107)",,,,
30113692,,residential,True,False,99.622,"LINESTRING (20.9356946 48.8526149, 20.9356434 48.8526364, 20.9356193 48.8526535, 20.9352772 48.8527972, 20.935042 48.8527879, 20.934849 48.8528034, 20.9344386 48.8528867)",,,,
311014255,Hlavná,residential,False,False,55.291,"LINESTRING (20.9356946 48.8526149, 20.9357815 48.8526842, 20.9359136 48.8527787, 20.9360441 48.8528612, 20.9361685 48.8529314, 20.9362306 48.8529637)",,,,
754313232,Hlavná,residential,False,True,76.46799999999999,"LINESTRING (20.9356946 48.8526149, 20.9353462 48.8523224, 20.9350641 48.8520666)",,,,
30115171,Cintorínska,residential,True,False,260.445,"LINESTRING (20.9338118 48.8547081, 20.9338137 48.8546571, 20.9338478 48.8545529, 20.9338819 48.854476, 20.9339017 48.8543983, 20.9339067 48.8543012, 20.9339054 48.8542129, 20.9338883 48.854111, 20.9338387 48.8540034, 20.9337337 48.8537988, 20.9336153 48.8535503, 20.9335253 48.8533589, 20.9334061 48.8531949, 20.9333535 48.8531136, 20.9333472 48.853083, 20.9333497 48.8530532, 20.9333571 48.8530315, 20.933422 48.8529486, 20.9334439 48.8529103, 20.9334462 48.8528659, 20.9334322 48.8528323, 20.9333911 48.8527917, 20.9333194 48.8527418, 20.9332152 48.8526771, 20.933101 48.8526064, 20.9330438 48.8525508)",,,,
"[57355987, 57355989, 57355983]",Cintorínska,residential,False,True,196.99099999999996,"LINESTRING (20.9338118 48.8547081, 20.9336119 48.8547278, 20.9335131 48.8546936, 20.933343 48.8543421, 20.9331595 48.8541315, 20.9329884 48.8539751, 20.9329066 48.8539362, 20.9327182 48.8540563, 20.9326096 48.8541269, 20.9325552 48.8542256, 20.9327593 48.8543432, 20.9328683 48.8544609)",,,,
30115173,Slovenská,residential,False,False,81.301,"LINESTRING (20.9371231 48.8561946, 20.9372319 48.8563358, 20.9374897 48.8566759, 20.9375668 48.8567264, 20.9377243 48.8567893)",,,,
30115173,Slovenská,residential,False,True,209.792,"LINESTRING (20.9371231 48.8561946, 20.9371065 48.8559018, 20.9370611 48.8558408, 20.9368356 48.8555385, 20.9365338 48.8551268, 20.9361516 48.854794, 20.9358195 48.8545674)",,,,
254048610,Slovenská,residential,False,True,117.088,"LINESTRING (20.9371231 48.8561946, 20.9366316 48.8565556, 20.9360552 48.8569789)",,,,
30113919,Sídlisko SNP,residential,False,False,57.203,"LINESTRING (20.9404944 48.8566113, 20.9410099 48.8569981)",,,,
30113693,Hlavná,residential,False,False,108.45,"LINESTRING (20.9404944 48.8566113, 20.9402477 48.8562184, 20.9401573 48.855945, 20.9402865 48.8556883)",,,,
30113919,Sídlisko SNP,residential,False,True,72.19200000000001,"LINESTRING (20.9404944 48.8566113, 20.940349 48.8565305, 20.9397564 48.8561804)",,,,
30115173,Slovenská,residential,False,True,23.268,"LINESTRING (20.9358195 48.8545674, 20.9355876 48.8544242)",,,,
30115173,Slovenská,residential,False,False,209.79199999999997,"LINESTRING (20.9358195 48.8545674, 20.9361516 48.854794, 20.9365338 48.8551268, 20.9368356 48.8555385, 20.9370611 48.8558408, 20.9371065 48.8559018, 20.9371231 48.8561946)",,,,
57355982,Slovenská,residential,False,True,188.463,"LINESTRING (20.9358195 48.8545674, 20.9364346 48.8543421, 20.9369757 48.8541625, 20.9372863 48.8539303, 20.9376751 48.8535233, 20.9377072 48.853486)",,,,
57355984,,residential,False,True,87.727,"LINESTRING (20.9370094 48.8523671, 20.9366442 48.8525995, 20.9362306 48.8529637)",,,,
"[754313233, 57775516]",Hnilecká,secondary,False,True,277.222,"LINESTRING (20.9376373 48.851793, 20.9384952 48.8522084, 20.9391046 48.8526014, 20.9395854 48.8529963, 20.9396554 48.8530508, 20.9401849 48.8536036)",,,546,
78419585,Partizánska,residential,False,False,392.43299999999994,"LINESTRING (20.9376373 48.851793, 20.9386628 48.852147, 20.9394911 48.8523995, 20.9399616 48.8525201, 20.9401042 48.8525566, 20.9417375 48.8527906, 20.9424797 48.8529978, 20.9426356 48.8529862)",,,,
57768402,Hlavná,residential,False,False,74.32900000000001,"LINESTRING (20.93858 48.853137, 20.9382563 48.853168, 20.9381383 48.8532549, 20.9379924 48.8533623, 20.9378091 48.8535125)",,,,
1167992710,Hlavná,residential,False,True,8.017,"LINESTRING (20.9378091 48.8535125, 20.9377072 48.853486)",,,,
57768402,Hlavná,residential,False,True,74.32900000000001,"LINESTRING (20.9378091 48.8535125, 20.9379924 48.8533623, 20.9381383 48.8532549, 20.9382563 48.853168, 20.93858 48.853137)",,,,
57775513,Hlavná,residential,False,False,275.046,"LINESTRING (20.9378091 48.8535125, 20.9386921 48.853963, 20.9389301 48.854059, 20.9391851 48.8542197, 20.939613 48.8545395, 20.9402416 48.8549485, 20.9405876 48.8551656)",,,,
30114754,Turzovská,tertiary,False,True,27.793000000000003,"LINESTRING (20.9319858 48.8490682, 20.9320969 48.8490184, 20.932214 48.8489595, 20.9322889 48.8489179)",,,3273,
254112316,,tertiary_link,False,False,27.171,"LINESTRING (20.9319858 48.8490682, 20.9320785 48.8490753, 20.9321661 48.8490952, 20.9322448 48.8491274, 20.9323105 48.8491704)",,,,
78419597,Agátová,residential,False,True,17.924,"LINESTRING (20.9417903 48.8539075, 20.941552 48.8538701)",,,,
311102631,Partizánska,residential,False,False,50.626,"LINESTRING (20.9433051 48.8535206, 20.9434122 48.8530708)",,,,
311102624,Dubová,residential,False,True,57.17,"LINESTRING (20.9433051 48.8535206, 20.9430459 48.853625, 20.9425882 48.8537145)",,,,
78419567,Dubová,residential,False,True,133.824,"LINESTRING (20.9436508 48.8546774, 20.9436167 48.8546372, 20.9433387 48.8545, 20.9430536 48.8542399, 20.9425882 48.8537145)",,,,
78419585,Partizánska,residential,False,True,392.433,"LINESTRING (20.9426356 48.8529862, 20.9424797 48.8529978, 20.9417375 48.8527906, 20.9401042 48.8525566, 20.9399616 48.8525201, 20.9394911 48.8523995, 20.9386628 48.852147, 20.9376373 48.851793)",,,,
311258023,Lipová,residential,False,True,95.92099999999999,"LINESTRING (20.9426356 48.8529862, 20.9419232 48.8533627, 20.9415877 48.8535027)",,,,
754313235,Partizánska,residential,False,False,49.705,"LINESTRING (20.9426356 48.8529862, 20.9427265 48.8529902, 20.9431027 48.8529303, 20.9433034 48.8529211)",,,,
754313235,Partizánska,residential,False,False,6.257,"LINESTRING (20.9433034 48.8529211, 20.9433887 48.8529171)",,,,
78419580,Javorová,residential,False,True,36.346000000000004,"LINESTRING (20.9433034 48.8529211, 20.9433438 48.8527823, 20.9434612 48.8526136)",,,,
754313235,Partizánska,residential,False,True,49.705,"LINESTRING (20.9433034 48.8529211, 20.9431027 48.8529303, 20.9427265 48.8529902, 20.9426356 48.8529862)",,,,
311102631,Partizánska,residential,False,True,50.626,"LINESTRING (20.9434122 48.8530708, 20.9433051 48.8535206)",,,,
311102631,Partizánska,residential,False,False,17.204,"LINESTRING (20.9434122 48.8530708, 20.9434139 48.8530637, 20.9433887 48.8529171)",,,,
78419571,,residential,False,True,20.456,"LINESTRING (20.9414318 48.8540362, 20.941552 48.8538701)",,,,
754313235,Partizánska,residential,False,True,6.257,"LINESTRING (20.9433887 48.8529171, 20.9433034 48.8529211)",,,,
311102631,Partizánska,residential,False,True,17.204,"LINESTRING (20.9433887 48.8529171, 20.9434139 48.8530637, 20.9434122 48.8530708)",,,,
78419580,Javorová,residential,False,False,83.332,"LINESTRING (20.9428095 48.8520413, 20.9432839 48.8522793, 20.9433702 48.8523787, 20.9434612 48.8526136)",,,,
754313234,Hnilecká,secondary,False,False,14.776,"LINESTRING (20.9402795 48.853721, 20.9401849 48.8536036)",,,546,
78419597,Agátová,residential,False,False,94.65899999999999,"LINESTRING (20.9402795 48.853721, 20.9410875 48.8537972, 20.941552 48.8538701)",,,,
754313234,Hnilecká,secondary,False,True,264.756,"LINESTRING (20.9402795 48.853721, 20.9406567 48.8540359, 20.9415409 48.8545637, 20.9428662 48.8553801)",,,546,
78419567,Dubová,residential,False,False,133.824,"LINESTRING (20.9425882 48.8537145, 20.9430536 48.8542399, 20.9433387 48.8545, 20.9436167 48.8546372, 20.9436508 48.8546774)",,,,
78419589,,residential,False,True,99.505,"LINESTRING (20.9425882 48.8537145, 20.9420683 48.8538003, 20.9419091 48.8537852, 20.9418344 48.8537915, 20.9417079 48.8537839, 20.941635 48.8537145, 20.9415871 48.8536477, 20.9415877 48.8535027)",,,,
311102624,Dubová,residential,False,False,57.17,"LINESTRING (20.9425882 48.8537145, 20.9430459 48.853625, 20.9433051 48.8535206)",,,,
78419571,,residential,False,False,20.456,"LINESTRING (20.941552 48.8538701, 20.9414318 48.8540362)",,,,
78419597,Agátová,residential,False,False,17.924,"LINESTRING (20.941552 48.8538701, 20.9417903 48.8539075)",,,,
78419597,Agátová,residential,False,True,94.65899999999999,"LINESTRING (20.941552 48.8538701, 20.9410875 48.8537972, 20.9402795 48.853721)",,,,
754313234,Hnilecká,secondary,False,True,14.776,"LINESTRING (20.9401849 48.8536036, 20.9402795 48.853721)",,,546,
78419574,,residential,False,False,106.202,"LINESTRING (20.9401849 48.8536036, 20.9404046 48.8535381, 20.9410845 48.8535992, 20.9415877 48.8535027)",,,,
"[754313233, 57775516]",Hnilecká,secondary,False,False,277.222,"LINESTRING (20.9401849 48.8536036, 20.9396554 48.8530508, 20.9395854 48.8529963, 20.9391046 48.8526014, 20.9384952 48.8522084, 20.9376373 48.851793)",,,546,
243890425,Hnilecká,secondary,False,True,24.766,"LINESTRING (20.9431429 48.8555084, 20.9428662 48.8553801)",,2,546,
78419574,,residential,False,True,106.202,"LINESTRING (20.9415877 48.8535027, 20.9410845 48.8535992, 20.9404046 48.8535381, 20.9401849 48.8536036)",,,,
78419589,,residential,False,False,99.505,"LINESTRING (20.9415877 48.8535027, 20.9415871 48.8536477, 20.941635 48.8537145, 20.9417079 48.8537839, 20.9418344 48.8537915, 20.9419091 48.8537852, 20.9420683 48.8538003, 20.9425882 48.8537145)",,,,
311258023,Lipová,residential,False,False,95.92099999999999,"LINESTRING (20.9415877 48.8535027, 20.9419232 48.8533627, 20.9426356 48.8529862)",,,,
78419580,Javorová,residential,False,False,36.346000000000004,"LINESTRING (20.9434612 48.8526136, 20.9433438 48.8527823, 20.9433034 48.8529211)",,,,
78419580,Javorová,residential,False,True,83.332,"LINESTRING (20.9434612 48.8526136, 20.9433702 48.8523787, 20.9432839 48.8522793, 20.9428095 48.8520413)",,,,
754313232,Hlavná,residential,False,False,34.242,"LINESTRING (20.9347774 48.8518232, 20.9350641 48.8520666)",,,,
590025654,,residential,False,True,108.35900000000001,"LINESTRING (20.9347774 48.8518232, 20.9352154 48.8516013, 20.935277 48.8515078, 20.9352449 48.8514213, 20.9350625 48.8512907, 20.9348157 48.8511107)",,,,
"[754313232, 57768377]","['Hlavná', 'Banícke námestie']",residential,False,True,188.31099999999998,"LINESTRING (20.9347774 48.8518232, 20.9346186 48.8516928, 20.9342214 48.851419, 20.9341503 48.8513705, 20.9340376 48.8512886, 20.9338819 48.8511587, 20.9338219 48.8510993, 20.9337629 48.8510326, 20.9337013 48.8509506, 20.9335558 48.8507521, 20.9335067 48.8506839, 20.933422 48.850557, 20.9333661 48.8504814, 20.9333338 48.8504405)",,,,
254048610,Slovenská,residential,False,True,27.376,"LINESTRING (20.9360552 48.8569789, 20.9358404 48.8571805)",,,,
254043376,,residential,False,False,68.252,"LINESTRING (20.9360552 48.8569789, 20.936304 48.8572058, 20.9365768 48.8574875)",,,,delivery
254048610,Slovenská,residential,False,False,117.088,"LINESTRING (20.9360552 48.8569789, 20.9366316 48.8565556, 20.9371231 48.8561946)",,,,
254048610,Slovenská,residential,False,False,27.376,"LINESTRING (20.9358404 48.8571805, 20.9360552 48.8569789)",,,,
57775513,Hlavná,residential,False,False,37.322,"LINESTRING (20.941679 48.8556573, 20.941986 48.8557247, 20.942064 48.8557418, 20.942158 48.8557715)",,,,
57775513,Hlavná,residential,False,True,97.01,"LINESTRING (20.941679 48.8556573, 20.9416045 48.855641, 20.9405876 48.8551656)",,,,
254111950,,residential,False,True,76.14999999999999,"LINESTRING (20.941679 48.8556573, 20.9416394 48.8556992, 20.9414002 48.8560082, 20.9412011 48.8562655)",,,,
254111931,,residential,False,False,54.023,"LINESTRING (20.9407368 48.8561088, 20.9409648 48.8565709)",,,,
254111940,,residential,False,False,38.177,"LINESTRING (20.9407368 48.8561088, 20.9412011 48.8562655)",,,,
254111931,,residential,False,True,58.345,"LINESTRING (20.9407368 48.8561088, 20.9407043 48.856043, 20.9404214 48.8557489, 20.9402865 48.8556883)",,,,
