osmid,lanes,name,highway,maxspeed,oneway,reversed,length,ref,geometry,width
4364418,2,Gojdičova,residential,50,False,True,98.261,,"LINESTRING (17.7677382 48.440924, 17.7664069 48.4409539)",
909068644,2,Hlohovská cesta,tertiary,,False,True,27.689,1319,"LINESTRING (17.7677382 48.440924, 17.7677419 48.440675)",
23337686,2,Hlohovská cesta,tertiary,,False,False,101.963,1319,"LINESTRING (17.7677382 48.440924, 17.7677416 48.4409999, 17.7677437 48.4410478, 17.7677782 48.4418406)",
1184817797,1,Gucmanova,residential,20,False,False,12.755,,"LINESTRING (17.7681832 48.4465283, 17.7683378 48.4465797)",
4311546,,Námestie sv. Ignáca,tertiary,,False,False,302.14199999999994,1319,"LINESTRING (17.7681832 48.4465283, 17.7681063 48.4465824, 17.7679674 48.4466261, 17.7673337 48.4467205, 17.7665361 48.4468061, 17.7651578 48.446945, 17.7648463 48.4469881, 17.7647104 48.447025, 17.7644548 48.4471262, 17.7642878 48.4472174)",
23337686,2,Hlohovská cesta,tertiary,,False,True,39.448,1319,"LINESTRING (17.7681832 48.4465283, 17.7682296 48.4464371, 17.7682296 48.4463257, 17.7681769 48.4461828)",
4339283,2,Štúrova,residential,50,False,False,38.509,,"LINESTRING (17.7596902 48.4422788, 17.7602114 48.4422987)",
"[53599417, 53599409]",1,Nádražná,residential,50,True,False,128.89000000000001,,"LINESTRING (17.7596902 48.4422788, 17.7594942 48.4421828, 17.7594712 48.4421392, 17.7594735 48.4419239, 17.759439 48.4417053, 17.7593496 48.4411925)",3
4339283,2,Štúrova,residential,50,False,True,56.065,,"LINESTRING (17.7618044 48.4423619, 17.7610456 48.4423329)",
267938958,,Štúrova,residential,50,True,False,95.549,,"LINESTRING (17.7618044 48.4423619, 17.7630997 48.4423553)",
4339285,,Jozefa Murgaša,residential,,False,True,154.542,,"LINESTRING (17.7618044 48.4423619, 17.7617446 48.4428338, 17.7617074 48.4431465, 17.7617718 48.4433428, 17.7618419 48.4434208, 17.7619009 48.4434882, 17.7620934 48.4436578, 17.7621172 48.4436711)",
4384524,,Štúrova,residential,50,False,True,47.158,,"LINESTRING (17.7618044 48.4423619, 17.7618166 48.4423372, 17.7618639 48.442242, 17.7618542 48.4419442)",
4344992,,Holubyho,residential,,False,False,70.274,,"LINESTRING (17.7631448 48.4440684, 17.7632619 48.4446956)",
984719846,,Jozefa Murgaša,residential,,False,True,109.415,,"LINESTRING (17.7631448 48.4440684, 17.7631089 48.4430847)",
4339285,,Jozefa Murgaša,residential,,False,False,88.56400000000001,,"LINESTRING (17.7631448 48.4440684, 17.7630902 48.44405, 17.7628286 48.4439619, 17.7624957 48.4438763, 17.7623991 48.4438291, 17.7621172 48.4436711)",
4311546,,Námestie sv. Ignáca,tertiary,,False,True,12.719000000000001,1319,"LINESTRING (17.7641739 48.447302, 17.764236 48.4472451, 17.7642878 48.4472174)",
4725747,2,Piešťanská cesta,tertiary,,False,False,42.079,1319,"LINESTRING (17.7641739 48.447302, 17.7639951 48.4474717, 17.76386 48.4476178)",
5219789,,Holubyho,residential,,False,True,17.012999999999998,,"LINESTRING (17.7641739 48.447302, 17.7641047 48.4472414, 17.7640345 48.4471801)",
837593014,1,Nádražná,residential,50,False,False,12.463,,"LINESTRING (17.7593241 48.4410817, 17.7593496 48.4411925)",6
4364418,2,Gojdičova,residential,50,False,False,79.512,,"LINESTRING (17.7593241 48.4410817, 17.7598448 48.441072, 17.760184 48.4410656, 17.7604016 48.441062)",
4364417,,Štúrova,residential,,False,True,99.061,,"LINESTRING (17.7677899 48.4422748, 17.7664478 48.4423064)",
23337686,2,Hlohovská cesta,tertiary,,False,False,91.189,1319,"LINESTRING (17.7677899 48.4422748, 17.7678162 48.4430947)",
8162435,,Hlohovská cesta,residential,,False,False,74.542,,"LINESTRING (17.7677899 48.4422748, 17.7679073 48.4422725, 17.7686993 48.4422571, 17.7687931 48.4422815)",
23337686,2,Hlohovská cesta,tertiary,,False,True,48.29,1319,"LINESTRING (17.7677899 48.4422748, 17.7677827 48.4419555, 17.7677782 48.4418406)",
4364418,2,Gojdičova,residential,50,False,True,46.708,,"LINESTRING (17.7610346 48.4410516, 17.7604016 48.441062)",
4339284,,Sládkovičova,residential,50,False,False,134.688,,"LINESTRING (17.7610346 48.4410516, 17.7610335 48.4410242, 17.7610301 48.4409409, 17.760989 48.4398407)",
4364418,2,Gojdičova,residential,50,False,False,85.467,,"LINESTRING (17.7610346 48.4410516, 17.7615094 48.4410431, 17.7621928 48.4410309)",
4384525,,Štúrova,residential,50,True,False,72.30199999999999,,"LINESTRING (17.7610346 48.4410516, 17.761001 48.4411121, 17.7610132 48.4416978)",
"[1184817801, 23015594, 1184817797, 1184817798]","['1', '2']",Gucmanova,residential,"['20', '50']",False,"[False, True]",150.25300000000001,,"LINESTRING (17.7720496 48.4467924, 17.7718069 48.4467697, 17.7716934 48.4467027, 17.771609 48.446674, 17.7708793 48.4466292, 17.7707971 48.446638, 17.7707153 48.4466754, 17.770655 48.4467107, 17.7705346 48.4467057, 17.7701071 48.446684)",
4339283,2,Štúrova,residential,50,False,False,56.065,,"LINESTRING (17.7610456 48.4423329, 17.7618044 48.4423619)",
4339283,2,Štúrova,residential,50,False,True,38.792,,"LINESTRING (17.7610456 48.4423329, 17.7606306 48.4423088, 17.7605217 48.4423025)",
4364418,2,Gojdičova,residential,50,False,False,45.321,,"LINESTRING (17.7621928 48.4410309, 17.7623341 48.4410225, 17.7628064 48.4410129)",
4364418,2,Gojdičova,residential,50,False,True,85.467,,"LINESTRING (17.7621928 48.4410309, 17.7615094 48.4410431, 17.7610346 48.4410516)",
"[4384522, 4384523]",,Štúrova,residential,50,False,False,97.134,,"LINESTRING (17.7621928 48.4410309, 17.7621933 48.4410888, 17.7621944 48.4412294, 17.7621955 48.4413571, 17.7621968 48.4415217, 17.7621977 48.4416279, 17.7621804 48.4416557, 17.7621619 48.4416854, 17.762099 48.4417007, 17.7619455 48.4417003, 17.7618429 48.4417)",
4384524,,Štúrova,residential,50,False,False,27.167,,"LINESTRING (17.7618429 48.4417, 17.7618542 48.4419442)",
4384523,,Štúrova,residential,,False,False,61.203,,"LINESTRING (17.7618429 48.4417, 17.7617962 48.4416999, 17.7612296 48.4416984, 17.7610132 48.4416978)",
"[4384522, 4384523]",,Štúrova,residential,50,False,True,97.134,,"LINESTRING (17.7618429 48.4417, 17.7619455 48.4417003, 17.762099 48.4417007, 17.7621619 48.4416854, 17.7621804 48.4416557, 17.7621977 48.4416279, 17.7621968 48.4415217, 17.7621955 48.4413571, 17.7621944 48.4412294, 17.7621933 48.4410888, 17.7621928 48.4410309)",
4384523,,Štúrova,residential,,False,True,61.203,,"LINESTRING (17.7610132 48.4416978, 17.7612296 48.4416984, 17.7617962 48.4416999, 17.7618429 48.4417)",
30722331,,Štúrova,residential,,True,False,70.66,,"LINESTRING (17.7610132 48.4416978, 17.761043 48.4422826, 17.7610456 48.4423329)",
1201198875,,,living_street,,True,False,30.837,,"LINESTRING (17.7610132 48.4416978, 17.7607051 48.4417031, 17.7606766 48.4417036, 17.7605953 48.441705)",
984719846,,Jozefa Murgaša,residential,,False,False,81.109,,"LINESTRING (17.7630997 48.4423553, 17.7631089 48.4430847)",
267938959,,Štúrova,residential,,False,False,88.933,,"LINESTRING (17.7630997 48.4423553, 17.7642489 48.4423324, 17.7643048 48.4423313)",
4364418,2,Gojdičova,residential,50,False,True,78.655,,"LINESTRING (17.7642778 48.4409916, 17.7632117 48.4410047)",
4364416,,1. mája,residential,,False,True,103.289,,"LINESTRING (17.7642778 48.4409916, 17.764279 48.4410468, 17.7642979 48.4419204)",
4364418,2,Gojdičova,residential,50,False,False,91.39,,"LINESTRING (17.7642778 48.4409916, 17.7643407 48.4409905, 17.765174 48.4409765, 17.7655162 48.4409681)",
4344753,,1. mája,residential,,False,True,81.952,,"LINESTRING (17.7643048 48.4423313, 17.7643316 48.4430681)",
4364416,,1. mája,residential,,False,False,45.692,,"LINESTRING (17.7643048 48.4423313, 17.7643044 48.4423093, 17.7642979 48.4419204)",
4364417,,Štúrova,residential,,False,False,93.133,,"LINESTRING (17.7643048 48.4423313, 17.7643936 48.4423307, 17.7655673 48.4423224)",
267938959,,Štúrova,residential,,False,True,88.933,,"LINESTRING (17.7643048 48.4423313, 17.7642489 48.4423324, 17.7630997 48.4423553)",
4344752,,Jozefa Murgaša,residential,,False,True,90.209,,"LINESTRING (17.7643316 48.4430681, 17.7631089 48.4430847)",
4344753,,1. mája,residential,,False,False,81.952,,"LINESTRING (17.7643316 48.4430681, 17.7643048 48.4423313)",
"[4344753, 4351402]",,1. mája,residential,,False,True,138.20999999999998,,"LINESTRING (17.7643316 48.4430681, 17.7643501 48.443415, 17.7643713 48.4434703, 17.7644566 48.4434834, 17.7656333 48.4434698)",
4344752,,Jozefa Murgaša,residential,,False,False,90.209,,"LINESTRING (17.7631089 48.4430847, 17.7643316 48.4430681)",
984719846,,Jozefa Murgaša,residential,,False,False,109.415,,"LINESTRING (17.7631089 48.4430847, 17.7631448 48.4440684)",
