osmid,highway,oneway,reversed,length,bridge,geometry,lanes,ref,name,maxspeed
"[118144297, 118144315, 118144318]",residential,False,True,35.539,yes,"LINESTRING (21.4963535 49.0225535, 21.4961739 49.0226463, 21.4960269 49.0227324, 21.4959753 49.0227545)",,,,
"[392121232, 1163398119]",tertiary,False,False,99.255,,"LINESTRING (21.4963535 49.0225535, 21.4964837 49.0227781, 21.4965749 49.0228969, 21.4966736 49.0229928, 21.4968297 49.0230877, 21.4970017 49.023182, 21.4971495 49.0232476)",2,3604,Mierová,50
392121233,tertiary,True,False,26.941,,"LINESTRING (21.502457 49.0268363, 21.5027016 49.0270179)",1,3604,Štúrova,50
119100288,tertiary,False,False,350.21700000000004,,"LINESTRING (21.502457 49.0268363, 21.5023158 49.0267348, 21.5023002 49.0267235, 21.5021052 49.0265875, 21.5019245 49.026484, 21.5017653 49.0263828, 21.5015425 49.026242, 21.5014129 49.0261475, 21.5013577 49.0261058, 21.501258 49.0260319, 21.501132 49.0259185, 21.5010019 49.0257866, 21.5007324 49.0255019, 21.5004775 49.0252185, 21.5002313 49.024967, 21.5000752 49.0248369, 21.5000148 49.0247876, 21.4999293 49.024726, 21.4997627 49.0246117, 21.4995684 49.0244985, 21.4994166 49.0244267)",,3604,Štúrova,50
98520802,tertiary,True,False,76.72200000000001,,"LINESTRING (21.4971495 49.0232476, 21.4973809 49.0232921, 21.4974739 49.0233207, 21.497541 49.0233588, 21.4975901 49.0233867, 21.4976544 49.0234402, 21.497688 49.0234681, 21.497915 49.0236813)",1,3604,Mierová,50
"[392121232, 1163398119]",tertiary,False,True,99.255,,"LINESTRING (21.4971495 49.0232476, 21.4970017 49.023182, 21.4968297 49.0230877, 21.4966736 49.0229928, 21.4965749 49.0228969, 21.4964837 49.0227781, 21.4963535 49.0225535)",2,3604,Mierová,50
98520815,tertiary,False,False,126.58999999999999,,"LINESTRING (21.497915 49.0236813, 21.4984956 49.0239893, 21.4986764 49.0240859, 21.4991126 49.0242948, 21.4991643 49.0243182, 21.4992904 49.0243752)",2,3604,Mierová,50
98520829,tertiary,True,False,75.30199999999999,,"LINESTRING (21.497915 49.0236813, 21.4975692 49.023547, 21.4973184 49.0234221, 21.4972559 49.0233697, 21.4971495 49.0232476)",1,3604,Mierová,50
1068561915,residential,False,True,19.101,,"LINESTRING (21.5031519 49.0273297, 21.5030056 49.0274722)",,,,
1163398111,primary,False,True,24.172,,"LINESTRING (21.5031519 49.0273297, 21.5028673 49.0272182)",,18,Slovenská,50
"[1163398104, 392121237]",residential,False,True,188.567,,"LINESTRING (21.5031519 49.0273297, 21.5032237 49.0272733, 21.5033069 49.0272079, 21.5036578 49.0268887, 21.5038287 49.0267384, 21.5043138 49.026288, 21.5046699 49.0259573)",,,Slovenská,
1163398113,primary,False,False,206.433,,"LINESTRING (21.5031519 49.0273297, 21.5036681 49.0275519, 21.5037634 49.0275882, 21.5039724 49.0276667, 21.504254 49.0277529, 21.5047866 49.0278858, 21.5055075 49.028067, 21.5057044 49.028115)",,18,Slovenská,50
"[118144297, 118144315, 118144318]",residential,False,False,35.539,yes,"LINESTRING (21.4959753 49.0227545, 21.4960269 49.0227324, 21.4961739 49.0226463, 21.4963535 49.0225535)",,,,
"[118144331, 119100302]",residential,False,"[False, True]",133.058,,"LINESTRING (21.4959753 49.0227545, 21.4960719 49.0228206, 21.4963026 49.0229892, 21.4964884 49.023142, 21.4966912 49.0233047, 21.4968659 49.0234395, 21.4971062 49.023599, 21.4971771 49.0236538)",,,SNP,
118144372,residential,False,True,164.60299999999998,,"LINESTRING (21.4971771 49.0236538, 21.4965468 49.0239212, 21.4963446 49.0240238, 21.4961296 49.0241835, 21.4959382 49.0243789, 21.4957996 49.0244793, 21.4956157 49.0245601, 21.4954831 49.0245972)",,,Záhradná,
"[118144331, 119100302]",residential,False,"[False, True]",133.058,,"LINESTRING (21.4971771 49.0236538, 21.4971062 49.023599, 21.4968659 49.0234395, 21.4966912 49.0233047, 21.4964884 49.023142, 21.4963026 49.0229892, 21.4960719 49.0228206, 21.4959753 49.0227545)",,,SNP,
119100302,residential,False,True,170.665,,"LINESTRING (21.4971771 49.0236538, 21.4975903 49.0238239, 21.4984186 49.0241928, 21.4990342 49.0245785)",,,SNP,
"[119100291, 118144270]",residential,False,False,401.93800000000005,,"LINESTRING (21.5000962 49.0239422, 21.5002402 49.0239886, 21.5010405 49.0243464, 21.5016727 49.0246093, 21.5018669 49.02469, 21.5021723 49.0248257, 21.5026829 49.0250525, 21.5035875 49.0254621, 21.5045072 49.0258886, 21.5046699 49.0259573)",,,Budovateľská,
"[1163398108, 118144270]",residential,False,True,73.39699999999999,,"LINESTRING (21.5000962 49.0239422, 21.4999755 49.0240351, 21.4998284 49.0241668, 21.4994858 49.024383, 21.4994166 49.0244267)",,,Budovateľská,
"[119100297, 118144278, 119100287]",residential,False,"[False, True]",252.0,,"LINESTRING (21.5044976 49.0241772, 21.5041575 49.0240831, 21.5039985 49.0240657, 21.5038973 49.024078, 21.5038218 49.0241135, 21.5037908 49.0242033, 21.5037623 49.0242926, 21.5037674 49.0243871, 21.5038955 49.0246358, 21.5039379 49.0246894, 21.5040183 49.0247522, 21.5045043 49.0249709, 21.5052117 49.0253406, 21.5053586 49.0254244)",,,Šarišská,
818375630,tertiary,False,True,10.838,,"LINESTRING (21.4992904 49.0243752, 21.4994166 49.0244267)",,3604,Mierová,50
98520815,tertiary,False,True,126.59,,"LINESTRING (21.4992904 49.0243752, 21.4991643 49.0243182, 21.4991126 49.0242948, 21.4986764 49.0240859, 21.4984956 49.0239893, 21.497915 49.0236813)",2,3604,Mierová,50
"[118144320, 118144291, 118144303]",residential,False,False,29.331000000000003,yes,"LINESTRING (21.4992904 49.0243752, 21.4992505 49.024406, 21.499142 49.0244957, 21.4990342 49.0245785)",,,,
818375630,tertiary,False,False,10.838,,"LINESTRING (21.4994166 49.0244267, 21.4992904 49.0243752)",,3604,Mierová,50
