osmid,ref,highway,oneway,reversed,length,name,maxspeed,geometry,bridge,lanes,width
4903582,502,secondary,False,False,16.654,,,"LINESTRING (17.7232872 48.6216929, 17.7230982 48.6216103)",,,
1125149127,499,secondary,False,False,21.025,Námestie slobody,50,"LINESTRING (17.7232872 48.6216929, 17.7231249 48.6218486)",,,
1125149128,499,secondary,False,True,117.886,Námestie slobody,50,"LINESTRING (17.7232872 48.6216929, 17.7234264 48.6215622, 17.7235334 48.6214775, 17.7236334 48.6214079, 17.7237912 48.6212837, 17.7239736 48.6211761, 17.724411 48.6209449)",,,
1125149127,499,secondary,False,False,15.483,Námestie slobody,50,"LINESTRING (17.7228471 48.622287, 17.7227926 48.6224215)",,,
"[361081878, 361081879]",,residential,False,True,126.494,"['Sadová', 'Námestie slobody']",,"LINESTRING (17.7228471 48.622287, 17.7227802 48.6221339, 17.7227682 48.6220665, 17.7227422 48.6219833, 17.7227253 48.6219713, 17.7225128 48.6218207, 17.7224431 48.6217693, 17.7223843 48.6218157, 17.7218951 48.6221616)",,,
1125149127,499,secondary,False,True,52.933,Námestie slobody,50,"LINESTRING (17.7228471 48.622287, 17.722905 48.6221756, 17.7229644 48.6220733, 17.7230284 48.6219727, 17.7231249 48.6218486)",,,
4903582,502,secondary,False,True,16.654,,,"LINESTRING (17.7230982 48.6216103, 17.7232872 48.6216929)",,,
"[246273842, 4903582]",502,secondary,False,False,168.086,Hollého,,"LINESTRING (17.7230982 48.6216103, 17.7230212 48.6215211, 17.7229599 48.6214295, 17.7227925 48.6211279, 17.7226333 48.6208354, 17.7222633 48.6202045)",,,
1125149127,499,secondary,False,True,15.483,Námestie slobody,50,"LINESTRING (17.7227926 48.6224215, 17.7228471 48.622287)",,,
32256242,,residential,False,False,93.301,Súkennícka,,"LINESTRING (17.7227926 48.6224215, 17.7229482 48.6224903, 17.7235224 48.622744, 17.7238479 48.6228878)",,,
32256328,,secondary,True,False,26.57,,,"LINESTRING (17.7231249 48.6218486, 17.7230982 48.6216103)",,,
1125149127,499,secondary,False,True,21.025,Námestie slobody,50,"LINESTRING (17.7231249 48.6218486, 17.7232872 48.6216929)",,,
1125149127,499,secondary,False,False,52.933,Námestie slobody,50,"LINESTRING (17.7231249 48.6218486, 17.7230284 48.6219727, 17.7229644 48.6220733, 17.722905 48.6221756, 17.7228471 48.622287)",,,
32263938,499,secondary,False,False,378.03599999999994,M. A. Beňovského,50,"LINESTRING (17.7305642 48.6166615, 17.7303737 48.6168033, 17.730209 48.6169545, 17.7300554 48.6171067, 17.7296987 48.6174848, 17.7294434 48.6177472, 17.7291703 48.6180035, 17.7290221 48.6181364, 17.7289424 48.6182047, 17.7288635 48.618266, 17.7287069 48.6183677, 17.728001 48.6188032, 17.7278539 48.6188901, 17.7272627 48.6192392)",,,
59377411,,residential,False,True,70.35499999999999,Družstevná,50,"LINESTRING (17.7305642 48.6166615, 17.730527 48.6165796, 17.7303091 48.6160517)",,,
32262257,,residential,False,False,76.688,Sietna,,"LINESTRING (17.7179456 48.6197055, 17.7172863 48.619171)",,,
359877326,,residential,False,True,44.716,Cintorínska,,"LINESTRING (17.7179456 48.6197055, 17.7174899 48.6199719)",,,
"[359877326, 359877327]",,residential,False,False,311.59000000000003,Cintorínska,,"LINESTRING (17.7179456 48.6197055, 17.7184846 48.6194983, 17.7186477 48.6194497, 17.7187312 48.6194335, 17.7188255 48.6194252, 17.7189003 48.619433, 17.718991 48.6194514, 17.7191448 48.619505, 17.7193246 48.6195751, 17.7197924 48.6197741, 17.7199329 48.6198165, 17.720019 48.6198297, 17.720183 48.6198389, 17.7207826 48.619824, 17.7209454 48.6198276, 17.7210602 48.6198423, 17.7211907 48.6198736, 17.721349 48.6199277, 17.7214958 48.6199778, 17.7216041 48.6200124, 17.7216759 48.6200325, 17.7218448 48.6200678)",,,
"[32262337, 32262302]",,residential,False,False,298.311,"['Oslobodenia', 'Krížna']",,"LINESTRING (17.7195979 48.6165918, 17.7220649 48.6153965, 17.7221317 48.6154089, 17.7222653 48.615436, 17.7227422 48.6158526)",,,
320508386,502,secondary,False,True,74.267,Šteruská cesta,,"LINESTRING (17.7195979 48.6165918, 17.7196429 48.6166644, 17.7198247 48.6168817, 17.7201248 48.6171592)",,,
