osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,access,bridge
7989395,2669,Železničná,tertiary,False,True,140.30200000000002,"LINESTRING (19.793195 48.4326016, 19.7934367 48.4325449, 19.7935728 48.4325208, 19.7937615 48.4324857, 19.7940075 48.4324439, 19.7942798 48.4323955, 19.7944423 48.4323501, 19.7945149 48.4322794, 19.7946338 48.4321225, 19.7946676 48.4319899)",,,,
22989893,595,Slobody,secondary,False,False,71.548,"LINESTRING (19.793195 48.4326016, 19.7933317 48.4326951, 19.7935398 48.4328374, 19.7937141 48.4329682, 19.7938378 48.433082)",2,,,
22989893,595,Slobody,secondary,False,True,55.194,"LINESTRING (19.793195 48.4326016, 19.7928373 48.4323895, 19.7926441 48.4322659)",2,,,
919082673,,,residential,False,True,95.104,"LINESTRING (19.793195 48.4326016, 19.7930959 48.4326639, 19.7930516 48.4327039, 19.7930194 48.4327493, 19.7930127 48.4328018, 19.7933547 48.4333704)",,,,
"[8041562, 8041563]",,,residential,False,False,177.74599999999998,"LINESTRING (19.7939344 48.4331979, 19.7940333 48.4331186, 19.7941701 48.4329753, 19.7943509 48.4328306, 19.795668 48.4330371, 19.7957714 48.4330634, 19.7958022 48.4330972, 19.7958076 48.433131, 19.7957835 48.4332227)",,,,
22989893,595,Slobody,secondary,False,False,241.702,"LINESTRING (19.7939344 48.4331979, 19.7939448 48.4332814, 19.7939247 48.4333713, 19.7938617 48.433535, 19.7937153 48.433899, 19.7934413 48.4345717, 19.7933312 48.4348449, 19.7931467 48.4353025)",2,,,
22989893,595,Slobody,secondary,False,True,14.8,"LINESTRING (19.7939344 48.4331979, 19.7938935 48.4331352, 19.7938378 48.433082)",2,,,
8036114,,Slobody,residential,False,False,27.41,"LINESTRING (19.7931467 48.4353025, 19.7928923 48.4352923, 19.7927771 48.4353046)",,,,
22989893,595,Slobody,secondary,False,True,241.70199999999997,"LINESTRING (19.7931467 48.4353025, 19.7933312 48.4348449, 19.7934413 48.4345717, 19.7937153 48.433899, 19.7938617 48.433535, 19.7939247 48.4333713, 19.7939448 48.4332814, 19.7939344 48.4331979)",2,,,
7989395,2669,Železničná,tertiary,False,False,255.937,"LINESTRING (19.7946912 48.4272893, 19.7946596 48.4279948, 19.7946502 48.4283578, 19.7946777 48.428536, 19.7947143 48.4286971, 19.7947556 48.4288793, 19.794787 48.4289914, 19.7947928 48.4290494, 19.794779 48.4293501, 19.7947729 48.4295836)",,,,
8036094,,Sklárska,residential,False,True,75.35900000000001,"LINESTRING (19.7946912 48.4272893, 19.7946089 48.4273091, 19.7937043 48.4274628)",,30,yes,
7989395,2669,Železničná,tertiary,False,False,267.723,"LINESTRING (19.7947729 48.4295836, 19.7947599 48.4301866, 19.7947424 48.4310004, 19.7946708 48.431948, 19.7946676 48.4319899)",,,,
