osmid,oneway,highway,maxspeed,junction,reversed,length,geometry,name,width
303172699,True,tertiary,30,roundabout,False,12.09,"LINESTRING (21.7195912 48.6290769, 21.7196263 48.6290627, 21.7196655 48.6290544, 21.7197065 48.6290525, 21.719747 48.6290571)",,
377966346,False,tertiary,30,,False,38.114000000000004,"LINESTRING (21.7186846 48.6312529, 21.7187305 48.6311876, 21.7188548 48.6310828, 21.7188804 48.6310242, 21.7189126 48.6309506)",M. R. Štefánika,
1022701954,True,tertiary,,,False,22.714,"LINESTRING (21.7186846 48.6312529, 21.718684 48.6313345, 21.7186983 48.6314568)",,
44890291,False,tertiary,50,,True,48.941,"LINESTRING (21.7181328 48.632315, 21.7179719 48.6327421)",M. R. Štefánika,
1022701955,True,tertiary,,,False,76.07300000000001,"LINESTRING (21.7181328 48.632315, 21.7180945 48.6322511, 21.7182788 48.631796, 21.7182895 48.6317203, 21.7182776 48.6316525)",M. R. Štefánika,
75535511,False,residential,50,,True,131.93099999999998,"LINESTRING (21.7204085 48.6320777, 21.7195136 48.631847, 21.718736 48.6316465)",,8
303176706,False,residential,50,,False,122.661,"LINESTRING (21.7204085 48.6320777, 21.7206366 48.6320019, 21.7211055 48.6315787, 21.7212621 48.6314373, 21.7213248 48.6313807, 21.7213888 48.6312765, 21.7214184 48.6312283)",,8
75535559,False,residential,50,,False,66.663,"LINESTRING (21.7234302 48.6258027, 21.7243184 48.6259242)",Moyzesova,
306391649,False,residential,50,,False,103.407,"LINESTRING (21.7234302 48.6258027, 21.7225973 48.6265522)",,
75535559,False,residential,50,,True,59.489000000000004,"LINESTRING (21.7234302 48.6258027, 21.7231846 48.6258023, 21.7227887 48.6258014, 21.7226208 48.6258012)",Moyzesova,
75535455,False,residential,40,,False,133.282,"LINESTRING (21.7251875 48.6321939, 21.725485 48.6310115)",Lúčna,
303176672,False,residential,50,,False,72.77,"LINESTRING (21.7251875 48.6321939, 21.7261571 48.6323268)",Kukučínova,
303176672,False,residential,50,,True,20.13,"LINESTRING (21.7251875 48.6321939, 21.7249186 48.6321594)",Kukučínova,
75535458,True,residential,30,,False,166.968,"LINESTRING (21.7239747 48.6269151, 21.723467 48.6283787)",Palárikova,
151596236,False,residential,40,,True,113.19800000000001,"LINESTRING (21.7239747 48.6269151, 21.7237349 48.6268806, 21.7224698 48.6266984)",Krátka,
303174597,False,residential,50,,True,83.525,"LINESTRING (21.7225973 48.6265522, 21.7226208 48.6258012)",Škultétyho,
306391649,False,residential,50,,True,103.407,"LINESTRING (21.7225973 48.6265522, 21.7234302 48.6258027)",,
306428733,False,residential,50,,False,18.764,"LINESTRING (21.7225973 48.6265522, 21.7224698 48.6266984)",Škultétyho,
75535458,True,residential,30,,False,113.042,"LINESTRING (21.7243184 48.6259242, 21.7239747 48.6269151)",Palárikova,
75535559,False,residential,50,,True,66.663,"LINESTRING (21.7243184 48.6259242, 21.7234302 48.6258027)",Moyzesova,
"[306391650, 75535559]",False,residential,50,,False,351.707,"LINESTRING (21.7243184 48.6259242, 21.7251342 48.6260393, 21.7252053 48.6260599, 21.7252409 48.6261025, 21.7253744 48.6264451, 21.7251799 48.6270891, 21.7249573 48.6278265, 21.7247368 48.6285614)",Moyzesova,
75535459,False,residential,50,,False,112.624,"LINESTRING (21.7223018 48.6314859, 21.7237039 48.6318948)",Kukučínova,
75535459,False,residential,50,,True,70.958,"LINESTRING (21.7223018 48.6314859, 21.7214184 48.6312283)",Kukučínova,
75535539,False,residential,40,,False,274.997,"LINESTRING (21.7223018 48.6314859, 21.7224121 48.6313602, 21.7228501 48.6309835, 21.7234479 48.6291734)",L. Svobodu,
75535463,False,residential,30,,False,196.09300000000002,"LINESTRING (21.7199498 48.6254129, 21.7205728 48.6254078, 21.7226176 48.6253906)",Školská,
1103893845,False,tertiary,50,,True,259.66999999999996,"LINESTRING (21.7199498 48.6254129, 21.7199642 48.6267364, 21.7199892 48.627748)",M. R. Štefánika,
306417227,True,residential,30,roundabout,False,26.223,"LINESTRING (21.7154955 48.628623, 21.7154454 48.6286114, 21.7154011 48.6285922, 21.715365 48.6285665, 21.7153418 48.6285398, 21.7153277 48.6285104, 21.7153233 48.6284798, 21.7153317 48.6284419)",,
"[1171727749, 377966342]",False,residential,"['30', '50']",,True,227.55899999999997,"LINESTRING (21.7154955 48.628623, 21.7154788 48.6287208, 21.7153847 48.6289695, 21.7148441 48.6303626, 21.7148007 48.6304694, 21.714788 48.6305283, 21.7147847 48.6306117)",Komenského,
306389168,False,residential,40,,False,95.507,"LINESTRING (21.723467 48.6283787, 21.7247368 48.6285614)",Hollého,
306389168,False,residential,40,,True,62.72,"LINESTRING (21.723467 48.6283787, 21.7226355 48.6282517)",Hollého,
75535520,False,residential,40,,True,89.326,"LINESTRING (21.7266819 48.6311515, 21.725485 48.6310115)",Športová,
151596232,False,residential,40,,False,134.715,"LINESTRING (21.7266819 48.6311515, 21.7263542 48.6323435)",Košická,
