osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,junction,tunnel
23973561,,Piaristická,residential,False,False,216.85600000000002,"LINESTRING (18.084058 48.312625, 18.0841032 48.3124516, 18.083992 48.3120939, 18.0839754 48.3117922, 18.0839904 48.3116963, 18.0839963 48.3116585, 18.0840832 48.3114211, 18.0841249 48.3113283, 18.084208 48.3110732, 18.0843116 48.3107975, 18.084343 48.3107138)",,,,
33353931,,Mariánska,residential,False,False,84.94,"LINESTRING (18.084058 48.312625, 18.0837377 48.3125343, 18.0836632 48.3125182, 18.0829663 48.3123924)",,,,
33353931,,Mariánska,residential,False,True,84.94,"LINESTRING (18.0829663 48.3123924, 18.0836632 48.3125182, 18.0837377 48.3125343, 18.084058 48.312625)",,,,
23973561,,Piaristická,residential,False,True,216.85599999999997,"LINESTRING (18.084343 48.3107138, 18.0843116 48.3107975, 18.084208 48.3110732, 18.0841249 48.3113283, 18.0840832 48.3114211, 18.0839963 48.3116585, 18.0839904 48.3116963, 18.0839754 48.3117922, 18.083992 48.3120939, 18.0841032 48.3124516, 18.084058 48.312625)",,,,
23973562,,Školská,residential,True,False,108.67600000000002,"LINESTRING (18.084343 48.3107138, 18.0844746 48.3107353, 18.0857053 48.310936, 18.0857702 48.3109466)",,,,
754276570,,Piaristická,residential,False,False,49.159,"LINESTRING (18.084343 48.3107138, 18.0844201 48.3104995, 18.0844322 48.3102779)",,,,
289203082,,Fraňa Mojtu,residential,False,False,21.725,"LINESTRING (18.0917621 48.3126594, 18.0916493 48.312479)",,,,
34580537,,Fraňa Mojtu,residential,False,True,100.894,"LINESTRING (18.0917621 48.3126594, 18.0919645 48.3129226, 18.092017 48.3130047, 18.0921679 48.3131856, 18.0924112 48.3133978, 18.0924557 48.3134366)",,,,
84673738,,Ľudovíta Okánika,residential,False,True,12.568,"LINESTRING (18.0953788 48.3125435, 18.0952442 48.3126125)",,,,
285738525,,Kmeťkova,tertiary,False,False,7.472,"LINESTRING (18.0924557 48.3134366, 18.0923932 48.3134894)",50,,,
34580537,,Fraňa Mojtu,residential,False,False,100.89399999999999,"LINESTRING (18.0924557 48.3134366, 18.0924112 48.3133978, 18.0921679 48.3131856, 18.092017 48.3130047, 18.0919645 48.3129226, 18.0917621 48.3126594)",,,,
"[289074835, 289074836]",3,Kmeťkova,tertiary,False,"[False, True]",95.05000000000001,"LINESTRING (18.0924557 48.3134366, 18.092817 48.3131461, 18.0931443 48.3128931, 18.0932715 48.3127765)",50,,,
85581603,,Kúpeľná,residential,True,False,69.928,"LINESTRING (18.0903947 48.3118838, 18.0903842 48.3119937, 18.0905142 48.3123352, 18.0905756 48.3124966)",,,,
289203079,,Fraňa Mojtu,residential,False,False,84.766,"LINESTRING (18.0903947 48.3118838, 18.0903658 48.3118197, 18.0903095 48.3117483, 18.0900922 48.3115646, 18.0898736 48.3113862, 18.0897927 48.3113272, 18.0897207 48.3112747)",,,,
289203079,,Fraňa Mojtu,residential,False,True,102.28299999999999,"LINESTRING (18.0903947 48.3118838, 18.0911605 48.3121206, 18.09124 48.3121585, 18.0914328 48.312254, 18.0915608 48.3123565)",,,,
51203518,,Nábrežie mládeže,residential,False,False,85.502,"LINESTRING (18.0960086 48.3139851, 18.0957177 48.3132409)",,,,
42145097,,Nábrežie mládeže,residential,True,False,118.84899999999999,"LINESTRING (18.0960086 48.3139851, 18.0961977 48.313814, 18.0963427 48.3136827, 18.0963857 48.3136438, 18.0963764 48.31362, 18.0963143 48.3134613, 18.0963108 48.3134525, 18.0962451 48.313429, 18.0960302 48.3133524, 18.0957177 48.3132409)",,,,
51203518,,Nábrežie mládeže,residential,False,True,27.945,"LINESTRING (18.0960086 48.3139851, 18.0960456 48.3140937, 18.0960921 48.3142302)",,,,
34553488,,Schurmannova,residential,True,False,18.332,"LINESTRING (18.0836659 48.3142626, 18.0834343 48.3142038)",50,,,
34580228,,Ďurková,tertiary,False,False,13.647,"LINESTRING (18.0836659 48.3142626, 18.0835684 48.3141584)",50,,,
34580228,,Ďurková,tertiary,False,True,146.826,"LINESTRING (18.0836659 48.3142626, 18.0840122 48.3144293, 18.0844017 48.3145484, 18.0848225 48.3146433, 18.0853929 48.3147237, 18.0854926 48.3147377)",50,,,
47257099,,Vikárska,residential,True,False,60.912,"LINESTRING (18.0836659 48.3142626, 18.0835919 48.3144516, 18.0834954 48.3147982)",,,,
33781908,,,residential,False,False,65.444,"LINESTRING (18.0924314 48.3166379, 18.0923195 48.3167138, 18.0918117 48.3170581)",,,,
33781908,,,residential,False,True,138.407,"LINESTRING (18.0924314 48.3166379, 18.0925093 48.3165778, 18.0927879 48.3163629, 18.0929914 48.3161583, 18.0938128 48.3164847)",,,,
34580539,,Mostná,tertiary,False,False,107.594,"LINESTRING (18.0924314 48.3166379, 18.0923106 48.3165455, 18.0922094 48.316479, 18.0921119 48.3164174, 18.0914337 48.315934)",50,,,
34580539,,Mostná,tertiary,False,True,56.5,"LINESTRING (18.0924314 48.3166379, 18.092869 48.3169114, 18.0929921 48.316983)",50,,,
33781908,,,residential,False,True,65.444,"LINESTRING (18.0918117 48.3170581, 18.0923195 48.3167138, 18.0924314 48.3166379)",,,,
34580228,,Ďurková,tertiary,False,False,19.645,"LINESTRING (18.0835684 48.3141584, 18.0834295 48.3140078)",50,,,
34580228,,Ďurková,tertiary,False,True,13.647,"LINESTRING (18.0835684 48.3141584, 18.0836659 48.3142626)",50,,,
34580227,,Ďurková,residential,True,False,11.128,"LINESTRING (18.0834343 48.3142038, 18.0835684 48.3141584)",,,,
63984756,,Schurmannova,residential,False,False,46.479,"LINESTRING (18.0834343 48.3142038, 18.0832535 48.3141492, 18.0828804 48.3140071)",50,,,
103078700,,Podzámska,residential,False,True,71.736,"LINESTRING (18.0857059 48.3153976, 18.0858352 48.315382, 18.0860948 48.3153621, 18.0861671 48.3153522, 18.0866705 48.3153448)",,,,
1019722560,,Župné námestie,residential,True,False,7.276,"LINESTRING (18.0857059 48.3153976, 18.0856994 48.3154261, 18.0856634 48.3154538)",,,roundabout,
34591460,,Janka Kráľa,residential,False,True,8.611,"LINESTRING (18.0831748 48.3157538, 18.08328 48.315787)",,,,
34591460,,Janka Kráľa,residential,False,False,44.986,"LINESTRING (18.083876 48.3158673, 18.0836728 48.3158455, 18.08328 48.315787)",,,,
45824017,,,residential,False,False,119.981,"LINESTRING (18.083876 48.3158673, 18.0837656 48.3161742, 18.0836496 48.3162286, 18.0832421 48.3161587, 18.0831783 48.3160685, 18.08328 48.315787)",,,,
34591460,,Janka Kráľa,residential,False,True,84.14699999999999,"LINESTRING (18.083876 48.3158673, 18.0840049 48.315861, 18.0843606 48.3158338, 18.084681 48.3157891, 18.0848917 48.3157472, 18.0849907 48.3157275)",,,,
34553491,,Župné námestie,residential,False,True,54.926,"LINESTRING (18.0849907 48.3157275, 18.0850539 48.3156607, 18.0851011 48.3156108, 18.0852096 48.3155188, 18.0852989 48.3154886, 18.0854229 48.3154467, 18.0855373 48.3154218)",,,,
34591460,,Janka Kráľa,residential,False,False,84.14699999999999,"LINESTRING (18.0849907 48.3157275, 18.0848917 48.3157472, 18.084681 48.3157891, 18.0843606 48.3158338, 18.0840049 48.315861, 18.083876 48.3158673)",,,,
34553491,,Župné námestie,residential,False,False,54.926,"LINESTRING (18.0855373 48.3154218, 18.0854229 48.3154467, 18.0852989 48.3154886, 18.0852096 48.3155188, 18.0851011 48.3156108, 18.0850539 48.3156607, 18.0849907 48.3157275)",,,,
"[1021913068, 1021913069]",,Župné námestie,residential,True,False,9.254,"LINESTRING (18.0855373 48.3154218, 18.0855395 48.3153858, 18.0855639 48.3153684, 18.0855948 48.3153572)",,,roundabout,
34580540,,Mostná,tertiary,True,False,21.576999999999998,"LINESTRING (18.0929815 48.3171555, 18.0929666 48.3171443, 18.092954 48.317132, 18.0929438 48.3171187, 18.0929363 48.3171046, 18.0929315 48.31709, 18.0929295 48.3170752, 18.0929305 48.3170603, 18.0929342 48.3170455, 18.0929408 48.3170313, 18.09295 48.3170177, 18.0929618 48.3170049, 18.0929759 48.3169933, 18.0929921 48.316983)",50,,roundabout,
34580538,,Wilsonovo nábrežie,tertiary,False,False,70.84,"LINESTRING (18.0932295 48.3169898, 18.0933226 48.3169125, 18.0935988 48.3166832, 18.0938128 48.3164847)",50,,,
34580540,,Mostná,tertiary,True,False,18.857,"LINESTRING (18.0932295 48.3169898, 18.0932436 48.3170004, 18.0932557 48.317012, 18.0932656 48.3170245, 18.0932731 48.3170377, 18.0932782 48.3170514, 18.0932807 48.3170655, 18.0932807 48.3170796, 18.0932781 48.3170936, 18.093273 48.3171073, 18.0932655 48.3171205, 18.0932556 48.317133, 18.0932435 48.3171447)",50,,roundabout,
45897195,,Podzámska,residential,False,False,10.219,"LINESTRING (18.0907611 48.3164031, 18.0907398 48.3164939)",,,,
419731533,,Podzámska,residential,False,False,78.617,"LINESTRING (18.0907611 48.3164031, 18.0905631 48.3164079, 18.0904516 48.3163834, 18.0903773 48.3163354, 18.0900889 48.3161625, 18.089899 48.3160486)",,,,
419732042,,Podzámska,residential,True,False,35.522999999999996,"LINESTRING (18.0907611 48.3164031, 18.0907992 48.3163435, 18.0910165 48.3162073, 18.0910944 48.3161857)",,,,
34580228,,Ďurková,tertiary,False,True,19.645,"LINESTRING (18.0834295 48.3140078, 18.0835684 48.3141584)",50,,,
23973557,,Jozefa Vuruma,residential,True,False,108.31899999999999,"LINESTRING (18.0834295 48.3140078, 18.0835023 48.3139669, 18.0838292 48.3137831, 18.0844511 48.3133131)",,,,
103118280,,Samova,residential,False,False,80.822,"LINESTRING (18.0859409 48.3159661, 18.0860329 48.3160655, 18.086154 48.3160723, 18.0866746 48.3160459, 18.0869483 48.3160409)",,,,
"[37183740, 577560716, 577560717, 57718342]",,"['Kráľovská cesta', 'Námestie Jána Pavla II.']",residential,False,"[False, True]",283.00100000000003,"LINESTRING (18.0859409 48.3159661, 18.0859437 48.316132, 18.0859656 48.3162285, 18.0860165 48.3163241, 18.0860614 48.316389, 18.0861683 48.316561, 18.0861885 48.3165796, 18.0862101 48.3166136, 18.0862396 48.316627, 18.0863434 48.3166486, 18.0864565 48.3166908, 18.0866129 48.3167599, 18.0867322 48.3168145, 18.0868375 48.3168567, 18.08694 48.3169293, 18.0873204 48.317227, 18.0873536 48.3171655, 18.087413 48.3171262, 18.0875325 48.3171227, 18.0878417 48.3171788, 18.0879902 48.3171865, 18.0880636 48.3171746, 18.088135 48.3171503, 18.0881764 48.317122, 18.0882074 48.3170828, 18.0882377 48.3170348, 18.0882465 48.3168999)",,,,building_passage
"[37183739, 206856876, 103118277, 754276566]",1,Samova,residential,False,True,62.61,"LINESTRING (18.0859409 48.3159661, 18.085891 48.3157625, 18.0858518 48.3156101, 18.0858483 48.3155965, 18.0856634 48.3154538)",,,,building_passage
103118280,,Samova,residential,False,True,80.822,"LINESTRING (18.0869483 48.3160409, 18.0866746 48.3160459, 18.086154 48.3160723, 18.0860329 48.3160655, 18.0859409 48.3159661)",,,,
"[37183742, 971344095]",,Samova,residential,True,False,139.309,"LINESTRING (18.0869483 48.3160409, 18.0872285 48.3160268, 18.0873557 48.3160204, 18.0876221 48.316007, 18.0878334 48.316013, 18.0880857 48.3160723, 18.0882778 48.3161545, 18.0886723 48.3163595)",,,,
37183743,,Východná,residential,False,False,52.546,"LINESTRING (18.0886723 48.3163595, 18.0882125 48.3167198)",,,,
37183743,,Východná,residential,False,True,46.191,"LINESTRING (18.0886723 48.3163595, 18.0890726 48.3160406)",,,,
57834306,,Samova,residential,False,False,94.894,"LINESTRING (18.0886723 48.3163595, 18.0894732 48.3170263)",,,,
37183740,,Námestie Jána Pavla II.,residential,False,False,20.183,"LINESTRING (18.0882125 48.3167198, 18.0882465 48.3168999)",,,,
37183743,,Východná,residential,False,True,52.546,"LINESTRING (18.0882125 48.3167198, 18.0886723 48.3163595)",,,,
37183741,,Pribinovo námestie,residential,True,False,121.949,"LINESTRING (18.0882125 48.3167198, 18.087925 48.3165505, 18.0874143 48.3162058, 18.0872902 48.3161264, 18.0869483 48.3160409)",,,,
37183740,,Námestie Jána Pavla II.,residential,False,True,20.183,"LINESTRING (18.0882465 48.3168999, 18.0882125 48.3167198)",,,,
"[577560716, 37183740, 577560717, 57718342]",,"['Kráľovská cesta', 'Námestie Jána Pavla II.']",residential,False,"[False, True]",283.0009999999999,"LINESTRING (18.0882465 48.3168999, 18.0882377 48.3170348, 18.0882074 48.3170828, 18.0881764 48.317122, 18.088135 48.3171503, 18.0880636 48.3171746, 18.0879902 48.3171865, 18.0878417 48.3171788, 18.0875325 48.3171227, 18.087413 48.3171262, 18.0873536 48.3171655, 18.0873204 48.317227, 18.08694 48.3169293, 18.0868375 48.3168567, 18.0867322 48.3168145, 18.0866129 48.3167599, 18.0864565 48.3166908, 18.0863434 48.3166486, 18.0862396 48.316627, 18.0862101 48.3166136, 18.0861885 48.3165796, 18.0861683 48.316561, 18.0860614 48.316389, 18.0860165 48.3163241, 18.0859656 48.3162285, 18.0859437 48.316132, 18.0859409 48.3159661)",,,,building_passage
136344557,,Zámocká,residential,False,True,50.217,"LINESTRING (18.0882465 48.3168999, 18.0884172 48.3170968, 18.0885243 48.3172202, 18.0885704 48.3172961)",,,,
37183743,,Východná,residential,False,False,22.796,"LINESTRING (18.0892317 48.315865, 18.0890726 48.3160406)",,,,
84673738,,Ľudovíta Okánika,residential,False,False,12.568,"LINESTRING (18.0952442 48.3126125, 18.0953788 48.3125435)",,,,
51203518,,Nábrežie mládeže,residential,False,False,110.496,"LINESTRING (18.0952442 48.3126125, 18.0950941 48.312527, 18.0948851 48.3124197, 18.0947715 48.3123636, 18.0944133 48.3121832, 18.0943162 48.3120665, 18.0941884 48.3119305)",,,,
51203518,,Nábrežie mládeže,residential,False,True,50.097,"LINESTRING (18.0952442 48.3126125, 18.0953575 48.312728, 18.0953998 48.312768, 18.0955962 48.3129971)",,,,
28152395,,Sládkovičova,residential,True,False,46.819,"LINESTRING (18.0910902 48.3130239, 18.0915519 48.3127358)",,,,
42144865,,Andreja Šulgana,residential,True,False,100.638,"LINESTRING (18.0897207 48.3112747, 18.0906545 48.3107908, 18.0907917 48.3107164)",,,,
289203079,,Fraňa Mojtu,residential,False,False,148.319,"LINESTRING (18.0897207 48.3112747, 18.089647 48.3112185, 18.0895813 48.3111614, 18.0894378 48.3110205, 18.0893814 48.3109471, 18.0892185 48.3107352, 18.0890493 48.3104925, 18.0887924 48.3100987)",,,,
289203079,,Fraňa Mojtu,residential,False,True,84.766,"LINESTRING (18.0897207 48.3112747, 18.0897927 48.3113272, 18.0898736 48.3113862, 18.0900922 48.3115646, 18.0903095 48.3117483, 18.0903658 48.3118197, 18.0903947 48.3118838)",,,,
289074840,,Wilsonovo nábrežie,tertiary,False,False,127.75,"LINESTRING (18.0907917 48.3107164, 18.0905246 48.3105082, 18.0903676 48.3103525, 18.0901906 48.3101851, 18.0900297 48.3100278, 18.0899191 48.3099081, 18.0898088 48.3097746)",50,,,
289074840,,Wilsonovo nábrežie,tertiary,False,True,168.528,"LINESTRING (18.0907917 48.3107164, 18.0919818 48.311674, 18.092154 48.311818, 18.0922376 48.3118878)",50,,,
51203518,,Nábrežie mládeže,residential,False,True,85.502,"LINESTRING (18.0957177 48.3132409, 18.0960086 48.3139851)",,,,
51203518,,Nábrežie mládeže,residential,False,False,28.565,"LINESTRING (18.0957177 48.3132409, 18.0956842 48.313166, 18.0955962 48.3129971)",,,,
51203518,,Nábrežie mládeže,residential,False,False,50.097,"LINESTRING (18.0955962 48.3129971, 18.0953998 48.312768, 18.0953575 48.312728, 18.0952442 48.3126125)",,,,
51203518,,Nábrežie mládeže,residential,False,True,28.565,"LINESTRING (18.0955962 48.3129971, 18.0956842 48.313166, 18.0957177 48.3132409)",,,,
51203518,,Nábrežie mládeže,residential,False,False,27.945,"LINESTRING (18.0960921 48.3142302, 18.0960456 48.3140937, 18.0960086 48.3139851)",,,,
51203518,,Nábrežie mládeže,residential,False,True,33.667,"LINESTRING (18.0960921 48.3142302, 18.0961263 48.3143189, 18.0962051 48.3145235)",,,,
51203518,,Nábrežie mládeže,residential,False,False,33.667,"LINESTRING (18.0962051 48.3145235, 18.0961263 48.3143189, 18.0960921 48.3142302)",,,,
44105832,,Hodálova,residential,False,False,83.36499999999998,"LINESTRING (18.0887924 48.3100987, 18.0888501 48.3100804, 18.0897452 48.3097966, 18.0898088 48.3097746)",,,,
289203079,,Fraňa Mojtu,residential,False,False,32.492999999999995,"LINESTRING (18.0887924 48.3100987, 18.0887557 48.3100459, 18.0886082 48.3098334)",,,,
289203079,,Fraňa Mojtu,residential,False,True,148.319,"LINESTRING (18.0887924 48.3100987, 18.0890493 48.3104925, 18.0892185 48.3107352, 18.0893814 48.3109471, 18.0894378 48.3110205, 18.0895813 48.3111614, 18.089647 48.3112185, 18.0897207 48.3112747)",,,,
44105832,,Hodálova,residential,False,True,83.365,"LINESTRING (18.0898088 48.3097746, 18.0897452 48.3097966, 18.0888501 48.3100804, 18.0887924 48.3100987)",,,,
289074840,,Wilsonovo nábrežie,tertiary,False,True,127.75,"LINESTRING (18.0898088 48.3097746, 18.0899191 48.3099081, 18.0900297 48.3100278, 18.0901906 48.3101851, 18.0903676 48.3103525, 18.0905246 48.3105082, 18.0907917 48.3107164)",50,,,
289203079,,Fraňa Mojtu,residential,False,True,15.112,"LINESTRING (18.0915608 48.3123565, 18.0916493 48.312479)",,,,
29236859,,,residential,False,False,72.259,"LINESTRING (18.0915608 48.3123565, 18.0918805 48.312136, 18.0920819 48.311996, 18.0922376 48.3118878)",,,,
289203079,,Fraňa Mojtu,residential,False,False,102.283,"LINESTRING (18.0915608 48.3123565, 18.0914328 48.312254, 18.09124 48.3121585, 18.0911605 48.3121206, 18.0903947 48.3118838)",,,,
29236859,,,residential,False,True,72.259,"LINESTRING (18.0922376 48.3118878, 18.0920819 48.311996, 18.0918805 48.312136, 18.0915608 48.3123565)",,,,
289074840,,Wilsonovo nábrežie,tertiary,False,False,168.528,"LINESTRING (18.0922376 48.3118878, 18.092154 48.311818, 18.0919818 48.311674, 18.0907917 48.3107164)",50,,,
"[289074840, 289074841]",3,Wilsonovo nábrežie,tertiary,False,"[False, True]",125.098,"LINESTRING (18.0922376 48.3118878, 18.0924777 48.3120985, 18.0928168 48.3123619, 18.0931702 48.3126639, 18.0932715 48.3127765)",50,,,
"[117821473, 117821475, 28152815]",3,"['Kmeťkova', 'Chrenovský most', 'Slančíkovej']",tertiary,False,"[False, True]",116.185,"LINESTRING (18.0941884 48.3119305, 18.0938723 48.3121836, 18.0934267 48.3126026, 18.0933691 48.3126554, 18.0932715 48.3127765)",50,yes,,
51203518,,Nábrežie mládeže,residential,False,True,110.496,"LINESTRING (18.0941884 48.3119305, 18.0943162 48.3120665, 18.0944133 48.3121832, 18.0947715 48.3123636, 18.0948851 48.3124197, 18.0950941 48.312527, 18.0952442 48.3126125)",,,,
34580230,,Župné námestie,residential,True,False,10.934999999999999,"LINESTRING (18.0856634 48.3154538, 18.0856072 48.3154576, 18.0855676 48.3154473, 18.0855373 48.3154218)",,,roundabout,
"[37183739, 206856876, 103118277, 754276566]",1,Samova,residential,False,False,62.61,"LINESTRING (18.0856634 48.3154538, 18.0858483 48.3155965, 18.0858518 48.3156101, 18.085891 48.3157625, 18.0859409 48.3159661)",,,,building_passage
34591460,,Janka Kráľa,residential,False,False,8.611,"LINESTRING (18.08328 48.315787, 18.0831748 48.3157538)",,,,
34591460,,Janka Kráľa,residential,False,True,44.986,"LINESTRING (18.08328 48.315787, 18.0836728 48.3158455, 18.083876 48.3158673)",,,,
45824017,,,residential,False,True,119.981,"LINESTRING (18.08328 48.315787, 18.0831783 48.3160685, 18.0832421 48.3161587, 18.0836496 48.3162286, 18.0837656 48.3161742, 18.083876 48.3158673)",,,,
45825240,,,residential,False,False,19.261,"LINESTRING (18.0827213 48.3143209, 18.082752 48.3142489, 18.0828166 48.3141604)",,,,
116764022,,,residential,False,False,61.71,"LINESTRING (18.0828166 48.3141604, 18.0835434 48.3144331)",,,,
45825240,,,residential,False,False,17.687,"LINESTRING (18.0828166 48.3141604, 18.0828636 48.3140474, 18.0828804 48.3140071)",,,,
45825240,,,residential,False,True,19.261,"LINESTRING (18.0828166 48.3141604, 18.082752 48.3142489, 18.0827213 48.3143209)",,,,
47257099,,Vikárska,residential,True,False,41.793,"LINESTRING (18.0834954 48.3147982, 18.0833911 48.3151676)",,,,
47257099,,Vikárska,residential,True,False,36.335,"LINESTRING (18.0833911 48.3151676, 18.0832793 48.3154858)",,,,
47257099,,Vikárska,residential,True,False,30.786,"LINESTRING (18.0832793 48.3154858, 18.0831748 48.3157538)",,,,
"[28152395, 45825740]",,"['B. Nemcovej', 'Sládkovičova']",residential,True,False,243.031,"LINESTRING (18.0914837 48.3143341, 18.091421 48.3143045, 18.0899758 48.313664, 18.0906239 48.3133046, 18.0908585 48.3131652, 18.0910902 48.3130239)",,,,
158074521,,,residential,False,True,38.868,"LINESTRING (18.0914837 48.3143341, 18.0915545 48.314368, 18.0919103 48.3145383)",,,,
285738525,,Kmeťkova,tertiary,False,False,140.906,"LINESTRING (18.0914837 48.3143341, 18.0907265 48.3150587, 18.0903872 48.3153704)",50,,,
285738525,,Kmeťkova,tertiary,False,True,115.524,"LINESTRING (18.0914837 48.3143341, 18.0923576 48.3135224, 18.0923932 48.3134894)",50,,,
285738525,,Kmeťkova,tertiary,False,True,7.472,"LINESTRING (18.0923932 48.3134894, 18.0924557 48.3134366)",50,,,
45825739,,Za Ferenitkou,residential,True,False,177.749,"LINESTRING (18.0923932 48.3134894, 18.092457 48.3135502, 18.0925092 48.3135999, 18.0928531 48.3138653, 18.0930954 48.3140637, 18.0931848 48.3142097, 18.0932174 48.3143905, 18.0932506 48.3146725, 18.0932457 48.3149077)",,,,
285738525,,Kmeťkova,tertiary,False,False,115.524,"LINESTRING (18.0923932 48.3134894, 18.0923576 48.3135224, 18.0914837 48.3143341)",50,,,
45825734,,,living_street,False,True,92.205,"LINESTRING (18.0932457 48.3149077, 18.0944915 48.3148733)",,,,
114565402,,Za Ferenitkou,residential,False,False,36.775999999999996,"LINESTRING (18.0932457 48.3149077, 18.0932168 48.315091, 18.0931861 48.315236)",,,,
45897195,,Podzámska,residential,False,True,10.219,"LINESTRING (18.0907398 48.3164939, 18.0907611 48.3164031)",,,,
